fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2021-06-30,USD,1915201000,4091119000,2525900000,2229978000,1315927000,217525000,381749000,599274000,3723000,-51695000,3723000,51695000,4142814000,-7166000,None,78397000,1308761000,164104000,51695000,1144657000,1143826000,1360456000,1438853000,1144657000,LRCX
2021-03-31,USD,1780131000,3795959000,2289126000,2067523000,1195308000,203703000,381120000,584823000,4209000,-52236000,4209000,52236000,3848195000,-35320000,None,79453000,1159988000,88867000,52236000,1071121000,1063950000,1212224000,1291677000,1071121000,LRCX
2020-12-31,USD,1603795000,3399923000,2088941000,1852442000,1009724000,218899000,375172000,594071000,4796000,-52551000,4796000,52551000,3452474000,-29941000,None,76389000,979783000,110554000,52551000,869229000,895775000,1032334000,1108723000,869229000,LRCX
2020-09-30,USD,1506179000,3123590000,1933561000,1670901000,961064000,189748000,355367000,545115000,6959000,-52115000,6959000,52115000,3175705000,-38792000,None,72912000,922272000,98821000,52115000,823451000,834990000,974387000,1047299000,823451000,LRCX
2020-06-30,USD,1280332000,2741633000,1768415000,1511532000,755722000,185800000,338810000,524610000,9339000,-49250000,9339000,49250000,2790883000,-7553000,None,71083000,748169000,51496000,49250000,696673000,715138000,797419000,868502000,696673000,LRCX
2020-03-31,USD,1167007000,2462525000,1519092000,1336618000,694114000,164979000,307914000,472893000,18856000,-41580000,18856000,41580000,2504105000,-64619000,None,67248000,629495000,54714000,41580000,574781000,522352000,671075000,738323000,574781000,LRCX
2019-12-31,USD,1179644000,2538599000,1595520000,1403857000,686511000,174272000,318861000,493133000,25454000,-42615000,25454000,42615000,2581214000,-13924000,None,65530000,672587000,158077000,42615000,514510000,526823000,715202000,780732000,514510000,LRCX
2019-09-30,USD,981710000,2121222000,1406128000,1184036000,537455000,157428000,286827000,444255000,31784000,-43995000,31784000,43995000,2165217000,-12728000,None,64664000,524727000,58938000,43995000,465789000,457259000,568722000,633386000,465789000,LRCX
2019-06-30,USD,1080891000,2313311000,1513892000,1280256000,617085000,168228000,295578000,463806000,35062000,-45428000,35062000,45428000,2358739000,-7667000,None,65408000,609418000,67593000,45310000,541825000,540455000,654846000,720254000,541825000,LRCX
2019-03-31,USD,1074337000,2409505000,1591617000,1364711000,565517000,190306000,318514000,508820000,26966000,-30263000,9290000,30263000,2439768000,20532000,None,82274000,586049000,38659000,30263000,547390000,549422000,616312000,698586000,547390000,LRCX
2018-12-23,USD,1145033000,2505470000,1583038000,1377640000,690379000,169098000,285556000,454654000,17809000,-19784000,None,19784000,2525254000,-30649000,None,81794000,659730000,90875000,19784000,568855000,561892000,679514000,761308000,568855000,LRCX
2018-09-23,USD,1058198000,2309037000,1527073000,1272493000,591751000,174775000,291672000,466447000,18933000,-21788000,None,21788000,2330825000,-377000,None,79805000,591374000,58014000,21705000,533374000,533080000,613162000,692967000,533360000,LRCX
2018-06-30,USD,1479408000,3101526000,1928139000,1646520000,955195000,196500000,327713000,524213000,23265000,-24431000,None,24431000,29000,2954000,None,85119000,958149000,-62997000,23889000,1021141000,1029128000,982580000,1067699000,1021146000,LRCX
2018-03-31,USD,1330714000,2865316000,1799992000,1561401000,827511000,197791000,305412000,503203000,21761000,-25734000,None,25734000,-1065000,-55810000,None,82236000,771701000,-7099000,25734000,778800000,777529000,797435000,879671000,778800000,LRCX
2017-12-31,USD,1205567000,2558694000,1602933000,1375248000,737371000,186885000,281311000,468196000,20578000,-23317000,None,23317000,1196000,-3152000,None,79898000,734219000,744174000,23317000,-9955000,-21328000,757536000,837434000,-9955000,LRCX
2017-09-30,USD,1149343000,2451235000,1588982000,1328797000,693222000,181043000,275078000,456121000,20209000,-23905000,None,23905000,-3000000,-5502000,None,79142000,687720000,97030000,23905000,590720000,599603000,711625000,790767000,590690000,LRCX
2017-06-30,USD,1068961000,2316589000,1530292000,1275946000,607939000,175310000,285712000,461022000,17805000,-24912000,None,24912000,-3406000,-4444000,None,79036000,603495000,77071000,24839000,526385000,540326000,628407000,707443000,526424000,LRCX
2017-03-31,USD,971404000,2129922000,1388191000,1182591000,538418000,167000000,265986000,432986000,16345000,-24752000,None,24752000,679000,-7838000,None,76242000,530580000,-44133000,24752000,574680000,569188000,555332000,631574000,574713000,LRCX
2016-12-31,USD,846797000,1820344000,1234267000,1035502000,439828000,160165000,246804000,406969000,10945000,-26641000,None,26641000,-35314000,-55023000,None,77065000,384805000,52014000,62966000,332791000,319714000,411446000,488511000,332791000,LRCX
2016-09-30,USD,716197000,1592209000,1155794000,916222000,315947000,165010000,235240000,400250000,12763000,-41429000,None,41429000,1219000,-23154000,None,74562000,292793000,28958000,41429000,263835000,276168000,334222000,408784000,263835000,LRCX
2016-06-30,USD,698784000,1510819000,1074741000,847477000,309241000,152288000,237255000,389543000,8875000,-33479000,None,33479000,-1963000,-27249000,None,74976000,281992000,23053000,33479000,258924000,245496000,315471000,390447000,258939000,LRCX
2016-03-31,USD,571265000,1278456000,940908000,742790000,190753000,159018000,221494000,380512000,8148000,-38056000,None,38056000,2457000,-29834000,None,73664000,160919000,17468000,38056000,143451000,156342000,198975000,272639000,143451000,LRCX
2015-12-31,USD,626510000,1387469000,1005246000,799024000,238834000,166922000,220754000,387676000,6729000,-38577000,None,38577000,512000,-29935000,None,71798000,208899000,-14081000,38577000,222980000,217157000,247476000,319274000,222980000,LRCX
2015-09-30,USD,722363000,1574684000,1100996000,877680000,335428000,152726000,234209000,386935000,5760000,-24661000,None,24661000,-698000,-27121000,None,70590000,308307000,19628000,24661000,288679000,283517000,332968000,403558000,288679000,LRCX
2015-06-30,USD,641538000,1456810000,79444000,839832000,191035000,149384000,221675000,450503000,6856000,-24553000,None,24553000,-7000,-20353000,None,70177000,170682000,39411000,24553000,-158888000,136715000,195235000,265412000,131271000,LRCX
2015-03-31,USD,600602000,1377267000,975103000,792731000,239965000,142772000,217865000,360637000,5100000,-17628000,None,17628000,1562000,-11389000,None,70322000,228576000,22291000,17628000,206285000,188436000,246204000,316526000,206285000,LRCX
2014-12-31,USD,536657000,1216314000,886732000,695584000,188741000,151148000,196768000,347916000,4024000,-15797000,None,15797000,-130000,-9799000,None,69536000,178942000,2002000,15797000,176940000,170281000,194739000,264275000,176940000,LRCX
2014-09-30,USD,505539000,1145001000,863021000,646829000,168298000,148307000,188934000,337241000,3288000,-15704000,None,15704000,8337000,-5648000,None,67885000,162650000,21569000,15704000,141081000,131004000,178354000,246239000,141081000,LRCX
2014-06-30,USD,557036000,1318125000,918613000,691761000,215850000,155737000,185449000,341186000,3879000,-15472000,None,15472000,84800000,-9442000,None,71115000,289498000,56103000,15472000,233395000,231811000,304970000,376085000,233395000,LRCX
2014-03-31,USD,530798000,1211686000,889877000,696594000,191937000,152883000,185978000,338861000,3110000,-15621000,None,15621000,-85000,-9855000,None,73256000,182082000,17686000,15621000,164396000,152846000,197703000,270959000,164396000,LRCX
2013-12-31,USD,487789000,1100889000,818010000,628272000,164474000,148838000,174477000,323315000,2828000,-15297000,None,15297000,125000,-3837000,None,73552000,160637000,11645000,15297000,148992000,156826000,175934000,249486000,148992000,LRCX
2013-09-30,USD,431858000,999535000,820419000,583201000,105408000,155883000,170567000,326450000,2723000,-15302000,None,15302000,-222000,-14262000,None,74331000,91146000,5640000,15302000,85506000,90844000,106448000,180779000,85506000,LRCX
2013-06-30,USD,413927000,969228000,1477703000,572287000,86498000,147209000,180220000,327429000,3326000,-15114000,None,15114000,-1872000,-12251000,None,76051000,74247000,-11460000,15114000,85707000,80759000,89361000,165412000,85707000,LRCX
2013-03-31,USD,339832000,844928000,505096000,505096000,10819000,154807000,174206000,329013000,3235000,-15175000,None,15175000,-1294000,-15834000,None,74861000,-5015000,-24011000,15175000,18996000,19735000,10160000,85021000,18996000,LRCX
2012-12-23,USD,315414000,860886000,545472000,545472000,4042000,145421000,165951000,311372000,4376000,-14975000,None,14975000,-3274000,-13390000,None,78388000,-9348000,-15756000,14975000,6408000,15831000,5627000,84015000,6408000,LRCX
2012-09-23,USD,333886000,906888000,573002000,573002000,16712000,153863000,163311000,317174000,3800000,-15144000,None,15144000,-368000,-9938000,None,74816000,6774000,4006000,15144000,2768000,2679000,21918000,96734000,2768000,LRCX
2012-06-30,USD,298213000,741814000,443601000,442742000,32670000,142740000,124528000,265543000,4121000,-10934000,None,10934000,961000,-9889000,None,34576000,22781000,4712000,10934000,-25200000,439000,33715000,68291000,18069000,LRCX
2012-03-31,USD,267147000,658961000,391814000,391814000,58118000,95581000,113448000,209029000,2959000,-9422000,None,9422000,-126000,-3568000,None,22517000,54550000,8946000,9422000,45604000,62546000,63972000,86489000,45604000,LRCX
2011-12-31,USD,234826000,583981000,349155000,350014000,47546000,83256000,104024000,187280000,2472000,-9346000,None,9346000,-142000,-7785000,None,22372000,39761000,6549000,9346000,33212000,16516000,49107000,71479000,33212000,LRCX
2011-09-30,USD,283883000,680436000,396553000,396553000,99399000,80200000,102559000,184484000,2589000,-9260000,None,9260000,-1090000,-12073000,None,21360000,87326000,15488000,9260000,71838000,45643000,96586000,117946000,71838000,LRCX
2011-06-30,USD,338454000,752018000,413564000,413564000,142191000,79938000,99583000,196263000,8289000,-5062000,None,5062000,-2816000,-5131000,None,19972000,137060000,11132000,5062000,125928000,205538000,142122000,162094000,125928000,LRCX
2011-03-31,USD,374019000,809087000,435068000,435068000,196996000,80143000,96880000,177023000,2237000,-107000,None,107000,-1982000,1663000,None,18176000,198659000,16419000,107000,182240000,182240000,198766000,216942000,182240000,LRCX
2010-12-31,USD,407433000,870714000,463281000,463281000,241104000,75852000,90477000,166329000,2635000,-110000,None,110000,-3108000,1038000,None,18663000,242142000,20286000,110000,221856000,221856000,242252000,260915000,221856000,LRCX
2010-09-30,USD,377326000,805874000,428548000,428548000,223994000,72142000,86353000,153332000,None,None,None,101000,None,-979000,None,17948000,223015000,29291000,None,193724000,None,223116000,241064000,193724000,LRCX
2010-06-30,USD,321442000,695289000,373847000,378199000,155717000,66779000,85644000,165725000,None,None,None,126000,None,3541000,None,17664000,159258000,19261000,None,None,None,155717000,173381000,139997000,LRCX
2010-03-31,USD,292871000,632763000,339892000,339892000,149093000,61933000,81845000,143778000,None,None,None,434000,None,1616000,None,17872000,150709000,30408000,None,None,None,149093000,166965000,120301000,LRCX
2009-12-31,USD,221187000,487176000,265989000,263972000,91348000,60111000,82171000,129839000,None,None,None,245000,None,-58000,None,18184000,91290000,21716000,None,None,None,91348000,109532000,69574000,LRCX
2009-09-30,USD,134435000,318548000,184113000,181778000,29252000,52119000,71199000,105183000,None,None,None,189000,None,-368000,None,17681000,28884000,12087000,None,None,None,29252000,46933000,16797000,LRCX
2023-12-31,USD,-738000000,4784000000,738000000,175000000,609000000,738000000,None,4175000000,237000000,-208000000,237000000,208000000,-246000000,10000000,None,134000000,-1287000000,189000000,208000000,-1476000000,184000000,609000000,-945000000,-1476000000,BKNG
2023-09-30,USD,4015000000,7341000000,3326000000,169000000,3103000000,2409000000,None,4238000000,289000000,-254000000,289000000,254000000,-1000000,300000000,None,129000000,3149000000,638000000,254000000,2511000000,2517000000,3103000000,3532000000,2511000000,BKNG
2023-06-30,USD,2484000000,5462000000,2978000000,160000000,1673000000,2105000000,None,3789000000,266000000,-241000000,266000000,241000000,-48000000,186000000,None,121000000,1618000000,328000000,241000000,1290000000,1266000000,1673000000,1980000000,1290000000,BKNG
2023-03-31,USD,1130000000,3778000000,2648000000,161000000,450000000,1806000000,None,3328000000,228000000,-194000000,228000000,194000000,-53000000,47000000,None,120000000,303000000,37000000,194000000,266000000,266000000,450000000,617000000,266000000,BKNG
2022-12-31,USD,1746000000,4049000000,2303000000,163000000,1345000000,1621000000,None,2704000000,131000000,-145000000,131000000,145000000,-55000000,252000000,None,124000000,1452000000,217000000,145000000,1235000000,1359000000,1345000000,1721000000,1235000000,BKNG
2022-09-30,USD,3252000000,6052000000,2800000000,145000000,2583000000,2057000000,None,3469000000,61000000,-102000000,61000000,102000000,-34000000,-305000000,None,109000000,2176000000,510000000,102000000,1666000000,1527000000,2583000000,2387000000,1666000000,BKNG
2022-06-30,USD,1602000000,4294000000,2692000000,149000000,1000000000,1944000000,None,3294000000,24000000,-76000000,24000000,76000000,16000000,220000000,None,107000000,1144000000,287000000,76000000,857000000,788000000,1000000000,1327000000,857000000,BKNG
2022-03-31,USD,647000000,2695000000,2048000000,596000000,174000000,1305000000,None,2521000000,3000000,-68000000,None,68000000,30000000,-955000000,None,111000000,-849000000,-149000000,68000000,-700000000,-739000000,174000000,-670000000,-700000000,BKNG
2021-12-31,USD,1232000000,2981000000,1749000000,485000000,848000000,1162000000,None,2133000000,4000000,-75000000,4000000,75000000,19000000,43000000,None,98000000,816000000,198000000,75000000,618000000,546000000,848000000,989000000,618000000,BKNG
2021-09-30,USD,2426000000,4676000000,2250000000,None,2015000000,1557000000,None,2661000000,4000000,-80000000,4000000,80000000,45000000,-967000000,None,102000000,968000000,199000000,80000000,769000000,740000000,2015000000,1150000000,769000000,BKNG
2021-06-30,USD,243000000,2160000000,1917000000,None,-56000000,1122000000,None,2216000000,4000000,-81000000,4000000,81000000,-283000000,96000000,None,108000000,-41000000,126000000,323000000,-167000000,-50000000,-56000000,148000000,-167000000,BKNG
2021-03-31,USD,-112000000,1141000000,1253000000,None,-311000000,580000000,None,1452000000,4000000,-98000000,4000000,98000000,88000000,131000000,None,113000000,-278000000,-223000000,98000000,-55000000,-97000000,-311000000,-67000000,-55000000,BKNG
2020-12-31,USD,45000000,1238000000,1193000000,None,-153000000,514000000,None,1391000000,5000000,-98000000,5000000,98000000,-59000000,496000000,None,114000000,245000000,410000000,98000000,-165000000,-87000000,-153000000,457000000,-165000000,BKNG
2020-09-30,USD,515000000,2640000000,2125000000,None,315000000,879000000,None,2325000000,5000000,-98000000,5000000,98000000,-121000000,618000000,None,115000000,835000000,34000000,98000000,801000000,838000000,315000000,1048000000,801000000,BKNG
2020-06-30,USD,-283000000,630000000,913000000,None,-484000000,315000000,None,1114000000,12000000,-96000000,12000000,96000000,-58000000,789000000,None,112000000,209000000,87000000,96000000,122000000,231000000,-484000000,417000000,122000000,BKNG
2020-03-31,USD,146000000,2288000000,2142000000,None,-309000000,1052000000,None,2597000000,32000000,-64000000,32000000,64000000,31000000,-349000000,None,117000000,-722000000,-23000000,64000000,-699000000,-850000000,-309000000,-541000000,-699000000,BKNG
2019-12-31,USD,3339000000,3339000000,880000000,2627000000,1172000000,201000000,79000000,2167000000,39000000,-62000000,39000000,62000000,-11758000000,310000000,None,117000000,3588000000,249000000,62000000,3339000000,1245000000,1172000000,3767000000,3339000000,BKNG
2019-09-30,USD,4132000000,5040000000,908000000,566000000,2370000000,225000000,71000000,2670000000,44000000,-70000000,44000000,70000000,5040000000,63000000,None,117000000,2363000000,413000000,70000000,1950000000,1915000000,2370000000,2550000000,1950000000,BKNG
2019-06-30,USD,2932000000,3850000000,918000000,619000000,1247000000,180000000,70000000,2603000000,34000000,-68000000,34000000,68000000,3850000000,28000000,None,119000000,1207000000,228000000,68000000,979000000,918000000,1247000000,1394000000,979000000,BKNG
2019-03-31,USD,2029000000,2837000000,808000000,501000000,556000000,191000000,65000000,2281000000,35000000,-66000000,412000000,66000000,2837000000,478000000,None,116000000,968000000,203000000,66000000,765000000,912000000,556000000,1150000000,765000000,BKNG
2018-12-31,USD,3213000000,3213000000,792611000,2088000000,1143000000,194880000,56000000,2070000000,46000000,-65758000,242000,66000000,-11314385000,-445257000,65948000,109000000,3199000000,-14000000,65758000,3213000000,585000000,1143000000,3374000000,3213000000,BKNG
2018-09-30,USD,4021486000,4849000000,827604000,None,2247000000,183228000,57742000,2602000000,48000000,-68170000,-170000,68000000,4849090000,62427000,64625000,107000000,2240578000,473000000,68170000,1767578000,1610000000,2247000000,2415578000,1767578000,BKNG
2018-06-30,USD,2749425000,3537000000,787669000,None,1221000000,158753000,58950000,2316000000,46000000,-64837000,163000,65000000,3537094000,52493000,60887000,107000000,1209372000,232000000,64837000,977372000,844000000,1221000000,1381372000,977372000,BKNG
2018-03-31,USD,5520938000,2928000000,265229000,None,730000000,162139000,60441000,2198000000,47000000,-70235000,-235000,70000000,2928201000,93337000,56540000,103000000,753210000,146000000,70235000,607210000,668000000,730000000,926210000,607210000,BKNG
2017-12-31,USD,2763000000,2803000000,40000000,39993000,986478000,316186000,56667000,1776540000,46704000,-70979000,24000,71003000,-1273000,25259000,51495000,97788000,4266594000,1496651000,72252000,2769943000,-970573000,986478000,4435385000,2769943000,BKNG
2017-09-30,USD,4380000000,4434000000,54000000,54181000,2101801000,308362000,47901000,2278047000,41483000,-66338000,None,66338000,-200000,31382000,50613000,95910000,2066845000,346454000,66538000,1720391000,1800142000,2101801000,2229093000,1720391000,BKNG
2017-06-30,USD,2957000000,3025000000,68000000,67425000,893259000,273368000,44831000,2063872000,36821000,-60942000,None,60942000,-200000,30800000,44711000,85872000,863117000,142908000,61142000,720209000,1047069000,893259000,1009931000,720209000,BKNG
2017-03-31,USD,2339000000,2419000000,80000000,80401000,556462000,249583000,39945000,1782541000,31992000,-55717000,None,55717000,2419404000,26865000,40412000,83430000,527610000,71987000,55717000,455623000,837362000,556462000,666757000,455623000,BKNG
2016-12-31,USD,2276361000,2501091000,1257522000,58758000,790048000,228151000,37419000,1499621000,29089000,-55236000,100000,55336000,0,27538000,38106000,79672000,2364865000,88504000,55236000,2276361000,216427000,790048000,2499873000,2276361000,BKNG
2016-09-30,USD,3589063000,3635072000,1360385000,101489000,833227000,239451000,36389000,2755836000,24218000,-55480000,None,55480000,0,19787000,36796000,78745000,797534000,291517000,55480000,506017000,692921000,833227000,931759000,506017000,BKNG
2016-06-30,USD,2429818000,2505612000,421960000,126084000,732407000,218164000,35797000,1697411000,21292000,-50290000,None,50290000,None,10431000,34671000,77712000,692548000,111910000,50290000,580638000,418315000,732407000,820550000,580638000,BKNG
2016-03-31,USD,2019450000,2101225000,457258000,128669000,550318000,205368000,32788000,1469132000,20347000,-46894000,None,46894000,None,-42931000,30486000,72871000,460493000,86069000,46894000,374424000,427337000,550318000,580258000,374424000,BKNG
2015-12-31,USD,1879383000,1999995000,381652000,120612000,657900000,190276000,32270000,1221483000,16414000,-43767000,None,43767000,0,2397000,27997000,70764000,616530000,112261000,43767000,1879383000,934586000,657900000,731061000,504269000,BKNG
2015-09-30,USD,2947282000,3061465000,427448000,155619000,1488707000,202775000,28830000,1458575000,14682000,-41436000,None,41436000,0,8899000,26825000,69054000,1456170000,259438000,41436000,1196732000,1054390000,1488707000,1566660000,1196732000,BKNG
2015-06-30,USD,2092906000,2238850000,448633000,187491000,678331000,193468000,27156000,1414575000,13037000,-41547000,None,41547000,0,11593000,25021000,67674000,648377000,131345000,41547000,517032000,698454000,678331000,757598000,517032000,BKNG
2015-03-31,USD,1672236000,1807212000,415582000,168458000,433969000,182122000,25361000,1238267000,11596000,-33479000,None,33479000,-3000,6753000,21674000,65002000,407243000,73916000,33482000,333327000,368684000,433969000,505724000,333327000,BKNG
2014-12-31,USD,1674685000,1840097000,420243000,165412000,578867000,176373000,25430000,1095818000,8768000,-30549000,None,30549000,-16000,3723000,23537000,71558000,552041000,100210000,30565000,1674685000,264133000,578867000,654148000,451831000,BKNG
2014-09-30,USD,2619978000,2813544000,458112000,216519000,1322705000,183994000,24802000,1297273000,2490000,-22953000,None,22953000,-125000,5837000,21815000,57599000,1305589000,243336000,22953000,1062253000,911714000,1322705000,1386141000,1062253000,BKNG
2014-06-30,USD,1882996000,2106469000,446986000,240579000,733014000,166120000,24042000,1149982000,1634000,-17106000,None,17106000,-2733000,-143000,17337000,40287000,715765000,139314000,17106000,576451000,562035000,733014000,773158000,576451000,BKNG
2014-03-31,USD,1406471000,1620661000,410999000,235331000,438726000,137292000,23224000,967745000,1041000,-17745000,None,17745000,-3396000,-4928000,15552000,38376000,416053000,84835000,21141000,331218000,339240000,438726000,472174000,331218000,BKNG
2013-12-31,USD,1333301000,1541153000,378197000,207852000,500847000,133224000,23173000,832454000,1285000,-22192000,None,22192000,-26661000,-28468000,14400000,37121000,450187000,72110000,48853000,1333301000,423045000,500847000,509500000,378077000,BKNG
2013-09-30,USD,1989065000,2245768000,444972000,280838000,1046897000,128387000,18536000,942168000,867000,-24135000,None,24135000,0,-2411000,12897000,35747000,1020351000,187362000,24135000,832989000,948332000,1046897000,1080233000,832989000,BKNG
2013-06-30,USD,1383855000,1660605000,447186000,296383000,554831000,124776000,16959000,829024000,1141000,-19633000,None,19633000,0,359000,11266000,26027000,535443000,98117000,19633000,437440000,449804000,554831000,581103000,437326000,BKNG
2013-03-31,USD,1009665000,1284683000,413851000,292347000,309839000,102424000,13222000,699826000,874000,-17329000,None,17329000,0,-2068000,9802000,19080000,290421000,46150000,17329000,244292000,179887000,309839000,326830000,244271000,BKNG
2012-12-31,USD,939750000,1190640000,368912000,250890000,374315000,100394000,11711000,565435000,856000,-16856000,None,16856000,0,-1437000,9497000,17628000,355090000,66427000,16856000,939750000,327859000,371946000,389574000,288663000,BKNG
2012-09-30,USD,1396501000,1689243000,421064000,309809000,755592000,95248000,10799000,640909000,905000,-17067000,None,17067000,0,-7351000,8171000,16007000,727787000,131201000,17067000,599973000,641361000,744854000,760861000,596586000,BKNG
2012-06-30,USD,1004142000,1309877000,425532000,322617000,458355000,87252000,10440000,545787000,1001000,-16882000,None,16882000,None,4206000,7465000,15663000,445372000,93025000,16882000,352654000,295812000,462254000,477917000,352347000,BKNG
2012-03-31,USD,743288000,1025989000,396012000,293959000,241531000,86211000,10735000,501757000,1098000,-11258000,None,11258000,None,-1278000,7685000,15842000,229149000,47179000,11258000,181816000,218440000,240407000,256249000,181970000,BKNG
2011-12-31,USD,724697000,990770000,355887000,266073000,303778000,76077000,10357000,420920000,2044000,-8332000,None,8332000,0,3214000,5847000,13737000,298419000,72704000,8332000,724697000,197969000,306751000,320488000,225715000,BKNG
2011-09-30,USD,1100148000,1444925000,445454000,352656000,616378000,78841000,8548000,483770000,2526000,-7879000,None,7879000,0,3353000,5576000,13957000,608465000,138966000,7879000,472886000,390186000,616344000,630301000,469499000,BKNG
2011-06-30,USD,749227000,1094921000,437906000,353489000,324708000,70766000,8239000,424519000,2129000,-7795000,None,7795000,None,-322000,5059000,13651000,316682000,60314000,7795000,256277000,265484000,324477000,338128000,256368000,BKNG
2011-03-31,USD,505808000,801605000,376648000,303512000,154059000,60657000,6670000,351749000,1421000,-7715000,None,7715000,None,-5652000,4166000,12479000,141469000,36679000,7715000,104013000,148039000,149184000,161663000,104790000,BKNG
2010-12-31,USD,478413000,731316000,351481000,252902000,188960000,55601000,6148000,289452000,1144000,-7578000,None,7578000,0,None,4141000,12451000,181523000,45794000,7578000,478413000,118130000,189101000,201552000,135729000,BKNG
2010-09-30,USD,666188000,993464000,384359000,335569000,336769000,48790000,5347000,329419000,918000,-8293000,None,8293000,-300000,-9797000,4199000,12775000,317099000,94119000,8293000,224560000,298605000,325392000,338167000,222980000,BKNG
2010-06-30,USD,445255000,758172000,373136000,322184000,173159000,50952000,4895000,272096000,940000,-9267000,None,9267000,-400000,1979000,None,10758000,166232000,51275000,9267000,114596000,68052000,175499000,186257000,114957000,BKNG
2010-03-31,USD,319116000,584394000,265278000,265278000,87909000,67810000,4608000,231207000,None,None,None,4806000,None,None,None,9779000,80828000,26953000,None,None,9100000,85634000,95413000,53875000,BKNG
2009-12-31,USD,313189000,541753000,228564000,228564000,117862000,64493000,5137000,195327000,None,None,None,4863000,None,None,None,10011000,108138000,29683000,None,None,None,113001000,128401000,78455000,BKNG
2009-09-30,USD,434006000,730660000,296654000,296654000,200755000,70326000,4777000,233251000,None,None,None,5911000,None,None,None,10098000,194095000,-124887000,None,None,None,200006000,211324000,318982000,BKNG
2009-06-30,USD,305238000,603741000,298503000,298503000,109375000,59592000,4697000,195863000,None,None,None,6505000,None,None,None,9723000,99506000,32495000,None,None,None,106011000,119581000,67011000,BKNG
2009-03-31,USD,208330000,462058000,253728000,253728000,42842000,54298000,4527000,165488000,None,None,None,6805000,None,None,None,9361000,40595000,15541000,None,None,None,43583000,52944000,25023000,BKNG
2023-12-31,JPY,1201138000000,3747527000000,2546389000000,2546389000000,456326000000,554712000000,190100000000,744812000000,None,-4783000000,33959000000,38742000000,None,None,None,281564000000,455234000000,91184000000,None,367371000000,None,456326000000,737890000000,363918000000,SONY
