fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2021-03-31,USD,62660000,220769000,158109000,50500000,7784000,107609000,53918000,161730000,None,-45000,None,45000,220164000,353000,None,10011000,8092000,-14550000,None,22642000,22642000,7784000,17442000,22642000,TTD
2020-12-31,USD,135301000,321251000,185950000,51645000,106432000,113105000,48723000,183455000,None,-84000,None,1092000,320479000,626000,None,7855000,106961000,-44941000,None,151902000,151757000,106432000,114287000,151902000,TTD
2020-09-30,USD,84574000,216826000,132252000,44826000,42782000,87426000,41079000,128505000,None,-235000,None,235000,216125000,12000,None,7517000,42559000,1312000,None,41247000,41118000,42782000,50299000,41247000,TTD
2020-06-30,USD,24693000,139762000,115069000,42133000,-15772000,72936000,40058000,112994000,None,158000,None,104000,139003000,-90000,None,6783000,-15966000,-41077000,None,25111000,25227000,-15772000,-8989000,25111000,TTD
2020-03-31,USD,48408000,161508000,113100000,40208000,10766000,72892000,36794000,110996000,None,817000,142000,1092000,159426000,-1509000,None,6477000,10349000,-13708000,None,24057000,24215000,10766000,17243000,24057000,TTD
2019-12-31,USD,72032000,217423000,145391000,47267000,52650000,83224000,32803000,131982000,None,956000,1045000,4719000,216028000,None,None,6416000,53695000,2750000,None,50945000,50945000,52650000,59066000,50945000,TTD
2019-09-30,USD,53275000,166366000,113091000,39932000,21927000,73159000,29185000,102344000,None,1480000,1892000,1480000,164615000,412000,None,5969000,23819000,4397000,None,19422000,19422000,21927000,27896000,19422000,TTD
2019-06-30,USD,63075000,161598000,98523000,35330000,31949000,63193000,29452000,92645000,None,1286000,1420000,1286000,160058000,134000,None,4821000,33369000,5569000,None,27800000,27800000,31949000,31949000,27800000,TTD
2019-03-31,USD,30649000,120654000,90005000,33651000,5670000,56354000,25312000,81666000,None,997000,333000,997000,119657000,-1330000,None,4456000,5337000,-4814000,None,10151000,10151000,5670000,11456000,10151000,TTD
2018-12-31,USD,63407000,158921000,95514000,35256000,48968000,52158000,24086000,84732000,None,220000,None,1394000,160584000,None,None,3715000,49304000,9869000,None,39435000,39435000,48968000,48968000,39435000,TTD
2018-09-30,USD,44726000,118667000,73941000,29344000,22263000,44597000,22621000,67218000,None,237000,None,237000,118430000,-395000,None,3277000,22105000,1813000,None,20292000,20292000,22263000,25935000,20292000,TTD
2018-06-30,USD,44582000,111269000,66687000,26601000,26162000,40086000,19484000,59570000,None,32000,None,32000,111237000,-1096000,None,2579000,25098000,5755000,None,19343000,19343000,26162000,29837000,19343000,TTD
2018-03-31,USD,26931000,84968000,58037000,22897000,9930000,35140000,17701000,53210000,None,-156000,None,156000,-544000,-544000,None,2251000,9230000,160000,None,9070000,9070000,9930000,12181000,9070000,TTD
2017-12-31,USD,39765000,101366000,61601000,21133000,29318000,35168000,17029000,57843000,None,-408000,93000,501000,-781000,None,None,2052000,28036000,11225000,501000,16811000,16811000,28537000,31370000,16811000,TTD
2017-09-30,USD,29235000,77059000,47824000,17397000,18408000,30427000,13181000,43608000,None,-513000,None,513000,-1841000,-1841000,None,1968000,16054000,5825000,513000,10229000,10229000,16567000,18408000,10229000,TTD
2017-06-30,USD,30526000,71501000,40975000,15151000,19694000,25824000,12135000,37959000,None,-413000,None,413000,-890000,-890000,None,1696000,18391000,-458000,413000,18849000,18849000,18804000,21390000,18849000,TTD
2017-03-31,USD,11605000,52560000,40955000,12549000,1936000,28406000,10461000,42214000,None,-364000,None,364000,-428000,-428000,None,1493000,1144000,-3765000,364000,4909000,4909000,1508000,3429000,4909000,TTD
2016-12-31,USD,30183000,71337000,41154000,13259000,24037000,25495000,9619000,35624000,None,-411000,None,411000,-662000,None,None,1186000,22964000,12684000,411000,10280000,10280000,23375000,24037000,10280000,TTD
2016-09-30,USD,20909000,51522000,30613000,10422000,15051000,20191000,7292000,27483000,None,-1347000,None,1347000,-87000,-4740000,None,959000,8964000,5320000,1347000,3644000,3644000,10311000,16010000,3644000,TTD
2016-06-30,USD,38500000,47182000,8682000,8682000,15034000,6452000,5763000,23466000,None,None,None,482000,None,None,None,834000,13774000,6176000,None,None,None,14256000,15868000,7598000,TTD
2016-03-31,USD,22865000,30378000,7513000,7513000,3396000,6399000,4639000,19469000,None,None,None,835000,None,None,None,819000,-1868000,-828000,None,None,None,-1033000,4215000,-1040000,TTD
2015-12-31,USD,35301000,42658000,7357000,7357000,17985000,4740000,4312000,17316000,None,None,None,425000,None,None,None,705000,12672000,7022000,None,15929000,None,13097000,18687000,5650000,TTD
2015-09-30,USD,22800000,28768000,5968000,5968000,9192000,3359000,3411000,13608000,None,None,None,295000,None,None,None,430000,7816000,3211000,None,None,None,8111000,9622000,4605000,TTD
2023-12-31,USD,1416000000,1945000000,529000000,529000000,365000000,446000000,584000000,1051000000,None,-15000000,32000000,15000000,None,17000000,48000000,21000000,382000000,92000000,15000000,290000000,240000000,397000000,418000000,290000000,EA
2023-09-30,USD,1458000000,1914000000,456000000,456000000,377000000,453000000,602000000,1081000000,None,-14000000,None,14000000,None,14000000,49000000,24000000,391000000,-8000000,14000000,399000000,440000000,405000000,429000000,399000000,EA
2023-06-30,USD,1556000000,1924000000,368000000,368000000,542000000,392000000,596000000,1014000000,None,-15000000,None,15000000,None,14000000,49000000,25000000,556000000,154000000,15000000,402000000,394000000,571000000,596000000,402000000,EA
2023-03-31,USD,1426000000,1874000000,448000000,448000000,175000000,479000000,635000000,1251000000,None,-15000000,None,15000000,None,6000000,58000000,26000000,181000000,193000000,15000000,-12000000,-42000000,196000000,222000000,-12000000,EA
2022-12-31,USD,1313000000,1881000000,568000000,568000000,289000000,418000000,556000000,1024000000,None,-14000000,7000000,14000000,None,-7000000,46000000,50000000,282000000,78000000,14000000,204000000,30000000,296000000,346000000,204000000,EA
2022-09-30,USD,1442000000,1904000000,462000000,462000000,427000000,407000000,565000000,1015000000,None,-15000000,None,15000000,None,0,45000000,43000000,427000000,128000000,15000000,299000000,365000000,442000000,485000000,299000000,EA
2022-06-30,USD,1453000000,1767000000,314000000,314000000,441000000,401000000,572000000,1012000000,None,-14000000,None,14000000,None,-5000000,44000000,39000000,436000000,125000000,14000000,311000000,367000000,450000000,489000000,311000000,EA
2022-03-31,USD,1406000000,1825000000,419000000,419000000,365000000,410000000,579000000,1041000000,None,-15000000,None,15000000,None,-9000000,42000000,52000000,356000000,131000000,15000000,225000000,367000000,371000000,423000000,225000000,EA
2021-12-31,USD,1158000000,1789000000,631000000,631000000,102000000,456000000,539000000,1056000000,None,-14000000,None,14000000,None,-11000000,41000000,61000000,91000000,25000000,14000000,66000000,367000000,105000000,166000000,66000000,EA
2021-09-30,USD,1332000000,1826000000,494000000,494000000,340000000,409000000,553000000,992000000,None,-15000000,None,15000000,None,-14000000,39000000,30000000,326000000,32000000,15000000,294000000,327000000,341000000,371000000,294000000,EA
2021-06-30,USD,1236000000,1551000000,315000000,315000000,322000000,359000000,515000000,914000000,None,-14000000,None,14000000,None,-14000000,40000000,40000000,308000000,104000000,14000000,204000000,219000000,322000000,362000000,204000000,EA
2021-03-31,USD,1027000000,1346000000,319000000,319000000,175000000,370000000,468000000,852000000,None,-12000000,None,12000000,None,-10000000,38000000,14000000,165000000,89000000,12000000,76000000,219000000,177000000,191000000,76000000,EA
2020-12-31,USD,1072000000,1673000000,601000000,601000000,251000000,365000000,451000000,821000000,None,-11000000,None,11000000,None,-6000000,37000000,5000000,245000000,34000000,11000000,211000000,219000000,256000000,261000000,211000000,EA
2020-09-30,USD,865000000,1151000000,286000000,286000000,149000000,289000000,421000000,716000000,None,-11000000,None,11000000,None,-10000000,32000000,6000000,139000000,-46000000,11000000,185000000,148000000,150000000,156000000,185000000,EA
2020-06-30,USD,1171000000,1459000000,288000000,288000000,471000000,257000000,438000000,700000000,None,-11000000,None,11000000,None,-3000000,31000000,5000000,468000000,103000000,11000000,365000000,363000000,479000000,484000000,365000000,EA
2020-03-31,USD,1118000000,1387000000,269000000,269000000,401000000,309000000,402000000,717000000,None,-12000000,13000000,12000000,None,13000000,31000000,6000000,414000000,-4000000,12000000,401000000,401000000,426000000,432000000,418000000,EA
2019-12-31,USD,1085000000,1593000000,508000000,508000000,361000000,328000000,389000000,724000000,None,-10000000,13000000,10000000,None,13000000,29000000,5000000,374000000,28000000,10000000,346000000,323000000,384000000,389000000,346000000,EA
2019-09-30,USD,943000000,1348000000,405000000,405000000,268000000,280000000,387000000,675000000,None,-11000000,16000000,11000000,None,16000000,30000000,6000000,284000000,-570000000,11000000,854000000,861000000,295000000,301000000,854000000,EA
2019-06-30,USD,1022000000,1209000000,187000000,187000000,415000000,220000000,381000000,607000000,None,-11000000,21000000,11000000,None,21000000,30000000,5000000,436000000,-985000000,11000000,1421000000,1434000000,447000000,452000000,1421000000,EA
2019-03-31,USD,962000000,1238000000,276000000,276000000,196000000,352000000,398000000,766000000,None,-78000000,-66000000,12000000,None,23000000,31000000,5000000,219000000,10000000,78000000,196000000,196000000,231000000,236000000,209000000,EA
2018-12-31,USD,876000000,1289000000,413000000,413000000,242000000,293000000,334000000,634000000,None,11000000,22000000,11000000,None,23000000,30000000,6000000,265000000,3000000,-11000000,262000000,264000000,276000000,282000000,262000000,EA
2018-09-30,USD,868000000,1286000000,418000000,418000000,258000000,263000000,339000000,610000000,None,11000000,22000000,11000000,None,18000000,30000000,6000000,276000000,21000000,-11000000,255000000,262000000,287000000,293000000,255000000,EA
2018-06-30,USD,922000000,1137000000,215000000,215000000,300000000,254000000,362000000,622000000,None,11000000,22000000,11000000,None,19000000,30000000,6000000,319000000,26000000,-11000000,293000000,371000000,330000000,336000000,293000000,EA
2018-03-31,USD,1349000000,1582000000,233000000,233000000,753000000,256000000,335000000,596000000,None,-76000000,None,76000000,None,1000000,31000000,5000000,754000000,147000000,76000000,753000000,575000000,830000000,835000000,607000000,EA
2017-12-31,USD,659000000,1160000000,501000000,501000000,-21000000,350000000,329000000,680000000,None,10000000,None,-10000000,None,5000000,30000000,1000000,-16000000,170000000,-10000000,-186000000,-208000000,-26000000,-25000000,-186000000,EA
2017-09-30,USD,570000000,959000000,389000000,389000000,-41000000,278000000,331000000,611000000,None,11000000,None,-11000000,None,3000000,30000000,2000000,-38000000,-16000000,-11000000,-22000000,-24000000,-49000000,-47000000,-22000000,EA
2017-06-30,USD,1295000000,1449000000,154000000,154000000,743000000,226000000,325000000,552000000,None,11000000,None,-11000000,None,6000000,29000000,1000000,749000000,105000000,-11000000,644000000,592000000,738000000,739000000,644000000,EA
2017-03-31,USD,1325000000,1527000000,202000000,202000000,717000000,272000000,335000000,608000000,None,-83000000,None,83000000,6000000,-1000000,29000000,1000000,716000000,150000000,83000000,717000000,548000000,799000000,800000000,566000000,EA
2016-12-31,USD,633000000,1149000000,516000000,516000000,-4000000,350000000,285000000,637000000,None,12000000,None,-12000000,0,-2000000,29000000,2000000,-6000000,-5000000,-12000000,-1000000,8000000,-18000000,-16000000,-1000000,EA
2016-09-30,USD,497000000,898000000,401000000,401000000,-49000000,254000000,291000000,546000000,None,11000000,None,-11000000,None,-3000000,28000000,1000000,-52000000,-14000000,-11000000,-38000000,-51000000,-63000000,-62000000,-38000000,EA
2016-06-30,USD,1092000000,1271000000,179000000,179000000,560000000,236000000,294000000,532000000,None,13000000,None,-13000000,None,-8000000,29000000,2000000,552000000,112000000,-13000000,440000000,459000000,539000000,541000000,440000000,EA
2016-03-31,USD,1082000000,1308000000,1261000000,226000000,536000000,263000000,282000000,546000000,None,-55000000,-8000000,47000000,-1000000,-10000000,28000000,1000000,526000000,-373000000,57000000,536000000,940000000,573000000,574000000,899000000,EA
2015-12-31,USD,524000000,1070000000,546000000,546000000,-31000000,287000000,266000000,555000000,None,7000000,2000000,-5000000,-2000000,1000000,31000000,2000000,-30000000,15000000,-5000000,-45000000,-58000000,-35000000,-33000000,-45000000,EA
2015-09-30,USD,406000000,815000000,409000000,409000000,-119000000,257000000,265000000,525000000,None,12000000,6000000,-6000000,-6000000,-9000000,30000000,3000000,-128000000,12000000,-6000000,-140000000,-170000000,-134000000,-131000000,-140000000,EA
2015-06-30,USD,1030000000,1203000000,173000000,173000000,512000000,221000000,296000000,518000000,None,8000000,None,-8000000,0,-3000000,30000000,1000000,509000000,67000000,-8000000,442000000,426000000,501000000,502000000,442000000,EA
2015-03-31,USD,951000000,1185000000,1281000000,234000000,400000000,264000000,285000000,551000000,None,-55000000,None,55000000,-3000000,-3000000,30000000,3000000,397000000,2000000,55000000,400000000,374000000,452000000,455000000,395000000,EA
2014-12-31,USD,725000000,1126000000,401000000,401000000,162000000,276000000,283000000,563000000,None,8000000,None,-8000000,0,-6000000,32000000,4000000,156000000,14000000,-8000000,142000000,112000000,148000000,152000000,142000000,EA
2014-09-30,USD,563000000,990000000,427000000,427000000,24000000,275000000,261000000,539000000,None,8000000,None,-8000000,0,-6000000,33000000,4000000,18000000,15000000,-8000000,3000000,-5000000,10000000,14000000,3000000,EA
2014-06-30,USD,847000000,1214000000,367000000,367000000,362000000,218000000,265000000,485000000,None,8000000,None,-8000000,None,-8000000,31000000,2000000,354000000,19000000,-8000000,335000000,359000000,346000000,348000000,335000000,EA
2014-03-31,USD,900000000,1123000000,1000000,223000000,344000000,260000000,289000000,556000000,None,-2000000,51000000,53000000,None,-7000000,31000000,-2000000,337000000,-30000000,7000000,344000000,352000000,390000000,388000000,367000000,EA
2013-12-31,USD,291000000,808000000,517000000,517000000,-292000000,305000000,275000000,583000000,None,-8000000,-16000000,-8000000,None,-6000000,33000000,5000000,-298000000,10000000,8000000,-308000000,-318000000,-306000000,-301000000,-308000000,EA
2013-09-30,USD,282000000,695000000,413000000,413000000,-252000000,293000000,283000000,534000000,None,-8000000,-16000000,-8000000,None,-8000000,32000000,5000000,-260000000,13000000,8000000,-273000000,-267000000,-268000000,-263000000,-273000000,EA
2013-06-30,USD,755000000,949000000,194000000,194000000,233000000,232000000,278000000,522000000,None,-7000000,-14000000,-7000000,None,-5000000,30000000,5000000,228000000,6000000,7000000,222000000,209000000,221000000,226000000,222000000,EA
2013-03-31,USD,900000000,1209000000,31000000,309000000,309000000,318000000,263000000,591000000,None,-14000000,-6000000,8000000,None,-4000000,31000000,4000000,330000000,7000000,8000000,309000000,273000000,338000000,342000000,323000000,EA
2012-12-31,USD,493000000,922000000,429000000,429000000,-39000000,282000000,286000000,532000000,None,-7000000,None,7000000,None,-8000000,30000000,7000000,-33000000,12000000,7000000,-45000000,-75000000,-26000000,-19000000,-45000000,EA
2012-09-30,USD,266000000,711000000,445000000,445000000,-364000000,311000000,314000000,630000000,None,-6000000,None,7000000,None,-4000000,29000000,8000000,-368000000,13000000,6000000,-381000000,-347000000,-361000000,-353000000,-381000000,EA
2012-06-30,USD,750000000,955000000,205000000,205000000,215000000,231000000,290000000,535000000,None,-6000000,None,7000000,None,-5000000,28000000,8000000,210000000,9000000,6000000,201000000,143000000,217000000,225000000,201000000,EA
2012-03-31,USD,994000000,1368000000,1000000,374000000,365000000,337000000,284000000,629000000,None,-1000000,None,7000000,None,-4000000,28000000,7000000,361000000,-39000000,10000000,365000000,383000000,368000000,375000000,400000000,EA
2011-12-31,USD,509000000,1061000000,552000000,552000000,-183000000,367000000,325000000,692000000,None,-5000000,None,7000000,None,-10000000,23000000,11000000,-193000000,12000000,5000000,-205000000,-273000000,-186000000,-175000000,-205000000,EA
2011-09-30,USD,283000000,715000000,432000000,432000000,-374000000,310000000,318000000,657000000,None,-5000000,None,5000000,None,-6000000,26000000,13000000,-380000000,-40000000,5000000,-340000000,-322000000,-374000000,-362000000,-340000000,EA
2011-06-30,USD,759000000,999000000,240000000,240000000,227000000,214000000,285000000,532000000,None,None,None,None,None,3000000,25000000,13000000,230000000,9000000,None,221000000,242000000,227000000,240000000,221000000,EA
2011-03-31,USD,762000000,1090000000,610000000,328000000,145000000,269000000,328000000,617000000,None,None,None,None,None,4000000,25000000,13000000,149000000,-2000000,None,145000000,215000000,145000000,158000000,151000000,EA
2010-12-31,USD,467000000,1053000000,928000000,586000000,-303000000,328000000,273000000,770000000,None,None,None,None,None,0,26000000,14000000,-303000000,19000000,None,-322000000,-311000000,-303000000,-289000000,-322000000,EA
2010-09-30,USD,268000000,631000000,634000000,363000000,-252000000,250000000,277000000,520000000,None,None,None,None,None,6000000,25000000,15000000,-218000000,-17000000,None,-201000000,-170000000,-252000000,-237000000,-201000000,EA
2010-06-30,USD,593000000,815000000,222000000,222000000,98000000,201000000,275000000,495000000,None,None,None,None,None,0,28000000,15000000,93000000,-3000000,None,96000000,-19000000,98000000,113000000,96000000,EA
2010-03-31,USD,681000000,979000000,20000000,298000000,83000000,250000000,311000000,598000000,None,None,None,None,None,-2000000,30000000,15000000,80000000,50000000,None,83000000,20000000,83000000,98000000,30000000,EA
2009-12-31,USD,589000000,1243000000,1060000000,654000000,-107000000,292000000,290000000,696000000,None,None,None,2000000,None,-2000000,30000000,14000000,-110000000,-28000000,None,-82000000,-141000000,-107000000,-93000000,-82000000,EA
2009-09-30,USD,195000000,788000000,889000000,593000000,-417000000,278000000,316000000,612000000,None,None,None,None,None,7000000,30000000,12000000,-418000000,-27000000,None,-391000000,-408000000,-417000000,-405000000,-391000000,EA
2009-06-30,USD,323000000,644000000,577000000,321000000,-245000000,230000000,312000000,568000000,None,None,None,None,None,3000000,32000000,12000000,-258000000,-24000000,None,-234000000,-109000000,-245000000,-233000000,-234000000,EA
2009-03-31,USD,511000000,860000000,349000000,349000000,-62000000,190000000,332000000,573000000,None,None,None,None,None,-2000000,None,46000000,-59000000,-17000000,None,None,None,-62000000,527000000,-42000000,EA
2008-12-31,USD,729000000,1654000000,925000000,925000000,-304000000,332000000,299000000,1033000000,None,None,None,None,None,14000000,None,48000000,-317000000,324000000,None,None,None,-304000000,146000000,-641000000,EA
2008-09-30,USD,337000000,894000000,557000000,557000000,-364000000,289000000,372000000,701000000,None,None,None,None,None,7000000,None,54000000,-391000000,-81000000,None,None,None,-364000000,-228000000,-310000000,EA
2008-06-30,USD,508000000,804000000,296000000,296000000,-97000000,212000000,356000000,605000000,None,None,None,None,None,15000000,None,50000000,-88000000,7000000,None,None,None,-97000000,3000000,-95000000,EA
2024-01-28,USD,16791000000,22103000000,5312000000,5312000000,13614000000,712000000,2465000000,3177000000,294000000,-63000000,294000000,63000000,None,261000000,None,143000000,14106000000,1821000000,63000000,12285000000,12400000000,14169000000,14312000000,12285000000,NVDA
2023-10-29,USD,13400000000,18120000000,4720000000,208000000,10417000000,689000000,2294000000,2983000000,234000000,-63000000,234000000,63000000,None,-66000000,None,144000000,10523000000,1280000000,63000000,9242000000,9206000000,10586000000,10730000000,9243000000,NVDA
2023-07-30,USD,9462000000,13507000000,4045000000,343000000,6800000000,622000000,2040000000,2662000000,187000000,-65000000,187000000,65000000,None,59000000,None,146000000,6981000000,793000000,65000000,6188000000,6187000000,7046000000,7192000000,6188000000,NVDA
2023-04-30,USD,4648000000,7192000000,2544000000,2544000000,2140000000,633000000,1875000000,2508000000,150000000,-66000000,150000000,66000000,None,-15000000,None,181000000,2209000000,166000000,66000000,2043000000,2036000000,2275000000,2456000000,2043000000,NVDA
2023-01-29,USD,3833000000,6051000000,2218000000,2218000000,1256000000,625000000,1952000000,2577000000,115000000,-64000000,115000000,64000000,None,-19000000,None,556000000,1288000000,-126000000,64000000,1414000000,1494000000,1352000000,1908000000,1414000000,NVDA
2022-10-30,USD,3177000000,5931000000,2754000000,354000000,601000000,631000000,1945000000,2576000000,88000000,-65000000,88000000,65000000,None,-11000000,None,181000000,613000000,-67000000,65000000,680000000,647000000,678000000,859000000,680000000,NVDA
2022-07-31,USD,2915000000,6704000000,3789000000,570000000,499000000,592000000,1824000000,2416000000,46000000,-65000000,46000000,65000000,None,-5000000,None,182000000,475000000,-181000000,65000000,656000000,630000000,540000000,722000000,656000000,NVDA
2022-05-01,USD,5431000000,8288000000,2857000000,2857000000,1868000000,592000000,1618000000,3563000000,18000000,-68000000,18000000,68000000,None,-13000000,None,155000000,1805000000,187000000,68000000,1618000000,1565000000,1873000000,2028000000,1618000000,NVDA
2022-01-30,USD,4999000000,7643000000,2644000000,2644000000,2970000000,563000000,1466000000,2029000000,9000000,-61000000,9000000,61000000,None,-53000000,None,145000000,2865000000,-138000000,61000000,3003000000,2983000000,2926000000,3071000000,3003000000,NVDA
2021-10-31,USD,4631000000,7103000000,2472000000,2472000000,2671000000,557000000,1403000000,1960000000,7000000,-62000000,7000000,62000000,None,22000000,None,143000000,2638000000,174000000,62000000,2464000000,2465000000,2700000000,2843000000,2464000000,NVDA
2021-08-01,USD,4215000000,6507000000,2292000000,2292000000,2444000000,526000000,1245000000,1771000000,6000000,-60000000,6000000,60000000,None,4000000,None,286000000,2394000000,20000000,60000000,252000000,2368000000,2454000000,2740000000,2374000000,NVDA
2021-05-02,USD,3629000000,5661000000,2032000000,2032000000,1956000000,520000000,1153000000,1673000000,6000000,-53000000,6000000,53000000,None,135000000,None,281000000,2044000000,132000000,53000000,1912000000,1907000000,2097000000,2378000000,1912000000,NVDA
2021-01-31,USD,3156000000,5003000000,1847000000,1846000000,1507000000,503000000,1146000000,1649000000,7000000,-53000000,6000000,53000000,None,9000000,None,288000000,1470000000,13000000,53000000,1457000000,1464000000,1523000000,1811000000,1457000000,NVDA
2020-10-25,USD,2960000000,4726000000,1766000000,1766000000,1398000000,515000000,1047000000,1562000000,7000000,-53000000,7000000,53000000,None,-4000000,None,299000000,1348000000,12000000,53000000,1336000000,1344000000,1401000000,1700000000,1336000000,NVDA
2020-07-26,USD,2275000000,3866000000,1591000000,1591000000,651000000,627000000,997000000,1624000000,13000000,-54000000,13000000,54000000,None,-1000000,None,404000000,609000000,-13000000,54000000,622000000,636000000,663000000,1067000000,622000000,NVDA
2020-04-26,USD,2004000000,3080000000,1076000000,1076000000,976000000,293000000,735000000,1028000000,31000000,-25000000,31000000,25000000,None,-1000000,None,107000000,981000000,64000000,25000000,917000000,906000000,1006000000,1113000000,917000000,NVDA
2020-01-26,USD,2015000000,3105000000,1090000000,1090000000,990000000,287000000,738000000,1025000000,41000000,-13000000,41000000,13000000,3105000000,-2000000,None,106000000,1015000000,65000000,13000000,2015000000,955000000,1028000000,1134000000,950000000,NVDA
2019-10-27,USD,1916000000,3014000000,1098000000,1098000000,927000000,277000000,712000000,989000000,45000000,-13000000,45000000,13000000,3014000000,0,None,92000000,959000000,60000000,13000000,899000000,897000000,972000000,1064000000,899000000,NVDA
2019-07-28,USD,1541000000,2579000000,1038000000,1038000000,571000000,266000000,704000000,970000000,47000000,-13000000,47000000,13000000,2579000000,1000000,None,92000000,606000000,54000000,13000000,552000000,553000000,619000000,711000000,552000000,NVDA
2019-04-28,USD,1296000000,2220000000,924000000,924000000,358000000,264000000,674000000,938000000,44000000,-13000000,44000000,13000000,2220000000,0,None,91000000,389000000,-5000000,13000000,394000000,404000000,402000000,493000000,394000000,NVDA
2019-01-27,USD,1207000000,2205000000,998000000,998000000,294000000,266000000,647000000,913000000,42000000,-14000000,None,14000000,2205000000,2000000,None,78000000,325000000,-242000000,14000000,1207000000,578000000,339000000,417000000,567000000,NVDA
2018-10-28,USD,1921000000,3181000000,1260000000,1260000000,1058000000,258000000,605000000,863000000,37000000,-15000000,None,15000000,3181000000,1000000,None,68000000,1081000000,-149000000,15000000,1230000000,1229000000,1096000000,1164000000,1230000000,NVDA
2018-07-29,USD,1975000000,3123000000,1148000000,1148000000,1157000000,237000000,581000000,818000000,32000000,-14000000,None,14000000,3123000000,5000000,None,58000000,1180000000,79000000,14000000,1101000000,1101000000,1194000000,1252000000,1101000000,NVDA
2018-04-29,USD,2068000000,3207000000,1139000000,1139000000,1295000000,231000000,542000000,773000000,25000000,-15000000,None,15000000,0,6000000,None,57000000,1311000000,67000000,15000000,1244000000,1239000000,1326000000,1383000000,1244000000,NVDA
2018-01-28,USD,1801000000,2911000000,1110000000,1110000000,1073000000,221000000,507000000,728000000,21000000,-15000000,None,15000000,2911000000,0,None,54000000,1078000000,-40000000,15000000,1801000000,1114000000,1093000000,1147000000,1118000000,NVDA
2017-10-29,USD,1569000000,2636000000,1067000000,1067000000,895000000,212000000,462000000,674000000,17000000,-15000000,None,15000000,-1000000,-1000000,None,50000000,896000000,58000000,16000000,838000000,836000000,911000000,961000000,838000000,NVDA
2017-07-30,USD,1302000000,2230000000,928000000,928000000,688000000,198000000,416000000,614000000,15000000,-15000000,None,15000000,-3000000,-4000000,None,49000000,684000000,101000000,18000000,583000000,586000000,699000000,748000000,583000000,NVDA
