fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2019-03-31,USD,266573000,680882000,414309000,414309000,64047000,75033000,112846000,202526000,3183000,-10359000,3183000,10359000,-6200000,4296000,65638000,55300000,50217000,-11300000,6200000,249973000,60963000,60576000,115876000,61517000,QRVO
2018-12-31,USD,338363000,832330000,493967000,493967000,81157000,125604000,109985000,257206000,2814000,-9562000,None,9562000,-1800000,-3520000,52794000,132500000,70889000,1372000,11362000,69517000,68455000,80451000,212951000,69517000,QRVO
2018-09-30,USD,353514000,884443000,530929000,530929000,90477000,139507000,116748000,263037000,1580000,-9689000,None,9689000,-48800000,-49532000,46763000,133400000,32836000,752000,58489000,32084000,32012000,42525000,175925000,32084000,QRVO
2018-06-30,USD,236733000,692670000,455937000,455937000,-19215000,135930000,110903000,255948000,3394000,-14353000,None,14353000,-30754000,-31955000,43451000,133300000,-62093000,-32100000,47753000,-29993000,-32177000,-47740000,85560000,-29993000,QRVO
2018-03-31,USD,252640000,665383000,412743000,412743000,-31773000,122898000,110795000,284413000,2978000,-16161000,None,16161000,-900000,1277000,41546000,133400000,-43701000,-31200000,900000,241140000,-12171000,-27540000,105860000,-12501000,QRVO
2017-12-31,USD,336927000,845739000,508812000,508812000,80320000,126555000,106411000,256607000,2215000,-16338000,None,16338000,-1691000,-757000,46612000,135900000,65418000,98500000,16338000,-33082000,-32185000,81756000,217656000,-33082000,QRVO
2017-09-30,USD,321022000,821583000,500561000,500561000,49564000,138867000,111398000,271458000,1058000,-14778000,None,14778000,924000,-192000,43440000,135800000,35652000,-267000,14778000,35919000,35527000,50430000,186230000,35919000,QRVO
2017-06-30,USD,236377000,640831000,404454000,404454000,-27829000,139431000,116499000,264206000,766000,-12271000,None,12271000,-2477000,-934000,42827000,42827000,-40268000,-9644000,12271000,234377000,-29905000,-27997000,106703000,-30624000,QRVO
2017-03-31,USD,231596000,691464000,3100000,411396000,-24456000,132738000,115670000,256052000,509000,-13674000,-574000,13100000,3303000,333000,56539000,133552000,-37292000,-93200000,13674000,321696000,55156000,-24192000,109360000,55908000,QRVO
2016-12-31,USD,310642000,811883000,768377000,515705000,61381000,130672000,111951000,249261000,233000,-14464000,None,14464000,-2139000,-2609000,56109000,122000000,44562000,123200000,14464000,-78638000,-78462000,59026000,181026000,-78638000,QRVO
2016-09-30,USD,316799000,849798000,5500000,547899000,45393000,138583000,126078000,271406000,192000,-14900000,654000,15554000,-2773000,-311000,50825000,119800000,29720000,17873000,14900000,311299000,12258000,45274000,165074000,11847000,QRVO
2016-06-30,USD,276475000,684037000,6100000,422062000,5741000,143595000,117137000,270734000,278000,-14500000,687000,15187000,1645000,-500000,46352000,119400000,-9668000,-3993000,14500000,270375000,-6683000,5519000,124919000,-5675000,QRVO
2016-03-31,USD,254200000,594169000,6000000,353869000,8477000,127083000,107268000,245723000,685000,-13900000,None,13900000,-1119000,2557000,43033000,114800000,-2702000,21500000,13900000,226700000,-25982000,11198000,125998000,-24202000,QRVO
2015-12-31,USD,230988000,613981000,8000000,389693000,-13213000,126294000,105992000,244201000,519000,-6700000,None,6700000,-159000,-639000,48522000,128500000,-21027000,-9900000,6700000,222988000,-11199000,-14327000,114173000,-11127000,QRVO
2015-09-30,USD,284848000,708335000,9400000,423487000,18039000,134994000,118293000,266809000,472000,-660000,None,660000,-351000,381000,46069000,128000000,18248000,13800000,660000,261648000,4250000,18908000,146908000,4448000,QRVO
2015-06-30,USD,279517000,673017000,550252000,394124000,-1335000,145728000,117210000,280852000,392000,-548000,None,548000,-76000,4119000,42738000,123200000,2628000,592000,548000,6061000,1077000,3176000,126376000,2036000,QRVO
2015-03-31,USD,188886000,634892000,20100000,446006000,-102545000,145033000,115476000,291431000,187000,-555000,None,555000,-354000,-580000,37215000,179964000,-103518000,-110000000,555000,278786000,4535000,-102963000,-102545000,6482000,QRVO
2014-12-31,USD,190702000,396889000,236349000,206384000,103635000,29965000,48865000,87067000,188000,-197000,None,197000,134000,-195000,12950000,-7000,103431000,15568000,197000,87863000,87426000,103628000,103628000,87863000,QRVO
2014-09-30,USD,167451000,0,-167451000,195216000,75256000,36933000,48567000,92195000,40000,-195000,None,195000,None,137000,12235000,12300000,75238000,11927000,195000,160051000,66316000,75433000,87500000,63311000,QRVO
2014-06-30,USD,142269000,0,-142269000,155243000,46120000,86385000,44586000,96149000,35000,None,None,474000,None,384000,11839000,None,46065000,7418000,None,None,38687000,46539000,None,38647000,QRVO
2014-03-31,USD,99279000,255999000,156720000,156720000,-742000,15412000,49362000,100021000,51000,None,None,1602000,None,1138000,11674000,40312000,-1155000,-109000,None,12642000,-1399000,447000,40759000,-1046000,QRVO
2013-12-31,USD,107523000,288520000,180997000,180997000,15392000,17766000,50378000,92131000,46000,None,None,1469000,None,427000,None,473000,14396000,8161000,None,None,6192000,15865000,15865000,6235000,QRVO
2013-09-30,USD,104656000,310716000,206060000,206060000,11956000,24062000,49204000,94837000,None,None,None,1403000,None,None,None,18044000,8457000,2565000,None,None,None,11956000,30000000,5892000,QRVO
2013-06-30,USD,93469000,292996000,199527000,199527000,3235000,19492000,48325000,89826000,None,None,None,1509000,None,None,None,18820000,2175000,614000,None,None,None,3235000,22055000,1561000,QRVO
2023-12-31,USD,2025752000,5773042000,3747290000,18049000,-130652000,1252197000,685422000,70200000,None,18701000,None,None,None,217963000,None,43127000,126278000,-51792000,None,-140400000,-140400000,-130652000,-87525000,178070000,SQ
2023-09-30,USD,1898449000,5617493000,3719044000,17880000,-9908000,960266000,713788000,1731019000,None,21415000,20832000,21415000,None,4262000,None,56965000,20575000,49529000,None,-33760000,-294058000,-9908000,47057000,-28954000,SQ
2023-06-30,USD,1866101000,5534957000,3668856000,18392000,-132107000,1086900000,694672000,1818437000,None,3944000,2574000,3944000,None,-1379000,None,36865000,-126206000,-3700000,None,-125842000,-87323000,-132107000,-95242000,-122506000,SQ
2023-03-31,USD,1714584000,4990131000,3275547000,18508000,-6172000,928836000,626937000,1592860000,None,3161000,11724000,3161000,None,-18371000,None,37087000,-18894000,-2056000,None,-19326000,-66309000,-6172000,30915000,-16838000,SQ
2022-12-31,USD,1660195000,4650902000,2990707000,18320000,-135181000,991267000,604524000,1593555000,None,-1472000,28071000,1472000,None,24407000,37200000,35344000,-108448000,5375000,None,-117621000,397468000,-135181000,-99837000,-113823000,SQ
2022-09-30,USD,1567089000,4515541000,2948452000,18506000,-48789000,881275000,548037000,1468292000,None,-6042000,6754000,6042000,None,18798000,32900000,37361000,-32000000,-17289000,None,-18744000,-631434000,-48789000,-11428000,-14711000,SQ
2022-06-30,USD,1469648000,4404499000,2934851000,17899000,-213773000,926547000,524827000,1526763000,None,-12966000,18081000,12966000,None,18766000,33500000,39389000,-206710000,1304000,None,-209273000,-856287000,-213773000,-174384000,-208014000,SQ
2022-03-31,USD,1294960000,3960645000,2665685000,15469000,-226789000,945838000,458224000,1472759000,None,-15748000,33993000,15748000,None,33472000,27900000,42160000,-205901000,-1702000,None,-207363000,30593000,-226789000,-184629000,-204199000,SQ
2021-12-31,USD,1182043000,4078534000,2896491000,6589000,-54614000,783699000,391343000,1081156000,None,-12998000,18513000,12998000,0,-6775000,25800000,-11511000,-70193000,6636000,58100000,-81023000,-93311000,-54614000,-66125000,-76829000,SQ
2021-09-30,USD,1133215000,3844727000,2711512000,6351000,22996000,675326000,360729000,1059053000,None,-13409000,20245000,13409000,0,-12011000,27000000,11140000,536000,452000,0,-2924000,-15165000,22996000,34136000,84000,SQ
2021-06-30,USD,1141064000,4680672000,3539608000,5405000,124994000,596121000,324059000,977131000,None,-6464000,70280000,6464000,73300000,75788000,19200000,9234000,194661000,-9360000,0,203678000,201660000,124994000,134228000,204021000,SQ
2021-03-31,USD,963501000,5057270000,4093769000,4300000,67736000,545369000,310141000,880791000,None,-253000,29153000,253000,-28900000,-27528000,22300000,6884000,39955000,947000,0,39008000,25879000,67736000,74620000,39008000,SQ
2020-12-31,USD,803690000,3158970000,2355280000,2355280000,45183000,487996000,250670000,728165000,None,-17988000,256311000,17988000,272042000,271212000,16800000,-13279000,298407000,4448000,79458000,293945000,305377000,45183000,31904000,293959000,SQ
2020-09-30,USD,794455000,3033874000,2239419000,2239419000,49342000,502365000,227550000,734448000,None,-14980000,14980000,14980000,-1403000,784000,15400000,5516000,35146000,-1369000,1403000,36546000,44059000,49342000,54858000,36515000,SQ
2020-06-30,USD,596763000,1923625000,1326862000,1326862000,-23052000,374482000,207730000,586310000,None,-14769000,6229000,14769000,0,25591000,16900000,5003000,-12230000,-752000,0,-11478000,-3680000,-23052000,-18049000,-11478000,SQ
2020-03-31,USD,538501000,1381109000,842608000,842608000,-90288000,324030000,194986000,524222000,None,-9206000,-9206000,0,-990000,-5862000,15900000,5206000,-105356000,535000,990000,-105891000,-110952000,-90288000,-100150000,-105891000,SQ
2019-12-31,USD,527049000,1313429000,786380000,786380000,17348000,303395000,176843000,383290000,None,-6060000,38840000,44900000,0,6715000,15000000,-10118000,391407000,467000,0,390981000,394956000,17348000,426189000,390940000,SQ
2019-09-30,USD,500037000,1266474000,766437000,766437000,32094000,265447000,168771000,467943000,None,-5632000,-5632000,0,0,5541000,15300000,5125000,31997000,2600000,0,29397000,27936000,32094000,37122000,29397000,SQ
2019-06-30,USD,465845000,1174238000,708393000,708393000,-843000,256929000,174201000,466688000,None,-5143000,-5143000,0,0,-1230000,14800000,5242000,-7240000,-500000,0,-6740000,-4242000,-843000,-1998000,-6740000,SQ
2019-03-31,USD,396754000,959359000,562605000,562605000,-22042000,235311000,154350000,418796000,None,-4681000,-4681000,0,0,-11299000,15500000,3487000,-38022000,129000,0,-38122000,-35522000,-22042000,-34535000,-38151000,SQ
2018-12-31,USD,380054000,932528000,552474000,552474000,-3108000,214750000,141811000,383162000,None,-5176000,None,17982000,903378000,-19439000,17600000,22638000,-27678000,526000,3422000,-28249000,-27912000,-3108000,-5085000,-28204000,SQ
2018-09-30,USD,352660000,882108000,529448000,529448000,-9867000,201864000,135773000,362527000,None,-7224000,None,7224000,857700000,37800000,11700000,4384000,20743000,1100000,None,19643000,17754000,-9867000,-5483000,19643000,SQ
2018-06-30,USD,315816000,814938000,499122000,499122000,-2647000,181015000,114800000,318463000,None,-3470000,None,2655000,792300000,815000,9300000,2816000,-5302000,604000,None,-5902000,-9068000,-2647000,169000,-5906000,SQ
2018-03-31,USD,255170000,668603000,413433000,21282000,-20992000,152767000,105095000,276162000,None,-2112000,None,2819000,648800000,-707000,8300000,269000,-23786000,200000,None,-24011000,-23962000,-20992000,-20723000,-23986000,SQ
2017-12-31,USD,239830000,616035000,376205000,11725000,-13009000,143139000,92633000,252839000,None,-2483000,None,8458000,0,-356000,7900000,234000,-15848000,-185000,None,-15697000,-16588000,-13009000,-12775000,-15663000,SQ
2017-09-30,USD,218616000,585159000,366543000,20331000,-14891000,130845000,82547000,233507000,None,-3080000,None,1854000,None,1226000,7300000,222000,-16745000,-647000,None,-16098000,-15972000,-14891000,-14669000,-16098000,SQ
2017-06-30,USD,207429000,551505000,344076000,15868000,-12224000,122904000,78126000,219653000,None,-3266000,None,3266000,None,None,7200000,222000,-15462000,500000,None,-15990000,-15239000,-12224000,-12002000,-15962000,SQ
2017-03-31,USD,173431000,461554000,288123000,14469000,-14082000,106835000,68582000,187513000,None,-499000,None,499000,0,None,7300000,205000,-14581000,509000,None,-15090000,-14343000,-14082000,-13877000,-15090000,SQ
2016-12-31,USD,166525000,451917000,285392000,5976000,-13978000,102433000,64889000,180503000,None,-400000,None,780000,-828000,-443000,7800000,147000,-14150000,1017000,None,-15167000,-17369000,-13978000,-13831000,-15167000,SQ
2016-09-30,USD,150314000,439002000,288688000,17575000,-31982000,98829000,70418000,182296000,None,-111000,None,183000,-217000,-294000,7600000,164000,-32093000,230000,None,-32323000,-32182000,-31982000,-31818000,-32323000,SQ
2016-06-30,USD,148959000,438533000,289574000,15901000,-27360000,90004000,68638000,176319000,None,327000,None,129000,108000,198000,6900000,222000,-27045000,300000,None,-27345000,-26927000,-27360000,-27138000,-27345000,SQ
2016-03-31,USD,110240000,379269000,269029000,29110000,-97133000,134603000,64592000,207373000,None,717000,None,69000,935000,786000,6400000,317000,-96416000,339000,None,-96755000,-95916000,-97133000,-96816000,-96755000,SQ
2015-12-31,USD,109093000,374360000,265267000,265267000,-47817000,45723000,59186000,156910000,None,None,None,1163000,None,None,5900000,9100000,-47045000,1244000,None,-179817000,-48197000,-47817000,-37945000,-48289000,SQ
2015-09-30,USD,96310000,332188000,235878000,235878000,-52217000,37820000,55020000,148527000,None,None,None,137000,None,None,5000000,6571000,-52998000,932000,None,None,-54048000,-52217000,-45036000,-53930000,SQ
2015-06-30,USD,90342000,310013000,219671000,219671000,-28074000,31804000,45887000,118416000,None,-444000,None,444000,None,50000,4800000,6409000,-28468000,1152000,None,None,-29745000,-28074000,-21722000,-29620000,SQ
2015-03-31,USD,74285000,250557000,176272000,176272000,-46350000,28119000,39545000,120635000,None,-414000,None,414000,None,-796000,4500000,5546000,-47560000,418000,None,None,-48205000,-46350000,-40033000,-47978000,SQ
2023-12-31,USD,251123000,454012000,202889000,202889000,109569000,70095000,71459000,141554000,None,6519000,6519000,5297000,454212000,-123000,None,-29940000,119545000,22640000,None,96905000,116946000,109569000,109569000,96905000,MPWR
2023-09-30,USD,263541000,474867000,211326000,211326000,135566000,63188000,64787000,127975000,None,6071000,6071000,None,474867000,32000,None,10000000,137855000,16692000,None,121163000,117457000,135566000,135566000,121163000,MPWR
2023-06-30,USD,247675000,441128000,193453000,193453000,112325000,71662000,63688000,135350000,None,5965000,5965000,None,441128000,262000,None,9953000,118868000,19364000,None,99504000,74052000,112325000,112325000,99504000,MPWR
2023-03-31,USD,258780000,451065000,192285000,192285000,124276000,70795000,63709000,134504000,None,4808000,4808000,5297000,451065000,215000,None,9987000,129573000,19771000,None,109802000,114934000,124276000,124276000,109802000,MPWR
2022-12-31,USD,267809000,460012000,192203000,192203000,136892000,61242000,61674000,130917000,None,3991000,3991000,3991000,459550000,-687000,None,6372000,140755000,21665000,None,119099000,137937000,136892000,143264000,119090000,MPWR
2022-09-30,USD,290902000,495418000,204516000,204516000,151871000,71768000,67263000,139031000,None,3584000,3584000,3584000,496030000,553000,None,4102000,151837000,27500000,None,124376000,97099000,151871000,155973000,124337000,MPWR
2022-06-30,USD,270961000,461004000,190043000,190043000,141888000,71942000,57131000,129073000,None,3333000,3333000,3333000,461404000,392000,None,2548000,136796000,22117000,None,114696000,89691000,141888000,144436000,114679000,MPWR
2022-03-31,USD,218880000,377714000,158834000,158834000,96134000,68642000,54104000,122746000,None,3461000,3461000,3461000,377664000,-55000,None,2978000,95500000,15934000,None,79566000,73988000,96134000,99112000,79566000,MPWR
2021-12-31,USD,193874000,336504000,142630000,142631000,78572000,61208000,54514000,115302000,None,3535000,3535000,3535000,336348000,459000,None,8323000,81963000,9292000,None,72671000,76889000,78572000,77731000,72671000,MPWR
2021-09-30,USD,186311000,323522000,137211000,137211000,77131000,56291000,49468000,109180000,None,3050000,3050000,3050000,323351000,18000,None,7727000,77970000,9200000,None,68770000,68131000,77131000,83973000,68770000,MPWR
2021-06-30,USD,164215000,293317000,129102000,129102000,60628000,57238000,44753000,103587000,None,2770000,2770000,2770000,292929000,0,None,7120000,63659000,8490000,None,55169000,60458000,60628000,63820000,55169000,MPWR
2021-03-31,USD,141059000,254455000,113396000,113396000,46086000,51453000,41892000,94973000,None,2282000,2282000,2282000,254470000,-74000,None,5529000,48673000,3260000,None,45413000,42285000,46086000,49342000,45413000,MPWR
2020-12-31,USD,128874000,233043000,104169000,104169000,39962000,45120000,42252000,88912000,None,2254000,2254000,2254000,232583000,1290000,None,5401000,44442000,1555000,None,42887000,50543000,39962000,43041000,42887000,MPWR
2020-09-30,USD,143040000,259422000,116382000,116382000,59979000,43503000,37717000,83061000,None,2311000,2311000,2311000,258663000,207000,None,4956000,62473000,6907000,None,55566000,62134000,59979000,63661000,55566000,MPWR
2020-06-30,USD,102593000,186209000,83616000,83616000,27955000,40883000,31673000,74638000,None,2388000,2388000,2388000,186076000,0,None,4501000,33167000,3000000,None,30167000,36094000,27955000,32119000,30167000,MPWR
2020-03-31,USD,91447000,165778000,74331000,74331000,30986000,32164000,25956000,60461000,None,2374000,2374000,2374000,165782000,153000,None,4328000,29272000,-6484000,None,35756000,31221000,30986000,35668000,35756000,MPWR
2019-12-31,USD,91936000,166738000,74802000,74802000,30694000,33240000,27011000,61242000,None,2098000,2098000,2098000,166738000,159000,None,4050000,33425000,989000,None,32436000,37000000,30694000,32676000,32436000,MPWR
2019-09-30,USD,93158000,168813000,75655000,75655000,30032000,34692000,27742000,63126000,None,1850000,1850000,None,168988000,326000,None,3823000,32289000,2761000,None,29489000,23627000,30032000,31416000,29528000,MPWR
2019-07-10,USD,83225000,151007000,67782000,67782000,20119000,35058000,27545000,62603000,None,1661000,1661000,None,None,2229000,None,3739000,-25058000,1623000,None,-26681000,-31184000,17386000,21125000,-26681000,MPWR
2019-03-31,USD,78006000,141363000,63357000,63357000,21717000,30553000,25458000,56289000,None,1696000,1696000,None,141148000,32000,None,3255000,25058000,-1123000,None,26181000,30684000,21717000,22273000,26181000,MPWR
2018-12-31,USD,84593000,153497000,68904000,68904000,33077000,28372000,22735000,51516000,None,None,None,393000,153497000,-393000,None,3253000,32684000,5046000,None,27638000,27835000,33077000,33895000,27638000,MPWR
2018-09-30,USD,89018000,159975000,70957000,70957000,33493000,29552000,25630000,55525000,None,None,None,393000,160675000,28000,None,3228000,36207000,4639000,None,31568000,27533000,33493000,34179000,31568000,MPWR
2018-06-30,USD,77564000,139761000,62197000,62197000,24882000,28561000,23481000,52682000,None,None,None,393000,140375000,10000,None,3075000,27114000,2908000,None,24206000,17459000,24882000,26162000,24206000,MPWR
2018-03-31,USD,71495000,129150000,57655000,57655000,22037000,27318000,21609000,49458000,None,None,None,393000,128751000,440000,None,2755000,22477000,621000,None,21856000,25085000,22037000,23099000,21856000,MPWR
2017-12-31,USD,71161000,129430000,58269000,58269000,25053000,24038000,21730000,46108000,None,None,None,4994000,129430000,1647000,None,600000,26700000,14629000,None,12071000,13542000,25053000,25653000,12071000,MPWR
2017-09-30,USD,70856000,128939000,58083000,58083000,23832000,25255000,21442000,47024000,None,None,None,None,-237000,1255000,None,500000,25087000,1445000,None,23642000,25364000,23832000,24332000,23642000,MPWR
2017-06-30,USD,61425000,112198000,50773000,50773000,14970000,25873000,20292000,46455000,None,None,None,None,-125000,1237000,None,500000,16207000,1193000,None,15014000,16341000,14970000,15470000,15014000,MPWR
2017-03-31,USD,54842000,100362000,45520000,45520000,13570000,22092000,18894000,41272000,None,None,None,None,-106000,1381000,None,500000,14951000,474000,None,14477000,15985000,13570000,14070000,14477000,MPWR
2016-12-31,USD,56511000,103618000,47107000,47107000,17542000,21316000,17974000,38969000,None,None,None,4994000,66000,897000,None,600000,18439000,1866000,None,16573000,12296000,17542000,18142000,16573000,MPWR
2016-09-30,USD,57925000,106456000,48531000,48531000,15001000,22397000,20472000,42924000,None,None,None,780000,-48000,780000,None,500000,15781000,1408000,None,14373000,14308000,15001000,15501000,14373000,MPWR
2016-06-30,USD,50926000,94079000,43153000,43153000,11527000,21531000,17876000,39399000,None,None,None,None,-39000,597000,None,500000,12124000,926000,None,11198000,9152000,11527000,12027000,11198000,MPWR
2016-03-31,USD,45510000,84512000,39002000,39002000,10376000,17768000,17321000,35134000,None,None,None,None,-58000,543000,None,500000,10919000,344000,None,10575000,11283000,10376000,10876000,10575000,MPWR
2015-12-31,USD,46917000,86919000,40001000,40001000,11793000,18107000,16734000,35124000,None,None,None,4994000,None,550000,None,3305000,12343000,2233000,None,10110000,8491000,11793000,12359000,10110000,MPWR
2015-09-30,USD,49440000,91194000,41754000,41754000,13310000,18722000,17272000,36130000,None,None,None,6000,None,-6000,None,3386000,13304000,2103000,None,11201000,8099000,13310000,13582000,11201000,MPWR
2015-06-30,USD,44129000,81416000,37287000,37287000,10111000,17964000,15743000,34018000,None,None,None,None,None,235000,None,3471000,10346000,2447000,None,7899000,7989000,10111000,10733000,7899000,MPWR
2015-03-31,USD,39683000,73538000,33855000,33855000,5857000,17518000,16038000,33826000,None,None,None,None,None,642000,None,3621000,6499000,536000,None,5963000,6248000,5857000,6397000,5963000,MPWR
2014-12-31,USD,40959000,75703000,34744000,34744000,9165000,16787000,14941000,31794000,None,None,None,None,None,406000,None,3442000,9572000,712000,None,8860000,9010000,9165000,9297000,8860000,MPWR
2014-09-30,USD,42463000,78335000,35872000,35872000,10446000,17006000,14679000,32017000,None,None,None,202000,None,202000,None,3388000,10648000,-573000,None,11221000,11042000,10446000,11110000,11221000,MPWR
2014-06-30,USD,37099000,68436000,31337000,31337000,6604000,16853000,13368000,30495000,None,None,None,None,None,295000,None,3118000,6899000,502000,None,6397000,6585000,6604000,7152000,6397000,MPWR
2014-03-31,USD,32097000,60061000,27964000,27964000,9085000,16109000,15603000,23012000,None,None,None,190000,None,190000,None,3182000,9275000,257000,None,9018000,8410000,9085000,-8315000,9018000,MPWR
2013-12-31,USD,34294000,63560000,29266000,29266000,8040000,13683000,12487000,26254000,None,None,None,None,None,-57000,None,3200000,7983000,484000,None,7499000,7860000,8040000,8208000,7499000,MPWR
2013-09-30,USD,35294000,65347000,30053000,30053000,8656000,13891000,12643000,26638000,None,None,None,59000,None,-59000,None,300000,8597000,1187000,None,7410000,8024000,8656000,8956000,7410000,MPWR
2013-06-30,USD,30928000,57714000,26786000,26786000,4914000,13793000,12478000,26014000,None,None,None,None,None,218000,None,3002000,5132000,-357000,None,5489000,6319000,4914000,7402000,5489000,MPWR
2013-03-31,USD,27385000,51470000,24085000,24085000,2305000,13258000,12123000,25080000,None,None,None,10000,None,-10000,None,2709000,2295000,-204000,None,2499000,2780000,2305000,1703000,2499000,MPWR
2012-12-31,USD,25553000,48214000,22661000,22661000,980000,13930000,13243000,24573000,None,None,None,51000,2000,-10000,None,2466000,970000,722000,None,248000,398000,980000,-4220000,248000,MPWR
2012-09-30,USD,30013000,56508000,26495000,26495000,6320000,11955000,11967000,23693000,None,None,None,None,0,156000,None,2413000,6476000,555000,None,5921000,5864000,6320000,6320000,5921000,MPWR
2012-06-30,USD,31172000,58607000,27435000,27435000,6781000,12167000,12468000,24391000,None,None,None,None,5000,359000,None,2269000,7140000,548000,None,6592000,6609000,6781000,8562000,6592000,MPWR
2012-03-31,USD,26410000,50484000,24074000,24074000,3198000,11966000,11118000,23212000,None,-51000,None,51000,74000,106000,None,2184000,3304000,309000,51000,2995000,3467000,3198000,3483000,2995000,MPWR
