fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2020-09-30,EUR,1881400000,3958000000,2076600000,2076600000,1215900000,131500000,534000000,2076600000,None,-8400000,None,8400000,None,None,None,122000000,1228000000,166500000,None,1041000000,None,1236400000,1358400000,1061500000,ASML
2020-06-30,EUR,1603200000,3325700000,1722500000,1722500000,905100000,131500000,566900000,698100000,None,-7100000,None,7100000,None,None,None,125100000,898000000,166400000,None,731600000,None,905100000,1030200000,731600000,ASML
2020-03-31,EUR,1101400000,2440600000,1339200000,1339200000,426700000,130700000,544000000,674700000,None,-11400000,None,11400000,None,0,None,118300000,415300000,48500000,None,366800000,None,426700000,545000000,366800000,ASML
2019-12-31,EUR,1940100000,4036400000,2096300000,2096300000,1276500000,147600000,516100000,663700000,None,-4900000,4900000,4800000,None,0,None,122900000,1271700000,124500000,None,1147200000,None,1276400000,1399300000,1147200000,ASML
2019-09-30,EUR,1306400000,2986500000,1680100000,1680100000,685600000,128500000,492300000,620800000,None,-5400000,None,5400000,None,0,None,112400000,680200000,65000000,None,615200000,None,685600000,798000000,615200000,ASML
2019-06-30,EUR,1105200000,2567900000,1462700000,1462700000,494300000,123500000,487400000,610900000,None,-6900000,6900000,6900000,None,0,None,108400000,487400000,19100000,None,468300000,None,494300000,602700000,468300000,ASML
2019-03-31,EUR,928000000,2229100000,1301100000,1301100000,334300000,121000000,472700000,593700000,None,-7900000,None,7900000,None,0,None,104800000,326400000,-17000000,None,343400000,None,334300000,439100000,343400000,ASML
2018-12-31,EUR,1392900000,3142500000,1749600000,1749600000,815900000,134600000,442400000,577000000,None,None,None,7500000,None,0,None,110400000,808400000,40100000,None,1188502141.01,None,815900000,926300000,768300000,ASML
2018-09-30,EUR,1335900000,2776100000,1440200000,1440200000,817800000,121800000,396300000,518100000,None,None,None,8100000,None,0,None,110000000,809700000,129600000,None,787682333.87,None,817800000,927800000,680100000,ASML
2018-06-30,EUR,1186900000,2740400000,1553500000,1553500000,689400000,136638733.71,380100000,497500000,None,None,None,2200000,None,None,None,99700000,687200000,107500000,None,632216014.90,None,689400000,789100000,579700000,ASML
2018-03-31,EUR,1113500000,2285000000,1171500000,1171500000,642200000,580641000,357100000,471300000,None,None,None,10500000,None,None,None,102600000,631700000,74400000,None,580500000,None,642200000,744800000,557300000,ASML
2017-12-31,EUR,1156100000,2560400000,1404300000,1404300000,750000000,112700000,317400000,430100000,None,None,None,12900000,None,None,None,102300000,737100000,77400000,None,1982202000,None,726000000,828300000,659700000,ASML
2017-09-30,EUR,1049500000,2447400000,1397900000,1397900000,655600000,103300000,314500000,417800000,None,None,None,12500000,None,None,None,101200000,643100000,86000000,None,530697000,None,631700000,732900000,557100000,ASML
2017-06-30,EUR,946500000,2101400000,1154900000,1154900000,555800000,502711000,312700000,414700000,None,None,None,10800000,None,None,None,103900000,545000000,78700000,None,-907099000,None,531800000,635700000,466300000,ASML
2017-03-31,EUR,924600000,1943600000,1019000000,1019000000,534800000,442576000,315100000,413700000,None,None,None,14100000,None,None,None,110100000,520700000,68600000,None,460900000,None,510900000,621000000,452100000,ASML
2016-12-31,EUR,900600000,1907400000,1006800000,1006800000,529900000,106800000,287400000,394200000,None,None,None,74800000,None,None,None,103100000,604700000,80500000,None,1557800000,None,506400000,609500000,524200000,ASML
2016-09-30,EUR,834400000,1814600000,980200000,980200000,495600000,88800000,273400000,362200000,None,None,None,33900000,None,None,None,87700000,461700000,65800000,None,0,None,472200000,559900000,395900000,ASML
2016-06-30,EUR,741400000,1739600000,998200000,998200000,404200000,384804000,270300000,360700000,None,None,None,3600000,None,None,None,84100000,400600000,46800000,None,0,None,380700000,464800000,353800000,ASML
2016-03-31,EUR,568100000,1333200000,765100000,765100000,228000000,414026000,274700000,363500000,None,None,None,3600000,None,None,None,82000000,224400000,26400000,None,0,None,204600000,286600000,198000000,ASML
2015-12-31,EUR,659800000,1434200000,774400000,774400000,318100000,89532000,273000000,362500000,None,None,None,4615000,None,None,None,80500000,313500000,21100000,None,1619500000,None,297300000,377800000,292400000,ASML
2015-09-30,EUR,703500000,1549200000,845700000,845700000,372400000,85600000,266300000,351900000,None,None,None,4200000,None,None,None,77500000,368200000,45800000,None,0,None,351600000,429100000,322400000,ASML
2015-06-30,EUR,753800000,1654100000,900300000,900300000,418900000,410915000,267400000,355700000,None,None,None,4200000,None,None,None,72800000,414700000,45000000,None,0,None,398100000,470900000,369700000,ASML
2015-03-31,EUR,778600000,1649900000,871300000,871300000,455700000,369168000,261400000,343700000,None,None,None,3500000,None,None,None,66100000,452200000,49500000,None,0,None,434900000,501000000,402700000,ASML
2014-12-31,EUR,656874000,1493977000,837103000,837103000,329735000,79410000,267935000,347345000,None,None,None,2600000,None,None,None,62544000,327135000,22295000,None,1418320000,None,309529000,372073000,304840000,ASML
2014-09-30,EUR,578100000,1322200000,744100000,744100000,261400000,76900000,260100000,337000000,None,None,None,2000000,None,None,None,60400000,259400000,15400000,None,0,None,241100000,301500000,244000000,ASML
2014-06-30,EUR,751900000,1643600000,891700000,891700000,425400000,471602000,266900000,346800000,None,None,None,1400000,None,None,None,67000000,424000000,25300000,None,0,None,405100000,472100000,398700000,ASML
2014-03-31,EUR,609500000,1396500000,787000000,787000000,265700000,501483000,279100000,364000000,None,None,None,2600000,None,None,None,64700000,263100000,14000000,None,0,None,245500000,310200000,249100000,ASML
2013-12-31,EUR,805700000,1848300000,1042600000,1042600000,479800000,90000000,253100000,343100000,None,None,None,3500000,None,None,None,67500000,476300000,-4800000,None,0,None,462600000,530100000,481100000,ASML
2013-09-30,EUR,530800000,1318200000,787400000,787400000,212200000,91200000,244100000,335300000,None,None,None,11600000,None,None,None,67900000,200600000,7500000,None,0,None,195500000,263400000,193100000,ASML
2013-06-30,EUR,482200000,1186700000,704500000,704500000,230600000,343840000,200000000,267900000,None,None,None,6000000,None,None,None,48800000,224600000,3800000,None,0,None,214300000,263100000,220800000,ASML
2013-03-31,EUR,340700000,892100000,551400000,551400000,107500000,317068000,184800000,247400000,None,None,None,3300000,None,None,None,44500000,104200000,8000000,None,0,None,93300000,137800000,96200000,ASML
2012-12-31,EUR,420200000,1023100000,602900000,602900000,185300000,79500000,155400000,234900000,None,None,None,3400000,None,None,None,43500000,181900000,-115800000,None,0,None,185300000,228800000,297700000,ASML
2012-09-30,EUR,531000000,1228800000,697800000,697800000,317500000,69700000,143800000,213500000,None,None,None,2500000,None,None,None,36700000,315000000,40300000,None,0,None,317500000,354200000,274700000,ASML
2012-06-30,EUR,530400000,1227700000,697300000,697300000,331100000,239107000,144600000,199300000,None,None,None,900000,None,None,None,56800000,330200000,38300000,None,0,None,331100000,387900000,291900000,ASML
2012-03-31,EUR,523600000,1251900000,728300000,728300000,322900000,267613000,145300000,200700000,None,None,None,600000,None,None,None,49600000,323500000,41500000,None,0,None,322900000,372500000,282000000,ASML
2011-12-31,EUR,496400000,1210900000,714500000,714500000,289700000,56304000,150400000,206700000,None,None,None,1519000,None,None,None,40085000,291200000,6500000,None,0,None,249615000,289700000,284700000,ASML
2011-09-30,EUR,613400000,1458500000,845100000,845100000,407300000,56300000,149800000,206100000,None,None,None,2200000,None,None,None,43000000,409500000,54300000,None,0,None,407300000,450300000,355200000,ASML
2011-06-30,EUR,690000000,1529400000,839400000,839400000,494400000,290863000,144700000,195600000,None,None,None,1800000,None,None,None,42900000,496200000,64100000,None,0,None,494400000,537300000,432100000,ASML
2011-03-31,EUR,649600000,1452200000,802600000,802600000,449800000,283376000,145400000,199800000,None,None,None,1900000,None,None,None,39200000,451700000,56700000,None,0,None,449800000,489000000,395000000,ASML
2010-12-31,EUR,684670000,1521438000,836768000,836768000,493599000,50045000,141026000,191071000,None,None,None,16201000,None,None,None,39544000,492523000,85703000,None,0,None,508724000,548268000,406820000,ASML
2010-09-30,EUR,512500000,1176000000,663500000,663500000,327800000,47900000,136800000,184700000,None,None,None,1600000,None,None,None,41000000,326200000,57700000,None,0,None,327800000,368800000,268500000,ASML
2010-06-30,EUR,459400000,1068700000,609300000,609300000,292400000,185289000,125300000,167000000,None,None,None,2700000,None,None,None,36200000,289700000,50500000,None,0,None,292400000,328600000,239200000,ASML
2010-03-31,EUR,298600000,741800000,443200000,443200000,136900000,218716000,120300000,161700000,None,None,None,2800000,None,None,None,34700000,134100000,26800000,None,0,None,136900000,171600000,107300000,ASML
2009-12-31,EUR,220333000,580566000,360233000,360233000,67809000,37134000,115390000,152524000,None,None,None,2885000,None,None,None,31363000,64924000,14444000,None,0,None,110575000,141938000,50480000,ASML
2009-09-30,EUR,191259000,555272000,364013000,364013000,38556000,37537000,115166000,152703000,None,None,None,2383000,None,None,None,39302000,36173000,16434000,None,0,None,38556000,77858000,19739000,ASML
2009-06-30,EUR,34438000,276600000,242162000,242162000,-124430000,233846000,117890000,158868000,None,None,None,238000,None,None,None,31660000,-124668000,-20715000,None,0,None,-124430000,-92770000,-103953000,ASML
2009-03-31,EUR,12362000,183625000,171263000,171263000,-146948000,210374000,118315000,159310000,None,None,None,1031000,None,None,None,37876000,-147979000,-30788000,None,0,None,-146948000,-109072000,-117191000,ASML
2008-12-31,EUR,42506494.79,503616946.22,461110451.43,461110451.43,-134033544.91,47404795.76,151384388.76,176540039.70,None,None,None,69453000,None,None,None,33273161.21,-128994713.26,-42200916.50,None,0,None,-134033544.91,-100760383.70,-86793796.76,ASML
2008-09-30,EUR,265129381.62,695702374.17,430572992.55,430572992.55,83246310.63,51873879.99,130009191,181883070.99,None,None,None,0,None,None,None,29027638.96,90297163.70,17086314.30,None,0,None,83246310.63,112273949.59,73210849.40,ASML
2008-06-30,EUR,337770905.70,844914654.40,507143748.70,507143748.70,150994358.10,292813000,130358119.35,186776547.60,None,None,None,0,None,None,None,26611789.79,157372369.75,-34776907.60,None,0,None,150994358.10,177606147.89,192149277.35,ASML
2008-03-31,EUR,373434566.73,918739694.30,545305127.57,545305127.57,187942189.42,293320000,128193747.83,185492377.31,None,None,None,0,None,None,None,30560282.16,192142771.88,47094139.44,None,0,None,187942189.42,218502471.58,145049265.63,ASML
2007-12-31,EUR,398267424.52,978096152.94,579828728.42,579828728.42,211096635.71,57206062.10,129978553.18,187170088.04,None,None,None,65296000,None,None,None,20789814.30,216593024.75,9593339.63,None,0,None,211097336.48,231887150.78,206999685.12,ASML
2007-09-30,EUR,387201353.49,940599422.49,553398069,553398069,211029877.80,56060899.23,120110576.46,176171475.69,None,None,None,0,None,None,None,28294643.74,220559649.03,52527616.89,None,0,None,211029877.80,239324521.54,168032032.14,ASML
2007-06-30,EUR,384489891.42,935143931.24,550654039.82,550654039.82,207797531.75,241429000,120301306.80,176692359.67,None,None,None,0,None,None,None,27042292.40,215966850.41,55470545.45,None,0,None,207797531.75,234839824.15,160496304.96,ASML
2007-03-31,EUR,392481984.96,959957086.80,567475101.84,567475101.84,196620512.40,231065000,116407068.48,172720488.72,None,None,None,0,None,None,None,50416264.56,206877281.52,53623095.60,None,0,None,242902480.08,293318744.64,153254185.92,ASML
2006-12-31,EUR,439607032.59,1070114519.98,630507487.39,630507487.39,280182871.59,52223214.22,107200916.51,159424161,None,None,None,66629000,None,None,None,14701246.20,285951001.07,79997424.27,None,0,None,280182871.59,294884117.79,205954334.49,ASML
2006-09-30,EUR,390512976,957450983.96,566938007.96,566938007.96,238906320.16,51389175.28,100218268.52,151607443.80,None,None,None,0,None,None,None,29529236.36,238541494.68,66699238.08,None,0,None,238905532.20,268434768.56,171841468.64,ASML
2006-06-30,EUR,381193503.60,942423354.60,561229851,561229851,237749184.40,191964000,92385930,143444319.20,None,None,None,0,None,None,None,20754468.84,235859205.40,68628541.80,None,0,None,237749184.40,258503653.24,167230663.60,ASML
2006-03-31,EUR,251495223.39,629075075.06,377579851.67,377579851.67,114286160.27,166642000,86967604.14,137209063.12,None,None,None,0,None,None,None,22106967.96,109911957.25,29918162.64,None,0,None,114286160.27,136393128.23,79993794.61,ASML
2005-12-31,EUR,204232521.36,548079875.96,343847354.60,343847354.60,74665787.20,47297792.55,82269785.92,129568409.66,None,None,None,1845000,None,None,None,21312716.66,72880983.64,21216302.07,None,0,None,74664111.70,95976828.36,51664681.57,ASML
2005-09-30,EUR,196990367.62,532579174.17,335588806.55,335588806.55,68951366.45,48182421.92,79856579.25,128039832.36,None,None,None,4683000,None,None,None,21913427.04,65044773.45,17330311.50,None,0,None,68950535.26,90863962.30,47714461.95,ASML
2005-06-30,EUR,298126866.87,761716420.29,463589553.42,463589553.42,161304954.93,154518000,82009067.49,136821911.94,None,None,None,4195000,None,None,None,24877406.94,157513936.23,45925837.65,None,0,None,161304954.93,186182361.87,111588098.58,ASML
2005-03-31,EUR,274009621.71,684418867.44,410409245.73,410409245.73,143799180.58,168934000,79468861.45,130210441.13,None,None,None,5967000,None,None,None,22358355.69,139199914.92,38976500.75,None,0,None,143799180.58,166157536.27,100223414.17,ASML
2004-12-31,EUR,307265156.08,783615262.02,476350105.94,476350105.94,180653973.84,51991305.16,74616125.94,126608235.28,None,None,None,7470000,None,None,None,17789676.36,176098674.64,67614986.14,None,0,None,180659867.76,198449544.12,108483688.50,ASML
2004-09-30,EUR,232254421.62,610372620,378118198.38,378118198.38,63205331.28,51500491.38,117547794.78,169049090.34,None,None,None,3989000,None,None,None,22138389,60155076.54,19249656.66,None,0,None,63205331.28,85343720.28,40905419.88,ASML
2004-06-30,EUR,219317038.08,615626054.40,396309016.32,396309016.32,100409904,143637000,68661600,118907134.08,None,None,None,5312000,None,None,None,24518093.48,96015561.60,30724323.84,None,0,None,100409904,124927997.48,65291237.76,ASML
2004-03-31,EUR,145786310.90,452916831.58,307130520.68,307130520.68,34239877.10,144490000,69753248.74,117400937.38,None,None,None,4988000,None,None,None,25702025.56,30187258.72,9659565.66,None,0,None,22530869.94,48232895.50,20526881.40,ASML
2003-12-31,EUR,149530021.94,523606913.77,374076891.83,374076891.83,27722356.52,46093768.01,75738011.77,121830921.93,None,None,None,7799000,None,None,None,32746586.34,23429065.89,7612010.06,None,0,None,27675843.50,60422429.84,15850491.88,ASML
2024-02-29,USD,8932000000,12345000000,3413000000,3869000000,3750000000,2419000000,2248000000,5661000000,111000000,-876000000,111000000,876000000,13221000000,84000000,808000000,749000000,2865000000,464000000,876000000,3387000000,2362000000,3741000000,4490000000,2401000000,ORCL
2023-11-30,USD,8668000000,12021000000,3353000000,3740000000,3622000000,2468000000,2226000000,5579000000,133000000,-888000000,133000000,888000000,12909000000,5000000,798000000,755000000,2720000000,217000000,888000000,3464000000,2573000000,3608000000,4363000000,2503000000,ORCL
2023-08-31,USD,8168000000,11499000000,3331000000,3610000000,3296000000,2419000000,2216000000,5547000000,136000000,-872000000,136000000,872000000,12371000000,52000000,712000000,763000000,2375000000,-45000000,872000000,3411000000,2445000000,3247000000,4010000000,2420000000,ORCL
2023-05-31,USD,12827000000,16567000000,3740000000,3730000000,4140000000,2689000000,2226000000,5966000000,105000000,-955000000,105000000,955000000,13768000000,10000000,716000000,870000000,3109000000,-210000000,955000000,4387000000,3491000000,4064000000,4934000000,3319000000,ORCL
2023-02-28,USD,7882000000,11435000000,3553000000,3439000000,3260000000,2552000000,2146000000,5699000000,90000000,-908000000,90000000,908000000,12343000000,-6000000,672000000,886000000,2218000000,322000000,908000000,2900000000,1979000000,3126000000,4012000000,1896000000,ORCL
2022-11-30,USD,7676000000,11364000000,3688000000,3358000000,3071000000,2582000000,2158000000,5846000000,52000000,-856000000,52000000,856000000,12220000000,13000000,591000000,907000000,2144000000,403000000,856000000,2693000000,1929000000,3000000000,3907000000,1741000000,ORCL
2022-08-31,USD,6895000000,10587000000,3692000000,3037000000,2623000000,2588000000,2093000000,5785000000,38000000,-787000000,38000000,787000000,11374000000,-23000000,547000000,919000000,1656000000,108000000,787000000,2444000000,1276000000,2443000000,3362000000,1548000000,ORCL
2022-05-31,USD,42440000000,42440000000,2976000000,2397000000,4502000000,2600000000,1965000000,4941000000,38000000,-704000000,38000000,704000000,11750000000,-60000000,563000000,268000000,3624000000,435000000,704000000,42440000000,3175000000,4328000000,4596000000,3189000000,ORCL
2022-02-28,USD,7160000000,9817000000,2657000000,2218000000,3822000000,2339000000,1816000000,4473000000,16000000,-667000000,16000000,667000000,10484000000,-63000000,496000000,279000000,2840000000,521000000,667000000,3057000000,2257000000,3507000000,3786000000,2319000000,ORCL
2021-11-30,USD,2364000000,9635000000,7271000000,2159000000,-824000000,2273000000,1754000000,9025000000,21000000,-679000000,21000000,679000000,10314000000,-6000000,459000000,299000000,-1496000000,-249000000,679000000,-480000000,-1467000000,-817000000,-518000000,-1247000000,ORCL
2021-08-31,USD,6474000000,8988000000,2514000000,2103000000,3427000000,2152000000,1684000000,4198000000,20000000,-705000000,20000000,705000000,9693000000,43000000,454000000,303000000,2681000000,224000000,705000000,3244000000,2236000000,3386000000,3689000000,2457000000,ORCL
2021-05-31,USD,40479000000,40479000000,2849000000,2122000000,4541000000,2382000000,1715000000,4756000000,21000000,-697000000,21000000,697000000,11199000000,110000000,410000000,342000000,4156000000,124000000,697000000,40479000000,4012000000,4853000000,5195000000,4032000000,ORCL
2021-02-28,USD,6811000000,9482000000,2671000000,1915000000,3878000000,2245000000,1621000000,4292000000,23000000,-585000000,23000000,585000000,10067000000,24000000,385000000,347000000,3276000000,-1745000000,585000000,5670000000,5152000000,3861000000,4208000000,5021000000,ORCL
2020-11-30,USD,6507000000,9184000000,2677000000,1939000000,3583000000,2160000000,1601000000,4278000000,27000000,-600000000,27000000,600000000,9784000000,21000000,386000000,345000000,2972000000,530000000,600000000,3101000000,2493000000,3572000000,3917000000,2442000000,ORCL
2020-08-31,USD,6016000000,8703000000,2687000000,1880000000,3211000000,2149000000,1589000000,4276000000,31000000,-614000000,31000000,614000000,9317000000,55000000,356000000,345000000,2595000000,344000000,614000000,2953000000,2630000000,3209000000,3554000000,2251000000,ORCL
2020-05-31,USD,39068000000,39068000000,2683000000,1969000000,4308000000,2237000000,1479000000,4407000000,70000000,-579000000,70000000,579000000,10381000000,4000000,357000000,365000000,3696000000,580000000,579000000,39068000000,3079000000,4275000000,4640000000,3116000000,ORCL
2020-02-29,USD,6493000000,9297000000,2804000000,1964000000,3528000000,2337000000,1500000000,4304000000,122000000,-456000000,122000000,456000000,9749000000,-43000000,348000000,400000000,3076000000,505000000,456000000,3102000000,2529000000,3532000000,3932000000,2571000000,ORCL
2019-11-30,USD,6275000000,9127000000,2852000000,2048000000,3183000000,2391000000,1531000000,4383000000,145000000,-465000000,145000000,465000000,9588000000,19000000,341000000,407000000,2810000000,499000000,465000000,2848000000,2245000000,3275000000,3682000000,2311000000,ORCL
2019-08-31,USD,5846000000,8673000000,2827000000,1957000000,2877000000,2310000000,1557000000,4384000000,190000000,-494000000,190000000,494000000,9163000000,4000000,336000000,414000000,2482000000,345000000,494000000,2726000000,2194000000,2976000000,3390000000,2137000000,ORCL
2019-05-31,USD,39506000000,39506000000,3255000000,2063000000,4257000000,2648000000,1562000000,5007000000,202000000,-525000000,202000000,525000000,11094000000,21000000,330000000,424000000,3866000000,126000000,525000000,39506000000,3846000000,4391000000,4815000000,3740000000,ORCL
2019-02-28,USD,6279000000,9092000000,2813000000,1976000000,3399000000,2367000000,1426000000,4239000000,246000000,-509000000,246000000,509000000,9601000000,0,334000000,407000000,3088000000,343000000,509000000,3302000000,2976000000,3597000000,4004000000,2745000000,ORCL
2018-11-30,USD,6036000000,9021000000,2985000000,2001000000,3101000000,2400000000,1475000000,4460000000,296000000,-519000000,None,519000000,9540000000,-50000000,280000000,424000000,2774000000,441000000,519000000,2906000000,2134000000,3293000000,3717000000,2333000000,ORCL
2018-08-31,USD,5458000000,8630000000,2898000000,1953000000,2778000000,2360000000,1564000000,4462000000,348000000,-529000000,None,529000000,9159000000,16000000,286000000,434000000,2540000000,275000000,529000000,2265000000,2188000000,3069000000,3503000000,2265000000,ORCL
2018-05-31,USD,6994000000,39383000000,32389000000,754000000,4161000000,2632000000,1543000000,4839000000,352000000,-548000000,None,548000000,-28000000,-5000000,287000000,415000000,3907000000,631000000,548000000,39383000000,2918000000,4455000000,4870000000,3276000000,ORCL
2018-02-28,USD,5968000000,9771000000,3803000000,712000000,3315000000,2373000000,1496000000,4359000000,313000000,-533000000,None,533000000,-35000000,168000000,305000000,394000000,3191000000,7238000000,533000000,-4061000000,-4429000000,3724000000,4118000000,-4047000000,ORCL
2017-11-30,USD,5818000000,9621000000,3803000000,720000000,3039000000,2403000000,1473000000,4587000000,279000000,-475000000,None,475000000,-7000000,15000000,288000000,400000000,2826000000,612000000,475000000,2205000000,2026000000,3301000000,3701000000,2214000000,ORCL
2017-08-31,USD,5432000000,9187000000,3755000000,702000000,2749000000,2312000000,1572000000,4433000000,257000000,-469000000,None,469000000,-4000000,13000000,285000000,411000000,2500000000,356000000,469000000,2163000000,2243000000,2969000000,3380000000,2144000000,ORCL
2017-05-31,USD,6815000000,10957000000,4142000000,728000000,4277000000,2631000000,1602000000,4945000000,224000000,-481000000,None,481000000,3000000,-25000000,278000000,441000000,3924000000,575000000,481000000,3209000000,3348000000,4405000000,4846000000,3349000000,ORCL
2017-02-28,USD,5582000000,9205000000,3623000000,680000000,2959000000,2245000000,1521000000,4354000000,197000000,-450000000,None,450000000,-94000000,32000000,259000000,397000000,2698000000,459000000,450000000,2219000000,2239000000,3148000000,3545000000,2239000000,ORCL
2016-11-30,USD,5508000000,9035000000,3527000000,697000000,3037000000,2263000000,1510000000,4201000000,204000000,-451000000,None,451000000,-54000000,5000000,241000000,302000000,2685000000,653000000,451000000,1991000000,2032000000,3136000000,3438000000,2032000000,ORCL
2016-08-31,USD,5110000000,8595000000,3485000000,695000000,2641000000,2234000000,1520000000,4016000000,177000000,-416000000,None,416000000,-7000000,19000000,222000000,136000000,2373000000,541000000,416000000,1797000000,2115000000,2789000000,2925000000,1832000000,ORCL
2016-05-31,USD,6541000000,10594000000,4053000000,693000000,3968000000,2629000000,1534000000,4820000000,156000000,-362000000,None,362000000,-108000000,33000000,228000000,355000000,3732000000,918000000,362000000,2793000000,2930000000,4094000000,4449000000,2814000000,ORCL
2016-02-29,USD,5445000000,9012000000,3567000000,657000000,3027000000,2193000000,1419000000,4146000000,141000000,-360000000,None,360000000,78000000,-25000000,214000000,408000000,2732000000,590000000,360000000,2106000000,2142000000,3092000000,3500000000,2142000000,ORCL
2015-11-30,USD,5373000000,8993000000,3620000000,690000000,2955000000,2230000000,1444000000,4185000000,123000000,-371000000,None,371000000,-55000000,18000000,210000000,423000000,2668000000,471000000,371000000,2168000000,2197000000,3039000000,3462000000,2197000000,ORCL
2015-08-31,USD,5058000000,570000000,-4488000000,711000000,2654000000,1988000000,1390000000,3944000000,117000000,-374000000,None,374000000,72000000,-32000000,219000000,452000000,2310000000,563000000,374000000,1717000000,1604000000,2684000000,3136000000,1747000000,ORCL
2015-05-31,USD,6432000000,10706000000,4171000000,750000000,3982000000,2490000000,1436000000,4913000000,99000000,-326000000,None,326000000,-41000000,7000000,210000000,507000000,3697000000,940000000,326000000,2744000000,2870000000,4023000000,4530000000,2757000000,ORCL
2015-02-28,USD,5929000000,9327000000,3398000000,724000000,3383000000,2091000000,1370000000,4044000000,82000000,-273000000,None,273000000,-18000000,7000000,178000000,527000000,3150000000,655000000,273000000,2478000000,2495000000,3423000000,3950000000,2495000000,ORCL
2014-11-30,USD,6066000000,9598000000,3532000000,764000000,3542000000,2169000000,1389000000,4157000000,79000000,-282000000,None,282000000,34000000,-1000000,164000000,568000000,3269000000,767000000,282000000,2465000000,2502000000,3551000000,4119000000,2502000000,ORCL
2014-08-31,USD,5282000000,8596000000,3314000000,691000000,2963000000,1982000000,1329000000,3952000000,89000000,-261000000,None,261000000,-72000000,14000000,160000000,547000000,2718000000,534000000,261000000,2138000000,2184000000,2979000000,3526000000,2184000000,ORCL
2014-05-31,USD,7971000000,11320000000,3349000000,493000000,4909000000,2231000000,1348000000,4631000000,74000000,-240000000,None,240000000,-214000000,17000000,156000000,568000000,4588000000,942000000,240000000,3623000000,3571000000,4828000000,5396000000,3646000000,ORCL
