fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2016-12-31,USD,179038000,194642000,15604000,15604000,11480000,120922000,31411000,164649000,521000,None,None,521000,-154000,330000,7700000,1700000,12222000,1000000,None,8263000,7696000,11480000,13180000,11222000,YELP
2016-09-30,USD,171545000,186139000,14594000,14594000,1960000,124150000,36369000,162219000,478000,None,None,478000,-93000,-58000,7500000,1700000,2287000,217000,None,2070000,2744000,1960000,3660000,2070000,YELP
2016-06-30,USD,158302000,173389000,15087000,15087000,-1187000,117866000,33098000,152664000,414000,None,None,414000,-39000,-8000,6800000,1700000,-820000,-1269000,None,449000,-498000,-1187000,513000,449000,YELP
2016-03-31,USD,143497000,158575000,15078000,15078000,-14273000,117397000,32222000,156514000,311000,None,None,311000,-38000,-119000,6500000,1700000,-14015000,1437000,None,-15452000,-13710000,-14273000,-12573000,-15452000,YELP
2015-12-31,USD,138795000,153795000,15000000,15000000,-6413000,108194000,25884000,145121000,-281000,None,None,281000,64000,387000,6300000,1700000,-6373000,15856000,None,-22229000,-31934000,-6413000,-4713000,-22229000,YELP
2015-09-30,USD,128587000,142846000,14259000,14259000,-10712000,103939000,28511000,134150000,472000,None,None,472000,-713000,-304000,5800000,1700000,-11257000,-3175000,None,-8082000,-7631000,-10712000,-9012000,-8082000,YELP
2015-06-30,USD,121119000,134176000,13057000,13057000,50000,87294000,26345000,115439000,131000,None,None,131000,263000,-65000,5300000,1800000,379000,1684000,None,-1305000,39000,50000,1850000,-1305000,YELP
2015-03-31,USD,109638000,118337000,8699000,8699000,-4249000,83203000,23960000,111797000,300000,None,None,300000,-171000,601000,5600000,1200000,-3687000,-2403000,None,-1284000,-9148000,-4249000,-3049000,-1284000,YELP
2014-12-31,USD,102559000,109845000,7286000,7286000,7992000,70242000,19076000,93162000,269000,None,None,269000,-42000,163000,4700000,500000,8030000,-24698000,None,32728000,28797000,7992000,8492000,32728000,YELP
2014-09-30,USD,96379000,102553000,6174000,6174000,4544000,69736000,17397000,87733000,222000,None,None,222000,98000,-120000,3700000,600000,4744000,1107000,None,3637000,-805000,4544000,5144000,3637000,YELP
2014-06-30,USD,82814000,88659000,5845000,5845000,3127000,61055000,14726000,76381000,202000,None,None,202000,-128000,-89000,3100000,600000,3112000,369000,None,2743000,2405000,3127000,3727000,2743000,YELP
2014-03-31,USD,71281000,76358000,5077000,5077000,-4604000,58291000,13982000,74059000,34000,None,None,34000,-49000,13000,2800000,600000,-4606000,-1971000,None,-2635000,-2719000,-4604000,-4004000,-2635000,YELP
2013-12-31,USD,65647000,70573000,4926000,4926000,-1908000,52307000,11802000,65674000,21000,None,None,21000,-78000,-52000,2600000,700000,-2017000,52000,None,-2069000,-1026000,-1908000,-1208000,-2069000,YELP
2013-09-30,USD,56954000,61231000,4277000,4277000,-1781000,44661000,11208000,56469000,11000,None,None,11000,50000,-92000,1900000,600000,-1812000,510000,None,-2322000,11000,-1781000,-1181000,-2322000,YELP
2013-06-30,USD,50944000,54962000,4018000,4018000,-580000,40951000,7997000,49448000,14000,None,None,14000,-61000,-19000,1700000,500000,-646000,232000,None,-878000,-164000,-580000,-80000,-878000,YELP
2013-03-31,USD,42631000,45971000,3340000,3340000,-4554000,36958000,7236000,45006000,14000,None,None,14000,-162000,-53000,1700000,500000,-4755000,44000,None,-4799000,-6508000,-4554000,-4054000,-4799000,YELP
2012-12-31,USD,-800000,40927000,3003000,3003000,-5135000,800000,6243000,800000,17000,None,None,17000,-230000,10000,1900000,2421000,-5338000,-20000,None,-1600000,-4663000,-5135000,-191000,-5318000,YELP
2012-09-30,USD,33850000,36351000,2501000,2501000,-1952000,28289000,5753000,34042000,16000,None,None,16000,-20000,-10000,1500000,1780000,-1966000,45000,None,-2011000,-1938000,-1952000,-142000,-2011000,YELP
2012-06-30,USD,30366000,32664000,2298000,2298000,-1938000,26296000,4336000,30632000,13000,None,None,13000,11000,-2000,900000,1661000,-1916000,66000,None,-1982000,-2145000,-1938000,-299000,-1982000,YELP
2012-03-31,USD,25259000,27385000,2126000,2126000,-9741000,29499000,4140000,33629000,5000,None,None,5000,-21000,-14000,800000,1361000,-9771000,31000,None,-9802000,-9832000,-9741000,-8375000,-9802000,YELP
2011-12-31,USD,23072000,24905000,1833000,1833000,-8757000,11195000,3162000,31829000,None,None,None,None,None,-5000,1900000,1448000,-9009000,37000,None,None,-8852000,-8757000,-7044000,-9046000,YELP
2011-09-30,USD,20765000,22302000,1537000,1537000,-3389000,4766000,3444000,24154000,None,None,None,2000,None,-3000,900000,1047000,-3715000,36000,None,None,-3475000,-3389000,-2014000,-3751000,YELP
2011-06-30,USD,18293000,19578000,1285000,1285000,-1223000,3584000,2661000,19516000,None,None,None,2000,None,-1000,500000,924000,-1148000,17000,None,None,-1213000,-1223000,-372000,-1165000,YELP
2011-03-31,USD,15224000,16500000,1276000,1276000,-2802000,3617000,2319000,18026000,None,None,None,5000,None,108000,None,819000,-2694000,12000,None,None,-2830000,-2802000,-1978000,-2706000,YELP
2024-02-04,USD,7375000000,11961000000,4586000000,5286000000,2083000000,1572000000,2308000000,5292000000,None,-926000000,None,926000000,11961000000,185000000,139000000,2345000000,1393000000,68000000,926000000,1274000000,1325000000,2083000000,5140000000,1325000000,AVGO
2023-10-29,USD,6407000000,9295000000,2888000000,2888000000,4240000000,418000000,1388000000,2167000000,None,-405000000,None,405000000,9295000000,132000000,124000000,932000000,3967000000,443000000,405000000,3524000000,3685000000,4240000000,5317000000,3524000000,AVGO
2023-07-30,USD,6164000000,8876000000,2712000000,2712000000,3856000000,388000000,1358000000,2308000000,None,-406000000,None,406000000,8876000000,124000000,122000000,932000000,3574000000,271000000,406000000,3303000000,3531000000,3856000000,5124000000,3303000000,AVGO
2023-04-30,USD,6115000000,8733000000,2618000000,2618000000,4008000000,438000000,1312000000,2107000000,None,-405000000,None,405000000,8733000000,113000000,129000000,1061000000,3716000000,235000000,405000000,3481000000,3479000000,4008000000,5069000000,3481000000,AVGO
2023-01-29,USD,6004000000,8915000000,2911000000,2911000000,4103000000,348000000,1195000000,1901000000,None,-406000000,None,406000000,8915000000,143000000,127000000,1185000000,3840000000,66000000,406000000,3774000000,3648000000,4103000000,5288000000,3774000000,AVGO
2022-10-30,USD,5926000000,8930000000,3004000000,3004000000,3986000000,370000000,1197000000,1940000000,None,-406000000,None,406000000,8930000000,40000000,129000000,1271000000,3620000000,261000000,406000000,3359000000,3419000000,3986000000,5257000000,3359000000,AVGO
2022-07-31,USD,5681000000,8464000000,2783000000,2783000000,3737000000,323000000,1255000000,1944000000,None,-406000000,None,406000000,8464000000,6000000,129000000,1230000000,3337000000,263000000,406000000,3074000000,3075000000,3737000000,4967000000,3074000000,AVGO
2022-05-01,USD,5439000000,8103000000,2664000000,2664000000,3394000000,368000000,1261000000,2045000000,None,-518000000,None,518000000,8103000000,-86000000,135000000,1196000000,2790000000,200000000,518000000,2590000000,2590000000,3394000000,4590000000,2590000000,AVGO
2022-01-30,USD,5049000000,7706000000,2657000000,2657000000,3108000000,321000000,1206000000,1941000000,None,-407000000,None,407000000,7706000000,-14000000,136000000,1287000000,2687000000,215000000,407000000,2472000000,2473000000,3108000000,4398000000,2472000000,AVGO
2021-10-31,USD,4638000000,7407000000,2769000000,2769000000,2581000000,337000000,1200000000,2057000000,None,-434000000,None,434000000,7407000000,22000000,134000000,1501000000,2169000000,180000000,434000000,1989000000,1979000000,2581000000,4130000000,1989000000,AVGO
2021-08-01,USD,4197000000,6778000000,2581000000,2581000000,2126000000,346000000,1205000000,2071000000,None,-415000000,None,415000000,6778000000,15000000,134000000,1503000000,1726000000,-150000000,415000000,1876000000,1876000000,2126000000,3670000000,1876000000,AVGO
2021-05-02,USD,4057000000,6610000000,2553000000,2553000000,1975000000,325000000,1238000000,2082000000,None,-466000000,None,466000000,6610000000,-23000000,133000000,1504000000,1486000000,-7000000,466000000,1493000000,1494000000,1975000000,3481000000,1493000000,AVGO
2021-01-31,USD,3952000000,6655000000,2703000000,2703000000,1837000000,339000000,1211000000,2115000000,None,-570000000,None,570000000,6483000000,117000000,138000000,1533000000,1384000000,6000000,742000000,1378000000,1379000000,1837000000,3558000000,1378000000,AVGO
2020-11-01,USD,3747000000,6467000000,2720000000,2720000000,1526000000,405000000,1182000000,2221000000,None,-420000000,None,420000000,6451000000,31000000,139000000,1728000000,1137000000,-187000000,436000000,1324000000,1347000000,1526000000,3320000000,1324000000,AVGO
2020-08-02,USD,3316000000,5821000000,2505000000,2505000000,1008000000,428000000,1228000000,2308000000,None,-464000000,None,464000000,5821000000,49000000,138000000,1719000000,592000000,-96000000,464000000,689000000,688000000,1008000000,2828000000,688000000,AVGO
2020-05-03,USD,3189000000,5742000000,2553000000,2553000000,766000000,501000000,1269000000,2423000000,None,-487000000,None,487000000,-15000000,130000000,147000000,1730000000,404000000,-159000000,15000000,-15000000,564000000,766000000,2680000000,563000000,AVGO
2020-02-02,USD,3264000000,5858000000,2594000000,2594000000,714000000,601000000,1289000000,2550000000,None,-406000000,None,406000000,5858000000,-4000000,146000000,1728000000,309000000,-76000000,411000000,380000000,385000000,714000000,2495000000,385000000,AVGO
2019-11-03,USD,3152000000,5776000000,2624000000,2624000000,1054000000,409000000,1177000000,2098000000,None,-361000000,None,361000000,5776000000,54000000,143000000,1452000000,747000000,-100000000,387000000,847000000,823000000,1054000000,2598000000,847000000,AVGO
2019-08-04,USD,3034000000,5515000000,2481000000,2481000000,865000000,410000000,1235000000,2169000000,None,-362000000,None,362000000,5515000000,41000000,141000000,1450000000,544000000,-171000000,362000000,715000000,715000000,906000000,2405000000,715000000,AVGO
2019-05-05,USD,3089000000,5517000000,2428000000,2428000000,970000000,419000000,1151000000,2119000000,None,-376000000,None,376000000,5517000000,63000000,142000000,1447000000,655000000,-36000000,376000000,693000000,691000000,1031000000,2556000000,691000000,AVGO
2019-02-03,USD,3208000000,5789000000,2581000000,2581000000,555000000,471000000,1133000000,2653000000,None,-345000000,None,345000000,5789000000,68000000,143000000,1459000000,268000000,-203000000,345000000,481000000,471000000,613000000,2655000000,471000000,AVGO
2018-11-04,USD,2935000000,5444000000,2509000000,2509000000,1652000000,237000000,948000000,1283000000,None,-148000000,None,148000000,5338000000,24000000,132000000,836000000,1422000000,307000000,106000000,1115000000,1106000000,1570000000,2406000000,1115000000,AVGO
2018-08-05,USD,2619000000,5063000000,2444000000,2444000000,1339000000,234000000,959000000,1280000000,None,-149000000,None,149000000,5063000000,39000000,129000000,836000000,1228000000,32000000,149000000,1197000000,1196000000,1377000000,2213000000,1196000000,AVGO
2018-05-06,USD,2551000000,5014000000,2463000000,2463000000,1201000000,294000000,936000000,1350000000,None,-148000000,None,148000000,5014000000,46000000,128000000,964000000,1081000000,-2637000000,148000000,3721000000,3710000000,1229000000,2264000000,3718000000,AVGO
2018-02-04,USD,2628000000,5327000000,2699000000,2699000000,943000000,291000000,925000000,1685000000,None,None,None,183000000,None,35000000,126000000,1184000000,444000000,-5786000000,None,6244000000,6239000000,627000000,2292000000,6230000000,AVGO
2017-10-29,USD,2383000000,4844000000,2461000000,2461000000,755000000,184000000,838000000,1640000000,None,None,None,119000000,None,28000000,117000000,1219000000,621000000,89000000,None,527000000,574000000,740000000,2155000000,532000000,AVGO
2017-07-30,USD,2149000000,4463000000,2314000000,2314000000,648000000,200000000,827000000,1501000000,None,None,None,112000000,None,12000000,None,1211000000,520000000,39000000,None,483000000,481000000,632000000,1904000000,481000000,AVGO
2017-04-30,USD,1976000000,4190000000,2214000000,2214000000,474000000,204000000,829000000,1502000000,None,None,None,112000000,None,3000000,None,1193000000,337000000,-103000000,None,444000000,441000000,449000000,1697000000,440000000,AVGO
2017-01-29,USD,2001000000,4139000000,2138000000,2138000000,506000000,201000000,808000000,1449000000,None,None,None,111000000,None,None,None,1114000000,267000000,10000000,None,257000000,None,506000000,1697000000,239000000,AVGO
