fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2015-03-31,USD,114254000,127273000,13019000,11759000,-57923000,97310000,37325000,187051000,None,-730000,None,730000,-87000,269000,None,13982000,-58384000,999000,730000,-57654000,-58245000,-57923000,-43941000,-58384000,ZG
2014-12-31,USD,83504000,92329000,8825000,8825000,-11214000,20535000,27637000,86609000,None,None,None,None,None,None,None,9915000,-10897000,8109000,None,None,-10897000,-11214000,14919000,-10897000,ZG
2014-09-30,USD,80967000,88646000,7679000,7679000,-16242000,15757000,20789000,84009000,None,None,None,None,None,None,None,9039000,-15977000,13200000,None,None,-15977000,-16242000,19197000,-15977000,ZG
2014-06-30,USD,71882000,78675000,6793000,6793000,-10761000,14706000,19508000,82643000,None,None,None,None,None,None,None,8596000,-10477000,None,None,None,-10477000,-10761000,-2165000,-10477000,ZG
2014-03-31,USD,60079000,66243000,6164000,6164000,-6478000,14689000,16735000,66557000,None,None,None,None,None,None,None,8074000,-6259000,None,None,None,-6259000,-6478000,1596000,-6259000,ZG
2023-12-31,USD,343282000,866228000,522946000,208112000,260252000,267103000,97571000,412405000,None,-40414000,None,40414000,858328000,None,19380000,33189999,224859000,-4799000,40414000,229658000,307720000,260252000,293442000,229658000,MTCH
2023-09-30,USD,365499000,881600000,516101000,255598000,243559000,260503000,94141000,354644000,None,-40380000,None,40380000,881600000,None,17310000,17310000,211055000,47328000,40380000,163727000,118987000,243559000,279263000,163727000,MTCH
2023-06-30,USD,334963000,829552000,494589000,250294000,214796000,244295000,94287000,338582000,None,-39742000,None,39742000,829552000,3432000,14565000,2448000,178445000,41100000,39742000,137345000,122175000,214796000,244108000,137345000,MTCH
2023-03-31,USD,307027000,787124000,480097000,240010000,198289000,227970000,98186000,338273000,None,-39351000,None,39351000,787124000,3392000,10552000,12117000,162409000,41600000,39351000,120809000,86368000,198289000,213877000,120809000,MTCH
2022-12-31,USD,172318000,786153000,613835000,235925000,106633000,237691000,80555000,455765000,None,-38214000,None,38214000,784153000,-402000,10930000,114419000,66970000,-17605000,38214000,86786000,281994000,106633000,219603000,84575000,MTCH
2022-09-30,USD,318800000,809546000,490746000,246962000,210635000,243784000,87880000,331664000,None,-36814000,None,36814000,809546000,2326000,10679000,9606000,176577000,47881000,36814000,128696000,-30068000,210635000,222997000,128696000,MTCH
2022-06-30,USD,99956000,794513000,694557000,240840000,-10081000,236317000,86410000,540127000,None,-35623000,None,35623000,794513000,5291000,11488000,229539000,-39858000,-8000000,35623000,-31858000,-170478000,-10081000,225304000,-31858000,MTCH
2022-03-31,USD,297109000,798631000,501522000,236236000,207818000,252593000,78794000,344080000,None,-34896000,None,34896000,798631000,818000,10497000,12693000,173666000,-6867000,34896000,180533000,135070000,207818000,221255000,180533000,MTCH
2021-12-31,USD,571527000,806070000,234543000,234543000,231917000,249426000,66366000,441000000,None,-34586000,None,34586000,804270000,-424152000,10780000,13038000,5096000,-58097000,34586000,-168632000,-188989000,231917000,52720000,63193000,MTCH
2021-09-30,USD,297668000,801835000,504167000,232211000,220590000,256890000,66974000,338930000,None,-31850000,None,31850000,801835000,-39212000,10104000,15066000,149837000,18627000,31850000,131210000,31902000,220590000,196753000,131210000,MTCH
2021-06-30,USD,272108000,707760000,435652000,193099000,209914000,242311000,52133000,294686000,None,-32219000,None,32219000,707760000,-355000,10061000,242000,178195000,37300000,32219000,140386000,138836000,209914000,210656000,140895000,MTCH
2021-03-31,USD,255291000,667612000,412321000,179455000,189258000,232653000,55576000,288442000,None,-31838000,None,31838000,667612000,-1319000,10457000,213000,156503000,-17747000,31838000,174250000,153674000,189258000,188554000,174250000,MTCH
2020-12-31,USD,478144000,651407000,173263000,173263000,212582000,209480000,44832000,289575000,None,-31970000,None,31970000,635507000,50267000,10987000,263000,381258000,28497000,31970000,149035000,175692000,212582000,413491000,352761000,MTCH
2020-09-30,USD,250668000,639770000,389102000,169823000,200167000,218820000,39280000,258559000,None,-43189000,-11180000,32009000,639770000,None,11221000,459000,158681000,26100000,43189000,140699000,157408000,200167000,191149000,132581000,MTCH
2020-06-30,USD,247192000,555450000,308258000,148853000,195594000,159005000,41929000,201334000,None,-45647000,-10896000,34751000,555450000,None,9669000,400000,103297000,36856000,45647000,111581000,93884000,195594000,138448000,66441000,MTCH
2020-03-31,USD,-116901000,544642000,1300812000,143894000,137372000,688718000,43770000,1103255000,None,-44866000,-12972000,31894000,1228777000,3854000,9394000,76900000,-259242000,-48202000,44866000,126765000,-224169000,-227348000,-150448000,-211040000,MTCH
2019-12-31,USD,252592000,547167000,294575000,142070000,181349000,614720000,38397000,696886000,None,-43082000,-32064000,11018000,1217680000,None,8777000,-36133000,146098000,21826000,43082000,117364000,131493000,181349000,120983000,124272000,MTCH
2019-09-30,USD,245108000,541493000,296385000,138225000,175236000,631761000,36609000,764637000,None,-42132000,-3139000,38993000,1246866000,2787000,8533000,46276000,129784000,1240000,42132000,108474000,110155000,168777000,215053000,128544000,MTCH
2019-06-30,USD,221584000,497973000,276389000,126665000,171309000,636616000,32680000,755959000,None,-37206000,-3661000,33545000,1186624000,2538000,8752000,40729000,134543000,21076000,37206000,94134000,114558000,168088000,208817000,113467000,MTCH
2019-03-31,USD,204554000,464625000,260071000,120224000,117560000,635476000,88700000,789004000,None,-31143000,22086000,31143000,1095921000,-1488000,18971000,41723000,25091000,-63604000,31143000,93966000,89690000,56234000,97957000,88695000,MTCH
2018-12-31,USD,863478000,1117200000,253722000,-247424000,133920000,570775000,-98092000,27700000,None,-27856000,-14759000,13097000,1104103000,None,-22160000,-8881000,244671000,27194000,27856000,-174353000,176090000,133920000,248887000,217477000,MTCH
2018-09-30,USD,225164000,1079184000,237238000,237238000,172832000,577705000,77740000,694522000,None,-27610000,None,27610000,1106094000,894000,18925000,39077000,127532000,-18242000,27610000,171535000,145245000,155142000,194219000,145774000,MTCH
2018-06-30,USD,272606000,1069041000,218224000,218224000,168437000,558023000,75445000,653656000,None,-27356000,None,27356000,1096397000,11004000,18805000,20188000,249753000,31400000,27356000,280854000,180909000,277109000,297297000,218353000,MTCH
2018-03-31,USD,793113000,995075000,201962000,201962000,89950000,587016000,76937000,683906000,None,-26505000,None,26505000,995075000,-7221000,19257000,19953000,42069000,-29013000,26505000,87839000,99439000,68574000,88527000,71082000,MTCH
2017-12-31,USD,750858000,950585000,199727000,199727000,94360000,547687000,70044000,637723000,None,-30739000,None,30739000,950585000,None,18775000,19992000,55099000,31750000,30739000,94360000,28640000,94360000,105830000,23349000,MTCH
2017-09-30,USD,662144000,828434000,166290000,166290000,-18589000,588459000,70645000,663470000,None,-25036000,None,25036000,818234000,-9925000,17263000,4366000,436643000,257000000,25036000,225639000,216868000,461679000,466045000,179643000,MTCH
2017-06-30,USD,628354000,767387000,139033000,139033000,75635000,470326000,55430000,534380000,None,-24728000,None,24728000,763787000,-9550000,18339000,8624000,46848000,-19420000,24728000,80557000,76875000,71576000,80200000,66268000,MTCH
2017-03-31,USD,614875000,760833000,145958000,145958000,37060000,494006000,54760000,557927000,None,-24792000,None,24792000,760833000,-5978000,19888000,9161000,2300000,-23909000,24792000,28463000,44987000,27092000,36253000,26209000,MTCH
2016-12-31,USD,598694000,811162000,212468000,212468000,112820000,404958000,50398000,483819000,None,-26488000,None,26488000,3115845000,None,20355000,14364000,126577000,12460000,26488000,101862000,58612000,112820000,167429000,114117000,MTCH
2016-09-30,USD,584971000,764102000,179131000,179131000,85584000,421222000,49704000,481436000,1051000,-27118000,None,27118000,10898000,1733000,17951000,14267000,60988000,17826000,27118000,43162000,37885000,88106000,102373000,43162000,MTCH
2016-06-30,USD,575042000,745439000,170397000,170397000,-252446000,447660000,53565000,809946000,1116000,-27644000,None,27644000,8644000,-2219000,17575000,36975000,-291515000,-96740000,27644000,-194775000,-201218000,-263871000,-226896000,-194775000,MTCH
2016-03-31,USD,625445000,819179000,193734000,193734000,21417000,518583000,59098000,588233000,1646000,-27860000,None,27860000,4495000,-2642000,15795000,13820000,9802000,1520000,27860000,8282000,28290000,37662000,51482000,8282000,MTCH
2015-12-31,USD,634644000,848728000,214084000,214084000,-5430000,478651000,58077000,639820000,886000,-28366000,None,28366000,598000,-922000,15512000,100648000,-36595000,-5206000,28366000,-31877000,-39464000,-5430000,92419000,-31389000,MTCH
2015-09-30,USD,639184000,838561000,199377000,199377000,87130000,471348000,46859000,496959000,990000,-15992000,None,15992000,308000,-67000,15625000,12338000,106121000,40510000,15992000,65594000,51418000,122113000,134451000,65611000,MTCH
2015-06-30,USD,593169000,771132000,177963000,177963000,62769000,448746000,46430000,509587000,1242000,-15214000,None,15214000,-1311000,-1027000,15500000,14411000,47337000,-11968000,15214000,59458000,72283000,62551000,76962000,59305000,MTCH
2015-03-31,USD,585775000,772512000,186737000,186737000,35119000,472460000,45257000,530272000,1231000,-14064000,None,14064000,5848000,-277000,15568000,12555000,32585000,6180000,14064000,26280000,-29168000,46649000,59204000,26405000,MTCH
2014-12-31,USD,592237000,830754000,-342481000,233712000,110372000,407198000,42163000,470944000,None,-14195000,None,14195000,-946000,-7009000,16948000,16090000,112525000,43914000,14195000,69547000,29240000,110372000,142810000,68611000,MTCH
2014-09-30,USD,380964000,782231000,401267000,218452000,100953000,384816000,40691000,440953000,None,-14009000,None,14009000,2210000,1903000,14133000,16451000,266996000,-59816000,14009000,151082000,289950000,281005000,297456000,326812000,MTCH
2014-06-30,USD,360404000,756315000,395911000,205295000,95690000,382505000,38845000,448314000,None,-14046000,None,14046000,None,None,15257000,13406000,11893000,29889000,14046000,-17128000,-20205000,25939000,39345000,-17996000,MTCH
2014-03-31,USD,334740000,740247000,405507000,202745000,71712000,393528000,38816000,458587000,None,-14064000,None,14064000,None,None,14818000,11979000,57270000,21385000,14064000,36699000,41234000,71334000,83313000,35885000,MTCH
2013-12-31,USD,724455000,724455000,222421000,222421000,112952000,323036000,35358000,367498000,None,-10652000,None,10652000,None,None,14368000,14596000,112067000,33214000,10652000,76893000,70496000,112952000,137315000,78853000,MTCH
2013-09-30,USD,419581000,756872000,337291000,249888000,122004000,324259000,35232000,380146000,None,-7623000,None,7623000,None,None,13489000,13032000,133066000,36126000,7623000,93026000,122502000,140689000,153721000,96940000,MTCH
2013-06-30,USD,430606000,799411000,368805000,273938000,106696000,350668000,34052000,410515000,None,-7658000,None,7658000,None,None,17036000,18137000,97706000,39416000,7658000,59358000,70199000,105364000,123501000,58290000,MTCH
2013-03-31,USD,387231000,742249000,355018000,257474000,84551000,340940000,35117000,396263000,474000,-7663000,None,7663000,1364000,-327000,14016000,14078000,79383000,25746000,7663000,54581000,41710000,87046000,101124000,53637000,MTCH
2012-12-31,USD,765251000,765251000,372606000,270277000,85294000,346208000,33898000,405421000,613000,-2047000,None,2047000,514000,261000,14991000,17713000,77793000,35855000,2047000,43209000,20461000,85294000,97553000,41938000,MTCH
2012-09-30,USD,377619000,714470000,336851000,261932000,78033000,331639000,27596000,362746000,789000,-1391000,None,1391000,-526000,-33000,13150000,5212000,114664000,27606000,1391000,46341000,44386000,78033000,121267000,87058000,MTCH
2012-06-30,USD,369506000,680612000,311106000,236690000,97476000,305301000,26911000,335585000,1174000,-1364000,None,1364000,-1386000,-1437000,12225000,5805000,119939000,28634000,1364000,47973000,9319000,97476000,127108000,91305000,MTCH
2012-03-31,USD,321933000,640600000,318667000,223571000,62765000,311626000,23482000,343496000,886000,-1347000,None,1347000,348000,-242000,12115000,7041000,92392000,27120000,1347000,30794000,65374000,62765000,100780000,65272000,MTCH
2011-12-31,USD,596943000,596943000,22535000,218412000,55455000,22535000,34199000,22535000,1529000,-1295000,None,1295000,-390000,-594000,13346000,12862000,48561000,2397000,1295000,44400000,24186000,55455000,62718000,46164000,MTCH
2011-09-30,USD,-235214000,516884000,237924000,188642000,46740000,237924000,21556000,260905000,1224000,-1425000,None,1425000,3748000,444000,17484000,4538000,101865000,-32003000,1425000,68895000,14886000,46740000,107828000,133868000,MTCH
2011-06-30,USD,303932000,485404000,181472000,181472000,58231000,213771000,17280000,234606000,1150000,-1355000,None,1355000,None,514000,12450000,2200000,51942000,9518000,1355000,44912000,83805000,53297000,55497000,42424000,MTCH
2011-03-31,USD,287495000,460213000,172718000,172718000,37336000,216541000,17722000,236720000,1302000,-1355000,None,1355000,None,-41000,13439000,2457000,34111000,16041000,1355000,20018000,21367000,35466000,37923000,18070000,MTCH
2010-12-31,USD,280315000,451427000,171112000,171112000,-21447000,193166000,19044000,7800000,1666000,-1437000,None,1437000,22000,-5163000,16881000,17049000,88301000,5105000,1437000,-28889000,96581000,-21447000,106787000,83196000,MTCH
2010-09-30,USD,264408000,412966000,148558000,148558000,37684000,201674000,16892000,223117000,1550000,-1321000,None,1321000,371000,819000,14598000,2310000,33025000,15516000,1321000,22304000,22340000,34346000,36656000,17509000,MTCH
2010-06-30,USD,253606000,394244000,140638000,144329000,24633000,197345000,14369000,218777000,1666000,-1323000,None,1323000,None,103000,16625000,4764000,18904000,5313000,1323000,16177000,2068000,20227000,24991000,13591000,MTCH
2010-03-31,USD,247029000,378178000,131149000,136155000,8925000,77231000,14792000,246244000,None,None,None,1323000,None,5236000,15793000,21244000,-12560000,6145000,None,None,None,8925000,3793000,-18705000,MTCH
2009-06-30,USD,233324000,340045000,106721000,106721000,3907000,68970000,16422000,229417000,None,None,None,1261000,None,61811000,16877000,24923000,64736000,22143000,None,None,None,3907000,29109000,40813000,MTCH
2023-12-31,USD,90888000,345848000,254960000,29616000,25015000,199119000,78323000,559982000,None,5721000,None,None,342494000,2936000,None,6217000,33790000,6384000,None,27406000,30482000,25015000,31232000,27406000,YELP
2023-09-30,USD,136357000,348425000,212068000,28370000,41873000,183398000,81020000,183698000,None,5187000,5187000,None,345022000,1067000,None,300000,48027000,-10189000,None,58216000,56814000,41873000,42173000,58216000,YELP
2023-06-30,USD,117491000,340630000,223139000,30184000,18742000,192555000,85030000,192955000,None,4656000,4656000,None,337227000,1141000,None,400000,24640000,9911000,None,14729000,14611000,18742000,19142000,14729000,YELP
2023-03-31,USD,86443000,315759000,229316000,26059000,-6587000,193964000,88197000,210041000,None,4007000,None,5212000,312368000,1275000,None,5738000,-1375000,-197000,None,-1178000,609000,-6587000,-849000,-1178000,YELP
2022-12-31,USD,822781000,312612000,-510169000,28483000,33384000,164324000,72225000,470931000,None,3204000,None,2536000,309209000,168000,None,5350000,36862000,16717000,None,20131000,25224000,33384000,38734000,20145000,YELP
2022-09-30,USD,92826000,311873000,219047000,26805000,13424000,181442000,75803000,192242000,None,2007000,None,2007000,308678000,897000,None,300000,16115000,7007000,None,9108000,4141000,13424000,13724000,9108000,YELP
2022-06-30,USD,106490000,301567000,195077000,26988000,16001000,167789000,76848000,168089000,None,529000,None,529000,298790000,892000,None,300000,17328000,9319000,None,8009000,4255000,16001000,16301000,8009000,YELP
2022-03-31,USD,86528000,279476000,192948000,23429000,-4456000,165480000,80685000,177081000,None,22000,None,1000000,276699000,836000,None,4039000,-3527000,-2612000,None,-915000,-1728000,-4456000,-417000,-915000,YELP
2021-12-31,USD,252125000,276170000,24045000,24045000,19593000,142238000,59111000,203089000,None,-33000,None,33000,273394000,665000,None,700000,20237000,-2953000,None,23190000,21881000,19593000,20293000,23190000,YELP
2021-09-30,USD,250246000,271431000,21185000,21185000,21645000,144296000,69402000,214398000,None,-31000,None,31000,269123000,394000,11900000,700000,21976000,3911000,None,18065000,16662000,21645000,22345000,18065000,YELP
2021-06-30,USD,240984000,258977000,17993000,17993000,-1081000,158736000,68695000,239343000,None,-34000,None,34000,257199000,565000,12100000,700000,-539000,-4751000,None,4212000,5393000,-1081000,-381000,4212000,YELP
2021-03-31,USD,219107000,233981000,14874000,14874000,-8643000,144770000,67992000,216771000,None,-18000,None,18000,232353000,466000,12400000,700000,-7938000,-2142000,None,-5796000,-8548000,-8643000,-7943000,-5796000,YELP
2020-12-31,USD,219884000,235205000,15321000,15321000,14479000,131798000,55996000,195572000,None,-31000,31000,31000,233247000,372000,12400000,800000,14872000,-6217000,None,40057000,23858000,14479000,15279000,21089000,YELP
2020-09-30,USD,209596000,222789000,13193000,13193000,9325000,132188000,53022000,186345000,None,7000,7000,7000,220835000,364000,11900000,600000,9724000,10744000,None,20468000,1249000,9325000,9925000,-1020000,YELP
2020-06-30,USD,159167000,170992000,11825000,11825000,-35349000,122691000,53969000,180560000,None,191000,191000,191000,169038000,296000,12000000,600000,-34854000,-10864000,None,-45718000,-22972000,-35349000,-34749000,-23990000,YELP
2020-03-31,USD,234946000,251793000,16847000,16847000,-27250000,180833000,67113000,264579000,None,2106000,2106000,2106000,249833000,345000,11700000,700000,-24867000,-9364000,None,-34231000,-16607000,-27250000,-26550000,-15503000,YELP
2019-12-31,USD,252167000,268823000,16656000,16656000,17646000,160534000,56198000,160534000,None,2382000,2316000,2382000,268823000,295000,12200000,700000,20257000,3105000,None,17152000,18690000,17646000,18346000,17152000,YELP
2019-09-30,USD,245940000,262454000,16514000,16514000,9550000,167358000,56661000,224819000,None,2830000,2810000,2830000,262454000,253000,11600000,800000,7509000,-2552000,None,10061000,7927000,9550000,10350000,10061000,YELP
2019-06-30,USD,231977000,246952000,14975000,14975000,12197000,152977000,54566000,208443000,3743000,3743000,3743000,3743000,246952000,151000,11300000,900000,8518000,-3785000,None,12303000,12872000,12197000,13097000,12303000,YELP
2019-03-31,USD,221792000,236057000,14265000,14265000,-3882000,155608000,58075000,218847000,4374000,4374000,4489000,4374000,236057000,202000,11000000,900000,1921000,556000,None,1365000,654000,-3882000,-2982000,1365000,YELP
2018-12-31,USD,229485000,243740000,14255000,14255000,12722000,150933000,47754000,150933000,4198000,None,None,4198000,243740000,120000,10700000,800000,16882000,-15064000,None,31946000,31150000,12722000,13522000,31946000,YELP
2018-09-30,USD,226994000,241171000,14177000,14177000,10381000,152061000,53764000,206725000,3705000,None,None,3705000,241171000,141000,9800000,900000,14302000,-684000,None,14986000,14793000,10381000,11281000,14986000,YELP
2018-06-30,USD,220194000,234902000,14708000,14708000,7621000,149236000,52789000,202925000,3277000,None,None,3277000,234902000,108000,9600000,900000,11045000,341000,None,10704000,7517000,7621000,8521000,10704000,YELP
2018-03-31,USD,208316000,223048000,14732000,14732000,-4827000,151648000,51493000,212184000,2624000,None,None,2624000,-26000,6000,9100000,900000,-2223000,63000,None,-2286000,-687000,-4827000,-3927000,-2286000,YELP
2017-12-31,USD,201891000,218127000,16236000,16236000,170264000,137788000,43407000,187061000,1758000,None,None,1758000,-119000,292000,8800000,900000,172195000,31074000,None,142134000,141784000,170264000,171164000,141121000,YELP
2017-09-30,USD,203391000,222703000,19312000,19312000,6891000,139735000,45834000,186969000,991000,None,None,991000,323000,57000,9200000,1400000,8262000,232000,None,7947000,9896000,6891000,8291000,8030000,YELP
2017-06-30,USD,190847000,208903000,18056000,18056000,7155000,131193000,42088000,175581000,794000,None,None,794000,39000,31000,8300000,2300000,8019000,118000,None,7590000,11434000,7155000,9455000,7901000,YELP
2017-03-31,USD,180424000,197338000,16914000,16914000,-4691000,135601000,39871000,182522000,680000,None,None,680000,15000,37000,8200000,1900000,-3926000,100000,None,-4780000,-2955000,-4691000,-2791000,-4026000,YELP
