fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2021-06-30,EUR,4724000000,6670000000,1946000000,1946000000,984000000,593000000,1306000000,3732000000,None,853000000,918000000,149000000,None,None,None,435000000,1804000000,355000000,None,1449000000,None,1959000000,2394000000,1356000000,SAP
2021-03-31,EUR,4466000000,6350000000,1884000000,1884000000,960000000,505000000,1171000000,3346000000,None,315000000,369000000,232000000,None,None,None,436000000,1337000000,267000000,None,1070000000,None,524000000,960000000,1070000000,SAP
2020-12-31,EUR,5636000000,7539000000,1903000000,1903000000,2655000000,281000000,1134000000,2987000000,None,107000000,128000000,223000000,None,None,None,462000000,2705000000,773000000,None,1930000000,None,2459000000,2921000000,1906000000,SAP
2020-09-30,EUR,4646000000,6536000000,1890000000,1890000000,1473000000,345000000,1113000000,3182000000,None,616000000,628000000,120000000,None,None,None,444000000,2070000000,418000000,None,1652000000,None,2182000000,2626000000,1556000000,SAP
2020-06-30,EUR,4715000000,6743000000,2028000000,2028000000,1284000000,414000000,1159000000,3435000000,None,92000000,153000000,151000000,None,None,None,461000000,1322000000,437000000,None,885000000,None,1470000000,1931000000,866000000,SAP
2020-03-31,EUR,4455000000,6521000000,2066000000,2066000000,1210000000,315000000,1051000000,3229000000,None,-39000000,22000000,203000000,None,0,None,464000000,1122000000,310000000,None,812000000,None,1340000000,1804000000,814000000,SAP
2019-12-31,EUR,5858000000,8040000000,2182000000,2182000000,2125000000,411000000,1190000000,3706000000,None,128000000,118000000,121000000,None,0,None,501000000,2241000000,587000000,None,1637000000,None,1889000000,2390000000,1636000000,SAP
2019-09-30,EUR,4774000000,6791000000,2017000000,2017000000,1679000000,323000000,975000000,3079000000,None,42000000,69000000,211000000,None,0,None,474000000,1702000000,443000000,None,1259000000,None,1928000000,2402000000,1246000000,SAP
2019-06-30,EUR,4520000000,6631000000,2111000000,2111000000,827000000,457000000,1053000000,3495000000,None,29000000,145000000,129000000,None,0,None,455000000,815000000,233000000,None,582000000,None,1143000000,1598000000,569000000,SAP
2019-03-31,EUR,4051000000,6092000000,2041000000,2041000000,-136000000,439000000,1061000000,3300000000,None,0,129000000,129000000,None,0,None,442000000,-140000000,-33000000,None,-107000000,None,875000000,1317000000,-114000000,SAP
2018-12-31,EUR,5418000000,7428000000,2010000000,2010000000,2401000000,267000000,945000000,3023000000,None,None,None,189000000,None,0,None,376000000,2316000000,624000000,None,2547544906.70,None,2122000000,2498000000,1687000000,SAP
2018-09-30,EUR,4112000000,6020000000,1908000000,1908000000,1236000000,284000000,918000000,2873000000,None,None,None,74000000,None,0,None,351000000,1278000000,304000000,None,1127575827.74,None,1356000000,1707000000,973000000,SAP
2018-06-30,EUR,4114000000,6000000000,1886000000,1886000000,1044000000,317000000,948000000,3059000000,None,None,None,76000000,None,0,None,332000000,1029000000,309000000,None,837988826.82,None,1116000000,1448000000,719000000,SAP
2018-03-31,EUR,3604000000,5260000000,1656000000,1656000000,1025000000,231000000,814000000,2570000000,None,None,None,69000000,None,None,None,303000000,990000000,282000000,None,707000000,None,1070000000,1373000000,708000000,SAP
2017-12-31,EUR,4982000000,6805000000,1823000000,1823000000,1964000000,255000000,878000000,3010000000,None,None,None,65000000,None,None,None,311000000,2060000000,193000000,None,3866000000,None,1822000000,2133000000,1845000000,SAP
2017-09-30,EUR,3916000000,5589000000,1673000000,1673000000,1314000000,251000000,781000000,2671000000,None,None,None,58000000,None,None,None,319000000,1390000000,398000000,None,584000000,None,1381000000,1700000000,983000000,SAP
2017-06-30,EUR,3986000000,5781000000,1795000000,1795000000,926000000,278000000,842000000,2823000000,None,None,None,62000000,None,None,None,322000000,908000000,241000000,None,-924000000,None,1208000000,1530000000,668000000,SAP
2017-03-31,EUR,3525000000,5285000000,1760000000,1760000000,673000000,291000000,852000000,2847000000,None,None,None,94000000,None,None,None,320000000,668000000,138000000,None,530000000,None,766000000,1086000000,521000000,SAP
2016-12-31,EUR,4909000000,6723000000,1814000000,1814000000,1936000000,277000000,857000000,2966000000,None,None,None,59000000,None,None,None,336000000,1949000000,438000000,None,3633000000,None,1679000000,2015000000,1513000000,SAP
2016-09-30,EUR,3729000000,5375000000,1646000000,1646000000,1103000000,268000000,766000000,2628000000,None,None,None,78000000,None,None,None,317000000,1013000000,288000000,None,0,None,1090000000,1407000000,730000000,SAP
2016-06-30,EUR,3775000000,5236000000,1461000000,1461000000,1269000000,230000000,710000000,2496000000,None,None,None,62000000,None,None,None,306000000,1144000000,331000000,None,0,None,1217000000,1523000000,816000000,SAP
2016-03-31,EUR,3078000000,4727000000,1649000000,1649000000,813000000,230000000,709000000,2255000000,None,None,None,70000000,None,None,None,309000000,743000000,173000000,None,0,None,824000000,1133000000,572000000,SAP
2015-12-31,EUR,4490000000,6346000000,1856000000,1856000000,1699000000,286000000,796000000,2733000000,None,None,None,76000000,None,None,None,324000000,1646000000,363000000,None,3056000000,None,1457000000,1781000000,1286000000,SAP
2015-09-30,EUR,3441000000,4985000000,1544000000,1544000000,1214000000,239000000,660000000,2084000000,None,None,None,60000000,None,None,None,319000000,1229000000,333000000,None,0,None,1434000000,1753000000,898000000,SAP
2015-06-30,EUR,3363000000,4970000000,1607000000,1607000000,701000000,256000000,728000000,2295000000,None,None,None,50000000,None,None,None,325000000,637000000,168000000,None,0,None,1054000000,1379000000,471000000,SAP
2015-03-31,EUR,2938000000,4497000000,1559000000,1559000000,638000000,272000000,724000000,2250000000,None,None,None,59000000,None,None,None,321000000,478000000,65000000,None,0,None,588000000,909000000,414000000,SAP
2014-12-31,EUR,3996000000,5458000000,1462000000,1462000000,1753000000,280000000,670000000,2211000000,None,None,None,52000000,None,None,None,277000000,1734000000,425000000,None,3280000000,None,1746000000,2023000000,1309000000,SAP
2014-09-30,EUR,2969000000,4254000000,1285000000,1285000000,1157000000,190000000,545000000,1752000000,None,None,None,39000000,None,None,None,255000000,1199000000,318000000,None,0,None,1298000000,1553000000,880000000,SAP
2014-06-30,EUR,2862000000,4151000000,1289000000,1289000000,698000000,218000000,566000000,1836000000,None,None,None,30000000,None,None,None,243000000,719000000,163000000,None,0,None,1077000000,1320000000,557000000,SAP
2014-03-31,EUR,2462000000,3698000000,1236000000,1236000000,723000000,205000000,549000000,1724000000,None,None,None,31000000,None,None,None,235000000,704000000,170000000,None,0,None,751000000,986000000,534000000,SAP
2013-12-31,EUR,3771000000,5109000000,1338000000,1338000000,1805000000,233000000,607000000,1943000000,None,None,None,43000000,None,None,None,237000000,1779000000,455000000,None,0,None,1609000000,1846000000,1324000000,SAP
2013-09-30,EUR,2805000000,4046000000,1241000000,1241000000,1043000000,207000000,552000000,1745000000,None,None,None,45000000,None,None,None,236000000,1035000000,274000000,None,0,None,1097000000,1333000000,762000000,SAP
2013-06-30,EUR,2855000000,4062000000,1207000000,1207000000,988000000,232000000,567000000,1849000000,None,None,None,49000000,None,None,None,245000000,963000000,239000000,None,0,None,1029000000,1274000000,725000000,SAP
2013-03-31,EUR,2391000000,3601000000,1210000000,1210000000,646000000,197000000,557000000,1732000000,None,None,None,44000000,None,None,None,233000000,621000000,101000000,None,0,None,678000000,911000000,520000000,SAP
2012-12-31,EUR,3655000000,5022000000,1367000000,1367000000,1591000000,306000000,630000000,2065000000,None,None,None,56000000,None,None,None,241000000,1528000000,424000000,None,0,None,1341000000,1582000000,1104000000,SAP
2012-09-30,EUR,2695000000,3952000000,1257000000,1257000000,921000000,232000000,547000000,1763000000,None,None,None,41000000,None,None,None,220000000,822000000,204000000,None,0,None,966000000,1186000000,618000000,SAP
2012-06-30,EUR,2686000000,3898000000,1212000000,1212000000,-291000000,222000000,568000000,2974000000,None,None,None,39000000,None,None,None,210000000,865000000,204000000,None,0,None,952000000,1162000000,661000000,SAP
2012-03-31,EUR,2188000000,3350000000,1162000000,1162000000,631000000,209000000,523000000,1563000000,None,None,None,40000000,None,None,None,192000000,607000000,163000000,None,0,None,649000000,841000000,444000000,SAP
2011-12-31,EUR,3320000000,4500000000,1180000000,1180000000,1668000000,200000000,537000000,2392000000,None,None,None,70000000,None,None,None,188000000,1623000000,-475000000,None,0,None,711000000,899000000,1197000000,SAP
2011-09-30,EUR,2359000000,3409000000,1050000000,1050000000,1759000000,168000000,436000000,599000000,None,None,None,69000000,None,None,None,179000000,1757000000,1010000000,None,0,None,1820000000,1999000000,1251000000,SAP
2011-06-30,EUR,2247000000,3300000000,1053000000,1053000000,857000000,170000000,468000000,1389000000,None,None,None,38000000,None,None,None,179000000,804000000,216000000,None,0,None,878000000,1057000000,587000000,SAP
2011-03-31,EUR,1952000000,3024000000,1072000000,1072000000,597000000,177000000,498000000,1353000000,None,None,None,43000000,None,None,None,178000000,583000000,180000000,None,0,None,628000000,806000000,403000000,SAP
2010-12-31,EUR,2970000000,4058000000,1088000000,1088000000,544000000,175000000,487000000,1447000000,None,None,None,73000000,None,None,None,164000000,452000000,18000000,None,0,None,1554000000,1718000000,434000000,SAP
2010-09-30,EUR,1959000000,3003000000,1044000000,1044000000,716000000,157000000,453000000,1245000000,None,None,None,35000000,None,None,None,145000000,689000000,188000000,None,0,None,730000000,875000000,500000000,SAP
2010-06-30,EUR,1982000000,2894000000,912000000,912000000,774000000,156000000,397000000,1207000000,None,None,None,23000000,None,None,None,114000000,676000000,185000000,None,0,None,786000000,900000000,491000000,SAP
2010-03-31,EUR,1659000000,2509000000,850000000,850000000,557000000,148000000,393000000,1102000000,None,None,None,12000000,None,None,None,111000000,521000000,134000000,None,0,None,569000000,680000000,387000000,SAP
2009-12-31,EUR,2240000000,3190000000,950000000,950000000,1002000000,171000000,473000000,1226000000,None,None,None,16000000,None,None,None,126000000,965000000,292000000,None,0,None,797000000,923000000,687000000,SAP
2009-09-30,EUR,1660000000,2508000000,848000000,848000000,606000000,136000000,381000000,1033000000,None,None,None,13000000,None,None,None,120000000,552000000,116000000,None,0,None,689000000,809000000,435000000,SAP
2009-06-30,EUR,1709000000,2576000000,867000000,867000000,641000000,123000000,373000000,1051000000,None,None,None,31000000,None,None,None,125000000,596000000,170000000,None,0,None,666000000,791000000,425000000,SAP
2009-03-31,EUR,1490000000,2397000000,907000000,907000000,307000000,139000000,365000000,1017000000,None,None,None,24000000,None,None,None,128000000,287000000,91000000,None,0,None,479000000,607000000,196000000,SAP
2008-12-31,EUR,2445334940,3493044920,1047709980,1047709980,1275657670,776148400,395792730,1169677270,None,None,None,171203000,None,None,None,136716820,1197249770,335967290,None,0,None,1334126190,1470843010,830731260,SAP
2008-09-30,EUR,1794453100,2757641760,963188660,963188660,613518550,789417510,397900470,1180934550,None,None,None,0,None,None,None,146393950,601460960,191502900,None,0,None,601460960,747854910,387261420,SAP
2008-06-30,EUR,1825647850,2863337700,1037689850,1037689850,549664250,851503000,421303350,1275983600,None,None,None,0,None,None,None,123781280,555383300,172842400,None,0,None,533778000,657559280,382540900,SAP
2008-03-31,EUR,2305230640,3244550660,939320020,939320020,1125536170,748430580,411164540,1179694470,None,None,None,0,None,None,None,73510110,1155760560,386406100,None,0,None,1111192500,1184702610,755010790,SAP
2007-12-31,EUR,2305230640,3244550660,939320020,939320020,1125536170,774464360,411164540,1179694470,None,None,None,10222000,None,None,None,73510110,1155760560,386406100,None,0,None,1111192500,1184702610,755010790,SAP
2007-09-30,EUR,1586543280,2422561890,836018610,836018610,601260660,633496080,357392700,985282620,None,None,None,0,None,None,None,66648080,632094540,222844860,None,0,None,597056040,663704120,407848140,SAP
2007-06-30,EUR,1591310580,2423904370,832593790,832593790,576979370,664893000,353132060,1014331210,None,None,None,0,None,None,None,65016280,608007710,156619240,None,0,None,576979370,641995650,449172160,SAP
2007-03-31,EUR,2064817326,2926736561,861919235,861919235,1043647377,598848000,380493047,1020594104,None,None,None,0,None,None,None,56634239,1096311054,308287441,None,0,None,984889877,1041524116,788577372,SAP
2006-12-31,EUR,2064817326.14,2926736561.58,861919235.44,861919235.44,1043647377.19,690838552.87,380493047.95,1020594104.55,None,None,None,5566000,None,None,None,56634239.84,1096311054.77,308287441.03,None,0,None,984889876.98,1041524116.82,788577372.33,SAP
2006-09-30,EUR,1478212960,2242534160,764321200,764321200,582302440,563391400,329367280,895910520,None,None,None,0,None,None,None,49593200,597273680,208809400,None,0,None,589394080,638987280,387676320,SAP
2006-06-30,EUR,1418853800,2196758200,777904400,777904400,531385400,573645800,314605200,887468400,None,None,None,0,None,None,None,54373150,554080800,139302800,None,0,None,529037600,583410750,413995400,SAP
2006-03-31,EUR,1264740330,2040249730,775509400,775509400,408379950,548631650,311028770,856360380,None,None,None,0,None,None,None,53625650,428180190,146026770,None,0,None,421580110,475205760,282153420,SAP
2005-12-31,EUR,1857466860,2753301332,895834472,895834472,979109874,634567851.14,244978966,878356985,None,None,None,4570000,None,None,None,48789561,962251214,341823082,None,0,None,1082135759,1130925320,619197061,SAP
2005-09-30,EUR,1329072810,2011479800,682406990,682406990,516168990,536117550,275955080,812903820,None,None,None,0,None,None,None,53837880,516168990,182030610,None,0,None,527805650,581643530,333307190,SAP
2005-06-30,EUR,1311576840,2011965480,700388640,700388640,459217080,557502750,301464450,852359760,None,None,None,0,None,None,None,52163370,439394760,150319260,None,0,None,455913360,508076730,288249570,SAP
2005-03-31,EUR,1091573450,1728003200,636429750,636429750,374143550,450515120,266143350,717429900,None,None,None,0,None,None,None,48600090,396515020,141943120,None,0,None,360257810,408857900,253800470,SAP
2004-12-31,EUR,1658922329,2396769833,737847504,737847504,832333010,543297816.16,287464884,819588735,None,None,None,10996000,None,None,None,56720198,851170045,309585850,None,0,None,836363996,893084194,540757061,SAP
2004-09-30,EUR,1149977400,1775629440,625652040,625652040,460795140,447124080,239645640,689182260,None,None,None,0,None,None,None,52773720,464816040,172898700,None,0,None,459186780,511960500,291113160,SAP
2004-06-30,EUR,1140397440,1779052800,638655360,638655360,390243840,492723840,260709120,750153600,None,None,None,0,None,None,None,51320880,390243840,141012480,None,0,None,398442240,449763120,248411520,SAP
2004-03-31,EUR,972368680,1554328900,581960220,581960220,332780600,405830000,230511440,639588080,None,None,None,0,None,None,None,48699600,363623680,133112240,None,0,None,331157280,379856880,228888120,SAP
2003-12-31,EUR,1506923993,2205811380,698887386,698887386,671001601,521137011.52,313927530,835922392,None,None,None,5038000,None,None,None,62443540,690012570,271084501,None,0,None,643631087,706074627,418928068,SAP
2023-12-31,USD,10267000000,17381000000,7114000000,112000000,3876000000,4791000000,1748000000,6391000000,None,-405000000,143000000,405000000,-412000000,108000000,541000000,611000000,3762000000,474000000,405000000,3285000000,624000000,4167000000,4778000000,3288000000,IBM
2023-09-30,USD,8023000000,14752000000,6729000000,42000000,1994000000,4458000000,1685000000,6029000000,None,-412000000,156000000,412000000,265000000,97000000,521000000,572000000,1863000000,159000000,412000000,1714000000,2105000000,2275000000,2847000000,1704000000,IBM
2023-06-30,USD,8501000000,15475000000,6974000000,61000000,1984000000,4900000000,1687000000,6517000000,None,-423000000,201000000,423000000,163000000,39000000,520000000,557000000,2002000000,419000000,423000000,1581000000,1863000000,2425000000,2982000000,1583000000,IBM
2023-03-31,USD,7509000000,14252000000,6743000000,30000000,256000000,4853000000,1655000000,7253000000,None,-367000000,170000000,367000000,-93000000,22000000,527000000,547000000,1051000000,124000000,367000000,934000000,888000000,1418000000,1965000000,927000000,IBM
2022-12-31,USD,9632000000,16690000000,7058000000,190000000,3294000000,4766000000,1604000000,6338000000,None,-313000000,64000000,313000000,-394000000,36000000,570000000,567000000,3154000000,444000000,313000000,2870000000,3109000000,3467000000,4034000000,2710000000,IBM
2022-09-30,USD,7430000000,14107000000,6677000000,57000000,1471000000,4391000000,1611000000,5959000000,None,-295000000,53000000,295000000,363000000,80000000,586000000,577000000,-4483000000,-1287000000,295000000,-3214000000,1834000000,-4188000000,-3611000000,-3196000000,IBM
2022-06-30,USD,8290000000,15535000000,7246000000,120000000,2377000000,4855000000,1673000000,5913000000,None,-297000000,28000000,297000000,440000000,243000000,620000000,626000000,1649000000,257000000,297000000,1465000000,1755000000,1946000000,2572000000,1392000000,IBM
2022-03-31,USD,7335000000,14197000000,6862000000,19000000,470000000,4597000000,1679000000,6865000000,None,-311000000,17000000,311000000,-42000000,83000000,631000000,625000000,694000000,-39000000,311000000,662000000,1436000000,1005000000,1630000000,733000000,IBM
2021-12-31,USD,9501000000,16694000000,7195000000,89000000,913000000,4903000000,1625000000,5194000000,None,-303000000,13000000,303000000,None,38000000,749000000,632000000,2739000000,406000000,303000000,2462000000,5136000000,3042000000,3674000000,2333000000,IBM
2021-09-30,USD,7106000000,13251000000,6145000000,49000000,1761000000,4306000000,1606000000,6410000000,None,-291000000,-1000000,290000000,None,-234000000,1037000000,647000000,906000000,-224000000,291000000,1037000000,1480000000,1196000000,1843000000,1130000000,IBM
2021-06-30,USD,7852000000,14218000000,6366000000,103000000,2304000000,4849000000,1641000000,6700000000,None,-281000000,11000000,281000000,None,-315000000,1050000000,630000000,1426000000,101000000,281000000,810000000,1930000000,1707000000,2337000000,1325000000,IBM
2021-03-31,USD,7027000000,13187000000,6160000000,59000000,1084000000,4688000000,1616000000,7120000000,None,-280000000,14000000,280000000,None,-362000000,1052000000,620000000,795000000,-160000000,280000000,403000000,2036000000,1075000000,1695000000,955000000,IBM
2020-12-31,USD,5813000000,1926000000,-3888000000,181000000,-4000000000,4712000000,1540000000,2000000000,None,-317000000,15000000,317000000,None,-247000000,1089000000,610000000,884000000,-472000000,317000000,-305000000,603000000,1201000000,1811000000,1356000000,IBM
2020-09-30,USD,8430000000,17560000000,9130000000,64000000,2358000000,4647000000,1515000000,6072000000,None,-323000000,15000000,323000000,None,-253000000,1070000000,613000000,1826000000,128000000,323000000,1698000000,1870000000,2149000000,2762000000,1698000000,IBM
2020-06-30,USD,8700000000,18123000000,9423000000,117000000,2121000000,5248000000,1582000000,6579000000,None,-323000000,23000000,323000000,None,-179000000,1056000000,623000000,1570000000,209000000,323000000,1362000000,1888000000,1893000000,2516000000,1361000000,IBM
2020-03-31,USD,7922000000,17571000000,9649000000,76000000,-145000000,5955000000,1625000000,8067000000,None,-326000000,51000000,326000000,None,-182000000,1012000000,622000000,-51000000,-1226000000,326000000,1176000000,489000000,275000000,897000000,1175000000,IBM
2019-12-31,USD,6145000000,2344000000,-3801000000,387000000,4048000000,3553000000,1517000000,7052000000,None,-354000000,48000000,354000000,None,None,1021000000,629000000,3323000000,-347000000,354000000,1380000000,4159000000,3677000000,4306000000,3670000000,IBM
2019-09-30,USD,8336000000,18028000000,9692000000,75000000,1872000000,5024000000,1553000000,6464000000,None,-432000000,63000000,432000000,None,None,1058000000,611000000,1521000000,-151000000,432000000,1673000000,1427000000,1953000000,2564000000,1672000000,IBM
2019-06-30,USD,9010000000,19161000000,10151000000,74000000,1950000000,5456000000,1407000000,7060000000,None,-348000000,167000000,348000000,None,None,987000000,307000000,2767000000,269000000,348000000,2499000000,2839000000,3115000000,3422000000,2498000000,IBM
2019-03-31,USD,8043000000,18182000000,10139000000,55000000,1616000000,4691000000,1433000000,6427000000,None,-210000000,70000000,210000000,None,73000000,1143000000,303000000,1880000000,289000000,210000000,1593000000,1899000000,2090000000,2393000000,1591000000,IBM
2018-12-31,USD,10687000000,21761000000,11073000000,11073000000,4306000000,4701000000,1358000000,6381000000,None,-193000000,None,193000000,None,-184000000,790000000,322000000,4432000000,2481000000,193000000,1953000000,282000000,4625000000,4947000000,1951000000,IBM
2018-09-30,USD,8803000000,18756000000,9953000000,9953000000,2840000000,4363000000,1252000000,5963000000,None,-191000000,None,191000000,None,-275000000,790000000,348000000,2998000000,304000000,191000000,2692000000,3164000000,3189000000,3537000000,2694000000,IBM
2018-06-30,USD,9199000000,20003000000,10804000000,10804000000,2636000000,4857000000,1364000000,6563000000,None,-173000000,None,173000000,None,-280000000,773000000,342000000,2777000000,373000000,173000000,2402000000,2697000000,2950000000,3292000000,2404000000,IBM
2018-03-31,USD,8247000000,19072000000,10825000000,10825000000,1057000000,5445000000,1405000000,7190000000,None,-165000000,None,165000000,None,-413000000,774000000,340000000,1139000000,-540000000,165000000,1675000000,2109000000,1304000000,1644000000,1679000000,IBM
2017-12-31,USD,11049000000,22542000000,11493000000,11362000000,3928000000,5014000000,1378000000,6934000000,None,-164000000,None,164000000,None,-2000000,790000000,359000000,4468000000,5522000000,164000000,-1053000000,-125000000,4632000000,4991000000,-1054000000,IBM
2017-09-30,USD,8981000000,19153000000,10172000000,10031000000,2427000000,4606000000,1291000000,6373000000,None,-168000000,None,168000000,None,114000000,792000000,383000000,3065000000,339000000,168000000,2726000000,3394000000,3233000000,3616000000,2726000000,IBM
2017-06-30,USD,8968000000,19289000000,10321000000,10207000000,1762000000,5033000000,1436000000,7032000000,None,-147000000,None,147000000,None,76000000,730000000,388000000,2442000000,111000000,147000000,2332000000,2852000000,2589000000,2977000000,2331000000,IBM
2017-03-31,USD,7944000000,18155000000,10211000000,10104000000,697000000,5027000000,1484000000,7075000000,None,-135000000,None,135000000,None,28000000,709000000,390000000,1421000000,-329000000,135000000,1753000000,2438000000,1556000000,1946000000,1750000000,IBM
2016-12-31,USD,11115000000,21770000000,10655000000,10592000000,4093000000,4776000000,1406000000,6800000000,None,-157000000,None,157000000,None,137000000,731000000,396000000,4981000000,480000000,157000000,4506000000,3268000000,5138000000,5534000000,4501000000,IBM
2016-09-30,USD,9013000000,19226000000,10213000000,9954000000,2481000000,4732000000,1397000000,6532000000,None,-158000000,None,158000000,None,8000000,724000000,403000000,3262000000,409000000,158000000,2854000000,3293000000,3420000000,3823000000,2853000000,IBM
2016-06-30,USD,9702000000,20238000000,10536000000,10273000000,2490000000,5349000000,1465000000,7212000000,None,-167000000,None,167000000,None,-37000000,705000000,398000000,3048000000,544000000,167000000,2505000000,2899000000,3215000000,3613000000,2504000000,IBM
2016-03-31,USD,8686000000,18684000000,9999000000,9760000000,697000000,6012000000,1458000000,7989000000,None,-147000000,None,147000000,None,-253000000,677000000,347000000,1031000000,-983000000,147000000,2016000000,2622000000,1178000000,1525000000,2014000000,IBM
2015-12-31,USD,11406000000,22059000000,10652000000,10375000000,4681000000,5157000000,1362000000,6725000000,None,-128000000,None,128000000,-23000000,147000000,681000000,309000000,5106900000,638000000,128000000,4460000000,3016900000,5234900000,5543900000,4468900000,IBM
2015-09-30,USD,9436000000,19280000000,9844000000,9611000000,3128000000,4731000000,1287000000,6308000000,None,-117000000,None,117000000,104000000,133000000,646000000,290000000,3606600000,659000000,117000000,2962000000,2224600000,3723600000,4013600000,2947600000,IBM
2015-06-30,USD,10390000000,20813000000,10423000000,10157000000,3615000000,5179000000,1300000000,6775000000,None,-115000000,None,115000000,200000000,301000000,665000000,296000000,4144600000,698000000,115000000,3526000000,3857600000,4259600000,4555600000,3446600000,IBM
2015-03-31,USD,9452000000,19590000000,10138000000,9903000000,2494000000,5362000000,1298000000,7310000000,None,-108000000,None,108000000,-352000000,143000000,670000000,298000000,2911800000,585000000,108000000,2415000000,2359800000,3019800000,3317800000,2326800000,IBM
2014-12-31,USD,12862000000,24113000000,11251000000,10977000000,5179000000,6034000000,1320000000,6410000000,None,-117000000,None,117000000,1273000000,1508000000,717000000,329000000,7060200000,1579000000,117000000,5514000000,-1415800000,7177200000,7506200000,5481200000,IBM
2014-09-30,USD,10874000000,22397000000,11523000000,11266000000,3900000000,5281000000,1354000000,6974000000,None,-126000000,None,126000000,-163000000,103000000,800000000,339000000,921600000,906000000,126000000,3455000000,-593400000,1047600000,1386600000,15600000,IBM
2014-06-30,USD,12044000000,24047000000,12003000000,12160000000,4575000000,5593000000,1361000000,7536000000,None,-136000000,None,136000000,264000000,201000000,826000000,340000000,5230600000,1096000000,136000000,4137000000,9057600000,5366600000,5706600000,4134600000,IBM
2014-03-31,USD,10627000000,22236000000,11608000000,11662000000,2575000000,6272000000,1402000000,8073000000,None,-105000000,None,105000000,161000000,126000000,802000000,339000000,3037500000,653000000,105000000,2384000000,5214500000,3142500000,3481500000,2384500000,IBM
2013-12-31,USD,14337000000,27385000000,13048000000,13078000000,5927000000,5988000000,1452000000,8502000000,None,-113000000,None,113000000,97000000,114000000,870000000,931000000,7066200000,885000000,113000000,6184000000,15735200000,7179200000,8110200000,6181200000,IBM
2013-09-30,USD,11429000000,23338000000,11908000000,12073000000,4307000000,5260000000,1356000000,7170000000,None,-97000000,None,97000000,129000000,62000000,825000000,350000000,4871200000,832000000,97000000,4040000000,8883200000,4968200000,5318200000,4039200000,IBM
2013-06-30,USD,12132000000,24924000000,12792000000,12528000000,3578000000,6680000000,1548000000,8652000000,None,-98000000,None,98000000,-52000000,91000000,810000000,326000000,4143100000,918000000,98000000,3226000000,6142100000,4241100000,4567100000,3225100000,IBM
