fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2019-03-31,USD,1072000000,2094000000,1022000000,1022000000,54000000,248000000,415000000,1020000000,None,-74000000,13000000,87000000,2088000000,-83000000,124000000,502000000,-30000000,-9000000,87000000,-20000000,-35000000,57000000,559000000,-21000000,NXPI
2018-12-31,USD,1243000000,2403000000,1160000000,1160000000,224000000,251000000,403000000,1018000000,None,-66000000,10000000,76000000,2390000000,-77000000,124000000,503000000,135000000,-141000000,76000000,347000000,273000000,211000000,714000000,276000000,NXPI
2018-09-30,USD,1256000000,2445000000,1189000000,1189000000,2211000000,252000000,433000000,1047000000,None,-48000000,13000000,61000000,2444000000,-119000000,119000000,362000000,2131000000,311000000,61000000,1781000000,1826000000,2192000000,2554000000,1820000000,NXPI
2018-06-30,USD,1180000000,2290000000,1110000000,1110000000,137000000,228000000,438000000,1043000000,None,None,None,61000000,None,None,None,496000000,66000000,4000000,None,66000000,66000000,148000000,644000000,66000000,NXPI
2018-03-31,USD,1242000000,2456000000,1214000000,1214000000,210000000,222000000,414000000,1030000000,None,None,None,73000000,None,None,None,542000000,131000000,-629000000,None,70000000,70000000,212000000,754000000,70000000,NXPI
2023-12-31,USD,201000000,1471000000,1270000000,1193000000,124000000,108000000,161000000,238000000,3000000,-84000000,3000000,84000000,1555000000,-47000000,None,62000000,-4000000,15000000,84000000,-19000000,-1000000,80000000,111000000,-19000000,STX
2023-09-30,USD,-71000000,1341000000,1412000000,1305000000,-129000000,105000000,171000000,278000000,2000000,-84000000,2000000,84000000,1425000000,-11000000,None,76000000,-147000000,37000000,120000000,-184000000,-297000000,-63000000,-60000000,-184000000,STX
2023-06-30,USD,211000000,1624000000,1413000000,1298000000,26000000,114000000,172000000,131000000,6000000,-84000000,6000000,84000000,1585000000,-16000000,None,104000000,-85000000,7000000,104000000,-92000000,-78000000,-1000000,112000000,-92000000,STX
2023-03-31,USD,98000000,1782000000,1684000000,1541000000,-315000000,123000000,191000000,334000000,2000000,-81000000,2000000,81000000,1863000000,-9000000,None,126000000,-400000000,33000000,78000000,-433000000,-448000000,-319000000,124000000,-433000000,STX
2022-12-31,USD,167000000,2014000000,1847000000,1641000000,-160000000,125000000,200000000,406000000,1000000,-77000000,1000000,77000000,2091000000,-6000000,None,148000000,-38000000,-5000000,-127000000,-33000000,-7000000,39000000,64000000,-33000000,STX
2022-09-30,USD,273000000,1964000000,1691000000,1553000000,107000000,129000000,234000000,372000000,1000000,-71000000,1000000,71000000,2035000000,-10000000,None,135000000,27000000,-2000000,71000000,29000000,66000000,98000000,242000000,29000000,STX
2022-06-30,USD,773000000,2812000000,2039000000,1869000000,360000000,149000000,247000000,417000000,1000000,-65000000,1000000,65000000,2628000000,-15000000,None,114000000,281000000,5000000,65000000,276000000,275000000,346000000,474000000,276000000,STX
2022-03-31,USD,602000000,2739000000,2137000000,1996000000,429000000,141000000,233000000,374000000,0,-63000000,None,63000000,2802000000,-15000000,None,97000000,351000000,5000000,63000000,346000000,408000000,414000000,526000000,346000000,STX
2021-12-31,USD,750000000,3054000000,2304000000,2168000000,580000000,136000000,228000000,364000000,1000000,-62000000,1000000,62000000,3116000000,-5000000,None,108000000,514000000,13000000,62000000,501000000,521000000,576000000,685000000,501000000,STX
2021-09-30,USD,763000000,3056000000,2293000000,2159000000,586000000,133000000,233000000,367000000,None,-59000000,None,59000000,3115000000,6000000,None,104000000,533000000,7000000,59000000,526000000,522000000,592000000,697000000,526000000,STX
2021-06-30,USD,873000000,3174000000,2301000000,2128000000,507000000,136000000,232000000,407000000,0,-59000000,None,59000000,3013000000,49000000,None,103000000,497000000,15000000,60000000,482000000,479000000,556000000,666000000,482000000,STX
2021-03-31,USD,555000000,2672000000,2117000000,1991000000,386000000,126000000,227000000,353000000,1000000,-59000000,None,59000000,2731000000,11000000,None,99000000,339000000,10000000,59000000,329000000,327000000,398000000,495000000,329000000,STX
2020-12-31,USD,522000000,2571000000,2049000000,1927000000,348000000,122000000,221000000,343000000,0,-52000000,None,52000000,2623000000,-5000000,None,96000000,291000000,11000000,52000000,280000000,290000000,343000000,441000000,280000000,STX
2020-09-30,USD,428000000,2264000000,1836000000,1718000000,251000000,118000000,223000000,341000000,1000000,-50000000,None,50000000,2314000000,19000000,None,99000000,221000000,-2000000,50000000,223000000,243000000,271000000,371000000,223000000,STX
2020-06-30,USD,654000000,2669000000,2015000000,1850000000,267000000,112000000,222000000,387000000,1000000,-49000000,1000000,49000000,2517000000,-59000000,None,100000000,160000000,-6000000,-9000000,166000000,167000000,209000000,372000000,166000000,STX
2020-03-31,USD,578000000,2669000000,2091000000,1972000000,376000000,119000000,246000000,365000000,4000000,-49000000,4000000,49000000,2718000000,7000000,None,94000000,338000000,18000000,49000000,320000000,286000000,387000000,483000000,320000000,STX
2019-12-31,USD,590000000,2648000000,2058000000,1938000000,384000000,120000000,250000000,370000000,4000000,-48000000,4000000,48000000,2696000000,-4000000,None,4000000,336000000,18000000,48000000,318000000,325000000,384000000,388000000,318000000,STX
2019-09-30,USD,477000000,2523000000,2046000000,1907000000,273000000,122000000,255000000,394000000,11000000,-55000000,4000000,55000000,2578000000,-31000000,None,92000000,198000000,-2000000,55000000,200000000,194000000,253000000,362000000,200000000,STX
2019-06-30,USD,724000000,2539000000,1815000000,1747000000,332000000,108000000,241000000,310000000,17000000,-55000000,11000000,55000000,2370000000,-3000000,None,18000000,291000000,-692000000,55000000,983000000,970000000,346000000,364000000,983000000,STX
2019-03-31,USD,405000000,2258000000,1853000000,1712000000,236000000,110000000,238000000,379000000,21000000,-55000000,17000000,55000000,2313000000,13000000,None,20000000,215000000,20000000,55000000,195000000,195000000,270000000,290000000,195000000,STX
2018-12-31,USD,593000000,2659000000,2066000000,1921000000,416000000,120000000,246000000,391000000,22000000,-56000000,21000000,56000000,2715000000,16000000,None,20000000,398000000,14000000,56000000,384000000,375000000,454000000,474000000,384000000,STX
2018-09-30,USD,698000000,2933000000,2235000000,2078000000,503000000,115000000,266000000,423000000,24000000,-58000000,None,58000000,2991000000,-1000000,None,19000000,468000000,18000000,58000000,450000000,454000000,526000000,545000000,450000000,STX
2018-06-30,USD,931000000,3017000000,2086000000,1931000000,505000000,140000000,259000000,414000000,15000000,-54000000,None,54000000,2835000000,0,None,21000000,466000000,5000000,54000000,461000000,453000000,520000000,541000000,461000000,STX
2018-03-31,USD,621000000,2744000000,2123000000,1956000000,441000000,135000000,254000000,420000000,10000000,-60000000,None,60000000,1000000,2000000,None,21000000,393000000,12000000,60000000,381000000,384000000,453000000,474000000,381000000,STX
2017-12-31,USD,608000000,2853000000,2245000000,2037000000,433000000,142000000,250000000,458000000,6000000,-61000000,None,61000000,2914000000,-7000000,None,33000000,371000000,212000000,61000000,159000000,161000000,432000000,465000000,159000000,STX
2017-09-30,USD,443000000,2571000000,2128000000,1896000000,255000000,145000000,263000000,495000000,7000000,-61000000,None,61000000,2632000000,-13000000,None,36000000,188000000,7000000,61000000,181000000,185000000,249000000,285000000,181000000,STX
2017-06-30,USD,385000000,2566000000,1952000000,1740000000,196000000,149000000,288000000,500000000,5000000,-62000000,None,62000000,None,-19000000,None,42000000,120000000,6000000,69000000,114000000,124000000,182000000,224000000,114000000,STX
2017-03-31,USD,516000000,2614000000,2098000000,1858000000,266000000,150000000,324000000,564000000,5000000,-60000000,None,60000000,None,1000000,None,42000000,212000000,18000000,60000000,194000000,200000000,272000000,314000000,194000000,STX
2016-12-31,USD,611000000,2844000000,2233000000,2003000000,370000000,155000000,305000000,535000000,1000000,-50000000,None,50000000,None,-11000000,None,42000000,310000000,13000000,50000000,297000000,288000000,360000000,402000000,297000000,STX
2016-09-30,USD,472000000,2747000000,2275000000,1996000000,221000000,155000000,315000000,594000000,1000000,-50000000,None,50000000,None,1000000,None,42000000,173000000,6000000,50000000,167000000,168000000,223000000,265000000,167000000,STX
2016-06-30,USD,346000000,2796000000,2260000000,1992000000,102000000,144000000,307000000,575000000,1000000,-51000000,None,51000000,None,1000000,None,43000000,53000000,-17000000,48000000,70000000,73000000,104000000,147000000,70000000,STX
2016-03-31,USD,263000000,2548000000,2285000000,2071000000,27000000,150000000,298000000,512000000,1000000,-47000000,None,47000000,None,28000000,None,44000000,9000000,30000000,47000000,-21000000,-17000000,56000000,100000000,-21000000,STX
2015-12-31,USD,470000000,2938000000,2468000000,2245000000,229000000,160000000,304000000,527000000,1000000,-48000000,None,48000000,None,-2000000,None,46000000,180000000,15000000,48000000,165000000,163000000,228000000,274000000,165000000,STX
2015-09-30,USD,360000000,2878000000,2518000000,2236000000,86000000,182000000,328000000,610000000,1000000,-47000000,None,47000000,None,-9000000,None,41000000,31000000,-3000000,47000000,34000000,34000000,78000000,119000000,34000000,STX
2015-06-30,USD,447000000,2850000000,2403000000,2152000000,207000000,203000000,324000000,576000000,2000000,-55000000,None,55000000,-23000000,-5000000,None,40000000,149000000,12000000,77000000,137000000,140000000,204000000,244000000,137000000,STX
2015-03-31,USD,634000000,3282000000,2648000000,2375000000,343000000,219000000,346000000,619000000,1000000,-48000000,None,48000000,-1000000,8000000,None,40000000,304000000,13000000,48000000,291000000,283000000,352000000,392000000,291000000,STX
2014-12-31,USD,717000000,3646000000,2929000000,2669000000,1053000000,218000000,341000000,601000000,1000000,-50000000,None,50000000,-38000000,122000000,None,39000000,1126000000,193000000,50000000,933000000,923000000,1176000000,1215000000,933000000,STX
2014-09-30,USD,727000000,3717000000,2990000000,2734000000,456000000,216000000,342000000,598000000,1000000,-54000000,None,54000000,-14000000,-11000000,None,34000000,392000000,11000000,68000000,381000000,368000000,446000000,480000000,381000000,STX
2014-06-30,USD,574000000,3143000000,2569000000,2376000000,410000000,161000000,323000000,366000000,1000000,-50000000,None,50000000,-76000000,-77000000,None,28000000,284000000,-36000000,124000000,320000000,320000000,334000000,362000000,320000000,STX
2014-03-31,USD,689000000,3354000000,2665000000,2447000000,444000000,190000000,297000000,567000000,1000000,-52000000,None,52000000,-5000000,-3000000,None,26000000,390000000,-5000000,52000000,395000000,400000000,442000000,468000000,395000000,STX
2013-12-31,USD,693000000,3479000000,2786000000,2541000000,444000000,190000000,312000000,606000000,1000000,-49000000,None,49000000,2000000,46000000,None,39000000,442000000,14000000,49000000,428000000,427000000,491000000,530000000,428000000,STX
2013-09-30,USD,713000000,3447000000,2734000000,2514000000,478000000,181000000,294000000,556000000,5000000,-44000000,None,44000000,2000000,1000000,None,37000000,440000000,13000000,44000000,427000000,434000000,484000000,521000000,427000000,STX
2013-06-30,USD,570000000,3275000000,2705000000,2485000000,447000000,178000000,294000000,673000000,2000000,-51000000,None,51000000,-108000000,-95000000,None,37000000,303000000,-45000000,161000000,348000000,328000000,354000000,391000000,348000000,STX
2013-03-31,USD,689000000,3473000000,2784000000,2578000000,465000000,168000000,294000000,553000000,2000000,-53000000,None,53000000,1000000,16000000,None,37000000,430000000,14000000,53000000,416000000,405000000,483000000,520000000,416000000,STX
2012-12-31,USD,777000000,3613000000,2836000000,2676000000,555000000,139000000,277000000,492000000,2000000,-55000000,None,55000000,-4000000,-3000000,None,20000000,499000000,7000000,55000000,492000000,492000000,554000000,574000000,492000000,STX
2012-09-30,USD,876000000,3716000000,2840000000,2671000000,624000000,150000000,268000000,486000000,2000000,-55000000,None,55000000,6000000,29000000,None,19000000,600000000,18000000,55000000,582000000,608000000,655000000,674000000,582000000,STX
2012-06-30,USD,1258000000,4421000000,3163000000,2998000000,1057000000,140000000,269000000,445000000,3000000,-56000000,None,56000000,7000000,9000000,None,18000000,1013000000,0,56000000,1013000000,1013000000,1069000000,1087000000,1013000000,STX
2012-03-31,USD,1433000000,4403000000,2970000000,2809000000,1210000000,142000000,270000000,502000000,2000000,-59000000,None,59000000,-8000000,6000000,None,18000000,1159000000,13000000,59000000,1146000000,1152000000,1218000000,1236000000,1146000000,STX
2011-12-31,USD,806000000,3137000000,2331000000,2185000000,605000000,141000000,259000000,477000000,2000000,-58000000,None,58000000,4000000,9000000,None,2000000,558000000,-5000000,58000000,563000000,570000000,616000000,618000000,563000000,STX
2011-09-30,USD,380000000,2747000000,2367000000,2262000000,236000000,105000000,208000000,377000000,1000000,-69000000,None,69000000,5000000,-16000000,None,1000000,152000000,12000000,74000000,140000000,126000000,221000000,222000000,140000000,STX
2011-06-30,USD,370000000,2815000000,2445000000,2308000000,190000000,128000000,229000000,372000000,1000000,-63000000,None,63000000,19000000,1000000,None,0,129000000,10000000,63000000,119000000,115000000,192000000,192000000,119000000,STX
2011-03-31,USD,344000000,2636000000,2292000000,2179000000,179000000,110000000,224000000,408000000,2000000,-59000000,None,59000000,2000000,1000000,None,0,122000000,29000000,59000000,93000000,80000000,181000000,181000000,93000000,STX
2010-12-31,USD,373000000,2673000000,2300000000,2190000000,206000000,102000000,213000000,369000000,2000000,-46000000,None,46000000,0,13000000,None,1000000,175000000,25000000,46000000,150000000,165000000,221000000,222000000,150000000,STX
2010-09-30,USD,370000000,2627000000,2257000000,2147000000,231000000,105000000,209000000,389000000,2000000,-46000000,None,46000000,-24000000,-34000000,None,1000000,153000000,4000000,70000000,149000000,164000000,199000000,200000000,149000000,STX
2010-06-30,USD,727000000,2657000000,1930000000,1930000000,381000000,114000000,219000000,337000000,None,None,None,47000000,None,4000000,None,196000000,340000000,-39000000,None,149000000,None,387000000,588000000,379000000,STX
2010-03-31,USD,901000000,3049000000,2148000000,2148000000,560000000,105000000,224000000,337000000,None,None,None,41000000,None,1000000,None,188000000,522000000,4000000,None,None,None,563000000,754000000,518000000,STX
2010-12-31,USD,529000000,2719000000,2190000000,2104000000,578000000,110000000,227000000,316000000,None,None,None,41000000,None,-11000000,None,190000000,527000000,-6000000,None,93000000,None,568000000,405000000,533000000,STX
2024-02-29,USD,1079000000,5689000000,5062000000,4745000000,191000000,280000000,832000000,1140000000,130000000,-144000000,130000000,144000000,5833000000,-7000000,None,37000000,171000000,-622000000,144000000,793000000,789000000,315000000,352000000,793000000,MU
2023-11-30,USD,-35000000,4594000000,5076000000,4761000000,-1128000000,263000000,845000000,1160000000,132000000,-132000000,132000000,132000000,4726000000,-27000000,None,52000000,-1161000000,73000000,132000000,-1234000000,-1182000000,-1029000000,-977000000,-1234000000,MU
2023-08-31,USD,-435000000,4010000000,101000000,4445000000,-1472000000,219000000,719000000,101000000,134000000,5000000,134000000,129000000,None,9000000,None,1937000000,-1454000000,-24000000,None,-202000000,-1402000000,-1325000000,465000000,-1430000000,MU
2023-06-01,USD,-668000000,8725000000,9393000000,4420000000,-1761000000,219000000,758000000,1025000000,127000000,8000000,127000000,119000000,None,0,None,1956000000,-1757000000,139000000,None,-1896000000,-1863000000,-1638000000,390000000,-1896000000,MU
2023-03-02,USD,-1206000000,3613000000,5241000000,4899000000,-2303000000,231000000,788000000,1121000000,119000000,-89000000,119000000,89000000,3702000000,2000000,None,25000000,-2258000000,54000000,89000000,-2312000000,-2212000000,-2169000000,-2144000000,-2312000000,MU
2022-12-01,USD,893000000,4034000000,3503000000,3192000000,-209000000,251000000,849000000,1160000000,88000000,-51000000,88000000,51000000,4085000000,-4000000,None,47000000,-187000000,8000000,51000000,-195000000,-108000000,-136000000,-89000000,-195000000,MU
2022-09-01,USD,2622000000,6623000000,4352000000,4021000000,1521000000,280000000,839000000,1145000000,54000000,-45000000,54000000,45000000,6668000000,23000000,None,46000000,1548000000,56000000,45000000,1492000000,1296000000,1593000000,1639000000,1492000000,MU
2022-06-02,USD,4035000000,8603000000,4894000000,4607000000,3004000000,264000000,773000000,1055000000,20000000,-44000000,20000000,44000000,8647000000,8000000,None,23000000,2984000000,358000000,44000000,2626000000,2400000000,3028000000,3051000000,2626000000,MU
2022-03-03,USD,3676000000,7731000000,4405000000,4110000000,2546000000,263000000,792000000,1087000000,12000000,-55000000,12000000,55000000,7786000000,6000000,None,27000000,2518000000,255000000,55000000,2263000000,2216000000,2573000000,2600000000,2263000000,MU
2021-12-02,USD,3565000000,7559000000,4464000000,4122000000,2631000000,259000000,712000000,1054000000,10000000,-45000000,10000000,45000000,-83000000,-75000000,None,45000000,2525000000,219000000,83000000,-83000000,2213000000,2570000000,2615000000,2306000000,MU
2021-09-02,USD,3912000000,8251000000,4660000000,4362000000,2955000000,236000000,705000000,979000000,9000000,-47000000,9000000,47000000,8298000000,19000000,None,40000000,2950000000,230000000,47000000,2720000000,2675000000,2997000000,3037000000,2720000000,MU
2021-06-03,USD,3126000000,7375000000,4995000000,4296000000,1799000000,230000000,670000000,1369000000,8000000,-46000000,8000000,46000000,7421000000,45000000,None,16000000,1800000000,65000000,47000000,1735000000,1701000000,1846000000,1862000000,1735000000,MU
2021-03-04,USD,1649000000,6194000000,4823000000,4587000000,663000000,214000000,641000000,877000000,10000000,-42000000,10000000,42000000,6236000000,4000000,None,17000000,651000000,48000000,42000000,603000000,574000000,693000000,710000000,603000000,MU
2020-12-03,USD,1736000000,5725000000,4295000000,4037000000,866000000,214000000,647000000,905000000,10000000,-48000000,10000000,48000000,5773000000,13000000,None,36000000,854000000,51000000,48000000,803000000,842000000,902000000,938000000,803000000,MU
2020-09-03,USD,2068000000,6016000000,4379000000,3988000000,1157000000,231000000,630000000,1018000000,13000000,-50000000,13000000,50000000,6066000000,5000000,None,110000000,1124000000,136000000,50000000,990000000,1070000000,1174000000,1284000000,988000000,MU
2020-05-28,USD,1763000000,5384000000,3924000000,3675000000,888000000,216000000,649000000,898000000,23000000,-51000000,23000000,51000000,5435000000,10000000,None,29000000,871000000,68000000,51000000,805000000,801000000,922000000,951000000,803000000,MU
2020-02-27,USD,1355000000,4749000000,3714000000,3442000000,440000000,223000000,681000000,953000000,34000000,-46000000,34000000,46000000,4795000000,-1000000,None,39000000,426000000,21000000,46000000,407000000,390000000,472000000,511000000,405000000,MU
2019-11-28,USD,1366000000,5137000000,4025000000,3778000000,518000000,211000000,640000000,887000000,44000000,-47000000,44000000,47000000,5184000000,46000000,None,40000000,546000000,55000000,5000000,508000000,488000000,593000000,633000000,491000000,MU
2019-08-29,USD,1395000000,4870000000,3565000000,3475000000,650000000,212000000,623000000,756000000,57000000,-39000000,57000000,39000000,4870000000,-13000000,None,1426000000,632000000,71000000,49000000,650000000,562000000,671000000,2076000000,561000000,MU
2019-05-30,USD,1828000000,4758000000,3175000000,2960000000,1010000000,206000000,606000000,821000000,52000000,-29000000,52000000,29000000,4787000000,-317000000,None,1370000000,705000000,-135000000,29000000,851000000,842000000,734000000,2380000000,840000000,MU
2019-02-28,USD,2864000000,5805000000,3231000000,2971000000,1957000000,209000000,601000000,861000000,58000000,-27000000,58000000,27000000,5832000000,-84000000,None,1324000000,1899000000,280000000,27000000,1625000000,1630000000,1926000000,3281000000,1619000000,MU
2018-11-29,USD,4615000000,7889000000,3540000000,3298000000,3759000000,209000000,611000000,853000000,38000000,-33000000,None,33000000,7922000000,9000000,None,1353000000,3770000000,477000000,19000000,3296000000,3278000000,3803000000,5112000000,3293000000,MU
2018-08-30,USD,5151000000,8440000000,3289000000,3289000000,4377000000,215000000,567000000,714000000,34000000,-50000000,None,50000000,8440000000,-15000000,None,1308000000,4345000000,20000000,49000000,4377000000,4313000000,4395000000,5685000000,4325000000,MU
2018-05-31,USD,4723000000,7797000000,3074000000,3074000000,3953000000,211000000,603000000,814000000,36000000,-80000000,None,80000000,-24000000,-193000000,None,1256000000,3714000000,-109000000,80000000,3823000000,3802000000,3794000000,5209000000,3823000000,MU
2018-03-01,USD,4270000000,7351000000,3081000000,3081000000,3567000000,196000000,523000000,726000000,27000000,-88000000,None,88000000,7324000000,-53000000,None,1177000000,3452000000,143000000,88000000,3567000000,3328000000,3540000000,4744000000,3309000000,MU
2017-11-30,USD,3747000000,6803000000,3056000000,3056000000,3097000000,191000000,448000000,639000000,23000000,-124000000,None,124000000,-204000000,-204000000,None,1119000000,2792000000,114000000,319000000,2678000000,2673000000,2916000000,4216000000,2678000000,MU
2017-08-31,USD,3112000000,6138000000,3026000000,3026000000,2502000000,193000000,447000000,742000000,16000000,-148000000,None,148000000,-27000000,-49000000,1050000000,1098000000,2321000000,-47000000,185000000,2502000000,2385000000,2469000000,3600000000,2368000000,MU
2017-06-01,USD,2609000000,5566000000,2957000000,2957000000,1963000000,204000000,434000000,638000000,10000000,-153000000,None,153000000,-22000000,-83000000,994000000,1051000000,1739000000,92000000,153000000,1963000000,1666000000,1892000000,3014000000,1647000000,MU
2017-03-02,USD,1704000000,4648000000,2944000000,2944000000,1044000000,187000000,473000000,660000000,8000000,-161000000,None,161000000,-28000000,34000000,976000000,1034000000,932000000,38000000,161000000,1044000000,894000000,1093000000,2078000000,894000000,MU
2016-12-01,USD,1011000000,3970000000,2959000000,2959000000,359000000,159000000,470000000,629000000,7000000,-139000000,None,139000000,-13000000,-14000000,744000000,803000000,211000000,31000000,140000000,359000000,208000000,350000000,1162000000,180000000,MU
2016-09-01,USD,579000000,3536000000,2873000000,2638000000,-32000000,157000000,411000000,642000000,9000000,-135000000,None,135000000,-7000000,-10000000,680000000,27000000,-167000000,3000000,135000000,-32000000,-167000000,-32000000,-5000000,-170000000,MU
2016-06-02,USD,498000000,2898000000,2578000000,2400000000,-27000000,148000000,382000000,560000000,10000000,-109000000,None,109000000,-5000000,-34000000,725000000,30000000,-200000000,15000000,109000000,-27000000,-169000000,-91000000,-61000000,-215000000,MU
2016-03-03,USD,579000000,2934000000,2560000000,2355000000,-5000000,175000000,403000000,608000000,12000000,-97000000,None,97000000,-5000000,-6000000,745000000,29000000,-92000000,5000000,97000000,-5000000,-91000000,5000000,34000000,-97000000,MU
2015-12-03,USD,849000000,3350000000,2726000000,2501000000,232000000,179000000,421000000,646000000,11000000,-96000000,None,96000000,-3000000,-4000000,706000000,31000000,202000000,-4000000,96000000,232000000,103000000,298000000,329000000,206000000,MU
2015-09-03,USD,970000000,3600000000,2828000000,2630000000,427000000,170000000,379000000,574000000,11000000,-101000000,None,101000000,5000000,18000000,680000000,28000000,402000000,-69000000,102000000,427000000,487000000,503000000,531000000,471000000,MU
2015-06-04,USD,1202000000,3853000000,2850000000,2651000000,631000000,169000000,406000000,601000000,9000000,-97000000,None,97000000,5000000,-16000000,644000000,29000000,595000000,104000000,97000000,631000000,506000000,692000000,721000000,491000000,MU
2015-03-05,USD,1405000000,4166000000,2979000000,2761000000,855000000,187000000,379000000,593000000,8000000,-83000000,None,83000000,-2000000,-6000000,611000000,30000000,981000000,47000000,83000000,855000000,881000000,1064000000,1094000000,934000000,MU
