fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2014-12-04,USD,1638000000,4573000000,3159000000,2935000000,1085000000,193000000,376000000,594000000,7000000,-90000000,None,90000000,-45000000,-49000000,613000000,30000000,1078000000,75000000,120000000,1085000000,982000000,1168000000,1198000000,1003000000,MU
2014-08-28,USD,1385000000,4227000000,3234000000,2842000000,828000000,180000000,358000000,729000000,7000000,-88000000,None,88000000,8000000,198000000,530000000,190000000,1063000000,-87000000,17000000,811000000,1162000000,1151000000,1341000000,1150000000,MU
2014-05-29,USD,1368000000,3897000000,2831000000,2614000000,839000000,174000000,349000000,646000000,5000000,-80000000,None,80000000,-5000000,-21000000,508000000,34000000,878000000,72000000,16000000,806000000,791000000,958000000,992000000,806000000,MU
2014-02-27,USD,1403000000,4009000000,2924000000,2704000000,869000000,177000000,344000000,648000000,6000000,-83000000,None,83000000,-15000000,-122000000,486000000,31000000,794000000,63000000,80000000,741000000,722000000,877000000,908000000,731000000,MU
2013-11-28,USD,1281000000,3852000000,2957000000,2761000000,551000000,176000000,320000000,700000000,5000000,-101000000,None,101000000,-89000000,-80000000,468000000,23000000,438000000,80000000,92000000,381000000,363000000,539000000,562000000,358000000,MU
2013-08-29,USD,708000000,2843000000,32000000,2135000000,207000000,193000000,267000000,32000000,6000000,-64000000,None,64000000,43000000,45000000,430000000,134000000,1713000000,5000000,64000000,207000000,1702000000,1777000000,1911000000,1708000000,MU
2013-05-30,USD,556000000,2214000000,1965000000,1762000000,149000000,127000000,226000000,488000000,2000000,-54000000,None,54000000,-50000000,-45000000,421000000,21000000,42000000,-1000000,54000000,43000000,33000000,96000000,117000000,43000000,MU
2013-02-28,USD,366000000,1874000000,1918000000,1712000000,-23000000,123000000,214000000,497000000,3000000,-56000000,None,56000000,-148000000,-159000000,434000000,21000000,-295000000,-9000000,31000000,-284000000,-290000000,-239000000,-218000000,-286000000,MU
2012-11-29,USD,217000000,1723000000,1756000000,1617000000,-97000000,119000000,224000000,415000000,3000000,-57000000,None,57000000,-54000000,-59000000,437000000,20000000,-262000000,13000000,57000000,-275000000,-272000000,-205000000,-185000000,-275000000,MU
2012-08-30,USD,219000000,1963000000,2056000000,1744000000,-149000000,139000000,235000000,643000000,1000000,-53000000,None,53000000,17000000,5000000,462000000,99000000,-229000000,14000000,53000000,-140000000,-243000000,-176000000,-77000000,-243000000,MU
2012-05-31,USD,234000000,2111000000,2094000000,1938000000,-188000000,156000000,231000000,447000000,3000000,-56000000,None,56000000,-5000000,-2000000,502000000,23000000,-358000000,-38000000,56000000,-320000000,-308000000,-302000000,-279000000,-320000000,MU
2012-03-01,USD,210000000,34000000,1995000000,1799000000,-204000000,174000000,222000000,458000000,2000000,-35000000,None,35000000,-7000000,37000000,547000000,22000000,-273000000,9000000,35000000,34000000,-315000000,-238000000,-216000000,-282000000,MU
2011-12-01,USD,305000000,2090000000,1958000000,1785000000,-71000000,151000000,230000000,439000000,2000000,-35000000,None,35000000,-12000000,0,542000000,22000000,-189000000,-2000000,35000000,14000000,-218000000,-154000000,-132000000,-187000000,MU
2011-09-01,USD,321000000,2140000000,2093000000,1819000000,-51000000,155000000,209000000,588000000,2000000,-30000000,None,30000000,1000000,-5000000,532000000,555000000,-119000000,16000000,30000000,-51000000,-122000000,-89000000,504000000,-135000000,MU
2011-06-02,USD,478000000,2139000000,1812000000,1661000000,237000000,151000000,211000000,383000000,6000000,-28000000,None,28000000,8000000,10000000,528000000,547000000,179000000,104000000,28000000,291000000,93000000,207000000,784000000,75000000,MU
2011-03-03,USD,435000000,2257000000,1968000000,1822000000,179000000,146000000,186000000,344000000,7000000,-28000000,None,28000000,16000000,0,485000000,486000000,107000000,35000000,28000000,-19000000,138000000,135000000,665000000,72000000,MU
2010-12-02,USD,524000000,2365000000,1868000000,1728000000,390000000,140000000,185000000,-113000000,8000000,-38000000,None,38000000,113000000,-114000000,481000000,517000000,203000000,48000000,-113000000,-33000000,179000000,241000000,907000000,155000000,MU
2010-09-02,USD,781000000,2493000000,1850000000,1712000000,433000000,141000000,197000000,426000000,10000000,-41000000,None,41000000,-9000000,-2000000,None,531000000,367000000,25000000,41000000,433000000,336000000,408000000,964000000,342000000,MU
2010-06-03,USD,848000000,2244000000,1625000000,1440000000,540000000,190000000,142000000,370000000,4000000,-44000000,None,44000000,0,1000000,None,497000000,898000000,-41000000,44000000,960000000,944000000,942000000,1037000000,939000000,MU
2010-03-04,USD,642000000,1924000000,1418000000,1319000000,415000000,100000000,148000000,286000000,2000000,-46000000,None,46000000,9000000,-1000000,None,486000000,369000000,4000000,46000000,379000000,373000000,415000000,901000000,365000000,MU
2009-12-03,USD,443000000,1618000000,1394000000,1297000000,201000000,97000000,137000000,279000000,2000000,-47000000,None,47000000,-75000000,56000000,None,491000000,197000000,-7000000,47000000,202000000,212000000,244000000,692000000,204000000,MU
