fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2021-06-30,USD,117399000,152428000,35029000,35029000,-28872000,104922000,41349000,146271000,None,-10444000,10071000,10444000,152428000,-877000,15100000,700000,-39810000,-4300000,10261000,-35510000,-35588000,-29366000,-28666000,-35510000,NET
2021-03-31,USD,105971000,138055000,32084000,32084000,-31254000,97698000,39527000,137225000,None,-10234000,544000,10234000,138055000,148000,14000000,700000,-40796000,-833000,10049000,-39996000,-40092000,-30562000,-29862000,-39963000,NET
2020-12-31,USD,96861000,125926000,29065000,29065000,-24741000,86845000,34757000,121602000,None,-10062000,846000,10062000,125026000,113000,13100000,1000000,-33824000,197000,9842000,-34021000,-34428000,-23762000,-22762000,-34021000,NET
2020-09-30,USD,87157000,114162000,27005000,27005000,-21252000,77507000,30902000,108409000,None,-9828000,8512000,9828000,114162000,-208000,12100000,700000,-29972000,-3504000,9640000,-26468000,-27122000,-20144000,-19444000,-26468000,NET
2020-06-30,USD,75557000,99721000,24164000,24164000,-24704000,72130000,28131000,100261000,None,-5007000,3150000,5007000,99721000,-219000,10800000,700000,-28073000,-1938000,4854000,-26135000,-26318000,-23066000,-22366000,-26135000,NET
2020-03-31,USD,70429000,91250000,20821000,20821000,-36071000,73146000,33354000,106500000,None,-67000,2502000,67000,91250000,485000,9900000,700000,-33084000,-338000,0,-32746000,-31400000,-33017000,-32317000,-32746000,NET
2019-12-31,USD,65732000,83930000,18198000,18198000,-29942000,69385000,26289000,95674000,None,-142000,2823000,142000,83730000,-412000,8600000,10000,-27540000,615000,1112000,-28155000,-28167000,-27398000,-27388000,-28155000,NET
2019-09-30,USD,57908000,73941000,16033000,16033000,-41086000,71131000,27863000,98994000,None,-407000,672000,407000,73941000,-651000,7700000,30000,-41065000,-212000,0,-40853000,-40846000,-40658000,-40628000,-40853000,NET
2019-06-30,USD,52592000,67424000,14832000,14832000,-19771000,17659000,18868000,72363000,None,540000,540000,290000,None,-86000,7000000,6990000,-19317000,389000,0,-19706000,-19655000,-19027000,-12037000,-19706000,NET
2019-03-31,USD,47367000,61727000,14360000,14360000,-17147000,16048000,17649000,64514000,None,640000,640000,273000,None,-293000,6100000,6170000,-16800000,314000,None,-17114000,-17042000,-16527000,-10357000,-17114000,NET
2018-12-31,USD,42543000,55499000,12956000,12956000,-17093000,16098000,15350000,59636000,None,None,None,266000,None,-188000,5400000,5508000,-16499000,188000,None,None,-16678000,-16233000,-10725000,-16687000,NET
2018-09-30,USD,38861000,50070000,11209000,11209000,-36468000,36040000,14827000,75329000,None,None,None,251000,None,-1240000,5000000,5119000,-37572000,417000,None,None,-37991000,-37321000,-32202000,-37989000,NET
2023-12-31,USD,769000000,951000000,182000000,182000000,335000000,294000000,77000000,434000000,None,-160000000,5000000,165000000,955000000,2000000,None,61000000,181000000,37000000,165000000,144000000,157000000,335000000,396000000,144000000,GEN
2023-09-30,USD,768000000,948000000,180000000,180000000,25000000,580000000,85000000,743000000,None,-173000000,6000000,173000000,949000000,0,None,61000000,-141000000,-290000000,173000000,149000000,119000000,25000000,86000000,149000000,GEN
2023-06-30,USD,767000000,946000000,179000000,179000000,362000000,237000000,90000000,405000000,None,-170000000,6000000,170000000,951000000,1000000,None,61000000,204000000,15000000,170000000,189000000,240000000,362000000,423000000,189000000,GEN
2023-03-31,USD,757000000,947000000,190000000,190000000,357000000,237000000,88000000,400000000,None,-168000000,5000000,168000000,947000000,-30000000,None,61000000,164000000,-751000000,168000000,915000000,928000000,357000000,418000000,915000000,GEN
2022-12-31,USD,758000000,936000000,178000000,178000000,368000000,194000000,91000000,390000000,None,-154000000,5000000,154000000,929000000,4000000,None,61000000,216000000,51000000,154000000,165000000,152000000,368000000,429000000,165000000,GEN
2022-09-30,USD,629000000,748000000,119000000,119000000,241000000,277000000,73000000,388000000,None,-45000000,3000000,48000000,741000000,6000000,None,29000000,195000000,126000000,48000000,69000000,98000000,241000000,270000000,69000000,GEN
2022-06-30,USD,605000000,27000000,102000000,102000000,261000000,260000000,61000000,344000000,None,-29000000,2000000,31000000,706000000,-2000000,None,21000000,229000000,29000000,31000000,200000000,160000000,261000000,282000000,200000000,GEN
2022-03-31,USD,615000000,716000000,101000000,101000000,129000000,398000000,59000000,486000000,None,-31000000,None,31000000,713000000,1000000,None,22000000,96000000,-24000000,31000000,120000000,94000000,129000000,151000000,120000000,GEN
2021-12-31,USD,597000000,702000000,105000000,105000000,302000000,202000000,60000000,295000000,None,-32000000,None,32000000,703000000,-10000000,None,21000000,261000000,59000000,32000000,202000000,190000000,302000000,323000000,202000000,GEN
2021-09-30,USD,592000000,692000000,100000000,100000000,287000000,213000000,66000000,305000000,None,-31000000,None,31000000,868000000,1000000,None,21000000,433000000,100000000,31000000,333000000,318000000,287000000,308000000,333000000,GEN
2021-06-30,USD,584000000,686000000,102000000,102000000,287000000,201000000,68000000,297000000,None,None,None,32000000,682000000,1000000,None,21000000,252000000,71000000,32000000,181000000,183000000,287000000,308000000,181000000,GEN
2021-03-31,USD,573000000,672000000,99000000,99000000,266000000,200000000,68000000,307000000,None,None,None,35000000,733000000,-4000000,None,20000000,275000000,81000000,35000000,208000000,183000000,266000000,286000000,194000000,GEN
2020-12-31,USD,552000000,639000000,87000000,87000000,280000000,182000000,71000000,272000000,None,None,None,32000000,641000000,3000000,None,18000000,258000000,80000000,32000000,173000000,214000000,280000000,298000000,178000000,GEN
2020-09-30,USD,536000000,626000000,90000000,90000000,230000000,211000000,63000000,306000000,None,None,None,37000000,661000000,3000000,None,18000000,129000000,65000000,37000000,166000000,90000000,230000000,248000000,64000000,GEN
2020-06-30,USD,528000000,614000000,86000000,86000000,120000000,198000000,65000000,408000000,None,None,None,40000000,635000000,4000000,None,18000000,68000000,-50000000,40000000,149000000,130000000,120000000,138000000,118000000,GEN
2020-03-31,USD,517000000,614000000,97000000,97000000,44000000,247000000,70000000,473000000,None,None,None,50000000,877000000,7000000,None,18000000,339000000,108000000,50000000,149000000,203000000,44000000,62000000,231000000,GEN
2019-12-31,USD,515000000,618000000,103000000,103000000,62000000,263000000,72000000,453000000,None,None,None,51000000,992000000,-4000000,None,20000000,2902000000,57000000,51000000,353000000,2859000000,62000000,82000000,2845000000,GEN
2019-09-30,USD,511000000,608000000,97000000,100000000,109000000,279000000,85000000,402000000,None,None,None,46000000,607000000,1000000,None,21000000,807000000,22000000,46000000,38000000,795000000,109000000,130000000,785000000,GEN
2019-07-05,USD,554000000,650000000,96000000,272000000,140000000,280000000,101000000,414000000,None,None,None,49000000,649000000,3000000,None,20000000,80000000,54000000,49000000,38000000,21000000,140000000,160000000,26000000,GEN
2019-03-31,USD,493000000,617000000,124000000,279000000,72000000,480000000,98000000,421000000,None,None,None,51000000,1187000000,2000000,None,51000000,17000000,-17000000,51000000,37000000,41000000,72000000,123000000,34000000,GEN
2018-12-31,USD,505000000,615000000,110000000,266000000,62000000,462000000,110000000,443000000,11000000,None,None,53000000,1207000000,-2000000,None,52000000,75000000,10000000,53000000,-19000000,68000000,62000000,114000000,65000000,GEN
2018-09-30,USD,496000000,612000000,116000000,256000000,43000000,479000000,105000000,453000000,11000000,None,None,52000000,1172000000,4000000,None,51000000,22000000,30000000,52000000,-62000000,-5000000,43000000,94000000,-8000000,GEN
2018-06-30,USD,907000000,1156000000,249000000,249000000,2000000,519000000,237000000,905000000,7000000,-9000000,None,9000000,1147000000,9000000,None,53000000,-64000000,-4000000,52000000,-65000000,-84000000,2000000,-2000000,-60000000,GEN
2018-03-31,USD,-760000000,1163000000,-305000000,264000000,-197000000,497000000,-244000000,-563000000,None,None,None,57000000,4801000000,21000000,None,-121000000,-96000000,-37000000,57000000,-221000000,-70000000,-197000000,-318000000,-59000000,GEN
2017-12-31,USD,960000000,1209000000,249000000,249000000,96000000,494000000,225000000,864000000,5000000,None,None,58000000,1862000000,9000000,None,111000000,736000000,-606000000,58000000,1311000000,1350000000,96000000,207000000,1342000000,GEN
2017-09-30,USD,978000000,1240000000,262000000,262000000,-9000000,594000000,241000000,987000000,5000000,None,None,57000000,1233000000,-3000000,None,116000000,-65000000,-53000000,57000000,-16000000,-15000000,-9000000,107000000,-12000000,GEN
2017-06-30,USD,918000000,1175000000,257000000,257000000,-44000000,582000000,233000000,962000000,6000000,-9000000,None,9000000,1161000000,-6000000,None,59000000,-157000000,-24000000,84000000,-110000000,-135000000,-44000000,-89000000,-133000000,GEN
2017-03-31,USD,856000000,1115000000,259000000,259000000,-178000000,657000000,249000000,1034000000,7000000,None,None,74000000,4017000000,18000000,None,-36000000,-214000000,-71000000,74000000,-177000000,-134000000,-178000000,-214000000,-143000000,GEN
2016-12-31,USD,806000000,1041000000,235000000,235000000,-16000000,508000000,204000000,822000000,5000000,None,None,55000000,None,5000000,None,94000000,41000000,-5000000,55000000,-56000000,50000000,-16000000,78000000,46000000,GEN
2016-09-30,USD,769000000,979000000,210000000,210000000,-12000000,483000000,200000000,781000000,4000000,None,None,52000000,None,10000000,None,69000000,-125000000,19000000,52000000,-69000000,-142000000,-12000000,57000000,-144000000,GEN
2016-06-30,USD,735000000,884000000,149000000,149000000,106000000,375000000,170000000,629000000,5000000,None,None,27000000,None,13000000,None,72000000,166000000,31000000,27000000,66000000,110000000,106000000,126000000,135000000,GEN
2016-03-31,USD,726000000,873000000,147000000,147000000,128000000,385000000,177000000,598000000,4000000,None,None,19000000,None,13000000,52000000,16000000,3174000000,1129000000,19000000,-1013000000,2073000000,128000000,171000000,2045000000,GEN
2015-12-31,USD,759000000,909000000,150000000,150000000,146000000,376000000,174000000,613000000,1000000,None,None,17000000,None,-1000000,18000000,22000000,185000000,15000000,17000000,114000000,157000000,146000000,218000000,170000000,GEN
2015-09-30,USD,746000000,906000000,160000000,264000000,100000000,402000000,199000000,646000000,2000000,None,None,19000000,None,4000000,73000000,100000000,190000000,34000000,19000000,53000000,128000000,100000000,419000000,156000000,GEN
2015-06-30,USD,754000000,912000000,158000000,254000000,83000000,424000000,198000000,671000000,3000000,None,None,20000000,None,-6000000,70000000,102000000,152000000,35000000,20000000,25000000,129000000,83000000,419000000,117000000,GEN
2015-03-31,USD,723000000,899000000,176000000,287000000,-49000000,471000000,208000000,772000000,2000000,None,None,19000000,None,8000000,56000000,30000000,63000000,-113000000,19000000,55000000,161000000,-49000000,-19000000,176000000,GEN
2014-12-31,USD,793000000,970000000,177000000,279000000,34000000,494000000,193000000,759000000,3000000,None,None,20000000,None,1000000,28000000,10000000,266000000,44000000,19000000,-25000000,187000000,34000000,44000000,222000000,GEN
2014-09-30,USD,1339000000,1617000000,278000000,38000000,348000000,658000000,276000000,991000000,3000000,None,None,19000000,None,1000000,71000000,40000000,333000000,89000000,19000000,244000000,202000000,348000000,388000000,244000000,GEN
2014-06-30,USD,1426000000,1735000000,309000000,40000000,322000000,747000000,308000000,1104000000,3000000,None,None,21000000,None,1000000,74000000,42000000,305000000,69000000,21000000,236000000,238000000,322000000,364000000,236000000,GEN
2014-03-31,USD,-792000000,1625000000,-76000000,33000000,-733000000,699000000,-40000000,-59000000,2000000,None,None,19000000,None,-1000000,29000000,82000000,56000000,-161000000,19000000,-590000000,228000000,-733000000,-651000000,217000000,GEN
2013-12-31,USD,1422000000,1705000000,283000000,39000000,405000000,705000000,252000000,1017000000,3000000,None,None,20000000,None,-1000000,68000000,49000000,387000000,104000000,20000000,283000000,282000000,405000000,454000000,283000000,GEN
2013-09-30,USD,1353000000,1637000000,284000000,32000000,248000000,706000000,248000000,1105000000,3000000,None,None,20000000,None,20000000,69000000,55000000,251000000,10000000,20000000,241000000,245000000,248000000,303000000,241000000,GEN
2013-06-30,USD,1409000000,1709000000,300000000,37000000,224000000,770000000,262000000,1185000000,3000000,None,None,25000000,None,18000000,70000000,135000000,220000000,63000000,25000000,157000000,135000000,224000000,359000000,157000000,GEN
2013-03-31,USD,1440000000,1748000000,308000000,43000000,255000000,811000000,281000000,1185000000,3000000,None,None,37000000,None,12000000,70000000,87000000,233000000,43000000,37000000,543000000,187000000,255000000,342000000,190000000,GEN
2012-12-31,USD,1492000000,1791000000,299000000,43000000,304000000,847000000,249000000,1188000000,4000000,None,None,38000000,None,20000000,72000000,51000000,290000000,74000000,38000000,212000000,227000000,304000000,355000000,216000000,GEN
2012-09-30,USD,1415000000,1699000000,284000000,37000000,297000000,768000000,247000000,1118000000,2000000,None,None,35000000,None,1000000,70000000,53000000,265000000,76000000,35000000,193000000,198000000,297000000,350000000,189000000,GEN
2012-06-30,USD,1384000000,1668000000,284000000,35000000,250000000,759000000,249000000,1134000000,3000000,None,None,29000000,None,-6000000,70000000,72000000,218000000,58000000,29000000,172000000,162000000,250000000,322000000,160000000,GEN
2012-03-31,USD,1394000000,1681000000,287000000,39000000,217000000,854000000,241000000,1177000000,3000000,None,None,28000000,None,-2000000,73000000,72000000,716000000,142000000,28000000,394000000,580000000,217000000,289000000,574000000,GEN
2011-12-31,USD,1444000000,1715000000,271000000,38000000,300000000,824000000,242000000,1144000000,2000000,None,None,27000000,None,-2000000,66000000,73000000,272000000,32000000,27000000,241000000,242000000,300000000,373000000,240000000,GEN
2011-09-30,USD,1416000000,1681000000,265000000,33000000,285000000,803000000,247000000,1131000000,4000000,None,None,28000000,None,2000000,67000000,73000000,249000000,67000000,28000000,254000000,174000000,285000000,358000000,182000000,GEN
2011-06-30,USD,1394000000,1653000000,259000000,29000000,302000000,770000000,239000000,1092000000,4000000,None,None,32000000,None,-4000000,67000000,71000000,258000000,67000000,32000000,-39000000,194000000,302000000,373000000,191000000,GEN
2011-03-31,USD,1403000000,1673000000,270000000,34000000,239000000,834000000,226000000,1164000000,3000000,None,None,37000000,None,1000000,69000000,72000000,269000000,101000000,37000000,550000000,158000000,239000000,311000000,168000000,GEN
2010-12-31,USD,1340000000,1604000000,264000000,31000000,229000000,801000000,220000000,1111000000,3000000,None,None,37000000,None,-18000000,65000000,70000000,167000000,35000000,37000000,132000000,163000000,229000000,299000000,132000000,GEN
2010-09-30,USD,1234000000,1480000000,246000000,29000000,218000000,712000000,208000000,1016000000,2000000,None,None,36000000,None,14000000,64000000,67000000,180000000,44000000,36000000,134000000,119000000,218000000,285000000,136000000,GEN
2010-06-30,USD,1168000000,1433000000,265000000,48000000,194000000,665000000,208000000,974000000,2000000,None,None,33000000,None,1000000,59000000,61000000,200000000,4000000,33000000,None,167000000,194000000,255000000,161000000,GEN
2010-03-31,USD,1255000000,1531000000,276000000,51000000,247000000,684000000,216000000,1008000000,2000000,None,None,33000000,None,3000000,64000000,61000000,316000000,132000000,33000000,75000000,906000000,247000000,308000000,184000000,GEN
2010-12-31,USD,1290000000,1548000000,258000000,50000000,277000000,727000000,210000000,1013000000,1000000,None,None,37000000,None,44000000,61000000,61000000,280000000,-21000000,33000000,301000000,282000000,277000000,338000000,301000000,GEN
2009-09-30,USD,1215000000,1474000000,259000000,52000000,257000000,660000000,210000000,958000000,1000000,None,None,31000000,None,2000000,62000000,63000000,223000000,68000000,31000000,155000000,131000000,257000000,320000000,155000000,GEN
2009-06-30,USD,1120000000,1432000000,312000000,103000000,152000000,648000000,221000000,968000000,2000000,None,None,32000000,None,6000000,60000000,62000000,105000000,31000000,32000000,85000000,82000000,152000000,214000000,74000000,GEN
2024-01-31,USD,460000000,619000000,647000000,145000000,-83000000,359000000,156000000,543000000,None,-1000000,25000000,1000000,620000000,25000000,None,115000000,-44000000,0,-14000000,-44000000,-32000000,-43000000,72000000,-44000000,OKTA
2023-10-31,USD,439000000,600000000,530000000,145000000,-111000000,381000000,165000000,550000000,None,-2000000,21000000,2000000,602000000,21000000,None,27000000,-74000000,7000000,-16000000,-81000000,-85000000,-72000000,-45000000,-81000000,OKTA
2023-07-31,USD,407000000,596000000,546000000,149000000,-162000000,380000000,172000000,569000000,None,-2000000,18000000,2000000,598000000,18000000,None,26000000,-104000000,7000000,-40000000,-111000000,-105000000,-102000000,-76000000,-111000000,OKTA
2023-04-30,USD,376000000,546000000,538000000,142000000,-160000000,366000000,163000000,536000000,None,-3000000,17000000,3000000,549000000,17000000,None,23000000,-115000000,4000000,-28000000,-119000000,-106000000,-112000000,-89000000,-119000000,OKTA
2023-01-31,USD,371000000,507796000,560838000,139000000,-157000000,345341000,154000000,528000000,None,-2412000,-412000,2000000,510208000,10000000,None,47009000,-149000000,4000000,2412000,-152918000,-130000000,-147000000,-99991000,-153000000,OKTA
2022-10-31,USD,343000000,478237000,562457000,138000000,-207000000,401504000,148000000,550000000,None,-2805000,195000,3000000,481042000,5000000,None,23300000,-205000000,4000000,2805000,-208897000,-224000000,-202000000,-178700000,-209000000,OKTA
2022-07-31,USD,314000000,448892000,527233000,138000000,-208000000,366339000,156000000,522000000,None,-2915000,85000,3000000,451807000,5000000,None,23200000,-206000000,4000000,2915000,-210500000,-215000000,-203000000,-179800000,-210000000,OKTA
2022-04-30,USD,284000000,412075000,534821000,131000000,-240000000,361816000,162000000,524000000,None,-2868000,132000,3000000,414943000,2000000,None,41840000,-241000000,2000000,2868000,-242713000,-267000000,-238000000,-196160000,-243000000,OKTA
2022-01-31,USD,263717000,359609000,489523000,119097000,-215323000,330485000,147195000,479040000,None,-23406000,-1182000,22224000,383015000,1378000,None,39536000,-235990000,4785000,23406000,-241186000,-252789000,-213766000,-174230000,-240775000,OKTA
2021-10-31,USD,241006000,327536000,441101000,109674000,-198556000,309027000,130535000,439562000,None,-23144000,1056000,23144000,350680000,1056000,None,22400000,-220644000,667000,23144000,-221311000,-225282000,-197500000,-175100000,-221311000,OKTA
2021-07-31,USD,214394000,292585000,477833000,101106000,-263440000,355427000,122407000,477834000,None,-22872000,2211000,22872000,315457000,2211000,None,21300000,-284182000,-7500000,22915000,-276644000,-277917000,-261310000,-240010000,-276682000,OKTA
2021-04-30,USD,184883000,228110000,287540000,66123000,-90681000,206701000,68863000,275564000,None,-22760000,4355000,22760000,250870000,4355000,None,14716000,-109222000,10000,22896000,-109232000,-109012000,-86462000,-71746000,-109232000,OKTA
2021-01-31,USD,172857000,212143000,241666000,61459000,-54437000,165880000,62490000,227294000,None,-22597000,340000,22937000,234740000,2263000,None,14133000,-74848000,626000,22597000,-75780000,-73153000,-51911000,-37778000,-75474000,OKTA
2020-10-31,USD,160471000,194922000,213905000,56908000,-51976000,154297000,58150000,212447000,None,-22368000,1878000,22368000,217290000,1878000,None,2700000,-72555000,209000,22457000,-72755000,-75714000,-50187000,-47487000,-72764000,OKTA
2020-07-31,USD,149299000,181341000,194768000,51147000,-45388000,140821000,53866000,194687000,None,-16931000,3960000,16931000,198272000,3960000,None,2800000,-60500000,-400000,19105000,-60133000,-58321000,-43569000,-40769000,-60100000,OKTA
2020-04-30,USD,134373000,172095000,198044000,48486000,-52199000,138078000,48494000,186572000,None,-10764000,4899000,10764000,182859000,4899000,None,11480000,-58064000,-402000,10764000,-57662000,-54812000,-47300000,-35820000,-57662000,OKTA
2020-01-31,USD,122644000,157681000,179736000,44683000,-44703000,123987000,43360000,167347000,None,-10646000,5743000,10646000,167327000,5743000,None,10947000,-49591000,881000,10646000,-50513000,-49715000,-38945000,-27998000,-50472000,OKTA
2019-10-31,USD,112213000,131439000,159535000,40824000,-45730000,116111000,41832000,157943000,None,-7826000,7826000,7826000,138465000,4982000,None,2600000,-63195000,300000,22398000,-63400000,-61707000,-55369000,-52769000,-63495000,OKTA
2019-07-31,USD,101700000,136876000,147052000,38780000,-43617000,105272000,40045000,145317000,None,-4304000,4304000,4304000,140480000,3464000,None,3000000,-44480000,-1500000,4304000,-42957000,-44176000,-40176000,-37176000,-42980000,OKTA
2019-04-30,USD,90128000,120982000,151401000,35095000,-51782000,107878000,34032000,141910000,None,-4241000,4241000,4241000,125223000,2900000,None,8428000,-53123000,-1157000,4241000,-51923000,-52104000,-48882000,-40454000,-51966000,OKTA
2019-01-31,USD,84085000,100399000,124864000,31386000,-27735000,81789000,30031000,111820000,None,-4179000,None,4179000,115471000,2969000,None,11689000,-28945000,1866000,4179000,-30811000,-30212000,-24766000,-13077000,-30811000,OKTA
2018-10-31,USD,75876000,105576000,108259000,29700000,-28479000,76759000,27596000,104355000,None,-4118000,None,4118000,105576000,2413000,None,1800000,-30217000,-700000,4118000,-29484000,-29955000,-26099000,-24299000,-29517000,OKTA
2018-07-31,USD,66358000,94586000,109387000,28228000,-38430000,79959000,24829000,104788000,None,-4058000,None,4058000,94586000,2296000,None,1200000,-40207000,-1000000,4058000,-39200000,-39509000,-36149000,-34949000,-39207000,OKTA
2018-04-30,USD,59514000,83621000,94442000,24107000,-24978000,64563000,19929000,84492000,None,-2717000,None,2717000,83621000,1502000,None,5772000,-26162000,-200000,2717000,-26000000,-26531000,-23445000,-17673000,-25962000,OKTA
2018-01-31,USD,54565000,77760000,90447000,22487000,-23713000,61260000,19349000,78278000,None,None,None,15072000,77052000,810000,None,5586000,-22866000,179000,None,-24715000,-22585000,-23713000,-18127000,-23045000,OKTA
2017-10-31,USD,45788000,68238000,85075000,21123000,-34515000,63152000,19190000,80303000,None,None,None,None,66911000,509000,None,800000,-34006000,-940000,None,-33760000,-33205000,-34515000,-33715000,-33066000,OKTA
2017-07-31,USD,40577000,60995000,71927000,19682000,-26185000,51545000,16923000,66762000,None,None,None,None,None,382000,None,700000,-25832000,200000,None,-26973000,-25863000,-26185000,-25485000,-26032000,OKTA
2017-04-30,USD,34862000,53007000,71021000,17463000,-27439000,48819000,15359000,62301000,None,None,None,None,None,-19000,None,4739000,-27506000,200000,None,-28900000,-27638000,-27439000,-22700000,-27706000,OKTA
2017-01-31,USD,33613000,48820000,15687000,15687000,-9514000,9090000,10532000,43127000,None,None,None,15072000,None,-99000,None,1391000,-9613000,158000,None,-75056000,-9751000,-9514000,-16576000,-9771000,OKTA
2016-10-31,USD,28180000,42283000,14103000,14103000,-21890000,7922000,9706000,50070000,None,None,None,None,None,50000,None,1205000,-21831000,100000,None,None,-22040000,-21890000,-20685000,-21931000,OKTA
2016-07-31,USD,23656000,37436000,13780000,13780000,-20562000,6142000,9655000,44218000,None,None,None,None,None,56000,None,1085000,-20501000,100000,None,None,-20701000,-20562000,-19477000,-20601000,OKTA
2016-04-30,USD,19408000,31787000,12379000,12379000,-22704000,6945000,8766000,42112000,None,None,None,None,None,32000,None,887000,-22672000,81000,None,None,-22674000,-22704000,-21817000,-22753000,OKTA
2023-12-31,USD,626760000,1020157000,393397000,426898000,184786000,290831000,109202000,419637000,None,-6884000,23981000,6884000,995017000,-5642000,None,16882000,196241000,35076000,6884000,161165000,203307000,203125000,220007000,161165000,AKAM
2023-09-30,USD,577422000,960497000,383075000,383075000,176129000,279635000,105942000,404385000,None,-4987000,11412000,4987000,965484000,-3161000,None,18108000,180868000,20326000,4987000,160542000,143034000,185855000,203963000,160542000,AKAM
2023-06-30,USD,559289000,932564000,373275000,373275000,149785000,288365000,99041000,403604000,None,-3157000,4509000,3157000,935721000,-1130000,None,15898000,150007000,21191000,3157000,128816000,130013000,153164000,169062000,128816000,AKAM
2023-03-31,USD,551701000,913017000,361316000,361316000,126638000,275246000,91863000,386618000,None,-2681000,5292000,2681000,915698000,-2363000,None,15912000,126886000,29780000,2681000,97106000,116277000,129567000,145479000,97106000,AKAM
2022-12-31,USD,569811000,927779000,357968000,357968000,167475000,279390000,105382000,406704000,None,-2684000,5018000,2684000,927779000,-1409000,None,17010000,168400000,39638000,2684000,569811000,175102000,171084000,188094000,128762000,AKAM
2022-09-30,USD,532661000,879111000,346450000,346450000,160438000,263360000,94047000,374981000,None,-2785000,782000,2785000,881896000,-275000,None,17374000,158160000,34466000,2785000,108154000,80101000,160945000,178319000,123694000,AKAM
2022-06-30,USD,553751000,900400000,346649000,346649000,175042000,267884000,92070000,377026000,None,-2932000,None,2932000,903332000,816000,None,16972000,170595000,32755000,2932000,119537000,83372000,173527000,190499000,137840000,AKAM
2022-03-31,USD,568200000,900952000,332752000,332752000,173319000,275981000,99935000,401811000,None,-2695000,None,2695000,903647000,-9565000,None,13644000,153213000,19837000,2695000,119163000,113870000,155908000,169552000,133376000,AKAM
2021-12-31,USD,579955000,905358000,325403000,325403000,196085000,272954000,93173000,387899000,3434000,-18317000,3434000,18317000,905358000,-222000,None,12600000,179550000,19016000,18317000,579955000,145155000,197867000,210467000,160534000,AKAM
2021-09-30,USD,525323000,842189000,316866000,316866000,205265000,242779000,82899000,337678000,2872000,-18144000,2872000,18144000,860333000,3635000,None,12000000,192564000,13648000,18144000,178916000,156747000,210708000,222708000,178916000,AKAM
