fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2021-06-30,USD,514787000,834787000,320000000,320000000,199434000,246189000,77255000,335504000,4736000,-18037000,4736000,18037000,852824000,-811000,None,12060000,174506000,18009000,18037000,156497000,172287000,192543000,204603000,156497000,AKAM
2021-03-31,USD,518187000,824874000,306687000,306687000,182364000,253069000,82045000,347464000,4578000,-17834000,4578000,17834000,842708000,-817000,None,11427000,167593000,11898000,17834000,155695000,128549000,185427000,196854000,155695000,AKAM
2020-12-31,USD,542440000,846287000,303847000,303847000,134617000,302854000,67228000,412828000,6270000,-17342000,6270000,17342000,846287000,5415000,None,10845000,117528000,4158000,17342000,542440000,139023000,134870000,145715000,113370000,AKAM
2020-09-30,USD,492082000,775521000,283439000,283439000,181158000,251114000,66773000,328187000,6307000,-17324000,6307000,17324000,792845000,-2158000,None,10300000,167424000,8801000,17324000,158623000,170076000,184748000,195048000,158623000,AKAM
2020-06-30,USD,500662000,777466000,276804000,276804000,190429000,253178000,64090000,327668000,9502000,-17249000,9502000,17249000,794715000,-1603000,None,10400000,180586000,18671000,17249000,161915000,183603000,197835000,208235000,161915000,AKAM
2020-03-31,USD,478515000,747097000,268582000,268582000,152330000,251147000,71224000,345107000,7043000,-17205000,7043000,17205000,764302000,-4108000,None,10400000,137438000,14292000,17205000,123146000,89295000,154643000,165043000,123146000,AKAM
2019-12-31,USD,514373000,772123000,257750000,257750000,135322000,290169000,68898000,386086000,11402000,-16675000,11402000,16675000,772123000,-609000,None,9729000,129732000,10632000,16675000,514373000,130380000,146407000,156136000,119100000,AKAM
2019-09-30,USD,451686000,698624000,246938000,246938000,143289000,245474000,64887000,319685000,7908000,-12127000,7908000,12127000,709912000,-752000,None,9624000,136930000,-960000,12127000,137890000,123950000,149057000,158681000,137890000,AKAM
2019-06-30,USD,455354000,697547000,242193000,242193000,135782000,255222000,61439000,327051000,6410000,-8446000,6410000,8446000,705074000,-578000,None,9600000,133168000,19253000,8446000,113915000,118410000,141614000,151214000,113915000,AKAM
2019-03-31,USD,453649000,694392000,240743000,240743000,134525000,249111000,66141000,331240000,8635000,-12116000,8635000,12116000,706508000,511000,None,9599000,131555000,24425000,12116000,107130000,109063000,143671000,153270000,107130000,AKAM
2018-12-31,USD,469436000,713363000,243927000,243927000,120288000,267362000,60342000,350148000,7308000,-14582000,None,14582000,713363000,59000,None,8292000,113073000,19058000,14582000,469436000,93321000,127655000,135947000,94015000,AKAM
2018-09-30,USD,415816000,655062000,239246000,239246000,116537000,245234000,61049000,313845000,9258000,-14566000,None,14566000,669628000,-459000,None,8294000,110770000,3187000,14566000,107583000,101336000,125336000,133630000,107583000,AKAM
2018-06-30,USD,418068000,653555000,235487000,235487000,57117000,301886000,59709000,370155000,6409000,-9204000,None,9204000,662759000,-2769000,None,8294000,51553000,8492000,9204000,43061000,19424000,60757000,69051000,43061000,AKAM
2018-03-31,USD,433899000,668724000,234825000,234825000,68557000,276938000,65065000,365342000,3965000,-4850000,None,4850000,668724000,21000,None,8431000,67693000,13979000,4850000,53714000,57310000,72543000,80974000,53714000,AKAM
2017-12-31,USD,433512000,663452000,229940000,229937000,32109000,286529000,59673000,411112000,4487000,-4850000,None,4850000,658470000,473000,None,7829000,32219000,4699000,4850000,433515000,30643000,37069000,44898000,27520000,AKAM
2017-09-30,USD,395909000,621399000,225490000,225468000,91253000,244743000,57226000,310054000,4463000,-4746000,None,4746000,624440000,535000,None,7753000,91505000,27594000,4746000,60512000,71910000,96251000,104004000,63911000,AKAM
2017-06-30,USD,394228000,608908000,214680000,214650000,85593000,242950000,53373000,307047000,4281000,-4646000,None,4646000,605832000,563000,None,7753000,85791000,29039000,4646000,57772000,70640000,90437000,98190000,56752000,AKAM
2017-03-31,USD,394566000,600293000,205727000,205703000,105334000,228575000,52162000,288306000,4624000,-4597000,None,4597000,600293000,-684000,None,7569000,104677000,30094000,4597000,80930000,85320000,109274000,116843000,74583000,AKAM
2016-12-31,USD,412649000,616124000,203475000,203475000,130446000,235682000,46755000,290819000,4180000,-4680000,None,4680000,None,2784000,None,6617000,128135000,36496000,4680000,412649000,72740000,132815000,139432000,91639000,AKAM
2016-09-30,USD,379598000,584065000,204467000,204467000,111765000,215946000,42341000,267833000,3809000,-4666000,None,4666000,None,778000,None,6598000,111686000,35686000,4666000,76000000,74154000,116352000,122950000,76000000,AKAM
2016-06-30,USD,365812000,572135000,206323000,206323000,110180000,210761000,37690000,255632000,3393000,-4639000,None,4639000,None,415000,None,6711000,109349000,35714000,4639000,73635000,70811000,113988000,120699000,73635000,AKAM
2016-03-31,USD,372989000,567725000,194736000,194736000,114119000,204494000,40842000,258870000,3320000,-4653000,None,4653000,None,-189000,None,6716000,112597000,37739000,4653000,74858000,87519000,117250000,123966000,74858000,AKAM
2015-12-31,USD,385947000,579159000,193212000,193212000,122680000,218560000,37674000,313767000,2935000,-4641000,None,4641000,None,-499000,None,6783000,120475000,32055000,4641000,385947000,80486000,125116000,131899000,88420000,AKAM
2015-09-30,USD,367826000,551030000,183204000,183204000,115689000,206969000,38396000,252137000,2723000,-4630000,None,4630000,None,204000,None,6752000,113986000,25946000,4630000,88040000,78900000,118616000,125368000,88040000,AKAM
2015-06-30,USD,360813000,540723000,179910000,179910000,106260000,210653000,36693000,254553000,2541000,-4678000,None,4678000,None,-1605000,None,6752000,102518000,35318000,4678000,67200000,66734000,107196000,113948000,67200000,AKAM
2015-03-31,USD,357242000,526536000,169294000,169294000,121521000,193071000,35828000,235721000,3001000,-4576000,None,4576000,None,-301000,None,6780000,119645000,41899000,4576000,77746000,71444000,124221000,131001000,77746000,AKAM
2014-12-31,USD,373094000,536295000,163201000,163201000,136082000,196192000,32417000,341292000,2291000,-4524000,None,4524000,3884000,8000,None,8403000,133857000,36750000,4524000,373094000,89041000,138381000,146784000,97107000,AKAM
2014-09-30,USD,339230000,498042000,158812000,158812000,120239000,178120000,32583000,218991000,2010000,-4482000,None,4482000,-287000,-188000,None,8403000,117579000,26424000,4482000,91155000,79113000,122061000,130464000,91155000,AKAM
2014-06-30,USD,326717000,476035000,149318000,149318000,112351000,173342000,32052000,214366000,1740000,-4516000,None,4516000,177000,-899000,None,8403000,108676000,35790000,4516000,72886000,77019000,113192000,121595000,72886000,AKAM
2014-03-31,USD,313890000,453502000,139612000,139612000,120847000,157226000,28234000,197276000,1639000,-1941000,None,1941000,-215000,-881000,None,8838000,119664000,46864000,1941000,72800000,73254000,121605000,130443000,72800000,AKAM
2013-12-31,USD,302029000,435980000,133951000,133951000,115756000,153907000,26520000,258582000,1534000,0,None,0,771000,-395000,None,4894000,116895000,36546000,0,302029000,83692000,116895000,121789000,80349000,AKAM
2013-09-30,USD,263751000,395790000,132039000,132039000,99521000,134445000,24857000,164230000,1458000,0,None,0,2700000,-305000,None,4859000,100674000,20918000,0,79756000,85277000,100674000,105533000,79756000,AKAM
2013-06-30,USD,253401000,378106000,124705000,124705000,97503000,129176000,20597000,155898000,1446000,0,None,0,-1597000,341000,None,5734000,99321000,37426000,0,61895000,56523000,99321000,105055000,61895000,AKAM
2013-03-31,USD,247654000,368046000,120392000,120392000,101188000,118070000,21905000,146786000,1556000,0,None,0,100000,-132000,None,6060000,102664000,31177000,0,71487000,67544000,102664000,108724000,71487000,AKAM
2012-12-31,USD,238378000,377872000,139494000,111893000,95738000,144127000,20371000,247386000,1589000,None,None,None,1200000,200000,None,5351000,97528000,29236000,None,271279000,66169000,95738000,101089000,68292000,AKAM
2012-09-30,USD,211100000,345321000,134221000,109995000,80159000,130435000,19351000,155167000,1568000,None,None,None,-300000,-241000,None,5381000,81511000,33280000,None,48231000,52822000,80159000,85540000,48231000,AKAM
2012-06-30,USD,200046000,331306000,131260000,107457000,67011000,133879000,17542000,156838000,1622000,None,None,None,1000000,1131000,None,5463000,69768000,25529000,None,44239000,40438000,67011000,72474000,44239000,AKAM
2012-03-31,USD,194523000,319448000,124925000,102566000,71579000,122996000,17480000,145673000,1633000,None,None,None,400000,-441000,None,4767000,72784000,29557000,None,43227000,44179000,71579000,76346000,43227000,AKAM
2011-12-31,USD,221196000,323740000,102544000,102544000,79336000,117625000,15191000,204344000,1995000,0,None,0,800000,7455000,None,4270000,88154000,28073000,0,221196000,68121000,88154000,92424000,60081000,AKAM
2011-09-30,USD,188572000,281856000,93284000,93284000,65333000,105354000,13542000,123254000,2703000,0,None,0,0,-188000,None,4200000,68147000,25862000,0,42285000,32687000,68147000,72347000,42285000,AKAM
2011-06-30,USD,187342000,276989000,89647000,89647000,73232000,98812000,11006000,114110000,3021000,0,None,0,0,-107000,None,4292000,76221000,28300000,0,47921000,50678000,76221000,80513000,47921000,AKAM
2011-03-31,USD,186885000,275953000,89068000,89068000,72748000,97266000,12594000,151316000,2951000,0,None,0,1000000,-1035000,None,41134000,74673000,24056000,0,50617000,53900000,74673000,115807000,50617000,AKAM
2010-12-31,USD,198411000,284688000,86277000,86277000,72346000,108023000,13775000,175419000,2842000,-148000,None,148000,-5000,-1149000,None,39129000,73985000,21475000,153000,198411000,52158000,74133000,113262000,52510000,AKAM
2010-09-30,USD,175739000,253551000,77812000,77812000,59042000,98332000,14235000,116919000,2809000,-222000,None,222000,0,-1366000,None,36479000,60312000,20603000,222000,39709000,47438000,60534000,97013000,39709000,AKAM
2010-06-30,USD,173478000,245318000,71840000,71840000,56839000,98910000,13577000,117551000,3262000,-618000,None,618000,-294000,122000,None,34674000,59438000,21315000,912000,38123000,37467000,60056000,94730000,38123000,AKAM
2010-03-31,USD,172555000,240029000,67474000,67474000,66050000,89218000,13179000,137219000,3250000,-709000,None,709000,None,-75000,None,32960000,68637000,27759000,709000,172555000,39098000,69346000,102306000,40878000,AKAM
2009-12-31,USD,170725000,238305000,67580000,67580000,62222000,91841000,12520000,140109000,3410000,-709000,None,709000,None,-496000,None,32573000,64569000,24489000,709000,170725000,40080000,65278000,97851000,40080000,AKAM
2009-09-30,USD,144513000,206500000,61987000,61987000,50745000,78761000,10904000,94478000,3434000,-710000,None,710000,None,-659000,None,31565000,52893000,20148000,710000,32745000,32745000,53603000,85168000,32745000,AKAM
2009-06-30,USD,144591000,204600000,60009000,60009000,54394000,76581000,9378000,90907000,4059000,-710000,None,710000,None,184000,None,4238000,58032000,22025000,710000,36007000,36007000,58742000,62980000,36007000,AKAM
2009-03-31,USD,150006000,210368000,60362000,60362000,56119000,36068000,10856000,93433000,None,None,None,710000,None,None,None,28678000,61738000,24657000,None,None,None,61313000,89991000,37081000,AKAM
2008-12-31,USD,151866000,212554000,60688000,60688000,54840000,80389000,10477000,94517000,None,None,None,3086000,None,None,None,27452000,60073000,19540000,None,None,None,59487000,86939000,40533000,AKAM
2008-09-30,USD,140688000,197347000,56659000,56659000,51769000,75803000,9943000,88919000,None,None,None,684000,None,154000,None,24570000,56918000,23558000,None,None,None,51614000,75764000,33360000,AKAM
2008-06-30,USD,140316000,194004000,53688000,53688000,52315000,74991000,9519000,88001000,None,None,None,710000,None,-970000,None,23621000,56189000,21855000,None,None,None,53221000,76842000,34334000,AKAM
2023-12-31,USD,492000000,2924000000,2738000000,2540000000,-210000000,198000000,444000000,702000000,12000000,-108000000,12000000,108000000,3032000000,47000000,None,143000000,-259000000,28000000,108000000,-287000000,-149000000,-151000000,-8000000,-287000000,WDC
2023-09-30,USD,99000000,2739000000,3005000000,2651000000,-596000000,207000000,431000000,695000000,8000000,-98000000,8000000,98000000,2837000000,4000000,None,147000000,-682000000,3000000,98000000,-685000000,-768000000,-584000000,-437000000,-685000000,WDC
2023-06-30,USD,92000000,2583000000,2871000000,2580000000,-650000000,231000000,458000000,742000000,9000000,-89000000,9000000,89000000,2672000000,0,None,185000000,-730000000,-15000000,89000000,-715000000,-869000000,-641000000,-456000000,-715000000,WDC
2023-03-31,USD,286000000,2723000000,2799000000,2517000000,-472000000,242000000,476000000,758000000,10000000,-80000000,10000000,80000000,2803000000,13000000,None,213000000,-529000000,43000000,80000000,-572000000,-565000000,-449000000,-236000000,-572000000,WDC
2022-12-31,USD,528000000,3034000000,2890000000,2579000000,-321000000,250000000,523000000,849000000,3000000,-73000000,3000000,73000000,3107000000,10000000,None,214000000,-385000000,70000000,73000000,-446000000,-106000000,-312000000,-98000000,-451000000,WDC
2022-09-30,USD,981000000,3665000000,3242000000,2755000000,158000000,247000000,552000000,823000000,2000000,-70000000,2000000,70000000,3735000000,-6000000,None,216000000,84000000,57000000,70000000,27000000,-113000000,154000000,370000000,47000000,WDC
2022-06-30,USD,1445000000,4464000000,3548000000,3083000000,562000000,266000000,598000000,883000000,2000000,-75000000,2000000,75000000,4539000000,22000000,None,221000000,511000000,210000000,75000000,301000000,104000000,586000000,807000000,301000000,WDC
2022-03-31,USD,1181000000,4306000000,3485000000,3200000000,324000000,281000000,572000000,857000000,1000000,-75000000,1000000,75000000,4381000000,12000000,None,216000000,262000000,237000000,75000000,25000000,-115000000,337000000,553000000,25000000,WDC
2021-12-31,USD,1583000000,4757000000,3529000000,3250000000,727000000,279000000,575000000,856000000,1000000,-76000000,1000000,76000000,4833000000,-6000000,None,242000000,646000000,82000000,76000000,564000000,514000000,722000000,964000000,564000000,WDC
2021-09-30,USD,1665000000,4973000000,3942000000,3386000000,778000000,291000000,578000000,887000000,2000000,-78000000,2000000,78000000,5051000000,2000000,None,250000000,704000000,94000000,78000000,610000000,640000000,782000000,1032000000,610000000,WDC
2021-06-30,USD,1566000000,4845000000,3930000000,3354000000,675000000,297000000,598000000,891000000,1000000,-80000000,1000000,80000000,4925000000,0,None,251000000,596000000,-26000000,80000000,622000000,635000000,676000000,927000000,622000000,WDC
2021-03-31,USD,1091000000,4056000000,3333000000,3046000000,317000000,287000000,555000000,774000000,2000000,-81000000,2000000,81000000,4137000000,11000000,None,251000000,249000000,52000000,81000000,197000000,37000000,330000000,581000000,197000000,WDC
2020-12-31,USD,960000000,3862000000,3248000000,2983000000,158000000,265000000,535000000,802000000,2000000,-81000000,2000000,81000000,3943000000,6000000,None,336000000,85000000,23000000,81000000,62000000,113000000,166000000,502000000,62000000,WDC
2020-09-30,USD,904000000,3837000000,3671000000,3018000000,70000000,256000000,555000000,834000000,2000000,-84000000,2000000,84000000,3921000000,9000000,None,374000000,-3000000,57000000,84000000,-60000000,-4000000,81000000,455000000,-60000000,WDC
2020-06-30,USD,1083000000,4198000000,3857000000,3204000000,261000000,269000000,546000000,822000000,2000000,-87000000,2000000,87000000,4285000000,9000000,None,377000000,185000000,37000000,87000000,148000000,174000000,272000000,649000000,148000000,WDC
2020-03-31,USD,1005000000,4175000000,3459000000,3170000000,153000000,281000000,563000000,852000000,6000000,-99000000,6000000,99000000,4175000000,-14000000,None,384000000,46000000,29000000,99000000,153000000,-56000000,145000000,529000000,17000000,WDC
2019-12-31,USD,935000000,4234000000,3623000000,3299000000,50000000,298000000,578000000,885000000,8000000,-105000000,8000000,105000000,4234000000,7000000,None,399000000,-40000000,99000000,105000000,50000000,-159000000,65000000,464000000,-139000000,WDC
2019-09-30,USD,758000000,4040000000,3993000000,3282000000,-129000000,305000000,574000000,887000000,12000000,-122000000,12000000,122000000,4040000000,2000000,None,406000000,-237000000,39000000,122000000,-129000000,-298000000,-115000000,291000000,-276000000,WDC
2019-06-30,USD,465000000,3634000000,3908000000,3169000000,-381000000,299000000,523000000,846000000,14000000,-117000000,14000000,117000000,3634000000,10000000,None,416000000,-474000000,-277000000,117000000,-381000000,-381000000,-357000000,59000000,-197000000,WDC
2019-03-31,USD,579000000,3556000000,3524000000,3095000000,-394000000,353000000,544000000,973000000,13000000,-118000000,13000000,118000000,3674000000,22000000,None,444000000,-477000000,104000000,118000000,-581000000,-601000000,-359000000,85000000,-581000000,WDC
2018-12-31,USD,1044000000,4115000000,3518000000,3189000000,176000000,309000000,539000000,868000000,15000000,-118000000,None,118000000,4233000000,8000000,None,472000000,81000000,568000000,118000000,-487000000,-446000000,199000000,671000000,-487000000,WDC
2018-09-30,USD,1664000000,4910000000,4246000000,3364000000,686000000,356000000,576000000,978000000,15000000,-116000000,None,116000000,5026000000,-2000000,None,480000000,583000000,72000000,116000000,511000000,474000000,699000000,1179000000,511000000,WDC
2018-06-30,USD,1852000000,5117000000,4186000000,3265000000,843000000,352000000,577000000,1009000000,14000000,-114000000,None,114000000,5117000000,-14000000,None,489000000,729000000,-27000000,117000000,843000000,843000000,843000000,1332000000,756000000,WDC
2018-03-31,USD,1927000000,3959000000,3496000000,3086000000,914000000,376000000,602000000,1013000000,16000000,-160000000,None,160000000,-894000000,-898000000,None,499000000,-128000000,-189000000,1054000000,61000000,153000000,32000000,531000000,61000000,WDC
2017-12-31,USD,2013000000,5139000000,3752000000,3323000000,955000000,381000000,629000000,1058000000,14000000,-197000000,None,197000000,5336000000,2000000,None,535000000,774000000,1597000000,197000000,-823000000,-810000000,971000000,1506000000,-823000000,WDC
2017-09-30,USD,1913000000,4975000000,4221000000,3268000000,905000000,364000000,592000000,1008000000,16000000,-205000000,None,205000000,-1000000,-6000000,None,533000000,710000000,29000000,205000000,681000000,680000000,915000000,1448000000,681000000,WDC
2017-06-30,USD,1681000000,4842000000,4130000000,3161000000,652000000,345000000,604000000,1029000000,9000000,-201000000,None,201000000,-6000000,-45000000,None,546000000,415000000,135000000,201000000,652000000,652000000,616000000,1162000000,280000000,WDC
2017-03-31,USD,1523000000,4444000000,3507000000,3126000000,525000000,346000000,613000000,998000000,7000000,-205000000,None,205000000,-7000000,-23000000,None,560000000,304000000,56000000,205000000,248000000,349000000,509000000,1069000000,248000000,WDC
2016-12-31,USD,1533000000,4683000000,3754000000,3355000000,545000000,358000000,585000000,988000000,5000000,-205000000,None,205000000,-6000000,-24000000,None,514000000,321000000,86000000,205000000,235000000,-77000000,526000000,1040000000,235000000,WDC
2016-09-30,USD,1335000000,4474000000,4351000000,3379000000,232000000,396000000,639000000,1103000000,5000000,-236000000,None,236000000,-4000000,-272000000,None,508000000,-271000000,95000000,236000000,-366000000,-354000000,-35000000,473000000,-366000000,WDC
2016-06-30,USD,821000000,3495000000,3616000000,2674000000,-195000000,400000000,494000000,1016000000,11000000,-226000000,None,226000000,-9000000,-75000000,None,420000000,-485000000,-119000000,226000000,-195000000,-195000000,-259000000,161000000,-366000000,WDC
2016-03-31,USD,753000000,2822000000,140000000,2069000000,88000000,166000000,359000000,665000000,6000000,-14000000,None,14000000,-7000000,0,None,246000000,80000000,6000000,14000000,88000000,88000000,94000000,340000000,74000000,WDC
2015-12-31,USD,906000000,3317000000,27000000,2411000000,251000000,239000000,389000000,655000000,5000000,-13000000,None,13000000,-6000000,1000000,None,252000000,244000000,-7000000,13000000,251000000,251000000,257000000,509000000,251000000,WDC
2015-09-30,USD,955000000,3360000000,38000000,2405000000,322000000,192000000,385000000,633000000,5000000,-13000000,None,13000000,0,0,None,236000000,314000000,31000000,13000000,-76000000,-76000000,327000000,563000000,283000000,WDC
2015-06-30,USD,930000000,3191000000,104000000,2261000000,255000000,205000000,381000000,675000000,3000000,None,None,12000000,-3000000,4000000,None,250000000,247000000,27000000,None,255000000,255000000,255000000,505000000,220000000,WDC
2015-03-31,USD,1032000000,3550000000,2717000000,2518000000,421000000,199000000,402000000,611000000,3000000,None,None,12000000,-2000000,3000000,None,285000000,412000000,28000000,None,421000000,421000000,421000000,706000000,384000000,WDC
2014-12-31,USD,1110000000,3888000000,2942000000,2778000000,466000000,164000000,426000000,644000000,4000000,None,None,12000000,-8000000,4000000,None,290000000,458000000,20000000,None,466000000,466000000,466000000,756000000,438000000,WDC
2014-09-30,USD,1149000000,3943000000,3303000000,2794000000,469000000,220000000,437000000,680000000,4000000,None,None,13000000,-4000000,4000000,None,289000000,460000000,37000000,None,469000000,469000000,469000000,758000000,423000000,WDC
2014-06-30,USD,1029000000,3651000000,3139000000,2580000000,352000000,254000000,413000000,677000000,7000000,None,None,12000000,-77000000,7000000,None,308000000,347000000,30000000,None,352000000,317000000,352000000,660000000,317000000,WDC
2014-03-31,USD,1076000000,3699000000,2845000000,2643000000,419000000,201000000,426000000,657000000,4000000,None,None,17000000,-4000000,4000000,None,307000000,406000000,31000000,4000000,375000000,795000000,419000000,726000000,375000000,WDC
2013-12-31,USD,1156000000,3972000000,3060000000,2831000000,478000000,226000000,421000000,678000000,3000000,None,None,14000000,None,3000000,None,317000000,467000000,37000000,None,430000000,830000000,478000000,795000000,430000000,WDC
2013-09-30,USD,1099000000,3804000000,3160000000,2716000000,542000000,132000000,401000000,557000000,3000000,None,None,13000000,None,3000000,None,312000000,532000000,37000000,None,495000000,1006000000,542000000,854000000,495000000,WDC
2013-06-30,USD,1050000000,3728000000,3160000000,2678000000,-221000000,180000000,402000000,1271000000,3000000,None,None,12000000,None,3000000,None,302000000,-230000000,35000000,None,-221000000,-265000000,-221000000,81000000,-265000000,WDC
2013-03-31,USD,1061000000,3764000000,2888000000,2703000000,417000000,185000000,396000000,644000000,3000000,None,None,14000000,None,3000000,None,309000000,406000000,15000000,None,391000000,793000000,417000000,726000000,391000000,WDC
2012-12-31,USD,1059000000,3824000000,2927000000,2765000000,478000000,162000000,378000000,581000000,3000000,None,None,13000000,None,3000000,None,309000000,468000000,133000000,None,335000000,664000000,478000000,787000000,335000000,WDC
2012-09-30,USD,1193000000,4035000000,3334000000,2842000000,592000000,179000000,396000000,601000000,2000000,None,None,16000000,None,2000000,None,313000000,578000000,59000000,None,519000000,1067000000,592000000,905000000,519000000,WDC
2012-06-30,USD,1472000000,4754000000,3855000000,3282000000,808000000,178000000,406000000,664000000,3000000,0,None,0,None,3000000,None,339000000,802000000,57000000,0,808000000,745000000,808000000,1141000000,745000000,WDC
2012-03-31,USD,977000000,3034000000,2213000000,2058000000,542000000,155000000,265000000,435000000,3000000,-1000000,None,1000000,None,3000000,None,188000000,538000000,55000000,1000000,483000000,483000000,542000000,727000000,483000000,WDC
2011-12-31,USD,648000000,1995000000,1443000000,1347000000,162000000,96000000,191000000,486000000,3000000,None,None,2000000,None,3000000,None,140000000,160000000,15000000,None,145000000,145000000,162000000,302000000,145000000,WDC
2011-09-30,USD,541000000,2694000000,2400000000,2153000000,259000000,89000000,193000000,282000000,3000000,None,None,1000000,None,3000000,None,158000000,258000000,19000000,None,239000000,239000000,259000000,417000000,239000000,WDC
2011-06-30,USD,469000000,2403000000,2193000000,1934000000,172000000,84000000,188000000,297000000,3000000,None,None,4000000,None,3000000,None,150000000,171000000,13000000,None,172000000,158000000,172000000,322000000,158000000,WDC
2011-03-31,USD,410000000,2252000000,1915000000,1842000000,158000000,73000000,179000000,252000000,2000000,None,None,1000000,None,2000000,None,151000000,159000000,13000000,None,158000000,146000000,158000000,309000000,146000000,WDC
2010-12-31,USD,475000000,2475000000,2000000000,2000000000,240000000,66000000,169000000,235000000,2000000,None,None,3000000,None,2000000,None,151000000,239000000,14000000,None,225000000,225000000,240000000,391000000,225000000,WDC
2010-09-30,USD,437000000,2396000000,2168000000,1959000000,211000000,59000000,167000000,226000000,2000000,None,None,2000000,None,2000000,None,150000000,211000000,14000000,None,211000000,197000000,211000000,361000000,197000000,WDC
2010-06-30,USD,535000000,2382000000,-27000000,1847000000,293000000,88000000,155000000,243000000,1000000,None,None,1000000,None,1000000,None,134000000,293000000,28000000,None,293000000,265000000,293000000,427000000,265000000,WDC
2010-03-31,USD,665000000,2641000000,1976000000,1976000000,441000000,64000000,160000000,224000000,1000000,None,None,2000000,None,1000000,None,129000000,440000000,40000000,None,400000000,400000000,441000000,570000000,400000000,WDC
2010-12-31,USD,687000000,2619000000,1932000000,1932000000,473000000,66000000,154000000,214000000,1000000,None,None,3000000,None,2000000,None,126000000,471000000,42000000,None,429000000,429000000,473000000,599000000,429000000,WDC
2009-09-30,USD,514000000,2208000000,1815000000,1694000000,319000000,53000000,142000000,195000000,1000000,None,None,3000000,None,1000000,None,121000000,317000000,29000000,None,288000000,288000000,319000000,440000000,288000000,WDC
2009-06-30,USD,370000000,1929000000,1559000000,1559000000,209000000,52000000,132000000,161000000,None,None,None,3000000,None,None,None,121000000,207000000,11000000,None,None,None,209000000,330000000,196000000,WDC
2009-03-31,USD,253000000,1592000000,1339000000,1339000000,61000000,49000000,125000000,192000000,None,None,None,4000000,None,None,None,119000000,58000000,8000000,None,None,None,61000000,180000000,50000000,WDC
2008-12-31,USD,290000000,1823000000,1533000000,1533000000,16000000,42000000,119000000,274000000,None,None,None,11000000,None,None,None,122000000,7000000,-7000000,None,None,None,16000000,138000000,14000000,WDC
2008-09-30,USD,424000000,2109000000,1685000000,1685000000,234000000,57000000,133000000,190000000,None,None,None,8000000,None,None,None,117000000,230000000,19000000,None,None,None,234000000,351000000,211000000,WDC
