fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2012-03-31,USD,236000000,17000000,None,-4000000,-13000000,48000000,58000000,-18000000,-11191000,132000000,-58000000,-204000000,None,243000000,243000000,None,23019000,23019000,None,None,0,None,-208000000,None,-28000000,None,132000000,FI
2011-12-31,USD,281000000,67000000,None,113000000,84000000,201000000,48000000,89000000,None,281000000,-48000000,-159000000,None,49000000,49000000,None,25000000,25000000,None,None,145000000,None,-39000000,None,59000000,None,143000000,FI
2011-09-30,USD,135000000,19000000,None,-1000000,18000000,48000000,42000000,22000000,None,127000000,-462000000,-195000000,None,51000000,51000000,None,None,None,None,None,46000000,None,-38000000,None,-394000000,None,127000000,FI
2011-06-30,USD,99000000,82000000,None,-77000000,30000000,49000000,46000000,20000000,None,90000000,-44000000,74000000,None,181000000,181000000,None,998000000,998000000,None,None,None,None,-163000000,None,165000000,None,90000000,FI
2011-03-31,USD,283000000,15000000,None,53000000,-24000000,47000000,56000000,-48000000,None,112000000,-111000000,-218000000,None,252000000,252000000,None,None,None,None,None,None,None,-220000000,None,-46000000,None,112000000,FI
2010-12-31,USD,267000000,71000000,None,29000000,20000000,197000000,46000000,29000000,None,267000000,39000000,-516000000,None,159000000,159000000,None,None,None,None,None,None,None,-138000000,None,-186000000,None,116000000,FI
2010-09-30,USD,141000000,19000000,None,28000000,40000000,48000000,45000000,41000000,None,132000000,-64000000,218000000,None,48000000,48000000,None,748000000,748000000,None,None,None,None,-37000000,None,377000000,None,132000000,FI
2010-06-30,USD,137000000,74000000,None,-78000000,-25000000,83000000,42000000,-19000000,None,127000000,-43000000,-202000000,None,135000000,135000000,None,None,None,None,None,None,None,-126000000,None,-74000000,None,127000000,FI
2010-03-31,USD,257000000,18000000,None,21000000,-27000000,84000000,42000000,-39000000,-12000000,121000000,-33000000,-171000000,None,71000000,71000000,None,None,None,None,None,None,None,-50000000,None,54000000,None,121000000,FI
2009-12-31,USD,256000000,None,None,20000000,42000000,85000000,47000000,36000000,None,256000000,-43000000,-879000000,None,47000000,47000000,None,None,None,None,None,None,None,-32000000,None,3000000,None,118000000,FI
2009-09-30,USD,115000000,None,None,-8000000,-14000000,79000000,53000000,-13000000,None,115000000,809000000,-274000000,None,64000000,64000000,None,None,None,None,None,None,None,-52000000,None,-35000000,None,115000000,FI
2009-06-30,USD,110000000,None,None,None,None,85000000,53000000,None,None,140000000,None,-157000000,None,39000000,None,None,None,None,None,None,None,None,-39000000,None,-44000000,None,140000000,FI
2024-01-31,USD,-87790000,24172000,None,-179670000,349466000,62888000,108218000,119571000,60883000,446207000,-54397000,-187150000,None,0,0,None,None,None,None,None,None,None,9483000,9483000,None,None,449112000,SNPS
2023-10-31,USD,326061000,121379000,None,253232000,435676000,67087000,352994000,290943000,45833000,346495000,-300548000,-254294000,0,300000000,300000000,None,2603000,2603000,None,None,None,None,-211855000,88145000,None,None,349190000,SNPS
2023-07-31,USD,559522000,22636000,None,3939000,8276000,63111000,45152000,-103222000,29271000,333055000,-53841000,-351407000,0,300000000,300000000,None,None,None,None,None,None,None,-267967000,32033000,154274000,None,336252000,SNPS
2023-04-30,USD,702940000,22867000,None,-23519000,-235275000,59628000,47868000,-246649000,40038000,269948000,-91465000,-214395000,0,300000000,300000000,None,None,None,None,None,None,None,-189530000,110470000,397080000,None,272910000,SNPS
2023-01-31,USD,114751000,21053000,None,-63156000,300521000,57294000,43500000,237360000,8610000,268627000,-36247000,-376775000,0,260724000,305724000,None,None,None,None,None,None,None,-283386000,22338000,-298271000,None,271536000,SNPS
2022-10-31,USD,393505000,189996000,None,-242063000,157535000,58697000,458522000,129604000,-1202000,151557000,-41295000,-291069000,0,382734000,342734000,None,None,None,None,None,None,None,-266194000,76540000,61141000,None,153500000,SNPS
2022-07-31,USD,439694000,21017000,None,64829000,24623000,57746000,35567000,-47999000,7607000,219646000,-345313000,-266168000,0,217266000,257266000,None,None,None,None,None,None,None,-216560000,40706000,219646000,None,222626000,SNPS
2022-04-30,USD,749957000,21251000,None,11403000,-296623000,50277000,25616000,-296899000,1430000,293892000,-117990000,-164466000,0,290000000,250000000,None,None,None,None,None,None,None,-160125000,89875000,293892000,None,294781000,SNPS
2022-01-31,USD,155744000,20620000,None,131765000,469801000,61685000,41751000,466684000,-9155000,313341000,-68025000,-394597000,0,210000000,250000000,None,None,None,None,None,None,None,-219165000,30835000,-308598000,-1720000,313687000,SNPS
2021-10-31,USD,370559000,174971000,None,-79186000,58976000,52402000,324800000,-12710000,-3402000,201137000,-163158000,-159339000,0,214999000,214999000,None,None,None,None,None,None,None,-118256000,96743000,45077000,None,201447000,SNPS
2021-07-31,USD,421767000,21913000,None,117605000,18416000,51208000,22897000,-31359000,13143000,198392000,-265122000,-225672000,0,140000000,175000000,None,None,None,None,None,None,None,-164227000,10773000,176479000,-3472000,198646000,SNPS
2021-04-30,USD,526338000,21959000,None,105560000,-91189000,49438000,16281000,-172547000,541000,194802000,-17290000,-70673000,0,195211000,145211000,None,None,None,None,None,None,None,-57100000,88111000,172843000,-3544000,195078000,SNPS
2021-01-31,USD,173958000,20644000,None,-18846000,115348000,50628000,27779000,14910000,37764000,162028000,-103460000,-293064000,0,202871000,252871000,None,None,None,None,None,None,None,-237779000,15092000,-212565000,10001000,162345000,SNPS
2020-10-31,USD,202151000,95909000,None,-91035000,180543000,50830000,239573000,147139000,34728000,196555000,-35493000,10870000,-1000,42078000,42078000,None,1000,1000,None,None,None,None,32088000,74166000,168828000,None,197455000,SNPS
2020-07-31,USD,399423000,18637000,None,97437000,52012000,54078000,39571000,5134000,-4941000,252911000,-88192000,-130785000,0,20000000,0,None,None,None,None,None,None,None,24876000,24876000,233803000,13124000,252911000,SNPS
2020-04-30,USD,379919000,17925000,None,43216000,-116761000,52846000,26058000,-161831000,19676000,109920000,-103175000,-114171000,80000000,100000000,100000000,None,80000000,80000000,None,None,None,None,-16621000,83379000,91995000,-6437000,109920000,SNPS
2020-01-31,USD,9820000,16204000,None,64155000,270701000,52232000,54605000,246364000,5561000,104061000,-133558000,93480000,196490000,80000000,100000000,None,196490000,196490000,None,None,None,None,-85018000,14982000,-28245000,2013000,104061000,SNPS
2019-10-31,USD,221249000,None,None,-28060000,99863000,49543000,116635000,97945000,-22035000,160714000,-117635000,-59575000,0,120000000,-229185000,None,None,None,None,None,None,None,278195000,49010000,39064000,None,160714000,SNPS
2019-07-31,USD,370463000,None,None,169272000,-34069000,49292000,53396000,-65892000,-10927000,99929000,-51965000,-264747000,4137000,100000000,100000000,None,4137000,4137000,None,None,None,None,-75998000,24002000,99929000,1882000,99929000,SNPS
2019-04-30,USD,352820000,None,None,58607000,-147608000,51011000,39955000,-232527000,34531000,118210000,-36533000,-275656000,3680000,80000000,100000000,None,3680000,3680000,None,None,None,None,-23006000,76994000,118210000,-1789000,118210000,SNPS
2019-01-31,USD,-144019000,None,None,-219099000,284306000,51830000,29007000,209049000,15827000,153514000,-29744000,38086000,185080000,29185000,29185000,None,185080000,185080000,None,None,None,None,-22827000,6358000,-396611000,4882000,153514000,SNPS
2018-10-31,USD,130918000,None,None,28754000,69258000,58962000,684100000,54090000,17311000,254328000,-37615000,-104207000,5635000,33000000,-400000000,None,5635000,5635000,None,None,None,None,451107000,51107000,-18121000,-7260000,254328000,SNPS
2018-07-31,USD,244048000,None,None,99823000,-43111000,53416000,21857000,-63762000,7443000,79409000,-26112000,-83060000,165000000,132000000,165000000,None,165000000,165000000,None,None,None,None,-151253000,13747000,170435000,-9599000,79409000,SNPS
2018-04-30,USD,102472000,None,None,-10128000,83836000,52909000,20296000,70646000,25186000,102472000,-54780000,-37959000,0,55000000,35000000,None,None,None,None,None,None,None,11489000,46489000,-35091000,-5782000,102472000,SNPS
2018-01-31,USD,-101085000,None,None,-69406000,91038000,43920000,28316000,34811000,15811000,-3691000,-625018000,230364000,450000000,180000000,200000000,None,450000000,450000000,None,None,None,None,-187514000,12486000,-442464000,11555000,-3691000,SNPS
2017-10-31,USD,-283521000,None,None,119550000,62256000,45330000,91775000,40117000,-58268000,-120082000,55717000,-347230000,50000000,80000000,-280000000,None,50000000,50000000,None,None,None,None,327619000,47619000,-106630000,29000,-120082000,SNPS
2017-07-31,USD,116751000,None,None,157581000,48425000,47068000,20096000,38685000,None,116751000,-26544000,-92729000,20000000,120000000,100000000,None,20000000,20000000,None,None,None,None,-83536000,16464000,163661000,3080000,116751000,SNPS
2017-04-30,USD,53306000,None,None,42544000,39582000,47580000,14050000,41094000,None,53306000,-15666000,50962000,100000000,100000000,100000000,None,100000000,100000000,None,None,None,None,-44951000,55049000,163616000,5345000,53306000,SNPS
2017-01-31,USD,106437000,None,None,-198688000,-83368000,49464000,206835000,-122192000,-38824000,86588000,-202789000,15877000,150000000,80000000,100000000,None,150000000,150000000,None,None,None,None,-92795000,7205000,-148911000,-8881000,86588000,SNPS
2016-10-31,USD,72697000,67502000,None,137435000,131153000,49218000,19832000,120801000,31397000,72697000,-17056000,-101316000,0,100000000,-325000000,None,None,None,None,None,None,None,406117000,55399000,30303000,1013000,72697000,SNPS
2016-07-31,USD,64718000,4733000,None,129303000,24594000,50588000,34291000,16087000,None,64718000,-46922000,-86854000,125000000,120000000,125000000,None,125000000,125000000,None,None,None,None,-117617000,27120000,118371000,438000,64718000,SNPS
2016-04-30,USD,69376000,480000,None,16469000,-59519000,50790000,41775000,-63254000,None,69376000,-49216000,63488000,30000000,20000000,0,None,None,None,None,None,None,None,40508000,41278000,244960000,8254000,69376000,SNPS
2016-01-31,USD,-65419000,440000,None,-177326000,-11548000,56436000,35198000,-30365000,-18817000,60035000,-29481000,-182255000,30000000,160000000,200000000,None,1510000,1510000,None,None,None,None,-203725000,1486000,-253202000,-6296000,60035000,SNPS
2015-10-31,USD,49762000,66686000,None,98712000,60897000,57286000,233411000,73509000,38124000,49762000,-225893000,-75444000,50000000,80000000,-160000000,None,50000000,50000000,None,None,None,None,188490000,53350000,-150235000,-1315000,49762000,SNPS
2015-07-31,USD,55387000,0,None,111667000,-29433000,52484000,149242000,-33467000,None,55387000,-149466000,-36000000,160000000,36000000,36000000,None,160000000,160000000,None,None,None,None,-36000000,2408000,117578000,-2871000,55387000,SNPS
2015-04-30,USD,55596000,0,None,67476000,54834000,51522000,27631000,57348000,None,55596000,-43339000,-39339000,0,0,0,None,144000000,144000000,None,None,None,None,43464000,43464000,72021000,-380000,55596000,SNPS
2015-01-31,USD,-160950000,0,None,-200148000,9600000,50529000,20516000,-40857000,-50457000,65189000,-140931000,57805000,250000000,144000000,180000000,None,250000000,250000000,None,None,None,None,-169458000,10542000,-188938000,-18469000,65189000,SNPS
2014-10-31,USD,172912000,None,None,146368000,93421000,52076000,46016000,89852000,24701000,62455000,-67153000,-11031000,0,40000000,-79747000,None,None,None,None,None,None,None,-3253000,58394000,82716000,-12012000,62455000,SNPS
2014-07-31,USD,65656000,None,None,125295000,-84859000,49165000,29121000,-84411000,None,65656000,-37660000,-220034000,0,0,0,None,25000000,25000000,None,None,None,None,-7990000,-7990000,81413000,-1023000,65656000,SNPS
2014-04-30,USD,63317000,None,None,48690000,65470000,47871000,15621000,67487000,None,63317000,-383073000,-25000000,0,25000000,25000000,None,None,None,None,None,None,None,-25000000,31745000,-71420000,1449000,63317000,SNPS
2014-01-31,USD,-73892000,None,None,-179894000,12420000,43714000,16155000,-7910000,-20330000,67696000,-9364000,-41025000,0,54747000,54747000,None,4224000,4224000,None,None,None,None,-33166000,21581000,-129388000,-5107000,67696000,SNPS
2013-10-31,USD,191335000,None,None,57589000,-24761000,45648000,18763000,-29383000,None,56890000,-17996000,-45755000,0,75017000,-69999000,None,None,None,None,None,None,None,-33632000,41385000,130071000,2487000,56890000,SNPS
2013-07-31,USD,263078000,None,None,167506000,21963000,47602000,19092000,31080000,None,52297000,-19092000,-31270000,0,35000000,35000000,None,None,None,None,None,None,None,-35000000,15336000,211352000,-1364000,52297000,SNPS
2013-04-30,USD,133730000,None,None,-17178000,-8733000,47090000,16408000,-18946000,None,68691000,-14186000,15457000,0,0,0,None,None,None,None,None,None,None,24580000,59578000,130653000,-4348000,68691000,SNPS
2013-01-31,USD,-91438000,None,None,-208238000,13472000,47064000,14805000,-20341000,-33813000,69922000,-14805000,-36417000,0,0,0,None,None,None,None,None,None,None,15615000,15615000,-150017000,-7357000,69922000,SNPS
2012-10-31,USD,102932000,None,None,82214000,61798000,41764000,22467000,67796000,13830000,29081000,-408138000,38765000,128656000,0,0,None,3938000,3938000,None,None,None,None,47340000,47340000,-263385000,3056000,28577000,SNPS
2012-07-31,USD,295680000,None,None,148870000,-36457000,40214000,13902000,-25917000,None,75656000,-33286000,-93413000,-107500000,0,0,None,250000000,250000000,None,None,None,None,17376000,17376000,167173000,-1808000,75656000,SNPS
2012-04-30,USD,126774000,None,None,50025000,-445000,42897000,9373000,414000,None,20971000,-436185000,298111000,None,20000000,20000000,None,290000000,290000000,None,None,None,None,-20000000,70074000,-14745000,-3445000,20971000,SNPS
2012-01-31,USD,-39318000,None,None,-130563000,23531000,31965000,11751000,11102000,-14133000,56694000,-1514000,25000,None,20000000,33300000,None,None,None,None,None,None,None,21106000,41106000,-43738000,-2931000,56694000,SNPS
2011-10-31,USD,73026000,None,None,6884000,28206000,31591000,15125000,25754000,-174531000,39942000,-49734000,-57868000,None,66851000,-301650000,None,1842000,1842000,None,None,None,None,344004000,42354000,-34809000,-233000,39942000,SNPS
2011-07-31,USD,310435000,None,None,174579000,-40949000,31961000,22993000,-35684000,None,52082000,-27666000,-92299000,None,100000000,100000000,None,None,None,None,None,None,None,-100000000,10983000,195854000,5384000,52082000,SNPS
2011-04-30,USD,96488000,None,None,37860000,40318000,33322000,11182000,39518000,72599000,81114000,7160000,-114264000,None,169988000,169988000,None,None,None,None,None,None,None,-113609000,56379000,-6580000,4036000,81114000,SNPS
2011-01-31,USD,-39633000,None,None,-113690000,9092000,31676000,10930000,-10614000,-31615000,48226000,-18579000,-13188000,None,64997000,64997000,None,655000,655000,None,None,None,None,-12533000,52464000,-74795000,-3395000,48226000,SNPS
2010-10-31,USD,96892000,None,None,9510000,-11661000,29429000,12366000,-2979000,-137424000,25401000,-213903000,-1437000,None,59442000,59442000,None,21411000,21411000,None,None,None,None,-1354000,58088000,-108034000,10414000,25401000,SNPS
2010-07-31,USD,207916000,None,None,None,None,21554000,14501000,None,None,39327000,64343000,-63232000,None,75000000,75000000,None,None,None,None,None,None,None,-75000000,14031000,214010000,4983000,39327000,SNPS
2023-12-31,USD,272091000,66988000,None,-46408000,32098000,38509000,33869000,None,18602000,323899000,-98676000,-137605000,0,125007000,125007000,None,None,None,None,1616000,None,None,-92451000,None,None,None,323899000,CDNS
2023-09-30,USD,395914000,4660000,None,81177000,42540000,36351000,21979000,None,30312000,254321000,-183832000,-114363000,0,125008000,125008000,None,None,None,None,53839000,0,None,-71169000,None,None,None,254321000,CDNS
2023-06-30,USD,413770000,12424000,None,89466000,12553000,36032000,19936000,49927000,17380000,221120000,-94069000,-354253000,-30000000,325109000,325109000,None,9357000,9357000,None,12132000,0,None,-312977000,None,-34552000,None,221120000,CDNS
2023-03-31,USD,267401000,5142000,None,-117018000,-14527000,34400000,26719000,-8719000,-399000,241804000,-35672000,-197352000,-70000000,125010000,125010000,None,None,None,None,65370000,0,None,-59640000,None,34377000,None,241804000,CDNS
2022-12-31,USD,263635000,47046000,None,135278000,103153000,33910000,36920000,-81162000,15053000,240392000,-64176000,-357151000,-50000000,300029000,300029000,None,None,None,None,1649000,0,None,-282366000,None,-157692000,None,240392000,CDNS
2022-09-30,USD,317110000,535000,None,10611000,15194000,30488000,44343000,6727000,8387000,186305000,-605506000,313471000,0,150013000,150013000,None,300000000,300000000,None,53458000,0,None,-96555000,None,25075000,None,186305000,CDNS
2022-06-30,USD,324541000,7815000,None,71061000,5173000,32865000,24072000,-35610000,4213000,186920000,-49072000,-352683000,None,350033000,350033000,None,None,None,None,4551000,None,None,-345482000,None,-77214000,None,186920000,CDNS
