fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2019-03-31,USD,187345000,None,None,3691000,5910000,120938000,35310000,-42725000,47064000,249973000,-42092000,-85138000,None,299399000,299399000,None,274050000,274050000,None,None,274050000,None,-283562000,None,249973000,1203000,61517000,QRVO
2018-12-31,USD,333223000,None,None,-38193000,-91273000,132500000,71961000,-71030000,-6918000,69517000,-72707000,-168567000,None,151993000,151993000,None,None,None,None,None,None,None,-144947000,None,69517000,-153000,69517000,QRVO
2018-09-30,USD,214537000,None,None,35605000,87790000,133400000,70102000,131025000,-30143000,32084000,-22795000,32344000,None,86678000,86678000,None,631300000,631300000,None,None,None,None,-78161000,None,32084000,-202000,32084000,QRVO
2018-06-30,USD,75259000,None,None,-38819000,55939000,209625000,43564000,14849000,29587000,-29993000,-109960000,-555303000,0,100004000,100004000,None,None,None,None,None,None,None,-90115000,None,-592018000,-2014000,-29993000,QRVO
2018-03-31,USD,258958000,111686000,None,-11514000,-57276000,175164000,32177000,-103957000,48861000,241140000,-31038000,-143788000,0,50972000,50972000,None,None,None,None,None,None,None,-35681000,None,241140000,589000,-12501000,QRVO
2017-12-31,USD,270068000,None,None,54530000,-61901000,183642000,45439000,-11168000,-36760000,-33082000,-31124000,27003000,None,80010000,80010000,None,None,None,None,None,None,None,-70756000,None,-33082000,511000,-33082000,QRVO
2017-09-30,USD,219858000,None,None,70230000,80659000,135800000,67791000,86318000,-10250000,35919000,-97855000,-60260000,0,57000000,57000000,None,None,None,None,None,None,None,-44659000,None,35919000,510000,35919000,QRVO
2017-06-30,USD,103636000,None,None,-21880000,39189000,177217000,124428000,15901000,40036000,234377000,-117392000,-19803000,None,31925000,31925000,None,None,None,None,None,None,None,-11399000,None,-32832000,750000,-30624000,QRVO
2017-03-31,USD,247071000,None,None,-64830000,-60338000,187068000,165747000,-63501000,25593000,321696000,-167094000,-30574000,None,50866000,50866000,None,None,None,None,None,None,None,-30135000,None,49652000,253000,55908000,QRVO
2016-12-31,USD,220362000,-44000,None,-15877000,-122858000,122000000,136536000,-70546000,-30840000,-78638000,-136429000,-56044000,0,67091000,67091000,None,None,None,None,None,None,None,-55751000,None,26592000,-1320000,-78638000,QRVO
2016-09-30,USD,249998000,None,None,118934000,67877000,119800000,119979000,91419000,-18581000,311299000,-111824000,-102186000,None,91400000,91400000,None,None,None,None,None,None,None,-90285000,None,36185000,351000,11847000,QRVO
2016-06-30,USD,59389000,None,None,5700000,138349000,166087000,130440000,79501000,30270000,270375000,-75001000,23154000,None,0,0,None,None,None,None,None,None,None,25962000,None,7153000,-389000,-5675000,QRVO
2016-03-31,USD,159694000,None,None,53681000,59547000,158158000,84470000,20185000,19119000,226700000,-96284000,-489682000,None,500000000,500000000,None,50000000,50000000,None,None,None,None,-488599000,None,-425716000,424000,-24202000,QRVO
2015-12-31,USD,218006000,None,None,-81240000,-125010000,128500000,61468000,-141363000,13194000,222988000,-207962000,672616000,None,250069000,250069000,None,1000000000,1000000000,None,None,None,None,-239303000,None,682000000,-660000,-11127000,QRVO
2015-09-30,USD,168795000,None,None,11737000,56317000,128000000,80291000,30251000,30197000,261648000,100669000,-425445000,None,499931000,499931000,None,125000000,125000000,None,None,None,None,-488609000,None,-156005000,-24000,4448000,QRVO
2015-06-30,USD,141432000,None,None,10444000,85451000,165859000,89395000,54245000,21606000,6061000,-75137000,-40473000,-8000,50009000,50009000,None,None,None,None,None,None,None,-31623000,None,25788000,-34000,2036000,QRVO
2015-03-31,USD,138525000,None,None,-70718000,-119657000,161084000,120032000,-47471000,-55086000,278786000,78264000,-34408000,-288000,50874000,50874000,None,104000,104000,None,None,None,None,-24141000,None,181721000,-660000,6482000,QRVO
2014-12-31,USD,72138000,None,None,3554000,40575000,18514000,21857000,-2743000,10989000,87863000,-68821000,4200000,179000,0,None,None,None,None,None,None,None,None,2880000,None,7418000,-99000,87863000,QRVO
2014-09-30,USD,58700000,None,None,None,None,12300000,19300000,None,16370000,160051000,-43974000,-1469000,None,0,None,None,None,None,None,None,None,None,5900000,None,13116000,-141000,63311000,QRVO
2023-12-31,USD,-797923000,163830000,None,-134310000,None,105324000,51694000,None,None,157804000,278233000,800436000,0,None,None,None,150428000,150428000,None,None,823074000,None,-96795000,None,None,None,178070000,SQ
2023-09-30,USD,491165000,27893000,None,1575458000,None,115518000,37682000,None,None,-33760000,-173931000,-319563000,0,None,0,None,None,None,None,None,275170000,0,4454000,None,None,None,-28954000,SQ
2023-06-30,USD,113318000,78220000,None,234378000,None,94545000,29522000,None,None,-125842000,-45025000,-711927000,-11763000,None,0,None,None,None,None,None,241443000,0,59137000,None,-643634000,None,-122506000,SQ
2023-03-31,USD,294401000,35332000,None,-418948000,None,93173000,32253000,None,None,-19326000,623924000,-9083000,-5077000,None,0,None,None,None,None,None,47975000,0,6825000,None,909242000,None,-16838000,SQ
2022-12-31,USD,45369000,155186000,None,460975000,None,90907000,49106000,None,None,-117621000,-279554000,978988000,-14277000,None,0,None,43466000,43466000,None,None,909350000,0,32535000,None,744803000,None,-113823000,SQ
2022-09-30,USD,15737000,16170000,None,267059000,None,88721000,36289000,None,None,-18744000,164967000,358791000,-37300000,None,0,None,27278000,27278000,None,None,335236000,0,6116000,None,539495000,None,-14711000,SQ
2022-06-30,USD,-114626000,40959000,None,196353000,None,90839000,44233000,None,None,-209277000,209670000,-271643000,-56220000,None,0,None,None,None,None,None,192779000,0,39024000,None,-176599000,None,-208014000,SQ
2022-03-31,USD,229423000,4336000,None,136474000,None,70056000,41187000,None,None,-207363000,1130613000,-968556000,-372897000,None,0,None,None,None,None,None,183440000,0,4093000,None,391480000,None,-204199000,SQ
2021-12-31,USD,194354000,113847000,None,-675351000,None,39050000,36292000,None,None,-80984000,-54260000,42012000,-228125000,None,0,None,None,None,None,None,0,0,41853000,None,774088000,None,-76829000,SQ
2021-09-30,USD,407322000,1887000,None,-138416000,None,38112000,31400000,None,None,-2876000,-323580000,-310970000,-98025000,None,0,None,None,None,None,None,0,0,12711000,None,24124000,None,84000,SQ
2021-06-30,USD,275347000,-13500000,None,-33584000,None,28394000,32479000,None,None,203678000,-775016000,1801404000,59475000,None,0,None,None,None,None,None,0,0,39264000,None,222878000,None,204021000,SQ
2021-03-31,USD,-29193000,25454000,None,1018906000,812492000,29201000,204149000,None,None,39008000,-158023000,1119588000,300114000,None,0,None,None,None,None,None,0,0,32891000,None,-74772000,None,39008000,SQ
2020-12-31,USD,-87767000,18692000,None,287530000,217080000,22471000,52049000,None,21253000,293959000,-74923000,2345311000,-9402000,None,0,None,None,None,None,None,1130303000,132595000,187980000,None,1029574000,None,293959000,SQ
2020-09-30,USD,412710000,13221000,None,153640000,153666000,20624000,29792000,None,None,36515000,-229418000,-35388000,25732000,None,0,None,None,None,None,None,0,0,28515000,None,51946000,None,36515000,SQ
2020-06-30,USD,-273129000,12280000,None,1079039000,892889000,21056000,30424000,None,None,-11478000,-187678000,448692000,None,None,0,None,None,None,None,None,0,0,46679000,None,5422000,None,-11478000,SQ
2020-03-31,USD,121296000,12566000,None,212929000,573502000,20061000,26137000,None,None,-105891000,-114617000,918120000,None,None,0,None,None,None,None,None,986241000,99500000,130906000,None,924799000,None,-105891000,SQ
2019-12-31,USD,-76953000,11538000,None,4672000,670344000,18719000,16672000,None,3182000,390981000,391871000,329610000,None,None,0,None,None,None,None,None,0,0,36733000,None,440322000,None,390940000,SQ
2019-09-30,USD,238747000,9603000,None,-533744000,560894000,19125000,15664000,None,None,29397000,-200923000,-43804000,None,None,0,None,None,None,None,None,0,0,14860000,None,44697000,None,29397000,SQ
2019-06-30,USD,133392000,18740000,None,103876000,505891000,18783000,11994000,None,-4092000,-6740000,-25368000,-15553000,None,None,0,None,None,None,None,None,0,0,41593000,None,8060000,None,-6740000,SQ
2019-03-31,USD,32444000,1880000,None,948991000,529609000,18971000,18168000,None,4092000,-38122000,-70387000,-26852000,None,None,0,None,None,None,None,None,0,0,25328000,None,-64795000,None,-38151000,SQ
2018-12-31,USD,176420000,2537000,None,-566744000,495580000,22638000,24030000,None,-43106000,-28249000,-130593000,-174983000,None,None,0,None,None,None,None,None,0,0,151195000,None,-132223000,-3067000,-28204000,SQ
2018-09-30,USD,47628000,1248000,None,349962000,420635000,15835000,14030000,None,17589000,19643000,-609208000,-101073000,None,None,0,None,None,None,None,None,0,0,27581000,None,31343000,-649000,19643000,SQ
2018-06-30,USD,18979000,338000,None,127587000,417766000,12328000,15060000,None,-1828000,-5902000,-150554000,788773000,None,None,0,None,None,None,None,None,0,112125000,35845000,None,3398000,-4902000,-5906000,SQ
2018-03-31,USD,52053000,1624000,None,161214000,359676000,10160000,9667000,None,-7576000,-24011000,-15493000,3038000,None,None,0,None,None,None,None,None,0,0,31354000,None,40995000,1397000,-23986000,SQ
2017-12-31,USD,-2606000,281000,None,9428000,331564000,9632000,6472000,None,-23170000,-15697000,19898000,23812000,None,None,0,None,None,None,None,None,0,0,107859000,None,41571000,467000,-15663000,SQ
2017-09-30,USD,39727000,1213000,None,263131000,309329000,9085000,5742000,None,-6185000,-16098000,-104765000,3342000,None,None,0,None,None,None,None,None,0,0,22026000,None,-6998000,1505000,-16098000,SQ
2017-06-30,USD,46592000,658000,None,67442000,327206000,9125000,7375000,None,9459000,-15990000,-85350000,50196000,None,None,0,None,None,None,None,None,0,0,50583000,None,-6890000,1273000,-15962000,SQ
2017-03-31,USD,43998000,476000,None,-6127000,245924000,9437000,6508000,None,9667000,-15090000,-170394000,377583000,None,None,54808000,None,None,None,None,None,428250000,57244000,-15528000,None,252245000,1058000,-15090000,SQ
2016-12-31,USD,-104000,216000,None,95314000,24816000,9928000,5759000,None,19783000,-15167000,-2294000,47967000,None,None,0,None,None,None,None,None,None,0,48135000,None,23576000,-2974000,-15167000,SQ
2016-09-30,USD,55773000,297000,None,69360000,-5781000,9681000,3834000,None,32379000,-32323000,-15194000,32808000,None,None,0,None,None,None,None,None,None,0,32808000,None,95464000,-136000,-32323000,SQ
2016-06-30,USD,-18789000,90000,None,-33864000,17041000,9018000,8313000,None,-27647000,-27345000,-15740000,14816000,None,None,0,None,None,None,None,None,None,0,14940000,None,-28210000,1114000,-27345000,SQ
2016-03-31,USD,-13749000,362000,None,120459000,19628000,9118000,7927000,None,35294000,-96755000,-81013000,-4850000,None,None,0,None,None,None,None,None,None,0,556000,None,-100129000,1558000,-96755000,SQ
2023-12-31,USD,153313000,687000,None,2220000,-16694000,10228000,13806000,-5987000,-13594000,96905000,33969000,-54414000,None,None,None,None,50579000,50579000,None,None,None,None,-3741000,None,None,None,96905000,MPWR
2023-09-30,USD,175908000,629000,None,2338000,3047000,10000000,27091000,16647000,-30142000,121163000,-212958000,-47107000,None,0,0,None,49402000,49402000,None,0,None,None,3835000,None,None,None,121163000,MPWR
2023-06-30,USD,90185000,774000,None,-66578000,-13792000,9953000,7827000,-15102000,-3784000,99504000,-12051000,-49952000,None,0,0,None,49138000,49138000,None,0,None,None,4000,None,28182000,None,99504000,MPWR
2023-03-31,USD,218807000,864000,None,50187000,-14718000,9987000,8854000,1558000,-16063000,109802000,12314000,-32252000,None,0,0,None,36725000,36725000,None,0,None,None,4847000,None,198869000,None,109802000,MPWR
2022-12-31,USD,52203000,647000,None,-13243000,84361000,8765000,12841000,29295000,49832000,119099000,-50179000,-35856000,None,0,0,None,36401000,36401000,None,0,None,None,1013000,None,-33832000,None,119090000,MPWR
2022-09-30,USD,-18185000,649000,None,39933000,237806000,9659000,7281000,27898000,37807000,124376000,31000000,-32562000,None,0,0,None,36270000,36270000,None,0,None,None,4105000,None,-19747000,None,124337000,MPWR
2022-06-30,USD,105237000,533000,None,-19368000,47874000,9570000,11844000,5204000,48637000,114696000,18282000,-36118000,None,0,0,None,36469000,36469000,None,0,None,None,1013000,None,87401000,None,114679000,MPWR
2022-03-31,USD,107419000,932000,None,48982000,73219000,9120000,26877000,15506000,51797000,79566000,-11613000,-24249000,None,0,0,None,28825000,28825000,None,0,None,None,5104000,None,71557000,None,79566000,MPWR
2021-12-31,USD,28206000,693000,None,-2289000,77558000,8323000,17596000,24943000,51355000,72671000,-39748000,-27249000,None,0,0,None,28639000,28639000,None,0,None,None,2175000,None,-38791000,None,72671000,MPWR
2021-09-30,USD,117801000,612000,None,51029000,42987000,7727000,19374000,2314000,30731000,68770000,-86930000,-24808000,None,0,0,None,28503000,28503000,None,0,None,None,4604000,None,69463000,None,68770000,MPWR
2021-06-30,USD,96946000,698000,None,741000,-2537000,7120000,39298000,-6517000,2086000,55169000,-69342000,-27156000,None,0,0,None,28755000,28755000,None,0,None,None,2176000,None,55584000,None,55169000,MPWR
2021-03-31,USD,77057000,312000,None,34489000,37602000,5529000,18970000,17236000,18151000,45413000,-182866000,-10993000,None,0,0,None,23467000,23467000,None,0,None,None,13037000,None,-116802000,None,45413000,MPWR
2020-12-31,USD,79648000,429000,None,-4425000,-21106000,5401000,11481000,-26703000,8970000,42887000,94260000,-21919000,None,0,0,None,23309000,23309000,None,0,None,None,2310000,None,151989000,None,42887000,MPWR
2020-09-30,USD,77406000,394000,None,25358000,30726000,4956000,19622000,38398000,-4047000,55566000,-37316000,-19312000,None,0,0,None,23210000,23210000,None,0,None,None,4274000,None,56035000,None,55566000,MPWR
2020-06-30,USD,59330000,330000,None,27891000,21319000,4501000,14584000,793000,20586000,30167000,-31663000,-26270000,None,0,0,None,24840000,24840000,None,0,None,None,2352000,None,30464000,None,30167000,MPWR
2020-03-31,USD,51419000,373000,None,808000,15690000,4328000,9952000,1635000,3994000,35756000,-64458000,-4056000,None,0,0,None,17427000,17427000,None,0,None,None,13650000,None,-18080000,None,35756000,MPWR
2019-12-31,USD,60986000,338000,None,-9626000,-9316000,4050000,8677000,-5560000,-8111000,32436000,-79003000,-17043000,None,0,0,None,18653000,18653000,None,0,None,None,2089000,None,-33427000,None,32436000,MPWR
2019-09-30,USD,155817000,299000,None,22819000,720000,3823000,9491000,2872000,-7959000,29489000,-46039000,-14318000,None,0,0,None,17857000,17857000,None,0,None,None,3740000,None,34185000,None,29528000,MPWR
2019-07-10,USD,-39336000,None,None,None,None,3739000,19262000,3500000,-1034000,-26681000,-11289000,-15928000,None,None,None,None,18023000,18023000,None,None,None,None,2088000,None,-9564000,None,-26681000,MPWR
2019-03-31,USD,38836000,304000,None,6642000,11423000,3255000,58376000,3676000,6171000,26181000,-30781000,-761000,None,0,0,None,12761000,12761000,None,0,None,None,12010000,None,9064000,None,26181000,MPWR
2018-12-31,USD,47590000,None,None,3745000,-4699000,3253000,4469000,-4673000,-436000,27638000,7055000,-12890000,None,0,0,None,13094000,13094000,None,0,None,None,953000,None,41609000,None,27638000,MPWR
2018-09-30,USD,52151000,None,None,6024000,14003000,3228000,5059000,6427000,7894000,31568000,8057000,-10532000,None,0,0,None,12914000,12914000,None,0,None,None,2382000,None,48021000,None,31568000,MPWR
2018-06-30,USD,25418000,None,None,-1501000,19263000,3075000,5598000,5222000,17012000,24206000,-4650000,-12170000,None,0,0,None,13128000,13128000,None,0,None,None,958000,None,7054000,None,24206000,MPWR
2018-03-31,USD,16292000,None,None,6618000,27647000,2755000,7400000,11103000,12590000,21856000,-25202000,1033000,None,0,0,None,8339000,8339000,None,0,None,None,9372000,None,-6740000,None,21856000,MPWR
2017-12-31,USD,53373000,None,None,29752000,-13216000,4009000,40665000,-12720000,-589000,12071000,-66232000,-8641000,None,0,0,None,8662000,8662000,None,0,None,None,21000,None,-21665000,-165000,12071000,MPWR
2017-09-30,USD,33678000,None,None,2514000,13139000,4029000,4580000,8776000,7226000,23642000,5883000,-7130000,None,0,0,None,8449000,8449000,None,0,None,None,1319000,None,33312000,883000,23642000,MPWR
2017-06-30,USD,24878000,None,None,4434000,17667000,4019000,17104000,3864000,14101000,15014000,-22468000,-8568000,None,0,0,None,8636000,8636000,None,0,None,None,68000,None,-5709000,442000,15014000,MPWR
2017-03-31,USD,21892000,None,None,6576000,12387000,4044000,3424000,3865000,7057000,14477000,-51243000,-6986000,None,0,0,None,8179000,8179000,None,0,None,None,1443000,None,-35877000,460000,14477000,MPWR
2016-12-31,USD,30999000,387000,None,4994000,1871000,4132000,8076000,918000,801000,16573000,-18054000,-8075000,None,0,0,None,8465000,8465000,None,0,None,None,153000,None,3221000,-1646000,16573000,MPWR
2016-09-30,USD,-7098000,717000,None,3349000,3199000,3669000,10358000,1983000,764000,14373000,714000,-6108000,None,0,0,None,8154000,8154000,None,0,None,None,1329000,None,27433000,-92000,14373000,MPWR
2016-06-30,USD,11198000,None,None,4680000,20363000,3553000,13332000,2518000,7609000,11198000,-2560000,-7719000,None,0,0,None,8506000,8506000,None,0,None,None,576000,None,4238000,-481000,11198000,MPWR
2016-03-31,USD,58072000,None,None,3660000,-2668000,3320000,5346000,-1998000,-851000,10575000,-35826000,-6225000,None,0,0,None,7974000,7974000,None,0,None,None,1749000,None,-13052000,129000,10575000,MPWR
2015-12-31,USD,-18924000,1707000,None,4476000,-3281000,3305000,7614000,356000,-4168000,10110000,-3706000,-6238000,None,551000,551000,None,8112000,8112000,None,0,None,None,317000,None,14244000,-149000,10110000,MPWR
2015-09-30,USD,11201000,1573000,None,995000,6324000,3386000,1755000,3711000,2349000,11201000,-6360000,-18742000,None,13606000,13606000,None,8011000,8011000,None,0,None,None,-12304000,None,-4252000,-1200000,11201000,MPWR
2015-06-30,USD,7899000,None,None,-1812000,12939000,3471000,1952000,1420000,11562000,7899000,-15024000,-7821000,None,7724000,7724000,None,7983000,7983000,None,0,None,None,-2336000,None,-15098000,79000,7899000,MPWR
2015-03-31,USD,33093000,None,None,10428000,11819000,3621000,4703000,-286000,12467000,5963000,-32107000,-13851000,None,10405000,10405000,None,5859000,5859000,None,0,None,None,-7992000,None,-30300000,-23000,5963000,MPWR
2014-12-31,USD,8860000,None,None,-1896000,4457000,3442000,1781000,1354000,-658000,8860000,16767000,-12665000,None,8222000,8222000,None,5841000,5841000,None,0,None,None,-17084000,None,24454000,-184000,8860000,MPWR
2014-09-30,USD,11221000,None,None,2031000,2904000,3388000,1772000,2826000,343000,11221000,-9724000,-12192000,None,9180000,9180000,None,5817000,5817000,None,1780000,None,None,-4575000,None,-6051000,-144000,11221000,MPWR
2014-06-30,USD,6397000,None,None,5524000,-2602000,3118000,1442000,-637000,1376000,6397000,2831000,-12438000,None,12438000,12438000,None,None,None,None,3069000,None,None,-12438000,None,18978000,163000,6397000,MPWR
2014-03-31,USD,11985000,None,None,-7377000,282000,3182000,4516000,-1673000,81000,9018000,-19241000,-4751000,None,11358000,11358000,None,None,None,None,5554000,None,None,849000,None,-12328000,-321000,9018000,MPWR
2013-12-31,USD,7499000,None,None,9234000,-16341000,3200000,340000,1774000,18457000,7499000,-31942000,-7976000,None,12642000,12642000,None,None,None,None,5223000,None,None,30481000,None,-9233000,237000,7499000,MPWR
2013-09-30,USD,8021000,None,None,4623000,20617000,3249000,4623000,1637000,-2711000,7410000,-9021000,9475000,None,0,None,None,None,None,None,16470000,None,None,16500000,None,8711000,236000,7410000,MPWR
2013-06-30,USD,15513000,None,400000,-766000,-7790000,3002000,7366000,-2349000,-5304000,5489000,-13611000,6213000,None,0,None,None,None,None,None,6345000,None,None,6300000,None,8448000,333000,5489000,MPWR
2013-03-31,USD,6704000,132000,3314000,584000,134000,2709000,3435000,3285000,-2836000,2499000,250000,11138000,None,0,None,None,None,None,None,9839000,None,None,20806000,None,18183000,91000,2499000,MPWR
2012-12-31,USD,11462000,-34000,2,-3524000,2687000,2466000,1865000,-2178000,-515000,248000,19785000,-34473000,None,0,None,None,35664000,35664000,None,1157000,None,None,-11043000,None,-3143000,83000,248000,MPWR
2012-09-30,USD,1158000,-68000,0,-3431000,-3490000,2413000,6010000,146000,21869000,5921000,-10295000,5776000,None,0,None,None,None,None,None,4892000,None,None,5700000,None,-3397000,-36000,5921000,MPWR
2012-06-30,USD,6073000,-667000,300000,-1794000,40000,2269000,8309000,1469000,-7907000,6592000,-7137000,4023000,None,0,None,None,None,None,None,3356000,None,None,3400000,None,2913000,-46000,6592000,MPWR
2012-03-31,USD,6219000,-100000,649000,5873000,-6195000,2184000,4875000,4849000,-1443000,2995000,-29190000,5121000,None,0,None,None,None,None,None,3985000,None,None,5021000,None,-17640000,210000,2995000,MPWR
2011-12-31,USD,13266000,118000,51000,-2041000,5092000,2182000,2227000,-5177000,3459000,2453000,-10190000,245000,None,0,None,None,None,None,None,363000,None,None,1473000,None,3399000,78000,2453000,MPWR
2011-09-30,USD,8905000,329000,62000,-3221000,2029000,2175000,13524000,1169000,1158000,5473000,-14179000,588000,None,0,None,None,None,None,None,72000,None,None,100000,None,-4713000,-27000,5473000,MPWR
2011-06-30,USD,13284000,None,None,None,None,2105000,2215000,53000,-1597000,3482000,34035000,-23988000,None,24762000,None,None,None,None,None,735000,None,None,700000,None,23623000,292000,3482000,MPWR
2011-03-31,USD,8230000,None,None,None,None,2270000,3056000,705000,2679000,1893000,26556000,-8820000,None,13710000,None,None,None,None,None,3527000,None,None,-13710000,None,26052000,86000,1893000,MPWR
2010-12-31,USD,10243000,None,None,None,None,2392000,4207000,13941000,-6388000,3581000,6719000,-13598000,None,14529000,None,None,None,None,None,1074000,None,None,-14529000,None,3735000,371000,3581000,MPWR
2010-09-30,USD,15500000,None,None,None,None,2020000,5819000,-1967000,-4974000,13219000,-5791000,-14676000,None,None,None,None,None,None,None,1488000,None,None,None,None,-4687000,280000,13219000,MPWR
2010-06-30,USD,14518000,None,None,None,None,1881000,9183000,None,112000,6407000,None,8911000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6407000,MPWR
2023-12-31,USD,289594000,None,None,169500000,156649000,17012000,5333000,156163000,58654000,-84509000,-862430000,-114273000,None,101773000,101773000,None,None,None,None,None,0,None,-101773000,None,None,None,-84469000,TEAM
2023-09-30,USD,166956000,16147000,None,-77423000,-86432000,15084000,3669000,-109488000,-94387000,-31883000,-56903000,-65879000,None,65879000,65879000,None,None,None,None,None,0,None,-65879000,None,None,None,-31883000,TEAM
2023-06-30,USD,272775000,32075000,None,204630000,129195000,15304000,2585000,131495000,-4144000,-58961000,-23560000,-118071000,None,118258000,118258000,None,None,None,None,None,0,None,-118258000,None,None,None,-58952000,TEAM
2023-03-31,USD,352369000,27208000,None,95936000,6703000,15523000,2691000,-8460000,None,-209000000,14567000,-31746000,None,31748000,31748000,None,None,None,None,None,0,None,-31748000,None,None,None,-209037000,TEAM
