fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2021-08-01,USD,1686000000,285000000,3000000,315000000,509000000,11000000,137000000,447000000,64000000,1716000000,-194000000,-1731000000,None,1500000000,1500000000,None,219000000,219000000,None,0,None,None,-1500000000,None,-239000000,None,1716000000,AMAT
2021-05-02,USD,1187000000,387000000,4000000,243000000,553000000,13000000,204000000,330000000,128000000,1330000000,-219000000,-883000000,None,750000000,750000000,None,202000000,202000000,None,86000000,None,None,0,None,1330000000,None,1330000000,AMAT
2021-01-31,USD,1421000000,164000000,19000000,-78000000,-20000000,13000000,121000000,81000000,21000000,1130000000,-216000000,-343000000,0,0,0,None,201000000,201000000,None,0,None,None,0,None,862000000,None,1130000000,AMAT
2020-10-25,USD,1315000000,110000000,63000000,153000000,144000000,336000000,162000000,156000000,-48000000,2130000000,-141000000,-173000000,None,50000000,50000000,None,200000000,200000000,None,83000000,None,None,33000000,None,2130000000,None,1131000000,AMAT
2020-07-26,USD,867000000,296000000,0,177000000,348000000,14000000,87000000,179000000,217000000,841000000,8000000,-1806000000,None,200000000,200000000,None,202000000,202000000,None,0,None,None,-200000000,None,841000000,None,841000000,AMAT
2020-04-26,USD,635000000,296000000,4000000,-65000000,224000000,12000000,71000000,-54000000,254000000,755000000,165000000,1172000000,None,199000000,199000000,None,193000000,193000000,None,76000000,None,None,-123000000,None,755000000,None,755000000,AMAT
2020-01-26,USD,987000000,129000000,1000000,106000000,213000000,14000000,102000000,146000000,-2000000,892000000,-162000000,-530000000,None,200000000,200000000,None,192000000,192000000,None,15000000,None,None,-185000000,None,295000000,None,892000000,AMAT
2019-10-27,USD,826000000,145000000,2000000,65000000,95000000,320000000,97000000,160000000,-66000000,1634000000,-86000000,-625000000,None,500000000,500000000,None,194000000,194000000,None,72000000,None,None,-428000000,None,1634000000,None,698000000,AMAT
2019-07-28,USD,787000000,254000000,2000000,115000000,45000000,15000000,93000000,107000000,-138000000,571000000,-162000000,-727000000,None,528000000,528000000,None,196000000,196000000,None,0,None,None,-528000000,None,571000000,None,571000000,AMAT
2019-04-28,USD,800000000,274000000,10000000,-145000000,-130000000,14000000,118000000,-181000000,-26000000,666000000,-129000000,-747000000,None,625000000,625000000,None,189000000,189000000,None,73000000,None,None,-552000000,None,666000000,None,666000000,AMAT
2019-01-27,USD,834000000,68000000,8000000,-105000000,-14000000,14000000,133000000,121000000,-18000000,771000000,-66000000,-1016000000,None,750000000,750000000,None,192000000,192000000,None,0,None,None,-750000000,None,-248000000,None,771000000,AMAT
2018-10-28,USD,1077000000,95000000,12000000,87000000,-163000000,308000000,165000000,-317000000,155000000,1780000000,-129000000,-882000000,None,751000000,751000000,None,195000000,195000000,None,68000000,None,None,-683000000,None,66000000,None,757000000,AMAT
2018-07-29,USD,633000000,97000000,10000000,-281000000,342000000,50000000,133000000,217000000,319000000,1173000000,-674000000,-1455000000,None,1250000000,1250000000,None,199000000,199000000,None,0,None,None,-1250000000,None,-1496000000,None,1016000000,AMAT
2018-04-29,USD,611000000,215000000,1000000,217000000,918000000,49000000,121000000,482000000,329000000,1129000000,22000000,-2562000000,None,2500000000,2500000000,None,105000000,105000000,None,0,None,None,-2444000000,None,-1929000000,None,1100000000,AMAT
2018-01-28,USD,1466000000,112000000,40000000,1067000000,-80000000,50000000,203000000,-156000000,211000000,135000000,1352000000,-1029000000,None,782000000,782000000,None,106000000,106000000,None,None,None,None,-782000000,None,1789000000,None,165000000,AMAT
2017-10-29,USD,709000000,106000000,44000000,-241000000,177000000,264000000,124000000,63000000,-16000000,1787000000,-529000000,-448000000,None,385000000,385000000,None,107000000,107000000,None,None,None,None,-335000000,None,-268000000,None,982000000,AMAT
2017-07-30,USD,1377000000,141000000,9000000,510000000,229000000,49000000,80000000,-124000000,266000000,925000000,-349000000,-694000000,None,375000000,375000000,None,107000000,107000000,None,None,None,None,-374000000,None,334000000,None,925000000,AMAT
2017-04-30,USD,911000000,75000000,6000000,263000000,341000000,46000000,77000000,9000000,328000000,824000000,-1281000000,1823000000,0,282000000,282000000,None,108000000,108000000,None,46000000,None,None,-236000000,None,1453000000,None,824000000,AMAT
2017-01-29,USD,792000000,113000000,2000000,164000000,337000000,48000000,64000000,89000000,231000000,703000000,-367000000,-340000000,None,130000000,130000000,None,108000000,108000000,None,None,None,None,-130000000,None,85000000,None,703000000,AMAT
2016-10-30,USD,897000000,59000000,9000000,492000000,469000000,247000000,88000000,430000000,24000000,1399000000,11000000,-330000000,None,171000000,171000000,None,108000000,108000000,None,None,None,None,-127000000,None,578000000,None,610000000,AMAT
2016-07-31,USD,981000000,88000000,1000000,349000000,18000000,47000000,50000000,-63000000,100000000,505000000,-322000000,-301000000,0,196000000,196000000,None,108000000,108000000,None,0,None,None,-196000000,None,358000000,None,505000000,AMAT
2016-05-01,USD,481000000,96000000,98000000,347000000,332000000,47000000,47000000,288000000,90000000,1004000000,-5000000,-968000000,None,900000000,900000000,None,113000000,113000000,None,None,None,None,-856000000,None,-492000000,None,320000000,AMAT
2016-01-31,USD,207000000,88000000,5000000,-341000000,-112000000,48000000,68000000,-113000000,2000000,286000000,-109000000,-1933000000,0,625000000,625000000,None,115000000,115000000,None,0,None,None,-625000000,None,-1835000000,None,286000000,AMAT
2015-10-25,USD,471000000,158000000,2000000,-30000000,-61000000,233000000,51000000,-261000000,94000000,959000000,-57000000,1809000000,None,700000000,700000000,None,119000000,119000000,None,None,None,None,-697000000,None,2223000000,None,336000000,AMAT
2015-07-26,USD,334000000,93000000,5000000,-117000000,75000000,46000000,51000000,194000000,26000000,329000000,-84000000,-744000000,None,625000000,625000000,None,123000000,123000000,None,None,None,None,-667000000,None,-493000000,None,329000000,AMAT
2015-04-26,USD,298000000,137000000,2000000,177000000,438000000,46000000,64000000,218000000,72000000,364000000,-90000000,-69000000,None,0,0,None,123000000,123000000,None,None,None,None,0,None,138000000,-1000000,364000000,AMAT
2015-01-25,USD,60000000,167000000,3000000,-364000000,-17000000,46000000,49000000,-90000000,74000000,348000000,-50000000,-83000000,None,0,0,None,122000000,122000000,None,None,None,None,None,None,-73000000,None,348000000,AMAT
2014-10-26,USD,407000000,94000000,78000000,-20000000,118000000,239000000,63000000,32000000,21000000,959000000,-53000000,-78000000,None,0,0,None,122000000,122000000,None,None,None,None,0,None,276000000,None,256000000,AMAT
2014-07-27,USD,584000000,88000000,21000000,65000000,-14000000,45000000,65000000,7000000,-18000000,301000000,-192000000,-119000000,None,0,0,None,121000000,121000000,None,None,None,None,2000000,None,273000000,None,301000000,AMAT
2014-04-27,USD,437000000,40000000,3000000,127000000,107000000,45000000,65000000,105000000,32000000,262000000,-69000000,-59000000,None,0,0,None,122000000,122000000,None,None,None,None,63000000,None,309000000,None,262000000,AMAT
2014-01-26,USD,372000000,65000000,9000000,57000000,-41000000,46000000,48000000,-123000000,119000000,253000000,153000000,-92000000,None,0,0,None,120000000,120000000,None,None,None,None,28000000,None,433000000,None,253000000,AMAT
2013-10-27,USD,19000000,19000000,35000000,38000000,592000000,257000000,56000000,455000000,56000000,795000000,57000000,-110000000,None,47000000,47000000,None,120000000,120000000,None,None,None,None,-47000000,None,-34000000,0,183000000,AMAT
2013-07-28,USD,364000000,69000000,0,101000000,-113000000,46000000,41000000,-105000000,39000000,168000000,-34000000,-130000000,None,50000000,50000000,None,120000000,120000000,None,None,None,None,-50000000,None,200000000,0,168000000,AMAT
2013-04-28,USD,224000000,129000000,2000000,142000000,315000000,54000000,51000000,166000000,40000000,-129000000,-61000000,-141000000,None,100000000,100000000,None,108000000,108000000,None,None,None,None,-100000000,None,22000000,0,-129000000,AMAT
2013-01-27,USD,16000000,71000000,65000000,-206000000,-186000000,53000000,49000000,-112000000,6000000,34000000,253000000,-138000000,None,48000000,48000000,None,108000000,108000000,None,None,None,None,-48000000,None,131000000,0,34000000,AMAT
2012-10-28,USD,411000000,17000000,74000000,-73000000,-423000000,97000000,41000000,-310000000,-108000000,586000000,37000000,-582000000,None,516000000,516000000,None,111000000,111000000,None,None,None,None,-516000000,None,-137000000,-3000000,-515000000,AMAT
2012-07-29,USD,656000000,93000000,1000000,-48000000,-468000000,105000000,45000000,-250000000,-214000000,218000000,-281000000,-609000000,None,500000000,500000000,None,115000000,115000000,None,None,None,None,-500000000,None,-232000000,2000000,218000000,AMAT
2012-04-29,USD,603000000,153000000,1000000,50000000,132000000,55000000,39000000,220000000,-178000000,289000000,-259000000,-261000000,None,200000000,200000000,None,104000000,104000000,None,None,None,None,-200000000,None,80000000,-3000000,289000000,AMAT
2012-01-29,USD,181000000,74000000,3000000,-408000000,778000000,112000000,37000000,-153000000,-179000000,117000000,-4157000000,-302000000,None,200000000,200000000,None,104000000,104000000,None,None,None,None,-200000000,None,-4279000000,-1000000,117000000,AMAT
2011-10-30,USD,701000000,107000000,285000000,-261000000,-358000000,59000000,73000000,-275000000,-147000000,851000000,489000000,-250000000,None,175000000,175000000,None,106000000,106000000,None,None,None,None,-175000000,None,942000000,2000000,456000000,AMAT
2011-07-31,USD,599000000,105000000,2000000,-38000000,-41000000,59000000,55000000,-102000000,64000000,476000000,252000000,1606000000,0,25000000,25000000,None,105000000,105000000,None,5000000,None,None,-20000000,None,2460000000,3000000,476000000,AMAT
2011-05-01,USD,704000000,398000000,1000000,122000000,119000000,65000000,57000000,-29000000,146000000,-48000000,45000000,-166000000,None,118000000,118000000,None,93000000,93000000,None,None,None,None,-118000000,None,584000000,1000000,489000000,AMAT
2011-01-30,USD,425000000,165000000,1000000,-153000000,214000000,63000000,24000000,114000000,100000000,506000000,-79000000,-230000000,None,150000000,150000000,None,93000000,93000000,None,None,None,None,-150000000,None,116000000,0,506000000,AMAT
2010-10-31,USD,525000000,140629000,1660000,140958000,93098000,68773000,35000000,120034000,-45000000,1216798000,-15000000,-214000000,-441000,150000000,150000000,None,94000000,93490000,None,30000000,None,None,-42168000,None,294000000,-2000000,468000000,AMAT
2010-08-01,USD,299000000,157000000,3000000,219000000,180000000,72564000,36000000,283000000,-101000000,752128000,-137000000,-193000000,-1000000,100000000,100000000,None,94000000,93963000,None,None,None,None,-100000000,None,-32000000,-1003000,123000000,AMAT
2010-05-02,USD,527000000,104958000,130000000,202023000,368452000,86766000,45000000,373953000,26000000,-18000000,-221000000,-109000000,-5977000,0,None,None,80000000,80605000,None,None,None,None,-100000000,None,197000000,3000,264000000,AMAT
2010-01-31,USD,372000000,42000,44000000,134977000,-178452000,76412000,53000000,-193953000,-25000000,82751000,-489000000,-60000000,977000,0,None,None,81000000,80464000,None,0,None,None,19855000,None,-177000000,None,83000000,AMAT
2009-10-25,USD,240204000,None,None,None,None,71594000,61196000,None,-121490000,558836000,-171805000,-47503000,None,94000,None,None,79244000,79751000,None,None,None,None,32400000,None,21154000,258000,137862000,AMAT
2023-09-30,CNY,32537857000,None,None,None,None,None,0,None,None,None,-4820500000,385000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15537122000,PDD
2023-06-30,CNY,23395981000,None,None,None,None,None,0,None,None,None,-11519860000,7233000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13108086000,PDD
2023-03-31,CNY,3849426000,None,None,None,None,2735084000,635716000,None,None,None,-11519860000,1379000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,28938611000,PDD
2022-12-31,CNY,1338022000,None,None,None,None,2735084000,635716000,None,None,None,-8559916000,53000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8101027000,PDD
2022-09-30,CNY,11651823000,None,None,None,None,2735084000,635716000,None,None,None,-356394000,258000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10588574000,PDD
2022-06-30,CNY,19373871000,None,None,None,None,None,0,None,None,None,-8593271000,268000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8896340000,PDD
2022-03-31,CNY,16399775000,None,None,None,None,800468000,43046000,None,None,None,-4852089000,193000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6619546000,PDD
2021-12-31,CNY,-9068096000,None,None,None,None,800468000,43046000,None,None,None,-12692505000,43000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2599451000,PDD
2021-09-30,CNY,8736568000,None,None,None,None,1844243000,3287232000,None,None,None,-13764757000,146000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1639960000,PDD
2021-06-30,CNY,7371215000,None,None,None,None,1844243000,3287232000,None,None,None,-3484056000,-636619000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2414580000,PDD
2021-03-31,CNY,14946569000,None,None,None,None,318192000,24987000,None,267108000,None,-5621047000,42174783000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1376356000,PDD
2020-12-31,CNY,14946569000,None,None,None,None,318192000,24987000,None,267108000,None,-26622837000,42174783000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1376356000,PDD
2020-09-30,CNY,8321792000,None,None,None,None,800468000,43046000,None,None,None,-455054000,42174783000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-784708000,PDD
2020-06-30,CNY,5495336000,None,None,None,None,800468000,43046000,None,None,None,-9695818000,8418741000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-899349000,PDD
2020-03-31,CNY,9598013000,None,None,None,None,497003000,27331000,None,None,None,-1584192000,893899000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1751637000,PDD
2019-12-31,CNY,9598013000,None,None,None,None,497003000,27331000,0,0,None,-11461872000,893899000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-1751637000,PDD
2019-09-30,CNY,2618232000,None,None,None,None,0,0,0,0,None,-16175856000,6967004000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-2335008000,PDD
2019-06-30,CNY,4147982000,None,None,None,None,0.03,0,0,0,None,-1139423000,7993828000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-1003250000,PDD
2019-03-31,CNY,5732397000,None,None,None,None,-41702000,1556000,0,-704445000,None,457473000,-13936000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-2423893000,PDD
2018-12-31,CNY,5732397000,None,None,None,None,-41702000,1556000,0,-704445000,None,-106600.48,-13936000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-2423893000,PDD
2018-09-30,CNY,249742000,None,None,None,None,49437318.93,1948492.48,0,0,None,-905118432.35,11537514000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-1098323000,PDD
2018-06-30,CNY,360904000,None,None,None,None,50926814.64,2007198.56,0,0,None,-43663767.25,-3789000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,-6493888000,PDD
2018-03-31,CNY,628924000,None,None,None,None,41702000,1556000,None,704445000,None,-127626144.42,5824568000,None,None,None,None,0,0,None,None,None,None,0,None,None,None,-201021000,PDD
2017-12-31,CNY,-675950000,None,None,None,None,2265000,1371000,None,None,None,11013000,-300000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13591000,PDD
2017-09-30,CNY,-682119000,None,None,None,None,1562000,6633000,None,None,None,-202849000,-14051000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-221442000,PDD
2017-06-30,CNY,1283568000,None,None,None,None,41702000,1556000,None,None,None,701624000,645704000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-109541000,PDD
2017-03-31,CNY,389980000,None,None,None,None,546000,2198000,None,218149000,None,-415198000,767507000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-207723000,PDD
2016-12-31,CNY,126714000,None,None,None,None,756000,331000,None,None,None,-307301000,70077000,None,None,None,None,2639000,2639000,None,None,None,None,None,None,None,None,-291977000,PDD
2023-12-31,USD,1605000000,21000000,None,1348000000,1119000000,154000000,261000000,852000000,355000000,295000000,-444000000,-381000000,None,256000000,256000000,None,None,None,None,None,None,None,-255000000,None,None,None,295000000,NOW
2023-09-30,USD,311000000,32000000,None,-226000000,273000000,146000000,136000000,83000000,-142000000,242000000,-525000000,-333000000,None,None,None,None,None,None,None,0,None,0,-206000000,None,None,None,242000000,NOW
2023-06-30,USD,580000000,22000000,None,-173000000,1088000000,136000000,132000000,-16000000,83000000,1044000000,-674000000,-94000000,None,None,None,None,None,None,None,0,None,0,0,None,-188000000,None,1044000000,NOW
2023-03-31,USD,902000000,30000000,None,-6000000,-403000000,126000000,165000000,-619000000,None,150000000,-524000000,5000000,None,None,None,None,None,None,None,0,None,0,117000000,None,383000000,None,150000000,NOW
2022-12-31,USD,1162000000,20000000,None,1116000000,930000000,118000000,144000000,785000000,None,150000000,-874000000,-75000000,None,None,None,None,None,None,None,0,None,0,0,None,None,None,150000000,NOW
2022-09-30,USD,265000000,30000000,None,-136000000,199000000,109000000,162000000,66000000,None,80000000,-629000000,-40000000,None,None,None,None,None,None,None,0,None,0,71000000,None,-404000000,None,80000000,NOW
2022-06-30,USD,433000000,19000000,None,6000000,178000000,105000000,151000000,51000000,None,20000000,-800000000,-178000000,None,None,None,None,None,None,None,0,None,0,1000000,None,-545000000,None,20000000,NOW
2022-03-31,USD,863000000,30000000,None,90000000,-377000000,101000000,93000000,-562000000,None,75000000,-280000000,-51000000,None,None,None,None,None,None,None,0,None,0,105000000,None,532000000,None,75000000,NOW
2021-12-31,USD,844000000,24000000,None,929000000,869000000,126000000,107000000,620000000,213000000,26000000,-359000000,-155000000,None,None,None,None,None,None,None,0,None,0,2000000,None,330000000,None,26000000,NOW
2021-09-30,USD,320000000,40000000,None,-74000000,158000000,125000000,94000000,5000000,-36000000,63000000,-197000000,-78000000,None,None,None,None,None,None,None,0,None,0,70000000,None,146000000,None,63000000,NOW
2021-06-30,USD,300000000,19000000,None,-4000000,304000000,115000000,91000000,130000000,30000000,59000000,-614000000,-149000000,None,None,None,None,None,None,None,0,None,0,0,None,137000000,None,59000000,NOW
2021-03-31,USD,727000000,33000000,None,164000000,-238000000,106000000,107000000,-354000000,-198000000,82000000,-437000000,-124000000,None,None,None,None,None,None,None,0,None,0,95000000,None,166000000,None,82000000,NOW
2020-12-31,USD,685000000,17000000,None,609078000,536117000,93000000,140690000,362000000,193674000,16648000,-177000000,-203000000,None,None,None,None,None,None,None,0,None,0,3266000,None,305514000,None,17145000,NOW
2020-09-30,USD,241000000,16000000,None,-38235000,79690000,84000000,91656000,-10000000,-4707000,12858000,-702000000,964000000,None,None,None,None,None,None,None,0,None,0,51444000,None,70858000,None,12858000,NOW
2020-06-30,USD,368000000,26000000,None,26046000,95646000,83000000,116964000,9000000,30004000,40766000,-243000000,-103000000,None,None,None,None,None,None,None,0,None,0,24148000,None,91766000,None,41000000,NOW
2020-03-31,USD,492000000,0,None,80526000,-116074000,76000000,83207000,-209000000,-98217000,48231000,-385000000,-61000000,None,None,None,None,None,None,None,0,None,0,66908000,None,45506000,None,48000000,NOW
2019-12-31,USD,421239000,None,None,393061000,962723000,72217000,114332000,288331000,95466000,598724000,-199255000,-76425000,None,None,None,None,None,None,None,0,None,0,2641000,None,146198000,None,599026000,NOW
2019-09-30,USD,210178000,None,None,40260000,100993000,64006000,90069000,43023000,-43481000,40570000,-122355000,-41256000,None,None,None,None,None,None,None,0,None,0,41927000,None,91041000,None,40598000,NOW
2019-06-30,USD,243735000,None,None,57351000,126763000,60328000,86056000,79751000,53118000,-11115000,-202517000,-97919000,None,None,None,None,None,None,None,0,None,0,10207000,None,37254000,None,-11079000,NOW
2019-03-31,USD,360848000,None,None,67932000,-69367000,55449000,47124000,-151105000,-69913000,-1545000,-200873000,-86400000,None,None,None,None,None,None,None,0,None,0,53093000,None,73575000,None,-1545000,NOW
2018-12-31,USD,289612000,None,None,284983000,263751000,43112000,98913000,153602000,51316000,7015000,-247139000,-174321000,None,None,None,None,None,None,None,0,None,0,3723000,None,-131848000,None,7015000,NOW
2018-09-30,USD,145501000,None,None,50659000,119904000,37874000,50737000,58486000,-22891000,8405000,-89349000,-68234000,None,None,None,None,None,None,None,0,None,0,39018000,None,51138000,None,8405000,NOW
2018-06-30,USD,125896000,None,None,43849000,42812000,35207000,55991000,3562000,50904000,-52746000,226312000,-303081000,None,None,None,None,None,None,None,0,None,0,8762000,None,-8048000,None,-52746000,NOW
2018-03-31,USD,250080000,None,None,84608000,13129000,33411000,43221000,-69502000,-17144000,10622000,-237246000,-61792000,None,None,None,None,None,None,None,0,None,0,52657000,None,-48958000,None,10622000,NOW
2017-12-31,USD,184783000,None,None,193552000,235223000,32067000,35154000,145572000,44825000,-27807000,-518284000,-47226000,None,None,None,None,None,None,None,0,None,0,5819000,None,-405864000,None,-17346000,NOW
2017-09-30,USD,141824000,None,None,44704000,65984000,29401000,46753000,9307000,-4096000,-24188000,-210181000,-8046000,None,None,None,None,None,None,None,0,None,0,35856000,None,-68586000,7660000,-22182000,NOW
2017-06-30,USD,128725000,None,None,24680000,20707000,27181000,42087000,-6671000,31802000,-56473000,-27718000,613795000,None,None,None,None,None,None,None,0,None,0,5156000,None,733542000,18881000,-55804000,NOW
2017-03-31,USD,187608000,None,None,113122000,6237000,25226000,33186000,-48515000,-50325000,-40662000,-127765000,-19631000,None,None,None,None,None,None,None,0,None,0,34807000,None,38677000,-662000,-21514000,NOW
2016-12-31,USD,131847000,None,None,154219000,174710000,23366000,25350000,110654000,36632000,-32589000,-29100000,-20887000,None,None,None,None,None,None,None,0,None,0,11315000,None,76171000,-6319000,4966000,NOW
2016-09-30,USD,96718000,0,None,38267000,53922000,22264000,31183000,22728000,14817000,-36258000,-51591000,-9007000,None,None,None,None,None,None,None,0,None,0,20912000,None,35954000,-166000,-36258000,NOW
2016-06-30,USD,-148171000,None,None,29937000,29889000,20000000,32952000,8844000,-216195000,-49625000,3859000,-17168000,None,None,None,None,None,None,None,0,None,0,14278000,None,-164337000,-2857000,-49625000,NOW
2016-03-31,USD,78687000,None,None,74190000,27968000,17452000,34827000,-15811000,225927000,-333332000,-31406000,-8690000,None,None,None,None,None,None,None,0,None,0,19873000,None,41145000,2554000,-333332000,NOW
2015-12-31,USD,106554000,1482000,None,86561000,74854000,16399000,26643000,45552000,19285000,-37378000,-60521000,19698000,None,None,None,None,None,None,None,0,None,-84500000,-64499000,None,63232000,-2277000,-37378000,NOW
2015-09-30,USD,63649000,584000,None,31933000,38867000,15100000,20768000,16642000,5285000,-41030000,-71672000,31394000,None,None,None,None,None,None,None,31663000,None,0,31663000,None,23719000,348000,-41030000,NOW
2015-06-30,USD,80185000,597000,None,36324000,5668000,15033000,15121000,-903000,18060000,-61925000,-64994000,-501000,None,None,None,None,None,None,None,11945000,None,0,11945000,None,17373000,2683000,-61925000,NOW
2015-03-31,USD,67366000,0,None,55867000,23851000,13824000,26699000,-10436000,-20404000,-58093000,-34334000,29739000,None,None,None,None,None,None,None,29739000,None,84500000,114239000,None,55526000,-7245000,-58093000,NOW
2014-12-31,USD,49661000,847000,None,82373000,80873000,13325000,8880000,49850000,7292000,-44663000,-43203000,13641000,None,None,None,None,None,None,None,14337000,None,-84500000,-69669000,None,17369000,-2730000,-44663000,NOW
2014-09-30,USD,25000000,573000,None,21955000,53237000,12104000,18094000,4837000,-6830000,-41050000,-141014000,25666000,None,None,None,None,None,None,None,25587000,None,0,25093000,None,-94189000,-3841000,-41050000,NOW
2014-06-30,USD,42059000,-323000,None,20041000,-5738000,8692000,16437000,2071000,22931000,-50363000,-57028000,6274000,None,None,None,None,None,None,None,6597000,None,0,6597000,None,-8645000,50000,-50363000,NOW
2014-03-31,USD,24217000,940000,None,54247000,8937000,7938000,10968000,27000,-30238000,-43311000,-75683000,23154000,None,None,None,None,None,None,None,22214000,None,84500000,106714000,None,-28383000,-71000,-43311000,NOW
2013-12-31,USD,36267000,-159000,None,39473000,20124000,7836000,16262000,22518000,20541000,-24232000,-309647000,519618000,None,None,None,None,None,None,None,8126000,None,None,92651000,None,245209000,-1029000,-24232000,NOW
