fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2018-12-31,USD,12987000000,None,None,3030000000,2854000000,2580000000,7081000000,2887000000,2869000000,8948000000,-6876000000,-2746000000,None,2650000000,2650000000,None,None,None,None,None,None,None,-2650000000,None,3258000000,-107000000,8948000000,GOOG
2018-09-30,USD,13210000000,None,None,2150000000,1154000000,2355000000,5282000000,670000000,1480000000,9192000000,-10408000000,-3478000000,None,2200000000,2200000000,None,None,None,None,None,None,None,-2200000000,None,-705000000,-29000000,9192000000,GOOG
2018-06-30,USD,10132000000,None,None,5762000000,827000000,2114000000,5477000000,312000000,5210000000,3195000000,-3374000000,-4937000000,None,2052000000,2052000000,None,None,None,None,None,None,None,-2052000000,None,1490000000,-331000000,3195000000,GOOG
2018-03-31,USD,11642000000,None,None,-890000000,-1459000000,1986000000,7299000000,-1700000000,-1669000000,9401000000,-7846000000,-2018000000,None,2173000000,2173000000,None,None,None,None,None,None,None,-2173000000,None,1943000000,165000000,9401000000,GOOG
2017-12-31,USD,10268000000,None,None,2605000000,3127000000,2026000000,4307000000,3049000000,2465000000,-3083000000,-6974000000,-3178000000,None,2101000000,2101000000,None,800000000,800000000,None,None,None,None,-2101000000,None,134000000,18000000,-3020000000,GOOG
2017-09-30,USD,9872000000,None,None,1406000000,3236000000,1761000000,3538000000,1150000000,-22000000,6701000000,-14404000000,-706000000,None,0,0,None,None,None,None,None,None,None,0,None,-5130000000,108000000,6732000000,GOOG
2017-06-30,USD,7403000000,None,None,3655000000,836000000,1625000000,2831000000,836000000,3309000000,3511000000,-7172000000,-2740000000,None,1618000000,1618000000,None,None,None,None,None,None,None,-1618000000,None,-2421000000,88000000,3524000000,GOOG
2017-03-31,USD,9548000000,None,None,-1654000000,-1267000000,1503000000,2508000000,-1267000000,-2070000000,5377000000,-2851000000,-1674000000,None,1127000000,1127000000,None,None,None,None,None,None,None,-1127000000,None,5214000000,191000000,5426000000,GOOG
2016-12-31,USD,9413000000,18000000,None,1230000000,2279000000,1687000000,3078000000,2279000000,1830000000,5340000000,-4702000000,-892000000,None,0,0,None,None,None,None,None,None,None,298000000,None,3512000000,-307000000,5333000000,GOOG
2016-09-30,USD,9845000000,18000000,None,1307000000,282000000,1596000000,2554000000,282000000,948000000,5000000000,-13045000000,-1089000000,None,0,0,None,None,None,None,None,None,None,0,None,-4221000000,68000000,5061000000,GOOG
2016-06-30,USD,9120000000,-136000000,None,626000000,835000000,1490000000,2123000000,835000000,652000000,4834000000,-7173000000,-3440000000,None,1595000000,1595000000,None,None,None,None,None,None,None,-1595000000,None,-1484000000,9000000,4877000000,GOOG
2016-03-31,USD,7658000000,184000000,None,-1315000000,-818000000,1371000000,2428000000,-818000000,-1010000000,4102000000,-6245000000,-2911000000,None,2098000000,2098000000,None,None,None,None,None,None,None,-2098000000,None,-1438000000,60000000,4207000000,GOOG
2015-12-31,USD,6609000000,1245000000,None,1246000000,1758000000,1404000000,2100000000,1758000000,663000000,4696000000,-5487000000,-2559000000,None,1780000000,1780000000,None,None,None,None,None,None,None,-1780000000,None,-1519000000,-82000000,4923000000,GOOG
2015-09-30,USD,6145000000,None,None,None,None,1248000000,2383000000,None,777000000,3979000000,-5817000000,-609000000,None,0,None,None,None,None,None,None,None,None,-18068000000,None,-385000000,-104000000,3979000000,GOOG
2023-12-31,USD,42465000000,2840000000,None,14517000000,9622000000,13820000000,14588000000,None,-2643000000,10644000000,-12601000000,-6746000000,-5604000000,0,0,None,None,None,None,None,0,None,0,None,None,None,10624000000,AMZN
2023-09-30,USD,21217000000,2768000000,None,2795000000,-808000000,12131000000,12479000000,None,-808000000,9879000000,-11753000000,-8948000000,-7879000000,0,0,None,None,None,None,None,0,None,0,None,None,None,9879000000,AMZN
2023-06-30,USD,16476000000,2605000000,None,3185000000,2373000000,11589000000,11455000000,-5167000000,2373000000,6750000000,-9673000000,-6539000000,-3242000000,0,0,None,None,None,None,None,0,None,0,None,264000000,None,6750000000,AMZN
2023-03-31,USD,4788000000,2548000000,None,-10446000000,-371000000,11123000000,14207000000,1521000000,-371000000,3172000000,-15806000000,6354000000,9177000000,0,0,None,None,None,None,None,0,None,0,None,-4664000000,None,3172000000,AMZN
2022-12-31,USD,29173000000,2449000000,None,1300000000,-3180000000,12685000000,16592000000,-8788000000,-3180000000,-2720000000,-10821000000,86000000,0,0,0,None,None,None,None,None,8235000000,None,0,None,18438000000,None,278000000,AMZN
2022-09-30,USD,11404000000,1901000000,None,-1172000000,-732000000,10327000000,16378000000,-4794000000,-732000000,2872000000,-15608000000,3016000000,4422000000,0,0,None,None,None,None,None,107000000,None,0,None,-1188000000,None,2872000000,AMZN
2022-06-30,USD,8965000000,2183000000,None,4020000000,3890000000,9716000000,15724000000,-6799000000,3890000000,-2028000000,-12078000000,4626000000,-2745000000,3334000000,3334000000,None,None,None,None,None,12824000000,None,-3334000000,None,1513000000,None,-2028000000,AMZN
2022-03-31,USD,-2790000000,2474000000,None,-8044000000,2614000000,9193000000,14951000000,-1516000000,2614000000,-3844000000,906000000,1990000000,7512000000,2666000000,2666000000,None,None,None,None,None,0,None,-2666000000,None,106000000,None,-3844000000,AMZN
2021-12-31,USD,22086000000,1807000000,None,8909000000,1915000000,9939000000,18935000000,-6556000000,1915000000,14314000000,-12580000000,-3100000000,0,0,0,None,None,None,None,None,200000000,None,0,None,6300000000,-106000000,14323000000,AMZN
2021-09-30,USD,7313000000,1933000000,None,4170000000,7059000000,8948000000,15748000000,-4890000000,7059000000,3156000000,-14828000000,-2776000000,270000000,0,0,None,None,None,None,None,176000000,None,0,None,-10490000000,-199000000,3156000000,AMZN
2021-06-30,USD,12715000000,1706000000,None,203000000,209000000,8038000000,14288000000,-4462000000,209000000,7778000000,-22080000000,15643000000,0,0,0,None,None,None,None,None,18516000000,None,0,None,6512000000,234000000,7778000000,AMZN
2021-03-31,USD,4213000000,1797000000,None,-7366000000,304000000,7508000000,12082000000,-2255000000,304000000,8107000000,-8666000000,-3476000000,-75000000,0,0,None,None,None,None,None,111000000,None,0,None,-8222000000,-293000000,8107000000,AMZN
2020-12-31,USD,30431000000,1328000000,None,13582000000,-329000000,7547000000,14823000000,-4561000000,-329000000,7199000000,-17037000000,-1816000000,0,0,0,None,None,None,None,None,531000000,None,0,None,7199000000,597000000,7222000000,AMZN
2020-09-30,USD,11964000000,1314000000,None,3736000000,3899000000,6523000000,11063000000,-2016000000,3899000000,6331000000,-15876000000,-4105000000,-38000000,0,0,None,None,None,None,None,0,None,0,None,-7640000000,377000000,6331000000,AMZN
2020-06-30,USD,20606000000,1247000000,None,8863000000,672000000,5748000000,7459000000,-2854000000,672000000,5243000000,-17804000000,7408000000,527000000,0,0,None,None,None,None,None,9918000000,None,0,None,10337000000,127000000,5243000000,AMZN
2020-03-31,USD,3064000000,1197000000,None,-7437000000,-1392000000,5362000000,6795000000,1262000000,-1392000000,2535000000,-8894000000,-2591000000,-14000000,0,0,None,None,None,None,None,693000000,None,0,None,-8905000000,-484000000,2535000000,AMZN
2019-12-31,USD,19659000000,1107000000,None,11169000000,1516000000,6170000000,5312000000,-3905000000,1516000000,3267000000,-3536000000,-3571000000,0,0,0,None,None,None,None,None,1098000000,None,0,None,3267000000,304000000,3268000000,AMZN
