fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2021-06-30,USD,263366000,None,None,75292000,72754000,12577000,4471000,-16252000,60031000,196888000,-218133000,4946000,None,0,0,None,None,None,None,None,None,None,8803000,None,201688000,None,196888000,ANET
2021-03-31,USD,254675000,None,None,26181000,13197000,12658000,5096000,-9074000,3500000,180366000,-217949000,-85770000,None,101355000,101355000,None,None,None,None,None,None,None,-83274000,None,-49044000,None,180366000,ANET
2020-12-31,USD,186924000,None,None,115723000,156613000,3183000,7683000,87598000,41322000,182958000,-278326000,12062000,None,0,0,None,None,None,None,None,None,None,14852000,None,182958000,None,182958000,ANET
2020-09-30,USD,215127000,None,None,14610000,13768000,10805000,2523000,-83008000,111105000,168375000,102283000,-148734000,None,167278000,167278000,None,None,None,None,None,None,None,-146802000,None,173275000,None,168375000,ANET
2020-06-30,USD,138216000,None,None,35070000,93788000,10962000,2071000,31066000,65200000,144793000,-103281000,2886000,None,0,0,None,None,None,None,None,None,None,5146000,None,149893000,None,144793000,ANET
2020-03-31,USD,194847000,None,None,-45255000,-58335000,10208000,3107000,-46329000,17691000,138431000,-329478000,-212553000,None,227895000,227895000,None,None,None,None,None,None,None,-210813000,None,-347184000,None,138431000,ANET
2019-12-31,USD,327161000,37832000,None,70377000,-45009000,7901000,2432000,-55265000,4024000,260692000,-264029000,-48455000,None,51525000,51525000,None,None,None,None,None,None,None,-46324000,None,260692000,None,260692000,ANET
2019-09-30,USD,269397000,4700000,None,46471000,21451000,8191000,4680000,104172000,-74571000,208895000,-14533000,-102943000,None,114609000,114609000,None,None,None,None,None,None,None,-100536000,None,208995000,None,208895000,ANET
2019-06-30,USD,196379000,4600000,None,-13453000,26507000,8395000,3402000,71834000,-32976000,189251000,29710000,-91039000,None,100008000,100008000,None,None,None,None,None,None,None,-88227000,None,189451000,None,189251000,ANET
2019-03-31,USD,170097000,4400000,None,-69461000,-9813000,8362000,5237000,-60531000,82596000,201029000,-35220000,24473000,None,0,0,None,None,None,None,None,None,None,26323000,None,159350000,None,201029000,ANET
2018-12-31,USD,295819000,None,None,84383000,-12342000,9231000,6217000,9724000,47230000,170322000,-171661000,1515000,None,None,None,None,None,None,None,None,None,None,4016000,None,170322000,None,170322000,ANET
2018-09-30,USD,-118825000,None,None,66184000,-3419000,7112000,4542000,54621000,-37525000,168524000,-86480000,17910000,None,None,None,None,None,None,None,None,None,None,20832000,None,173924000,None,168524000,ANET
2018-06-30,USD,130584000,None,None,23603000,114370000,5631000,6735000,53578000,-22692000,-155269000,-313108000,8118000,None,None,None,None,None,None,None,None,None,None,11510000,None,-149869000,None,-155269000,ANET
2018-03-31,USD,195541000,None,None,-61743000,-89769000,5697000,6336000,-40007000,-38067000,144538000,-183864000,15308000,None,None,None,None,None,None,None,None,None,None,17300000,None,26985000,None,144538000,ANET
2017-12-31,USD,183664000,None,None,18576000,-4019000,5285000,3120000,34735000,-26959000,103833000,-192230000,13226000,None,None,None,None,None,None,None,None,None,None,15241000,None,4713000,56000,103833000,ANET
2017-09-30,USD,205868000,None,None,-27288000,-87835000,5322000,2625000,-57013000,-30646000,133722000,-187414000,12267000,None,None,None,None,None,None,None,None,None,None,13765000,None,31004000,286000,133722000,ANET
2017-06-30,USD,79233000,None,None,94973000,131306000,5094000,4889000,60562000,77017000,102685000,-10008000,7458000,None,None,None,None,None,None,None,None,None,None,8624000,None,76908000,227000,102685000,ANET
2017-03-31,USD,162862000,None,None,90893000,35221000,4939000,4645000,-44057000,50296000,82928000,-1668000,18518000,None,None,None,None,None,None,None,None,None,None,19481000,None,178644000,184000,82961000,ANET
2016-12-31,USD,65567000,18024000,None,127624000,134605000,4942000,4935000,42876000,74363000,58783000,-6224000,8634000,None,None,None,None,25882000,25882000,None,None,None,None,9299000,None,67442000,-331000,58783000,ANET
2016-09-30,USD,-33268000,29918000,None,102900000,201451000,5145000,3745000,63584000,43997000,51225000,-11374000,14139000,None,None,None,None,None,None,None,None,None,None,14677000,None,-30577000,-74000,51257000,ANET
2016-06-30,USD,64868000,27942000,None,67766000,56023000,4883000,4107000,11540000,34100000,38904000,-247907000,3536000,None,None,None,None,None,None,None,None,None,None,4455000,None,-179605000,-102000,38904000,ANET
2016-03-31,USD,77128000,6609000,None,-1313000,-26654000,4779000,8632000,-9144000,-8099000,35245000,-60270000,6436000,None,None,None,None,None,None,None,None,None,None,6750000,None,23337000,43000,35245000,ANET
2015-12-31,USD,153762000,7655000,None,24030000,-45939000,3947000,5272000,-16617000,-17792000,43924000,144726000,-29416000,None,None,None,None,24189000,24189000,None,None,None,None,3273000,None,268826000,-246000,43924000,ANET
2015-09-30,USD,10649000,9711000,None,34323000,46115000,3478000,5244000,38057000,9618000,28690000,48917000,16223000,None,None,None,None,None,None,None,None,None,None,7081000,None,75542000,-247000,28690000,ANET
2015-06-30,USD,52606000,15386000,None,73986000,44271000,3353000,4337000,9565000,11591000,23996000,-3670000,18816000,None,None,None,None,None,None,None,None,None,None,6669000,None,67772000,20000,23996000,ANET
2015-03-31,USD,20767000,11090000,None,20625000,27871000,2893000,5136000,16276000,10706000,24492000,-5803000,20231000,None,None,None,None,None,None,None,None,None,None,10178000,None,35155000,-40000,24492000,ANET
2014-12-31,USD,33171000,33769000,None,53141000,20483000,2655000,2345000,9187000,17932000,31037000,-223162000,21470000,None,None,None,None,None,None,None,None,None,None,5442000,None,-168565000,-44000,31037000,ANET
2014-09-30,USD,34758000,9545000,None,22604000,22799000,2653000,2210000,20335000,-2216000,21866000,-21661000,-1556000,None,None,None,None,None,None,None,None,None,None,500000,None,11398000,-143000,21866000,ANET
2014-06-30,USD,46257000,None,None,None,None,2428000,5476000,None,-7910000,21618000,-1436000,222800000,None,None,None,None,None,None,None,None,None,None,0,None,267674000,53000,21618000,ANET
2023-12-31,USD,611200000,-6300000,None,-116800000,15200000,160300000,390500000,-24600000,26900000,563400000,-385200000,-432200000,None,300200000,300200000,None,None,None,None,None,None,0,-294300000,None,None,None,562700000,ON
2023-09-30,USD,566600000,47200000,None,-31000000,108700000,155400000,433000000,31400000,120500000,582900000,-407200000,-101300000,0,99900000,99900000,None,6700000,6700000,None,None,0,0,-93200000,None,None,None,582700000,ON
2023-06-30,USD,390800000,32800000,None,-39900000,302400000,148800000,430600000,68300000,149700000,577100000,-383500000,-89600000,0,60100000,60100000,None,375000000,375000000,None,None,0,0,-54200000,None,None,None,576600000,ON
2023-03-31,USD,408900000,45200000,None,-67700000,181000000,145000000,321500000,37700000,198100000,462200000,-562000000,-63400000,0,104000000,104000000,None,None,None,None,None,0,242500000,145800000,None,-216500000,None,461700000,ON
2022-12-31,USD,731300000,35600000,None,45300000,58100000,133200000,342000000,-42100000,38300000,604300000,-141800000,-129700000,0,92900000,92900000,None,2100000,None,None,None,0,0,-88200000,None,None,None,604300000,ON
2022-09-30,USD,1002400000,47100000,None,58700000,-214000000,139600000,271100000,-223500000,12400000,311900000,-264100000,-79900000,0,77200000,77200000,None,0,5700000,None,None,0,0,-71500000,None,None,None,311900000,ON
2022-06-30,USD,420800000,23100000,None,62000000,355700000,138400000,218100000,237200000,67800000,456600000,-170100000,-103100000,None,89700000,89700000,None,0,None,None,None,None,0,-85000000,None,147600000,None,455800000,ON
2022-03-31,USD,478600000,35000000,None,-22900000,224700000,140600000,173800000,107200000,116700000,531000000,-129400000,-57300000,None,0,0,None,2200000,2200000,None,None,None,0,7800000,None,291900000,None,530200000,ON
2021-12-31,USD,626600000,90600000,None,135800000,166300000,140300000,169600000,124100000,51300000,426400000,-587600000,-51600000,0,0,0,None,46800000,46800000,None,None,0,0,5000000,None,-12600000,None,425900000,ON
2021-09-30,USD,448900000,37900000,None,12400000,114600000,149900000,93200000,61100000,18000000,310400000,-149500000,-1100000,None,0,0,None,None,None,None,None,None,0,6200000,None,298300000,None,309700000,ON
2021-06-30,USD,488000000,31700000,None,68600000,6100000,153100000,104800000,-11800000,11500000,184100000,-100800000,-338600000,None,0,0,None,None,None,None,None,None,0,99500000,None,48600000,None,184100000,ON
2021-03-31,USD,218500000,41700000,None,6300000,42400000,153400000,77000000,10300000,42000000,90300000,-77200000,-178100000,None,0,None,None,None,None,None,None,None,None,6600000,None,-36800000,None,89900000,ON
2020-12-31,USD,400400000,83200000,None,49000000,-45800000,153800000,116400000,-52800000,-25800000,89800000,-211700000,-762200000,0,0,0,None,17800000,17800000,None,None,0,0,5800000,None,497600000,None,89000000,ON
2020-09-30,USD,163400000,31700000,None,31100000,88800000,156200000,61600000,57500000,600000,161200000,-59200000,-510400000,None,0,0,None,None,None,None,None,None,0,6400000,None,441200000,None,160600000,ON
2020-06-30,USD,154500000,44000000,None,7500000,51000000,153900000,73300000,16600000,32000000,-900000,-74100000,-1600000,None,0,0,None,None,None,None,None,None,0,3900000,None,374300000,None,-1400000,ON
2020-03-31,USD,166000000,32700000,None,-31400000,-41300000,161200000,132300000,-54900000,19500000,-13700000,-108600000,1030200000,None,65400000,65400000,None,1165000000,1165000000,None,None,None,None,-57900000,None,402700000,None,-14000000,ON
2019-12-31,USD,91700000,47400000,2400000,-175700000,-18900000,162000000,112400000,-15800000,-8200000,56900000,-107000000,-19000000,0,0,0,None,2300000,2300000,None,None,0,0,7000000,None,485700000,None,56500000,ON
2019-09-30,USD,242200000,48600000,4800000,132900000,-6300000,151300000,111700000,2500000,-29900000,-60000000,-132500000,-80200000,None,13200000,13200000,None,None,None,None,None,None,None,-7000000,None,-81000000,None,-60700000,ON
2019-06-30,USD,222600000,47100000,500000,-76400000,-12000000,144000000,153500000,-23500000,3500000,102900000,-1104300000,823400000,None,50800000,50800000,None,None,None,None,None,None,None,-44000000,None,119900000,None,101800000,ON
2019-03-31,USD,138200000,16900000,2500000,-152200000,27900000,135800000,157000000,27500000,0,114100000,-167100000,-101100000,None,75000000,75000000,None,5000000,5000000,None,None,None,None,-67100000,None,-130000000,None,114100000,ON
2018-12-31,USD,421000000,-50700000,2800000,64900000,-17600000,136200000,132000000,-74700000,24400000,166000000,-93600000,-209000000,0,200300000,200300000,None,10300000,10300000,None,None,0,0,-192700000,None,569700000,300000,165600000,ON
2018-09-30,USD,358200000,15200000,1300000,54200000,61300000,127100000,130400000,30800000,-1200000,167100000,-120500000,-136300000,None,75000000,75000000,None,None,None,None,None,None,None,-63100000,None,162300000,None,166900000,ON
2018-06-30,USD,268500000,23200000,1100000,-37000000,66800000,125500000,152900000,6500000,42400000,156300000,-229300000,-112900000,None,40000000,40000000,None,None,None,None,None,None,None,-32400000,None,158400000,None,155300000,ON
2018-03-31,USD,226500000,17800000,900000,17800000,110700000,119900000,99500000,36000000,63900000,140500000,-105500000,-146900000,None,0,0,None,None,None,None,None,None,None,3600000,None,-25900000,None,139600000,ON
2017-12-31,USD,224300000,30000000,1200000,52900000,104300000,123400000,175700000,-600000,3800000,531000000,-170600000,-5600000,0,0,0,None,1900000,1900000,None,None,0,0,19300000,None,48000000,-100000,529900000,ON
2017-09-30,USD,328200000,22200000,700000,58400000,63900000,127700000,90100000,4300000,49000000,108900000,-73000000,-225800000,None,0,0,None,None,None,None,None,None,None,1800000,None,29600000,200000,108700000,ON
2017-06-30,USD,333200000,23300000,500000,99300000,52600000,116500000,69000000,17000000,12000000,94400000,-66100000,-124600000,0,0,0,None,None,None,None,None,0,0,7100000,None,142700000,-100000,93900000,ON
2017-03-31,USD,208500000,32500000,600000,-33800000,58200000,114300000,52700000,45400000,-4900000,78700000,-55100000,-454900000,0,25000000,25000000,None,None,None,None,None,0,85200000,73600000,None,-299200000,2300000,78200000,ON
2016-12-31,USD,229300000,54800000,700000,-11200000,-58600000,120000000,49900000,-34100000,-25800000,111700000,-61600000,-14600000,0,0,0,None,2400000,2400000,None,None,0,None,13900000,None,147600000,-7400000,110900000,ON
2016-09-30,USD,132700000,50600000,1400000,29200000,-28100000,83800000,35900000,-39800000,-1000000,10600000,-2185800000,2345300000,0,0,0,None,1900000,1900000,None,None,0,None,6800000,None,292400000,200000,10100000,ON
2016-06-30,USD,104200000,27300000,2100000,23000000,66900000,79600000,52000000,50300000,7700000,25800000,-118200000,-21500000,None,0,0,None,None,None,None,None,None,None,4000000,None,-31400000,4100000,25100000,ON
2016-03-31,USD,114900000,4900000,300000,-13200000,26700000,80700000,72900000,-2300000,27000000,36400000,-70800000,-44500000,None,0,0,None,None,None,None,None,None,None,5200000,None,1900000,2300000,36000000,ON
2015-12-31,USD,157200000,19100000,300000,-84100000,-69500000,89800000,78500000,-74700000,10400000,55000000,-66100000,-30100000,20400000,20000000,20000000,None,500000,500000,None,None,0,None,-14300000,None,60800000,-200000,54100000,ON
2015-09-30,USD,128300000,3500000,200000,21000000,57600000,89200000,64500000,14300000,20800000,46800000,-71700000,-77200000,None,103100000,103100000,None,None,None,None,None,None,None,-97800000,None,-19800000,800000,46300000,ON
2015-06-30,USD,101600000,8700000,300000,-28500000,39600000,88400000,75500000,36200000,6600000,51400000,-72500000,120700000,None,130100000,130100000,None,None,None,None,None,None,None,-72600000,None,148500000,-1300000,50700000,ON
2015-03-31,USD,83500000,5700000,300000,-18500000,67700000,90200000,64800000,36900000,34700000,55800000,-54200000,-113200000,None,95000000,95000000,None,None,None,None,None,None,None,-69800000,None,-83600000,300000,55100000,ON
2014-12-31,USD,162500000,18500000,900000,-8000000,-38000000,86400000,55800000,-67600000,29600000,200000,-55200000,-84000000,None,68100000,68100000,None,1500000,23700000,None,None,0,None,-58400000,None,19600000,-3700000,-600000,ON
2014-09-30,USD,92300000,24700000,200000,-17400000,31900000,72100000,66500000,1800000,13500000,40900000,-438400000,241600000,None,22900000,22900000,None,1000000,1000000,None,None,None,None,-15600000,None,-106800000,-2300000,40500000,ON
2014-06-30,USD,151600000,16300000,200000,13700000,10300000,57900000,48800000,10900000,9700000,95100000,-86900000,-27900000,None,11400000,11400000,None,1000000,1000000,None,None,None,None,-3100000,None,36900000,100000,94100000,ON
2014-03-31,USD,74900000,17100000,200000,-7800000,45800000,52400000,47700000,31800000,6200000,55900000,14900000,-38300000,None,19400000,19400000,None,None,None,None,None,None,None,-9800000,None,52500000,1000000,55700000,ON
2013-12-31,USD,127000000,67200000,2300000,5800000,-3500000,55300000,23900000,-34000000,23500000,28800000,49200000,-33600000,None,65200000,65200000,None,122200000,122200000,None,None,0,None,-58400000,None,140000000,-2600000,37800000,ON
2013-09-30,USD,59900000,2900000,-300000,-9400000,58200000,52900000,50400000,12700000,31500000,52800000,-51500000,-34300000,None,26400000,26400000,None,None,None,None,None,None,None,-21500000,None,-26600000,-700000,50700000,ON
2013-06-30,USD,55200000,9300000,-400000,600000,77800000,52300000,45800000,44600000,28000000,48700000,-153900000,-40900000,None,9400000,9400000,None,None,None,None,None,None,None,2100000,None,-140900000,-1300000,45800000,ON
2013-03-31,USD,85200000,2000000,-300000,-11600000,-18600000,51300000,38900000,13400000,5300000,23300000,38000000,-65200000,None,0,0,None,None,None,None,None,None,None,3800000,None,50100000,-7900000,16100000,ON
2012-12-31,USD,136600000,10900000,2600000,-45400000,-90200000,60900000,58300000,-51700000,-34800000,-143500000,20200000,-83600000,None,33000000,33000000,None,14800000,14800000,None,None,0,None,-25600000,None,65500000,-7700000,-138200000,ON
2012-09-30,USD,11900000,4200000,-300000,-100200000,-19000000,61300000,98400000,-31600000,-17300000,13400000,-59800000,-49700000,None,22500000,14200000,None,None,None,None,None,None,None,-11500000,None,-96400000,1200000,12500000,ON
2012-06-30,USD,59100000,6800000,-300000,33600000,54100000,60300000,80200000,4200000,30400000,8200000,16400000,-140900000,None,0,3000000,None,None,None,None,None,None,None,-200000,None,-62300000,3100000,6900000,ON
2012-03-31,USD,68400000,8500000,-500000,-91600000,-24700000,61100000,50400000,-17700000,23200000,29000000,-110200000,-25500000,None,0,5300000,None,None,None,None,None,None,None,-500000,None,-72800000,-5500000,28200000,ON
2011-12-31,USD,164700000,10800000,-13600000,-22900000,-82600000,62600000,82000000,-78900000,-16200000,-7400000,-114500000,-54900000,None,0,3900000,None,6100000,6100000,None,None,0,None,-800000,None,-6400000,-1700000,-8800000,ON
2011-09-30,USD,119200000,4400000,-300000,5700000,-78500000,56900000,65300000,-43200000,-42300000,-49000000,-151000000,-70200000,None,-12100000,3300000,None,None,None,None,None,0,None,1300000,None,-97300000,4700000,-49400000,ON
2011-06-30,USD,136000000,7500000,-200000,8300000,-1600000,57100000,97000000,-3500000,-18900000,35100000,-154000000,6800000,None,4500000,4500000,None,None,None,None,None,None,None,13600000,None,-9400000,1800000,34300000,ON
2011-03-31,USD,125600000,9100000,-300000,-28100000,-13800000,52800000,97000000,36000000,-24700000,36200000,-4200000,21100000,None,7600000,7600000,None,None,None,None,None,None,None,35400000,None,142700000,200000,35500000,ON
2010-12-31,USD,159800000,None,None,27800000,14000000,44500000,43000000,-20100000,17200000,61200000,-145400000,46100000,None,-10200000,4800000,None,None,None,None,None,146900000,None,12500000,None,60400000,-100000,61000000,ON
2010-09-30,USD,123600000,None,None,2100000,35100000,103900000,52400000,-4000000,31900000,88400000,-51200000,22500000,None,3200000,3200000,None,None,None,None,None,-18100000,None,-800000,None,95800000,900000,87800000,ON
2010-06-30,USD,158900000,None,None,None,None,8700000,52500000,14900000,17300000,79600000,-75900000,-176900000,None,3200000,None,None,None,None,None,None,None,None,-3200000,None,-93600000,300000,78700000,ON
2010-03-31,USD,109500000,None,None,None,None,39700000,41900000,32100000,17600000,63700000,-63200000,-11100000,None,3800000,None,None,None,None,None,None,None,None,-3800000,None,35000000,-200000,63000000,ON
2009-12-31,USD,104700000,None,None,None,None,38000000,10500000,-2600000,8800000,68400000,-3300000,29200000,None,3600000,None,None,None,None,None,None,None,None,-3600000,None,130500000,-100000,68000000,ON
2009-09-30,USD,87600000,None,None,None,None,38900000,11000000,9800000,700000,30600000,-86100000,-10300000,None,4100000,None,None,None,None,None,None,None,None,-4100000,None,-8200000,600000,29900000,ON
2009-06-30,USD,58300000,None,None,None,None,39000000,14700000,None,25700000,-2200000,None,-42700000,None,None,None,None,None,None,None,None,None,None,-100000,None,None,None,-3000000,ON
2024-02-02,USD,1533000000,2961000000,None,-1554000000,-96000000,841000000,727000000,-324000000,228000000,1158000000,-669000000,-1819000000,None,878000000,878000000,None,261000000,261000000,None,None,871000000,None,-878000000,None,None,None,1160000000,DELL
2023-11-03,USD,2152000000,277000000,None,-1343000000,-1263000000,822000000,704000000,-1110000000,-153000000,1004000000,-825000000,-1446000000,None,702000000,702000000,None,266000000,266000000,None,0,2249000000,None,-702000000,None,None,None,1006000000,DELL
2023-08-04,USD,3214000000,69000000,None,None,None,831000000,624000000,None,-366000000,455000000,-605000000,-1827000000,None,260000000,0,None,269000000,269000000,None,0,0,None,0,None,None,None,462000000,DELL
2023-05-05,USD,1777000000,None,None,None,None,809000000,701000000,3367000000,-684000000,578000000,-684000000,-2002000000,None,240000000,None,None,276000000,276000000,None,None,None,None,-546000000,None,-909000000,None,583000000,DELL
2023-02-03,USD,2714000000,2646000000,None,-1643000000,-495000000,854000000,759000000,865000000,-1360000000,606000000,-796000000,1513000000,None,554000000,-207000000,None,236000000,236000000,None,None,3700000000,None,207000000,None,None,None,614000000,DELL
2022-10-28,USD,396000000,105000000,None,-3324000000,-993000000,832000000,747000000,-1365000000,372000000,241000000,-730000000,-386000000,None,600000000,622000000,None,238000000,238000000,None,None,2314000000,None,-622000000,None,-720000000,None,245000000,DELL
2022-07-29,USD,724000000,21000000,None,652000000,1686000000,744000000,807000000,1992000000,-306000000,506000000,-778000000,-1046000000,None,682000000,689000000,None,242000000,242000000,None,None,3431000000,None,-689000000,None,-1100000000,None,511000000,DELL
2022-04-29,USD,-269000000,80000000,None,-1022000000,-725000000,726000000,690000000,-1144000000,419000000,1069000000,-720000000,-1706000000,None,1436000000,1779000000,None,248000000,248000000,None,None,3034000000,None,-1779000000,None,-2695000000,None,1072000000,DELL
2022-01-28,USD,3093000000,3159000000,None,2156000000,-92000000,830000000,740000000,1081000000,451000000,1000000,-747000000,-15581000000,None,628000000,628000000,None,2240000000,7388000000,None,None,7388000000,None,-566000000,None,5619000000,None,2000000,DELL
2021-10-29,USD,3251000000,50000000,None,3541000000,1725000000,1242000000,799000000,1272000000,1272000000,3888000000,3241000000,4283000000,None,18000000,18000000,None,0,9102000000,None,None,9102000000,None,-18000000,None,1848000000,None,3843000000,DELL
2021-07-30,USD,1725000000,48000000,None,2202000000,2753000000,1240000000,632000000,2207000000,395000000,880000000,-669000000,-3673000000,None,8000000,8000000,None,0,1209000000,None,None,1209000000,None,-8000000,None,-988000000,None,831000000,DELL
2021-04-30,USD,2238000000,208000000,None,440000000,562000000,1239000000,625000000,-2126000000,396000000,938000000,-519000000,-1638000000,None,9000000,9000000,None,0,2726000000,None,0,2726000000,None,-9000000,None,81000000,None,887000000,DELL
2021-01-29,USD,5877000000,3949000000,None,3628000000,911000000,1373000000,498000000,1385000000,45000000,1343000000,-486000000,-2467000000,None,1000000,1000000,None,None,None,None,None,1619000000,None,178000000,None,6867000000,None,1227000000,DELL
2020-10-30,USD,2994000000,181000000,None,302000000,-660000000,1361000000,480000000,-151000000,-164000000,881000000,1435000000,-4310000000,None,0,0,None,2925000000,2925000000,None,None,2925000000,None,0,None,-1174000000,None,832000000,DELL
2020-07-31,USD,3332000000,51000000,None,1710000000,1456000000,1340000000,545000000,1160000000,10000000,1099000000,-924000000,-3437000000,None,0,0,None,1712000000,1712000000,None,0,1712000000,None,0,None,-1501000000,None,1048000000,DELL
2020-05-01,USD,-796000000,299000000,None,-1227000000,1316000000,1316000000,559000000,-1270000000,352000000,182000000,-485000000,4264000000,None,240000000,240000000,None,10135000000,10135000000,None,None,10135000000,None,-240000000,None,2983000000,None,143000000,DELL
2020-01-31,USD,3508000000,4092000000,None,2387000000,866000000,1535000000,365000000,1823000000,53000000,416000000,-704000000,-2004000000,None,2000000,2000000,None,2982000000,2982000000,None,0,2825000000,None,356000000,None,7684000000,None,408000000,DELL
2019-11-01,USD,1821000000,44000000,None,388000000,715000000,1494000000,609000000,62000000,139000000,552000000,-2699000000,322000000,None,2000000,2000000,None,5455000000,5455000000,None,None,5455000000,None,-2000000,None,7126000000,None,499000000,DELL
2019-08-02,USD,3280000000,119000000,None,2498000000,1186000000,1498000000,551000000,1604000000,-230000000,4232000000,-825000000,-2203000000,None,-2000000,-2000000,None,2638000000,2638000000,None,None,2638000000,None,2000000,None,7326000000,None,3416000000,DELL
2019-05-03,USD,682000000,122000000,None,-776000000,-28000000,1616000000,716000000,-1874000000,-273000000,329000000,-458000000,-719000000,None,6000000,6000000,None,9563000000,9563000000,None,None,9563000000,None,-6000000,None,32300000,None,293000000,DELL
2019-02-01,USD,2366000000,None,None,2343000000,1562000000,1940000000,297000000,1748000000,32000000,-287000000,3610000000,-11485000000,None,14074000000,14074000000,None,2134000000,2134000000,None,None,6602000000,None,-14074000000,None,-299000000,None,-299000000,DELL
2018-11-02,USD,833000000,None,None,-234000000,495000000,1961000000,300000000,-14000000,277000000,-895000000,-59000000,-857000000,None,1000000,1000000,None,1806000000,1806000000,None,None,1806000000,None,0,None,-876000000,None,-876000000,DELL
2018-08-03,USD,2633000000,None,None,3651000000,2495000000,1931000000,288000000,1372000000,747000000,-461000000,-13000000,-2530000000,None,0,0,None,2774000000,2774000000,None,None,2774000000,None,-109000000,None,-499000000,None,-499000000,DELL
2018-05-04,USD,1159000000,None,None,-292000000,-167000000,1914000000,273000000,-700000000,389000000,-538000000,-149000000,543000000,None,0,0,None,1863000000,1863000000,None,None,1863000000,None,-137000000,None,-636000000,None,-636000000,DELL
2018-02-02,USD,3099000000,None,None,3907000000,2343000000,2143000000,310000000,2421000000,120000000,-133000000,-885000000,-122000000,None,169000000,169000000,None,1246000000,1246000000,None,0,1247000000,None,-169000000,None,2236000000,128000000,-100000000,DELL
2017-11-03,USD,1639000000,None,None,353000000,94000000,2137000000,341000000,-148000000,34000000,-851000000,-700000000,1602000000,None,None,None,None,8416000000,8416000000,None,0,8412000000,None,0,None,2493000000,-1000000,-846000000,DELL
2017-08-04,USD,1820000000,None,None,3029000000,2356000000,2142000000,316000000,1356000000,186000000,-739000000,-1341000000,-890000000,None,None,None,None,None,None,None,None,1335000000,None,-122000000,None,-341000000,54000000,-732000000,DELL
