fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2014-09-30,EUR,292800000,None,None,None,None,77600000,84200000,None,None,None,None,-160800000,None,None,None,None,338430000,338430000,None,None,None,None,-171100000,None,None,None,298200000,ASML
2014-06-30,EUR,278467000,None,None,None,None,98835000,70690000,None,-326291000,None,None,-413900000,None,None,None,None,268000000,268000000,None,None,None,None,-154900000,None,None,None,451802000,ASML
2014-03-31,EUR,271900000,None,None,None,None,96600000,75500000,None,None,None,6475000,-140600000,None,None,None,None,None,None,None,None,None,None,-145000000,None,None,None,283300000,ASML
2013-12-31,EUR,593255000,None,None,None,None,-7919000,77704000,None,-521110000,None,-692013000,-153400000,None,None,None,None,15000,15000,None,None,None,None,-163700000,None,None,None,531044000,ASML
2013-09-30,EUR,191500000,None,None,None,None,86200000,55300000,None,None,None,None,325200000,None,None,None,None,740400000,740400000,None,None,None,None,-51600000,None,None,None,248100000,ASML
2013-06-30,EUR,564304000,None,None,None,None,68754000,50541000,None,-282583000,None,None,-294500000,None,None,None,None,216100000,216100000,None,None,None,None,-84700000,None,None,None,283340000,ASML
2013-03-31,EUR,31900000,None,None,None,None,63000000,27300000,None,None,None,75230000,9600000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,155700000,ASML
2012-12-31,EUR,40290000,None,None,None,None,38129000,35638000,None,-334280000,None,None,-3153500000,None,None,None,None,8000,8000,None,None,None,None,-265700000,None,None,None,453773000,ASML
2012-09-30,EUR,489300000,None,None,None,None,36700000,50200000,None,None,None,None,3022100000,None,None,None,None,242840000,242840000,None,None,None,None,-25200000,None,None,None,274700000,ASML
2012-06-30,EUR,74100000,None,None,None,None,56800000,38800000,None,None,None,None,-294200000,None,None,None,None,188900000,188900000,None,None,None,None,-108800000,None,None,None,291900000,ASML
2012-03-31,EUR,395600000,None,None,None,None,49600000,50500000,None,None,None,None,-120000000,None,None,None,None,None,None,None,None,None,None,-135700000,None,None,None,282000000,ASML
2011-12-31,EUR,132340000,None,None,None,None,40085000,93698000,None,None,None,None,-153761000,None,None,None,None,45000,45000,None,None,None,None,-161052000,None,None,None,284660000,ASML
2011-09-30,EUR,338200000,None,None,None,None,43000000,79800000,None,None,None,None,-171800000,None,None,None,None,232130000,232130000,None,None,None,None,-173700000,None,None,None,355200000,ASML
2011-06-30,EUR,499300000,None,None,None,None,42900000,60700000,None,None,None,None,-394000000,None,None,None,None,172600000,172600000,None,None,None,None,-223200000,None,None,None,432100000,ASML
2011-03-31,EUR,1100600000,None,None,None,None,39200000,66700000,None,None,None,None,-272000000,None,None,None,None,None,None,None,None,None,None,-142500000,None,None,None,395000000,ASML
2010-12-31,EUR,302448000,None,None,None,None,39544000,68928000,None,None,None,None,159902000,None,None,None,None,40000,40000,None,None,None,None,80000,None,None,None,406820000,ASML
2010-09-30,EUR,403500000,None,None,None,None,41000000,34600000,None,None,None,None,2300000,None,None,None,None,118329000,118329000,None,None,None,None,None,None,None,None,268500000,ASML
2010-06-30,EUR,193000000,None,None,None,None,36200000,18000000,None,None,None,None,-79500000,None,None,None,None,106932000,106932000,None,None,None,None,None,None,None,None,239200000,ASML
2010-03-31,EUR,41100000,None,None,None,None,34700000,7200000,None,None,None,None,10000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,107300000,ASML
2009-12-31,EUR,19049000,None,None,None,None,31363000,7692000,None,None,None,None,7346000,None,None,None,None,123952000,123952000,None,None,None,None,None,None,None,None,50480000,ASML
2009-09-30,EUR,-74561000,None,None,None,None,39302000,10027000,None,None,None,None,4893000,None,None,None,None,126529000,126529000,None,None,None,None,None,None,None,None,19739000,ASML
2009-06-30,EUR,71035000,None,None,None,None,31660000,43337000,None,None,None,None,-85564000,None,None,None,None,121254000,121254000,None,None,None,None,None,None,None,None,-103953000,ASML
2009-03-31,EUR,82241000,None,None,None,None,37876000,43903000,None,None,None,None,-119000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-117191000,ASML
2008-12-31,EUR,-136296403.27,None,None,None,None,33273161.21,71889468.91,None,None,None,None,2841645.36,None,None,None,None,378268.10,378268.10,None,None,None,None,-309405.79,None,None,None,-86793796.76,ASML
2008-09-30,EUR,20023944.34,None,None,None,None,29027638.96,67950682.32,None,None,None,None,-1799550.15,None,None,None,None,174695.44,174695.44,None,None,None,None,177948.18,None,None,None,72525925.96,ASML
2008-06-30,EUR,135135874.59,None,None,None,None,26611789.79,65577136.73,None,None,None,None,-104699325.57,None,None,None,None,169208000,169208000,None,None,None,None,-123150.96,None,None,None,192353079.07,ASML
2008-03-31,EUR,262548434.36,None,None,None,None,30560282.16,55003948.92,None,None,None,None,-81017926.88,None,None,None,None,None,None,None,None,None,None,-87558146.39,None,None,None,145049265.63,ASML
2007-12-31,EUR,68347328.08,None,None,None,None,20789814.30,150642820.25,None,None,None,None,-1198927018,None,None,None,None,None,None,None,None,None,None,-204126375.54,None,None,None,206999685.12,ASML
2007-09-30,EUR,169411936.29,None,None,None,None,28294643.74,50042185.05,None,None,None,None,28010075.03,None,None,None,None,None,None,None,None,None,None,-55947.96,None,None,None,168142806.44,ASML
2007-06-30,EUR,260347010.19,None,None,None,None,27042292.40,42648111.12,None,None,None,None,608704755.70,None,None,None,None,None,None,None,None,None,None,-34483.20,None,None,None,160530245.11,ASML
2007-03-31,EUR,173245229.28,None,None,None,None,50416264.56,237387090,None,None,None,None,-137746268.40,None,None,None,None,None,None,None,None,None,None,-156206506.56,None,None,None,153254185.92,ASML
2006-12-31,EUR,364460588.34,None,None,None,None,14701246.20,23232587.69,None,None,None,None,-270821796.94,None,None,None,None,None,None,None,None,None,None,-278045235.61,None,None,None,205954334.49,ASML
2006-09-30,EUR,1998447.72,None,None,None,None,29529236.36,16544104.6,None,None,None,None,-138457643.12,None,None,None,None,None,None,None,None,None,None,-147555912.16,None,None,None,171412603.76,ASML
2006-06-30,EUR,329974113.22,None,None,None,None,20754468.84,14051773.83,None,None,None,None,-246221239.44,None,None,None,None,None,None,None,None,None,None,None,None,None,None,167328152.99,ASML
2006-03-31,EUR,-218926303.62,None,None,None,None,22106967.96,16910229.97,None,None,None,None,7543891.44,None,None,None,None,None,None,None,None,None,None,None,None,None,None,79993794.61,ASML
2005-12-31,EUR,209515114.49,None,None,None,None,21312716.66,22632775.84,None,None,None,None,5218026.40,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51664681.57,ASML
2005-09-30,EUR,173441184.31,None,None,None,None,21913427.04,9245365.69,None,None,None,None,-8665608.24,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47916141.72,ASML
2005-06-30,EUR,224174490.20,None,None,None,None,24877406.94,17979451.89,None,None,None,None,4356999.51,None,None,None,None,None,None,None,None,None,None,None,None,None,None,111423626.12,ASML
2005-03-31,EUR,103822135.12,None,None,None,None,22358355.69,22747156.41,None,None,None,None,1967146.50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,100223414.17,ASML
2004-12-31,EUR,-47333119.34,None,None,None,None,17789676.36,13527214.1,None,None,None,None,735117.54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,108483688.50,ASML
2004-09-30,EUR,96173719.50,None,None,None,None,22138389,28876957.02,None,None,None,None,3630704.46,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40978987.50,ASML
2004-06-30,EUR,93506558.82,None,None,None,None,24518093.48,20525061.96,None,None,None,None,7127300.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,65296429.32,ASML
2004-03-31,EUR,108734031.90,None,None,None,None,25702025.56,11994711.48,None,None,None,2997000,7364191.18,None,None,None,None,None,None,None,None,None,None,None,None,None,None,20526881.40,ASML
2003-12-31,EUR,264925732.49,None,None,None,None,32746586.34,15076080.12,None,120038000,None,None,-300392118.52,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15816197.98,ASML
2024-02-29,USD,5475000000,105000000,None,1273000000,398000000,749000000,1674000000,554000000,909000000,3387000000,-1783000000,-2463000000,-813000000,450000000,450000000,None,1099000000,1099000000,None,28000000,0,None,-422000000,None,None,None,2401000000,ORCL
2023-11-30,USD,143000000,79000000,None,-4369000000,203000000,755000000,1080000000,235000000,-1578000000,3464000000,-1249000000,-2289000000,2311000000,450000000,450000000,None,1099000000,1099000000,None,118000000,0,None,-332000000,None,None,None,2503000000,ORCL
2023-08-31,USD,6974000000,107000000,None,1929000000,-649000000,1475000000,1314000000,-380000000,338000000,3411000000,-1562000000,-3528000000,-562000000,150000000,150000000,None,1091000000,1091000000,None,308000000,0,None,158000000,None,None,None,2420000000,ORCL
2023-05-31,USD,5647000000,7261000000,None,1327000000,809000000,1586000000,1913000000,611000000,None,633000000,-1612000000,-2440000000,-1374000000,150000000,150000000,None,1082000000,1082000000,None,433000000,0,None,1283000000,None,1595000000,None,3319000000,ORCL
2023-02-28,USD,4275000000,96000000,None,-237000000,-338000000,886000000,2628000000,56000000,None,2900000000,-2778000000,-105000000,-6000000,150000000,150000000,None,863000000,863000000,None,98000000,5214000000,None,-52000000,None,1392000000,None,1896000000,ORCL
2022-11-30,USD,849000000,110000000,None,-2756000000,168000000,907000000,2435000000,245000000,None,2693000000,-2658000000,-1855000000,0,448000000,448000000,None,863000000,863000000,None,146000000,8234000000,None,-302000000,None,-3664000000,None,1741000000,ORCL
2022-08-31,USD,6394000000,104000000,None,2013000000,-805000000,1466000000,1719000000,-761000000,None,2444000000,-29436000000,12310000000,0,552000000,552000000,None,860000000,860000000,None,515000000,20046000000,None,-37000000,None,-10732000000,None,1548000000,ORCL
2022-05-31,USD,3985000000,6152000000,None,863000000,1586000000,831000000,1423000000,1526000000,None,1082000000,-1161000000,-4026000000,0,594000000,594000000,None,854000000,854000000,None,125000000,0,None,-150000000,None,42440000000,None,3189000000,ORCL
2022-02-28,USD,3845000000,43000000,None,311000000,329000000,279000000,1101000000,137000000,None,3057000000,2432000000,-1579000000,0,653000000,653000000,None,855000000,855000000,None,52000000,0,None,-601000000,None,4083000000,None,2319000000,ORCL
2021-11-30,USD,-3682000000,48000000,None,-2850000000,70000000,299000000,925000000,63000000,-635000000,-480000000,10730000000,-12053000000,0,7006000000,7006000000,None,861000000,861000000,None,157000000,0,None,-6849000000,None,552000000,None,-1247000000,ORCL
2021-08-31,USD,5391000000,68000000,None,552000000,-1122000000,757000000,1062000000,-852000000,49000000,3244000000,-781000000,-11468000000,0,7995000000,7995000000,None,887000000,887000000,None,148000000,0,None,-7847000000,None,-6858000000,None,2457000000,ORCL
2021-05-31,USD,4842000000,6351000000,None,575000000,935000000,752000000,717000000,948000000,-1472000000,2202000000,-3911000000,6798000000,0,7976000000,7976000000,None,917000000,917000000,None,871000000,0,None,-5405000000,None,40479000000,None,4032000000,ORCL
2021-02-28,USD,3704000000,72000000,None,-29000000,110000000,347000000,414000000,174000000,64000000,5670000000,-3384000000,-6129000000,0,3996000000,3996000000,None,699000000,699000000,None,143000000,0,None,-3853000000,None,6487000000,None,5021000000,ORCL
2020-11-30,USD,1388000000,124000000,None,-2514000000,-351000000,345000000,568000000,-186000000,751000000,3101000000,3852000000,-4554000000,0,4017000000,4017000000,None,717000000,717000000,None,205000000,0,None,-3812000000,None,3889000000,None,2442000000,ORCL
2020-08-31,USD,5953000000,122000000,None,865000000,-1457000000,701000000,436000000,-1077000000,-206000000,2953000000,-9655000000,-6493000000,0,4945000000,4945000000,None,730000000,730000000,None,567000000,0,None,-4378000000,None,-10195000000,None,2251000000,ORCL
2020-05-31,USD,3614000000,5422000000,None,1215000000,1689000000,722000000,433000000,1636000000,292000000,1622000000,-4256000000,14133000000,0,5305000000,5305000000,None,740000000,740000000,None,356000000,0,None,-3449000000,None,39068000000,None,3116000000,ORCL
2020-02-29,USD,3012000000,224000000,None,-530000000,53000000,400000000,396000000,133000000,-709000000,3102000000,480000000,-4169000000,0,3939000000,3939000000,None,768000000,768000000,None,615000000,0,None,-3324000000,None,3747000000,None,2571000000,ORCL
2019-11-30,USD,513000000,156000000,None,-2674000000,77000000,407000000,349000000,234000000,278000000,2848000000,1233000000,-8294000000,0,4991000000,4991000000,None,767000000,767000000,None,301000000,0,None,-4690000000,None,3285000000,None,2311000000,ORCL
2019-08-31,USD,6000000000,279000000,None,827000000,-1794000000,750000000,386000000,-1313000000,360000000,2726000000,12386000000,-7802000000,0,5005000000,5005000000,None,795000000,795000000,None,316000000,0,None,-4689000000,None,10584000000,None,2137000000,ORCL
2019-05-31,USD,4422000000,5065000000,None,1066000000,1285000000,754000000,413000000,1378000000,93000000,2161000000,7906000000,-6461000000,0,6253000000,6253000000,None,806000000,806000000,None,687000000,0,None,-3566000000,None,39506000000,None,3740000000,ORCL
2019-02-28,USD,2861000000,89000000,None,-396000000,169000000,407000000,443000000,10000000,-159000000,3302000000,13199000000,-12239000000,0,9963000000,9963000000,None,593000000,670000000,None,450000000,0,None,-9513000000,None,4003000000,None,2745000000,ORCL
2018-11-30,USD,546000000,105000000,None,-358000000,256000000,424000000,421000000,274000000,18000000,2906000000,1920000000,-10023000000,0,9957000000,9957000000,None,755000000,714000000,None,727000000,0,None,-9230000000,None,3518000000,None,2333000000,ORCL
2018-08-31,USD,6722000000,144000000,None,-561000000,-1699000000,720000000,383000000,-1390000000,309000000,2265000000,3532000000,-13333000000,0,9967000000,9967000000,None,778000000,742000000,None,291000000,0,None,-9676000000,None,-3165000000,-86000000,2265000000,ORCL
2018-05-31,USD,4660000000,3591000000,None,1029000000,1758000000,702000000,378000000,1601000000,-157000000,3304000000,3160000000,-5459000000,0,4926000000,4926000000,None,778000000,778000000,None,286000000,0,None,-2340000000,None,2133000000,-228000000,3276000000,ORCL
2018-02-28,USD,3310000000,111000000,None,-157000000,167000000,394000000,286000000,45000000,60000000,-4024000000,-1257000000,-4020000000,0,3967000000,3967000000,None,783000000,783000000,None,763000000,0,None,-3204000000,None,-1823000000,144000000,-4047000000,ORCL
2017-11-30,USD,850000000,185000000,None,-1685000000,764000000,400000000,599000000,223000000,124000000,2233000000,-5710000000,4938000000,0,1952000000,1952000000,None,791000000,791000000,None,339000000,0,None,-1613000000,None,-11000000,-89000000,2214000000,ORCL
2017-08-31,USD,6566000000,156000000,None,723000000,-2296000000,696000000,473000000,-1752000000,11000000,2210000000,-1818000000,-5441000000,0,502000000,502000000,None,822000000,788000000,None,1014000000,0,None,512000000,None,-463000000,230000000,2144000000,ORCL
2017-05-31,USD,-4110000000,3722000000,236000000,1690000000,1809000000,719000000,525000000,1655000000,-90000000,3467000000,-5846000000,3287000000,0,494000000,494000000,None,845000000,787000000,None,872000000,0,None,378000000,None,2036000000,129000000,3349000000,ORCL
2017-02-28,USD,2610000000,135000000,129000000,-485000000,82000000,397000000,440000000,7000000,62000000,2239000000,296000000,-940000000,0,498000000,498000000,None,612000000,612000000,None,563000000,0,None,65000000,None,1156000000,125000000,2239000000,ORCL
2016-11-30,USD,2359000000,194000000,34000000,-1455000000,468000000,302000000,757000000,313000000,41000000,2032000000,121000000,-973000000,0,567000000,567000000,None,647000000,614000000,None,259000000,0,None,-308000000,None,-10022000000,-418000000,2032000000,ORCL
2016-08-31,USD,11267000000,22000000,215000000,748000000,-2353000000,358000000,299000000,-1993000000,75000000,1832000000,-5203000000,7712000000,0,2002000000,2002000000,None,785000000,618000000,None,487000000,0,None,-1515000000,None,8462000000,78000000,1832000000,ORCL
2016-05-31,USD,-4804000000,4094000000,123000000,1529000000,1834000000,583000000,180000000,1650000000,-1000000,2930000000,-1128000000,1709000000,0,1973000000,1973000000,None,623000000,623000000,None,623000000,0,None,-1350000000,None,4569000000,134000000,2814000000,ORCL
2016-02-29,USD,2402000000,83000000,41000000,81000000,-114000000,408000000,368000000,-132000000,-26000000,2142000000,304000000,-4663000000,0,2209000000,2209000000,None,632000000,632000000,None,162000000,0,None,-2047000000,None,-1828000000,49000000,2142000000,ORCL
2015-11-30,USD,2451000000,95000000,45000000,-1665000000,765000000,423000000,195000000,536000000,-11000000,2197000000,228000000,-3756000000,0,3412000000,3412000000,None,696000000,636000000,None,None,0,None,-3068000000,None,672000000,-206000000,2197000000,ORCL
2015-08-31,USD,11455000000,89000000,102000000,718000000,-2579000000,671000000,446000000,-2150000000,-50000000,1747000000,-7471000000,-3270000000,0,2846000000,2846000000,None,675000000,650000000,None,None,0,None,-2550000000,None,-4977000000,-92000000,1747000000,ORCL
2015-05-31,USD,7844000000,4206000000,112000000,2402000000,2426000000,717000000,597000000,1659000000,18000000,2870000000,-3724000000,7668000000,0,2008000000,2008000000,None,655000000,655000000,None,None,0,None,-1651000000,None,8015000000,-212000000,2757000000,ORCL
2015-02-28,USD,2729000000,150000000,148000000,-409000000,115000000,527000000,368000000,-54000000,92000000,2495000000,415000000,-1884000000,0,1992000000,1992000000,None,530000000,530000000,None,None,0,None,-1447000000,None,-2452000000,-417000000,2495000000,ORCL
2014-11-30,USD,2743000000,85000000,40000000,-1819000000,525000000,568000000,225000000,693000000,-4000000,2502000000,197000000,-2454000000,0,2087000000,2087000000,None,702000000,533000000,None,None,0,None,-1775000000,None,-8026000000,-425000000,2502000000,ORCL
2014-08-31,USD,12875000000,124000000,96000000,728000000,-2791000000,707000000,201000000,-2506000000,-10000000,2184000000,-6700000000,6520000000,0,2000000000,2000000000,None,564000000,537000000,None,None,0,None,-1412000000,None,6410000000,-138000000,2184000000,ORCL
2014-05-31,USD,4456000000,3807000000,192000000,1472000000,2269000000,724000000,154000000,1982000000,-37000000,3744000000,-1607000000,-1806000000,0,1972000000,1972000000,None,538000000,538000000,None,None,0,None,-1356000000,None,937000000,-106000000,3646000000,ORCL
2014-02-28,USD,2763000000,146000000,159000000,-282000000,42000000,560000000,147000000,-17000000,-7000000,2565000000,529000000,-1736000000,0,2040000000,2040000000,None,541000000,541000000,None,None,0,None,-1286000000,None,1938000000,-51000000,2565000000,ORCL
2013-11-30,USD,2736000000,101000000,62000000,-1418000000,829000000,577000000,126000000,718000000,-8000000,2553000000,216000000,-2867000000,0,2833000000,2833000000,None,545000000,545000000,None,None,0,None,-2353000000,None,-4770000000,80000000,2553000000,ORCL
2013-08-31,USD,6292000000,117000000,67000000,448000000,-3078000000,745000000,153000000,-2707000000,-5000000,2191000000,-3501000000,2341000000,0,2968000000,2968000000,None,582000000,554000000,None,None,0,None,-2683000000,None,5051000000,-81000000,2191000000,ORCL
2013-05-31,USD,4564000000,3446000000,38000000,1328000000,2334000000,742000000,183000000,2002000000,18000000,1485000000,-2229000000,-3626000000,0,2817000000,2817000000,None,0,0,None,None,0,None,-2590000000,None,-1488000000,-197000000,3806000000,ORCL
2013-02-28,USD,3194000000,125000000,193000000,-332000000,-155000000,586000000,116000000,-231000000,-48000000,3295000000,-665000000,-2309000000,0,2132000000,2132000000,None,850000000,850000000,None,None,0,None,-1584000000,None,189000000,-31000000,2504000000,ORCL
2012-11-30,USD,795000000,33000000,59000000,-1689000000,743000000,584000000,212000000,592000000,-10000000,3475000000,-2552000000,1955000000,0,2996000000,2996000000,None,291000000,291000000,None,None,0,None,-2761000000,None,245000000,47000000,2581000000,ORCL
2012-08-31,USD,5671000000,62000000,120000000,300000000,-2568000000,746000000,139000000,-2630000000,-10000000,2826000000,-510000000,-4520000000,0,3076000000,3076000000,None,323000000,292000000,None,None,0,None,-2559000000,None,712000000,71000000,2034000000,ORCL
