fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2018-03-31,USD,1134900000,41300000,None,11600000,-303900000,96300000,104700000,-97800000,40000000,643100000,-631700000,-922100000,0,187900000,187900000,None,278400000,278400000,None,None,None,None,-187900000,None,643100000,None,661000000,ADP
2017-12-31,USD,430400000,22500000,None,82600000,240600000,94800000,107700000,255400000,60800000,467500000,-1033700000,8345000000,0,158200000,158200000,None,253000000,253000000,None,None,None,None,-158200000,None,467500000,None,670400000,ADP
2017-09-30,USD,244700000,52000000,None,-19900000,341200000,87200000,143000000,81700000,4600000,401500000,-292600000,-2064700000,0,250100000,250100000,None,253700000,253700000,None,None,None,None,-250100000,None,-2098400000,14200000,412600000,ADP
2017-06-30,USD,457200000,831700000,None,47900000,2700000,82500000,134000000,-113500000,30000000,265800000,-158500000,-7295200000,0,302800000,302800000,None,255800000,255800000,None,None,None,None,-302800000,None,-57100000,73100000,265800000,ADP
2017-03-31,USD,827600000,34700000,None,74600000,-20800000,77600000,110300000,-29600000,88000000,587900000,-460900000,3042800000,0,191500000,191500000,None,257100000,257100000,None,None,None,None,-191500000,None,3383500000,-26000000,587900000,ADP
2016-12-31,USD,511300000,8400000,None,141300000,163200000,78400000,120400000,240700000,121100000,510900000,-96900000,5484300000,0,436700000,436700000,None,240500000,240500000,None,None,None,None,-436700000,None,5859900000,-38800000,510900000,ADP
2016-09-30,USD,329800000,34000000,None,-116400000,100600000,77600000,105900000,-121000000,-80100000,368700000,-396900000,-9513600000,0,328600000,328600000,None,241800000,241800000,None,None,None,None,-328600000,None,-9597000000,-16300000,368700000,ADP
2016-06-30,USD,662900000,658900000,None,-160900000,-419000000,73900000,98300000,-321200000,-142700000,282000000,15390400000,-7579900000,0,64700000,64700000,None,242400000,242400000,None,None,None,None,10600000,None,8470200000,-3200000,282000000,ADP
2016-03-31,USD,719000000,44900000,None,470500000,415200000,73300000,82600000,434600000,450200000,532500000,-10393700000,9805800000,0,318000000,318000000,None,242400000,242400000,None,None,None,None,-318000000,None,146500000,15400000,532500000,ADP
2015-12-31,USD,406300000,6800000,None,-13600000,55800000,72600000,104100000,78900000,-15100000,341400000,-6184900000,5398600000,0,464900000,464900000,None,229800000,229800000,None,None,None,None,-464900000,None,-389800000,-9800000,341400000,ADP
2015-09-30,USD,109100000,15900000,None,-91400000,281500000,68800000,101000000,32300000,-71900000,336600000,319200000,1128200000,0,308100000,308100000,None,229000000,229000000,None,None,None,None,-308100000,None,1545400000,-11100000,336600000,ADP
2015-06-30,USD,509800000,793800000,None,9800000,-32100000,70800000,95900000,-34500000,-19500000,336200000,3716200000,-4401500000,-2173000000,429500000,429500000,None,231400000,231400000,None,None,None,None,-408100000,None,-169300000,6200000,336200000,ADP
2015-03-31,USD,857100000,-500000,None,185800000,-73900000,70000000,74300000,24400000,192300000,489600000,5903300000,-6752800000,0,665500000,665500000,None,234900000,234900000,None,None,None,None,-606600000,None,-42200000,-49800000,489600000,ADP
2014-12-31,USD,228900000,4200000,None,-37000000,195600000,69400000,84800000,215100000,-36500000,331500000,-13646900000,13120600000,0,401000000,401000000,None,231500000,231500000,None,None,None,None,-388700000,None,-324900000,-27500000,331500000,ADP
2014-09-30,USD,378200000,44200000,None,-23400000,194600000,67700000,80500000,-29900000,-14200000,295200000,267100000,-418000000,0,61200000,61200000,None,229800000,229800000,None,None,None,None,-44700000,None,192100000,-35200000,295200000,ADP
2014-06-30,USD,604500000,776600000,None,83600000,-60400000,70700000,93800000,-32800000,61300000,288700000,4991800000,-5294000000,2418900000,208300000,208300000,None,231100000,231100000,None,None,None,None,-146800000,None,312600000,10300000,288700000,ADP
2014-03-31,USD,743900000,0,None,213000000,72000000,64900000,103400000,107900000,207300000,521600000,2045300000,-2381300000,0,41800000,41800000,None,231200000,231200000,None,None,None,None,2100000,None,403900000,-4000000,521600000,ADP
2013-12-31,USD,391700000,10100000,None,64300000,167800000,67000000,91300000,141100000,71000000,377000000,-8727900000,8454600000,-344600000,114200000,114200000,None,210200000,210200000,None,None,None,None,-61700000,None,118100000,-300000,377000000,ADP
2013-09-30,USD,81300000,34800000,None,-98200000,277800000,64000000,79200000,-12200000,-86600000,328600000,2504100000,-3137500000,0,303000000,303000000,None,210600000,210600000,None,None,None,None,-241800000,None,-550100000,2000000,328600000,ADP
2013-06-30,USD,575500000,None,None,3300000,-157400000,14800000,79200000,-127200000,-2800000,227000000,7341000000,-7862700000,0,245300000,245300000,None,210800000,210800000,None,None,None,None,-10000000,None,51400000,-2400000,227000000,ADP
2013-03-31,USD,618300000,None,None,118000000,119000000,80800000,69400000,133500000,105600000,482700000,-6775600000,6426700000,-13500000,95100000,95100000,None,210400000,210400000,None,None,None,None,-95100000,None,256800000,-12600000,482700000,ADP
2012-12-31,USD,448500000,None,None,108400000,135000000,77300000,70300000,137300000,106100000,390900000,-2859700000,2680300000,-428200000,112400000,112400000,None,192200000,192200000,None,None,None,None,-112400000,None,273500000,4400000,390900000,ADP
2012-09-30,USD,-65100000,None,None,-104400000,403900000,78300000,64000000,73400000,-73000000,305300000,715900000,-1093300000,None,194500000,194500000,None,192100000,192100000,None,None,None,None,-194500000,None,-430700000,11800000,305300000,ADP
2012-06-30,USD,499100000,None,None,55200000,-44200000,82000000,62700000,23200000,30200000,258400000,8258400000,-8857600000,None,341400000,341400000,None,193300000,193300000,None,None,None,None,-341400000,None,-117000000,-16900000,258400000,ADP
2012-03-31,USD,663200000,None,None,103300000,35200000,80200000,68900000,19300000,100900000,452400000,-6582900000,6243500000,None,102000000,102000000,None,192500000,192500000,None,None,None,None,-102000000,None,333800000,10000000,452400000,ADP
2011-12-31,USD,431600000,None,None,110100000,109300000,78200000,60600000,103900000,99800000,375000000,-4314000000,3975600000,None,48700000,48700000,None,176200000,176200000,None,None,None,None,-48700000,None,82400000,-10800000,375000000,ADP
2011-09-30,USD,316300000,None,None,-105300000,11400000,78900000,57400000,-106300000,-78800000,302700000,5882100000,-6315400000,None,249200000,249200000,None,177700000,177700000,None,None,None,None,-249200000,None,-140500000,-23500000,302700000,ADP
2011-06-30,USD,485500000,None,None,134600000,57600000,75400000,96700000,67300000,-1669700000,241800000,7294200000,-7996600000,None,558000000,558000000,None,179200000,179200000,None,None,None,None,-558000000,None,-211500000,5400000,241800000,ADP
2011-03-31,USD,573000000,None,None,150200000,156800000,81000000,64500000,144300000,-1987400000,423800000,-8496700000,8205500000,None,72700000,72700000,None,177600000,177600000,None,None,None,None,-72700000,None,295200000,13400000,423800000,ADP
2010-12-31,USD,425000000,None,None,-114400000,85000000,82700000,58500000,-100700000,-1944000000,310100000,-1982400000,1691500000,None,52300000,52300000,None,167600000,167600000,None,None,None,None,-52300000,None,129000000,-5100000,310100000,ADP
2010-09-30,USD,222300000,None,None,-105200000,-78900000,75500000,58000000,27400000,-2176800000,278500000,-4155700000,3438800000,None,49800000,49800000,None,168000000,168000000,None,None,None,None,-49800000,None,-466600000,28000000,278500000,ADP
2010-06-30,USD,395500000,None,None,164500000,-15300000,76400000,62700000,-200400000,-2279300000,207600000,7701800000,-8403400000,None,487200000,487200000,None,175300000,175300000,None,None,None,None,-487200000,None,-321700000,-15600000,207900000,ADP
2010-03-31,USD,613700000,None,None,156700000,-175800000,78000000,41900000,124200000,-2402900000,401600000,-5239100000,4867000000,None,127300000,127300000,None,167300000,167300000,None,None,None,None,-127300000,None,223900000,-17700000,403600000,ADP
2009-12-31,USD,429200000,None,None,-107000000,54500000,77300000,71100000,-96700000,-2327400000,315800000,-5209900000,4931800000,None,138200000,138200000,None,165200000,165200000,None,None,None,None,-138200000,None,158300000,7200000,315800000,ADP
2009-09-30,USD,243700000,None,None,-252800000,57800000,77500000,51000000,64100000,-230800000,284100000,367700000,-1306400000,None,13700000,13700000,None,165600000,165600000,None,None,None,None,-13700000,None,-682500000,12500000,284100000,ADP
2024-02-03,USD,1138832000,None,None,None,None,525251000,222978000,None,None,462727000,-219101000,-574232000,2779494000,180351000,180351000,None,426076000,426076000,None,None,None,None,-130532000,None,None,None,462727000,ADI
2023-10-28,USD,1187294000,None,None,None,None,577718000,476393000,None,-242299000,498430000,-479061000,-899418000,2640615000,469937000,469937000,None,427985000,427985000,None,None,None,None,-464331000,None,None,None,498430000,ADI
2023-07-29,USD,1142454000,None,None,None,None,587692000,324574000,None,-242299000,877019000,-326747000,-844070000,2392874000,686510000,686510000,None,430456000,430456000,None,None,None,None,-640520000,None,-28363000,None,877019000,ADI
2023-04-29,USD,1081581000,None,None,None,None,581796000,284338000,None,-242299000,977656000,-284521000,-1289913000,None,1152951000,1152951000,None,435213000,435213000,None,None,None,None,-1127177000,None,-492853000,None,977656000,ADI
2023-01-28,USD,1406305000,None,None,None,None,587498000,176158000,None,-242299000,961474000,-176056000,-1030359000,None,654557000,654557000,None,385452000,385452000,None,None,None,None,-613319000,None,199890000,None,961474000,ADI
2022-10-29,USD,1149336000,None,None,None,None,572653000,304512000,None,-470725000,936226000,-306333000,-886860000,None,818183000,818183000,None,390345000,390345000,None,None,None,None,-814309000,None,-43857000,None,936226000,ADI
2022-07-30,USD,1247846000,None,None,None,None,578969000,164884000,None,271396000,748985000,-134133000,-1318406000,None,905972000,905972000,None,394018000,394018000,None,None,None,None,-896013000,None,-204693000,None,748985000,ADI
2022-04-30,USD,1221807000,None,None,None,None,576106000,118779000,None,271396000,783273000,-113593000,-1148186000,None,776841000,776841000,None,397544000,397544000,None,None,None,None,-765258000,None,783273000,None,783273000,ADI
2022-01-29,USD,856413000,None,None,None,None,569810000,111133000,None,271396000,280077000,-103309000,-937268000,None,76019000,76019000,None,362645000,362645000,None,None,None,None,-67548000,None,-184164000,None,280077000,ADI
2021-10-30,USD,940724000,None,None,None,None,478963000,130777000,None,331083000,75687000,2326805000,-2769698000,None,2095992000,2095992000,None,371230000,371230000,None,None,None,None,-2088235000,None,497831000,None,75687000,ADI
2021-07-31,USD,630042000,None,None,None,None,196151000,86341000,None,-65114000,503311000,-47512000,-406558000,None,163281000,163281000,None,254506000,254506000,None,None,None,None,-151605000,None,503311000,None,503311000,ADI
2021-05-01,USD,736362000,None,None,None,None,198167000,59170000,None,-65114000,422905000,-60697000,-419585000,None,188814000,188814000,None,254429000,254429000,None,None,None,None,-165062000,None,422905000,None,422905000,ADI
2021-01-30,USD,427941000,None,None,None,None,201353000,67388000,None,-65114000,388519000,-75071000,-363823000,None,157057000,157057000,None,229179000,229179000,None,None,None,None,-137137000,None,-10953000,None,388519000,ADI
2020-10-31,USD,672598000,None,None,None,None,202216000,29888000,None,1760000,386526000,-30742000,-676166000,None,7222000,7222000,None,229597000,229597000,None,None,None,None,3431000,None,-34310000,None,386526000,ADI
2020-08-01,USD,557200000,None,None,None,None,201463000,20804000,None,1760000,362665000,-33497000,-219160000,None,17651000,17651000,None,228798000,228798000,None,None,None,None,9202000,None,362665000,None,362665000,ADI
2020-05-02,USD,429041000,None,None,None,None,203312000,60161000,None,1760000,267696000,-61552000,-235710000,None,113584000,113584000,None,228600000,228600000,None,None,None,None,-98800000,None,267696000,None,267696000,ADI
2020-02-01,USD,349648000,None,None,None,None,203932000,54839000,None,None,203874000,-54732000,-289572000,None,106030000,106030000,None,199160000,199160000,None,None,None,None,-89917000,None,5344000,None,203874000,ADI
2019-11-02,USD,657904000,None,None,None,None,205164000,51075000,None,-42771000,277694000,-63757000,-557110000,None,172389000,172389000,None,200196000,200196000,None,None,None,None,-162001000,None,37037000,None,277694000,ADI
2019-08-03,USD,552547000,None,None,None,None,204127000,58095000,None,-42771000,362374000,-58642000,-594615000,None,112001000,112001000,None,200068000,200068000,None,None,None,None,-92773000,None,362374000,None,362374000,ADI
2019-05-04,USD,670882000,None,None,None,None,201375000,75209000,None,-42771000,367937000,-74572000,-488920000,None,101522000,101522000,None,199501000,199501000,None,None,None,None,-33844000,None,367937000,None,367937000,ADI
2019-02-02,USD,371767000,None,None,None,None,200585000,90993000,None,-42771000,355006000,-96215000,-486149000,None,227093000,227093000,None,177716000,177716000,None,None,None,None,-207864000,None,-210727000,-130000,355006000,ADI
2018-11-03,USD,714441000,None,None,None,None,201190000,86004000,None,-34636000,404855000,-89019000,-580746000,None,184116000,184116000,None,179416000,179416000,None,None,None,None,-162847000,None,44016000,-660000,404855000,ADI
2018-08-04,USD,620738000,None,None,None,None,199865000,51750000,None,-34636000,408557000,-54489000,-599125000,None,11953000,11953000,None,178890000,178890000,None,None,None,None,22800000,None,-33942000,-1066000,408557000,ADI
2018-05-05,USD,718494000,None,None,None,None,199543000,53900000,None,-34636000,400328000,-105990000,-630145000,None,21978000,21978000,None,178282000,178282000,None,None,None,None,27700000,None,-21033000,-3392000,400328000,ADI
2018-02-03,USD,388688000,None,None,None,None,198465000,63222000,None,-34636000,293240000,-64500000,-548026000,None,7930000,7930000,None,166719000,166719000,None,None,None,None,67682000,None,-220288000,3550000,293240000,ADI
2017-10-28,USD,652457000,1063147000,None,None,None,189691000,65215000,None,-47354000,347650000,-13036000,-501678000,None,10598000,10598000,None,166857000,166857000,None,None,None,None,45560000,None,139269000,1526000,425770000,ADI
2017-07-29,USD,-360001000,4282000,None,None,None,147200000,63617000,None,195565000,68916000,426071000,-4857240000,None,8955000,8955000,None,166265000,166265000,None,None,None,None,18000000,None,-4789174000,1996000,68916000,ADI
2017-04-29,USD,539315000,17851000,None,None,None,88800000,46929000,None,121113000,93564000,-8800803000,8971274000,None,23874000,23874000,None,139314000,139314000,None,None,None,None,52800000,None,710480000,694000,93564000,ADI
2017-01-28,USD,322594000,8102000,None,None,None,54326000,28337000,None,None,217129000,1769754000,1974449000,None,3106000,3106000,None,129683000,129683000,None,None,None,None,65726000,None,4066131000,-666000,217129000,ADI
2016-10-29,USD,497437000,122892000,None,None,None,53666000,41224000,None,38221000,296157000,-556929000,-121820000,None,1412000,1412000,None,129643000,129643000,None,None,None,None,42942000,None,-182538000,-1226000,296157000,ADI
2016-07-30,USD,254003000,2982000,None,None,None,18900000,37528000,None,None,230430000,-111764000,-156662000,None,23022000,23022000,None,128954000,128954000,None,None,None,None,16600000,None,-15992000,-1569000,230430000,ADI
2016-04-30,USD,320203000,3212000,None,None,None,18400000,25517000,None,None,170573000,-345212000,-326669000,None,213650000,213650000,None,129925000,129925000,None,None,None,None,16500000,None,-350780000,898000,170573000,ADI
2016-01-30,USD,219705000,986000,None,None,None,51556000,23128000,None,None,164504000,-204365000,571781000,None,131977000,131977000,None,124658000,124658000,None,None,None,None,-119548000,None,586089000,-1032000,164504000,ADI
2015-10-31,USD,197975000,171451000,None,None,None,50981000,45807000,None,-35557000,96305000,352584000,-222905000,None,111702000,111702000,None,125582000,125582000,None,None,None,None,-96242000,None,326856000,-798000,96305000,ADI
2015-08-01,USD,197139000,6373000,None,None,None,23900000,35164000,None,None,216478000,-147419000,-127930000,None,31340000,31340000,None,125511000,125511000,None,None,None,None,20000000,None,-78719000,-509000,216478000,ADI
2015-05-02,USD,344031000,6642000,None,None,None,25200000,49229000,None,None,205338000,-268561000,-89488000,None,24275000,24275000,None,124882000,124882000,None,None,None,None,52100000,None,-13986000,32000,205338000,ADI
2015-01-31,USD,168653000,9135000,None,None,None,56512000,23760000,None,None,178757000,46271000,-131280000,None,59636000,59636000,None,115084000,115084000,None,None,None,None,25957000,None,80969000,-2675000,178757000,ADI
2014-11-01,USD,262263000,101880000,None,None,None,57103000,43417000,None,24642000,108695000,822000,-2277844000,None,187375000,187375000,None,116308000,116308000,None,None,None,None,-144342000,None,-2016208000,-1449000,108695000,ADI
2014-08-02,USD,213442000,9322000,None,None,None,1600000,42315000,None,None,180606000,98766000,1870876000,None,57394000,57394000,None,116098000,116098000,None,None,None,None,36000000,None,2182651000,-433000,180606000,ADI
2014-05-03,USD,238424000,4423000,None,None,None,55000,44058000,None,None,187433000,-170016000,-82334000,None,22614000,22614000,None,115795000,115795000,None,None,None,None,62900000,None,-14437000,-511000,187433000,ADI
2014-02-01,USD,157473000,7604000,None,None,None,27390000,48123000,None,None,152586000,-44323000,-87308000,None,88963000,88963000,None,106024000,106024000,None,None,None,None,70237000,None,25138000,-704000,152586000,ADI
2013-11-02,USD,282165000,67315000,None,None,None,27570000,48558000,None,28527000,201554000,-250402000,-100467000,None,42809000,42809000,None,105938000,105938000,None,None,None,None,45990000,None,-67979000,725000,201554000,ADI
2013-08-03,USD,220025000,6265000,None,None,None,100000,30068000,None,None,176239000,-447791000,92394000,None,-3800000,-3800000,None,104923000,104923000,None,None,None,None,85900000,None,-135563000,-191000,176239000,ADI
2013-05-04,USD,252186000,2833000,None,None,None,100000,26179000,None,None,164472000,-412134000,-39662000,None,4519000,4519000,None,104415000,104415000,None,None,None,None,62200000,None,-200166000,-556000,164472000,ADI
2013-02-02,USD,157969000,5975000,None,None,None,27810000,18269000,None,None,131222000,160401000,-52822000,None,17001000,17001000,None,90679000,90679000,None,None,None,None,210569000,None,266964000,1416000,131222000,ADI
2012-11-03,USD,236047000,175754000,None,None,None,27538000,37511000,None,-18592000,179187000,-106461000,-63747000,None,20831000,20831000,None,91372000,91372000,None,None,None,None,140297000,None,66684000,845000,179187000,ADI
2012-08-04,USD,137706000,5054000,None,None,None,27163000,39239000,None,None,169768000,-282515000,-86852000,None,17481000,17481000,None,89511000,89511000,None,None,None,None,23500000,None,-232917000,-1256000,169768000,ADI
2012-05-05,USD,225969000,2602000,None,None,None,26889000,30137000,None,None,162899000,-544511000,-84325000,None,44143000,44143000,None,89402000,89402000,None,None,None,None,38800000,None,-402376000,491000,162899000,ADI
2012-02-04,USD,214820000,1896000,None,None,None,28243000,25289000,None,None,139382000,-406203000,-114703000,None,78591000,78591000,None,74416000,74416000,None,None,None,None,19167000,None,-307658000,-1572000,139382000,ADI
2011-10-29,USD,230160000,232408000,None,None,None,29048000,26331000,None,295081000,183527000,-57465000,-124786000,None,83049000,82816000,None,74824000,74824000,None,None,None,None,-26891000,None,47279000,-630000,183527000,ADI
2011-07-30,USD,256980000,2600000,None,None,None,300000,36977000,None,None,219935000,-670372000,-122386000,None,66283000,66283000,None,74993000,74993000,None,None,None,None,41200000,None,-536940000,-1162000,219935000,ADI
2011-04-30,USD,196638000,2700000,None,None,None,300000,34141000,None,None,241826000,-184037000,310049000,None,67552000,67552000,None,65999000,65999000,None,None,None,None,46200000,None,324440000,1790000,241826000,ADI
2011-02-04,USD,216751000,None,None,None,None,29885000,25547000,None,None,222106000,208136000,75735000,None,None,None,None,65810000,65810000,None,None,None,None,-113605000,None,500321000,-301000,222106000,ADI
2010-10-30,USD,274276000,119352000,None,None,None,29946000,37763000,None,-24274000,224994000,-139876000,-58873000,None,35801000,35801000,None,65589000,65589000,None,None,None,None,48544000,None,76571000,1044000,224994000,ADI
2010-07-31,USD,224806000,2100000,None,None,None,600000,39125000,None,None,199491000,-172896000,-64617000,None,0,0,None,65949000,65949000,None,None,None,None,4900000,None,-14943000,-2236000,199491000,ADI
2010-05-01,USD,278320000,None,None,None,None,1800000,17490000,None,None,167140000,-130092000,-53818000,None,None,None,None,59556000,59556000,None,None,None,None,5700000,None,94104000,-306000,167140000,ADI
2010-01-30,USD,213773000,None,None,None,None,31082000,17179000,None,None,120459000,-42961000,104670000,None,0,0,None,58870000,58870000,None,None,None,None,163487000,None,274539000,-943000,120459000,ADI
2009-10-31,USD,162678000,None,None,None,None,32148000,16389000,None,253161000,105609000,-101086000,-54674000,None,0,None,None,58326000,58326000,None,None,None,None,-5163000,None,7014000,96000,105609000,ADI
2009-08-01,USD,133564000,None,None,None,None,1700000,5425000,None,None,65460000,-498410000,317728000,None,182000,None,None,58260000,58260000,None,None,None,None,5800000,None,-44164000,2954000,65460000,ADI
2009-05-02,USD,75996000,None,None,None,None,35031000,12046000,None,None,51754000,-111226000,-59098000,None,3091000,None,None,58164000,58164000,None,None,None,None,-3091000,None,-92834000,1494000,51754000,ADI
2009-01-31,USD,59910000,None,None,None,None,40712000,22235000,None,None,24949000,175993000,-57959000,None,489000,None,None,58238000,58238000,None,None,None,None,-489000,None,176114000,-1830000,24949000,ADI
2008-11-01,USD,142258000,None,None,None,None,37935000,47377000,None,314629000,143871000,98899000,-58714000,None,17473000,None,None,58105000,58105000,None,None,None,None,-17473000,None,175143000,-7300000,143871000,ADI
2008-08-02,USD,196147000,None,None,None,None,38682000,39381000,None,None,138608000,89464000,-62654000,None,None,None,None,58078000,58078000,None,None,None,None,-27578000,None,None,None,138608000,ADI
2023-12-31,USD,622242000,35320000,None,58869000,432530000,99063000,76801000,213132000,21189000,582534000,-88476000,-590924000,13900000,437817000,437817000,None,196900000,196859000,None,48433000,0,None,-389384000,None,None,None,582534000,KLAC
2023-09-30,USD,883740000,123238000,None,91451000,-513000,102403000,68045000,-122615000,138419000,741375000,-391671000,-705156000,0,455412000,455412000,None,181500000,181507000,None,0,0,None,-455412000,None,None,None,741375000,KLAC
2023-06-30,USD,959115000,42713000,None,208683000,40657000,104813000,78683000,-186706000,144654000,684654000,-74484000,-511321000,0,388825000,388825000,None,179554000,179510000,None,90939000,0,None,-297886000,None,373310000,None,684654000,KLAC
