fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2023-06-30,USD,359000000,19000000,None,-110000000,-170000000,81000000,45000000,-167000000,-167000000,402000000,-44000000,-482000000,None,325000000,325000000,None,52000000,52000000,None,None,None,None,-325000000,None,-167000000,None,402000000,EA
2023-03-31,USD,617000000,135000000,None,137000000,-84000000,85000000,47000000,-152000000,-152000000,-12000000,-37000000,-358000000,None,325000000,325000000,None,52000000,52000000,None,None,None,None,-292000000,None,222000000,None,-12000000,EA
2022-12-31,USD,1123000000,0,None,223000000,-15000000,103000000,48000000,-90000000,-90000000,204000000,-61000000,-418000000,None,325000000,325000000,None,52000000,52000000,None,None,None,None,-322000000,None,250000000,None,204000000,EA
2022-09-30,USD,-112000000,None,None,-95000000,426000000,95000000,53000000,346000000,346000000,299000000,-54000000,-348000000,None,325000000,325000000,None,53000000,53000000,None,None,None,None,-282000000,None,344000000,None,299000000,EA
2022-06-30,USD,-78000000,None,None,-121000000,31000000,89000000,59000000,-70000000,-70000000,311000000,-65000000,-476000000,None,320000000,320000000,None,53000000,53000000,None,None,None,None,-319000000,None,-619000000,None,311000000,EA
2022-03-31,USD,444000000,69000000,None,-12000000,-42000000,95000000,53000000,-313000000,None,225000000,-33000000,-351000000,None,325000000,325000000,None,48000000,48000000,None,None,None,None,-292000000,None,65000000,None,225000000,EA
2021-12-31,USD,1534000000,0,None,382000000,-32000000,103000000,48000000,-56000000,None,66000000,-49000000,-442000000,None,325000000,325000000,None,48000000,48000000,None,None,None,None,-322000000,None,1040000000,-3000000,66000000,EA
2021-09-30,USD,64000000,None,None,113000000,603000000,70000000,43000000,458000000,None,294000000,-911000000,-348000000,None,325000000,325000000,None,48000000,48000000,None,None,None,None,-284000000,None,-1208000000,-13000000,294000000,EA
2021-06-30,USD,-143000000,None,None,-321000000,34000000,80000000,44000000,-12000000,None,204000000,-1811000000,-479000000,None,325000000,325000000,None,49000000,49000000,None,None,None,None,-325000000,None,-2422000000,11000000,204000000,EA
2021-03-31,USD,371000000,None,None,-120000000,-101000000,52000000,31000000,-268000000,None,76000000,-566000000,-556000000,None,325000000,325000000,None,49000000,49000000,None,None,None,None,-295000000,None,488000000,35000000,76000000,EA
2020-12-31,USD,392000000,None,None,264000000,249000000,43000000,30000000,348000000,None,211000000,122000000,653000000,None,326000000,326000000,None,49000000,49000000,None,None,None,None,-313000000,None,713000000,18000000,211000000,EA
2020-09-30,USD,217000000,None,None,79000000,116000000,38000000,25000000,-83000000,None,185000000,-53000000,32000000,None,0,0,None,0,49000000,None,None,None,None,40000000,None,46000000,6000000,185000000,EA
2020-06-30,USD,817000000,None,None,-69000000,-10000000,37000000,38000000,44000000,None,365000000,-8000000,-144000000,None,78000000,78000000,None,0,49000000,None,None,None,None,-75000000,None,245000000,19000000,365000000,EA
2020-03-31,USD,-811000000,22000000,None,-148000000,-221000000,38000000,40000000,-340000000,None,401000000,-11000000,-300000000,None,291000000,291000000,None,49000000,49000000,None,None,None,None,-263000000,None,165000000,-22000000,418000000,EA
2019-12-31,USD,377000000,None,None,92000000,-109000000,34000000,28000000,-59000000,None,346000000,-83000000,-361000000,None,305000000,305000000,None,None,None,None,None,None,None,-304000000,None,663000000,3000000,346000000,EA
2019-09-30,USD,886000000,None,None,235000000,1146000000,36000000,27000000,529000000,None,854000000,-313000000,-312000000,None,306000000,306000000,None,None,None,None,None,None,None,-276000000,None,-593000000,-5000000,854000000,EA
2019-06-30,USD,731000000,None,None,-96000000,856000000,36000000,45000000,-294000000,None,1421000000,-950000000,-385000000,None,305000000,305000000,None,None,None,None,None,None,None,-302000000,None,-1175000000,2000000,1421000000,EA
2019-03-31,USD,-354000000,None,None,-96000000,-191000000,40000000,35000000,-183000000,None,196000000,500000000,-282000000,None,301000000,301000000,None,None,None,None,None,None,None,-276000000,None,821000000,4000000,209000000,EA
2018-12-31,USD,293000000,None,None,51000000,-177000000,36000000,21000000,-151000000,None,262000000,373000000,-312000000,None,292000000,292000000,None,None,None,None,None,None,None,-292000000,None,1006000000,-9000000,262000000,EA
2018-09-30,USD,287000000,None,None,184000000,639000000,36000000,31000000,591000000,None,255000000,-601000000,-271000000,None,299000000,299000000,None,None,None,None,None,None,None,-264000000,None,-995000000,3000000,255000000,EA
2018-06-30,USD,579000000,None,None,-77000000,-143000000,35000000,32000000,-169000000,None,293000000,-103000000,-388000000,None,300000000,300000000,None,None,None,None,None,None,None,-299000000,None,-382000000,-11000000,293000000,EA
2018-03-31,USD,753000000,21000000,None,-282000000,-507000000,39000000,20000000,-502000000,None,753000000,1215000000,-135000000,None,148000000,148000000,None,None,None,None,None,None,None,-127000000,None,1692000000,-3000000,607000000,EA
2017-12-31,USD,-156000000,0,None,77000000,-30000000,31000000,24000000,73000000,None,-186000000,-151000000,-157000000,None,150000000,150000000,None,None,None,None,None,None,None,-150000000,None,499000000,-8000000,-186000000,EA
2017-09-30,USD,8000000,None,None,364000000,618000000,32000000,30000000,589000000,None,-22000000,-120000000,-136000000,None,153000000,153000000,None,None,None,None,None,None,None,-126000000,None,-181000000,23000000,-22000000,EA
2017-06-30,USD,1007000000,None,None,-160000000,-270000000,29000000,33000000,-135000000,None,644000000,-288000000,-215000000,None,150000000,150000000,None,None,None,None,None,None,None,-120000000,None,-317000000,10000000,644000000,EA
2017-03-31,USD,717000000,20000000,None,90000000,-294000000,30000000,29000000,-231000000,None,717000000,-261000000,-74000000,None,125000000,125000000,None,None,None,None,None,None,None,-86000000,None,82000000,10000000,566000000,EA
2016-12-31,USD,28000000,1000000,None,6000000,-109000000,30000000,25000000,-126000000,-15000000,-1000000,-249000000,16000000,None,127000000,127000000,None,None,None,None,None,None,None,-125000000,None,737000000,-20000000,-1000000,EA
2016-09-30,USD,-10000000,22000000,None,333000000,473000000,28000000,29000000,481000000,24000000,-38000000,-168000000,4000000,None,127000000,127000000,None,None,None,None,None,None,None,-100000000,None,-296000000,-5000000,-38000000,EA
2016-06-30,USD,72000000,0,None,-234000000,-37000000,29000000,40000000,12000000,-7000000,440000000,-81000000,-119000000,None,129000000,129000000,None,None,None,None,None,None,None,-125000000,None,-451000000,-3000000,440000000,EA
2016-03-31,USD,536000000,13000000,None,-185000000,28000000,25000000,30000000,-395000000,-9000000,536000000,-401000000,212000000,None,634000000,634000000,None,989000000,989000000,None,None,None,None,-613000000,None,230000000,23000000,899000000,EA
2015-12-31,USD,-14000000,0,None,-31000000,-139000000,29000000,21000000,-111000000,-20000000,-45000000,-3000000,-87000000,None,126000000,126000000,None,None,None,None,None,None,None,-124000000,None,665000000,-10000000,-45000000,EA
2015-09-30,USD,-110000000,0,None,324000000,613000000,28000000,18000000,598000000,29000000,-140000000,60000000,-173000000,None,126000000,126000000,None,None,None,None,None,None,None,-87000000,None,-212000000,-21000000,-140000000,EA
2015-06-30,USD,347000000,3000000,None,-347000000,-248000000,24000000,24000000,-219000000,-3000000,442000000,-140000000,-47000000,None,132000000,132000000,None,None,None,None,None,None,None,-87000000,None,-258000000,0,442000000,EA
2015-03-31,USD,399000000,18000000,None,-54000000,-67000000,26000000,32000000,-122000000,-3000000,400000000,-210000000,-60000000,None,95000000,95000000,None,None,None,None,None,None,None,-66000000,None,-98000000,-26000000,395000000,EA
2014-12-31,USD,174000000,8000000,None,-217000000,-363000000,31000000,15000000,-332000000,-27000000,142000000,-27000000,2000000,None,97000000,97000000,None,None,None,None,None,None,None,-92000000,None,542000000,-23000000,142000000,EA
2014-09-30,USD,35000000,11000000,None,383000000,528000000,30000000,21000000,618000000,30000000,3000000,-26000000,2000000,None,95000000,95000000,None,None,None,None,None,None,None,-74000000,None,70000000,-15000000,3000000,EA
2014-06-30,USD,4000000,7000000,None,-127000000,-151000000,28000000,27000000,-110000000,-19000000,335000000,-207000000,-33000000,None,50000000,50000000,None,None,None,None,None,None,None,-45000000,None,-228000000,8000000,335000000,EA
2014-03-31,USD,344000000,10000000,None,-73000000,-133000000,-8000000,16000000,-198000000,1000000,344000000,-276000000,39000000,None,0,0,None,None,None,None,None,None,None,26000000,None,36000000,-8000000,367000000,EA
2013-12-31,USD,-269000000,1000000,None,48000000,-82000000,44000000,28000000,-68000000,-3000000,-308000000,-26000000,1000000,None,0,0,None,None,None,None,None,None,None,1000000,None,656000000,-4000000,-308000000,EA
2013-09-30,USD,-192000000,None,None,317000000,445000000,42000000,24000000,470000000,16000000,-273000000,3000000,28000000,None,0,0,None,None,None,None,None,None,None,28000000,None,34000000,9000000,-273000000,EA
2013-06-30,USD,-248000000,None,None,-277000000,-165000000,40000000,29000000,-192000000,-1000000,222000000,-2000000,21000000,None,0,0,None,None,None,None,None,None,None,22000000,None,-236000000,-7000000,222000000,EA
2013-03-31,USD,309000000,3000000,None,34000000,-97000000,0,25000000,-74000000,-16000000,309000000,-87000000,2000000,None,13000000,13000000,None,None,None,None,None,None,None,2000000,None,134000000,-14000000,323000000,EA
2012-12-31,USD,-29000000,0,None,-180000000,-280000000,42000000,25000000,-256000000,-13000000,-45000000,25000000,-158000000,None,157000000,157000000,None,None,None,None,None,None,None,-156000000,None,287000000,5000000,-45000000,EA
2012-09-30,USD,-352000000,None,None,394000000,510000000,42000000,25000000,528000000,11000000,-381000000,82000000,-117000000,None,108000000,108000000,None,None,None,None,None,None,None,-90000000,None,-48000000,15000000,-381000000,EA
2012-06-30,USD,-244000000,None,None,-276000000,-213000000,41000000,31000000,-254000000,2000000,201000000,-40000000,-72000000,None,71000000,71000000,None,None,None,None,None,None,None,-71000000,None,-374000000,-18000000,201000000,EA
2012-03-31,USD,365000000,2000000,None,63000000,-106000000,40000000,44000000,-162000000,-10000000,365000000,0,-248000000,None,241000000,241000000,None,None,None,None,None,None,None,18000000,None,51000000,12000000,400000000,EA
2011-12-31,USD,-182000000,None,None,-45000000,-47000000,39000000,44000000,-39000000,-22000000,-205000000,-114000000,-36000000,None,41000000,41000000,None,None,None,None,None,None,None,4000000,None,312000000,-13000000,-205000000,EA
2011-09-30,USD,-314000000,None,None,259000000,548000000,39000000,52000000,522000000,15000000,-340000000,-511000000,499000000,None,None,None,None,None,None,None,None,None,None,86000000,None,-243000000,-20000000,-340000000,EA
2011-06-30,USD,-274000000,None,None,-314000000,-211000000,38000000,32000000,-307000000,-4000000,221000000,-64000000,-75000000,None,None,None,None,None,None,None,None,None,None,14000000,None,-406000000,7000000,221000000,EA
2011-03-31,USD,145000000,None,None,17000000,-93000000,38000000,21000000,-58000000,-29000000,145000000,-8000000,-40000000,None,None,None,None,None,None,None,None,None,None,17000000,None,226000000,21000000,151000000,EA
2010-12-31,USD,-296000000,None,None,129000000,-90000000,40000000,15000000,-57000000,-51000000,-322000000,-51000000,0,None,None,None,None,None,None,None,None,None,None,0,None,297000000,-1000000,-322000000,EA
2010-09-30,USD,-176000000,None,None,113000000,330000000,40000000,12000000,334000000,71000000,-201000000,97000000,16000000,None,None,None,None,None,None,None,None,None,None,16000000,None,-1000000,20000000,-201000000,EA
2010-06-30,USD,-148000000,None,None,-149000000,-79000000,43000000,11000000,-97000000,-16000000,96000000,-53000000,1000000,None,None,None,None,None,None,None,None,None,None,1000000,None,-216000000,-16000000,96000000,EA
2010-03-31,USD,83000000,None,None,-189000000,-433000000,15000000,22000000,-290000000,-46000000,83000000,-101000000,15000000,None,None,None,None,None,None,None,None,None,None,14000000,None,159000000,-8000000,30000000,EA
2009-12-31,USD,-82000000,None,None,-202000000,-269000000,14000000,16000000,-162000000,-107000000,-82000000,-155000000,13000000,None,None,None,None,None,None,None,None,None,None,0,None,72000000,-7000000,-82000000,EA
2009-09-30,USD,-391000000,None,None,270000000,330000000,12000000,259000000,266000000,34000000,-391000000,-204000000,22000000,None,None,None,None,None,None,None,None,None,None,22000000,None,-163000000,13000000,-391000000,EA
2009-06-30,USD,-328000000,None,None,-74000000,295000000,12000000,8000000,252000000,-4000000,-234000000,-112000000,3000000,None,None,None,None,None,None,None,None,None,None,3000000,None,-416000000,21000000,-234000000,EA
2024-01-28,USD,11499000000,338000000,None,587000000,3378000000,387000000,254000000,1690000000,503000000,12285000000,-6109000000,-3629000000,None,2659000000,2659000000,None,99000000,99000000,None,None,None,None,-2256000000,None,None,None,12285000000,NVDA
2023-10-29,USD,7332000000,65000000,None,433000000,1444000000,372000000,278000000,1243000000,456000000,9242000000,-3170000000,-4525000000,None,3807000000,3807000000,None,99000000,98000000,None,0,0,0,-3807000000,None,None,None,9243000000,NVDA
2023-07-30,USD,6348000000,74000000,None,909000000,3069000000,365000000,289000000,2987000000,-295000000,6188000000,-446000000,-5099000000,None,3067000000,3067000000,None,99000000,99000000,None,0,0,0,0,None,803000000,None,6188000000,NVDA
2023-04-30,USD,2911000000,61000000,None,116000000,-99000000,384000000,248000000,252000000,-566000000,2043000000,-841000000,-380000000,None,0,0,None,99000000,99000000,None,0,0,0,0,None,1690000000,None,2043000000,NVDA
2023-01-29,USD,2248000000,304000000,None,-43000000,-164000000,426000000,509000000,-1080000000,706000000,1414000000,-3000000,-1656000000,None,1213000000,1213000000,None,98000000,98000000,None,None,None,None,-1213000000,None,None,None,1414000000,NVDA
2022-10-30,USD,392000000,43000000,None,-875000000,-94000000,406000000,530000000,-410000000,563000000,680000000,3148000000,-3753000000,None,3485000000,3485000000,None,100000000,100000000,None,None,None,None,-3485000000,None,None,None,680000000,NVDA
2022-07-31,USD,1270000000,46000000,None,294000000,898000000,378000000,433000000,-120000000,725000000,656000000,1618000000,-3762000000,None,3345000000,3345000000,None,100000000,100000000,None,0,0,0,-3345000000,None,None,None,656000000,NVDA
2022-05-01,USD,1731000000,45000000,None,325000000,2609000000,334000000,361000000,788000000,560000000,1618000000,2612000000,-2446000000,None,1996000000,1996000000,None,100000000,100000000,None,None,None,None,-1996000000,None,1897000000,None,1618000000,NVDA
2022-01-30,USD,3033000000,286000000,None,33000000,1224000000,309000000,273000000,692000000,374000000,3003000000,-1586000000,-745000000,None,0,0,None,101000000,100000000,None,None,None,None,None,None,702000000,None,3003000000,NVDA
2021-10-31,USD,1519000000,39000000,None,384000000,2059000000,298000000,222000000,366000000,118000000,2464000000,-4439000000,-1420000000,None,0,0,None,100000000,100000000,None,0,0,0,0,None,2923000000,None,2464000000,NVDA
2021-08-01,USD,2682000000,36000000,None,260000000,669000000,286000000,183000000,562000000,123000000,252000000,-2533000000,4501000000,None,0,0,None,100000000,100000000,None,None,None,None,None,None,252000000,None,2374000000,NVDA
2021-05-02,USD,1874000000,39000000,None,83000000,752000000,281000000,298000000,595000000,159000000,1912000000,-1272000000,-471000000,None,0,0,None,99000000,99000000,None,None,None,None,None,None,131000000,None,1912000000,NVDA
2021-01-31,USD,2067000000,176000000,None,163000000,202000000,288000000,283000000,-117000000,334000000,1457000000,-3129000000,-342000000,None,0,0,None,99000000,99000000,None,0,0,0,0,None,-1404000000,None,1457000000,NVDA
2020-10-25,USD,1279000000,53000000,None,279000000,998000000,519000000,473000000,462000000,93000000,1336000000,-2001000000,-301000000,None,None,None,None,99000000,99000000,None,None,None,None,None,None,1620000000,None,1336000000,NVDA
2020-07-26,USD,1567000000,66000000,None,3000000,-140000000,284000000,217000000,-44000000,-54000000,622000000,-13490000000,-297000000,None,None,None,None,99000000,99000000,None,None,None,None,None,None,831000000,None,622000000,NVDA
2020-04-26,USD,909000000,31000000,None,81000000,408000000,7000000,155000000,249000000,151000000,917000000,-1055000000,4744000000,None,None,None,None,98000000,98000000,None,None,None,None,88000000,None,4598000000,None,917000000,NVDA
2020-01-26,USD,1465000000,79000000,None,234000000,113000000,362000000,144000000,201000000,-66000000,2015000000,-151000000,-183000000,None,0,0,None,98000000,98000000,None,None,0,None,3000000,None,2015000000,None,950000000,NVDA
2019-10-27,USD,1640000000,28000000,None,112000000,-277000000,6000000,103000000,-105000000,-153000000,899000000,1256000000,-236000000,None,0,0,None,98000000,97000000,None,None,None,None,63000000,None,996000000,None,899000000,NVDA
2019-07-28,USD,936000000,26000000,None,128000000,63000000,6000000,113000000,319000000,-225000000,552000000,3545000000,-148000000,None,0,0,None,97000000,98000000,None,None,None,None,None,None,653000000,None,552000000,NVDA
2019-04-28,USD,720000000,None,None,-252000000,-340000000,7000000,128000000,-182000000,-153000000,394000000,1495000000,-225000000,None,0,0,None,97000000,97000000,None,None,None,None,83000000,None,1990000000,None,394000000,NVDA
2019-01-27,USD,898000000,None,None,-160000000,-651000000,238000000,203000000,-794000000,156000000,1207000000,40000000,-877000000,None,724000000,724000000,None,98000000,98000000,None,None,0,None,-724000000,None,61000000,None,567000000,NVDA
2018-10-28,USD,487000000,None,None,103000000,906000000,7000000,150000000,557000000,325000000,1230000000,219000000,-703000000,None,200000000,200000000,None,91000000,91000000,None,None,None,None,-200000000,None,3000000,None,1230000000,NVDA
2018-07-29,USD,913000000,None,None,327000000,741000000,6000000,129000000,442000000,293000000,1101000000,-805000000,-155000000,None,0,0,None,91000000,91000000,None,None,None,None,0,None,-47000000,None,1101000000,NVDA
2018-04-29,USD,1445000000,2000000,None,-59000000,-16000000,11000000,118000000,-56000000,2000000,1244000000,-3551000000,-1131000000,None,655000000,655000000,None,91000000,91000000,None,None,None,None,-655000000,None,-3237000000,None,1244000000,NVDA
2018-01-28,USD,1358000000,50000000,None,559000000,-10000000,157000000,416000000,98000000,-61000000,1801000000,-24000000,-134000000,None,0,0,None,91000000,91000000,None,None,0,None,0,None,1200000000,None,1118000000,NVDA
2017-10-29,USD,1157000000,0,None,66000000,-34000000,13000000,69000000,-45000000,0,838000000,286000000,-629000000,None,151000000,151000000,None,84000000,84000000,None,None,None,None,-151000000,None,814000000,None,838000000,NVDA
2017-07-30,USD,705000000,0,None,166000000,284000000,15000000,54000000,237000000,34000000,583000000,262000000,-968000000,None,758000000,758000000,None,84000000,84000000,None,None,None,None,0,None,-1000000,None,583000000,NVDA
2017-04-30,USD,282000000,2000000,None,-220000000,179000000,16000000,54000000,150000000,27000000,507000000,754000000,-813000000,None,0,0,None,82000000,82000000,None,0,0,0,0,None,223000000,None,507000000,NVDA
2017-01-29,USD,721000000,12000000,None,88000000,97000000,137000000,51000000,-7000000,114000000,1303000000,-373000000,-522000000,None,230000000,230000000,None,76000000,76000000,None,None,0,None,-230000000,None,-174000000,None,655000000,NVDA
2016-10-30,USD,432000000,0,None,36000000,358000000,23000000,38000000,190000000,157000000,542000000,-327000000,1409000000,None,0,0,None,61000000,61000000,None,None,None,None,-120000000,None,1514000000,None,542000000,NVDA
2016-07-31,USD,201000000,0,None,21000000,247000000,25000000,32000000,121000000,127000000,253000000,-269000000,-52000000,None,9000000,9000000,None,62000000,62000000,None,20000000,0,0,31000000,None,-121000000,None,261000000,NVDA
2016-05-01,USD,319000000,16000000,None,25000000,12000000,25000000,55000000,17000000,-23000000,-33000000,176000000,-544000000,None,500000000,500000000,None,62000000,62000000,None,20000000,None,None,-500000000,None,-49000000,None,208000000,NVDA
2016-01-31,USD,511000000,39000000,None,-74000000,-47000000,148000000,15000000,-31000000,-7000000,791000000,-213000000,-173000000,None,135000000,135000000,None,61000000,61000000,None,0,0,0,-114000000,None,125000000,None,207000000,NVDA
2015-10-25,USD,255000000,7000000,None,-81000000,17000000,25000000,17000000,22000000,-17000000,246000000,-199000000,-20000000,None,0,0,None,53000000,53000000,None,35000000,None,None,35000000,None,36000000,None,247000000,NVDA
2015-07-26,USD,163000000,39000000,None,56000000,58000000,26000000,24000000,59000000,3000000,26000000,247000000,-439000000,None,400000000,400000000,None,52000000,53000000,None,14000000,None,None,-399000000,None,-29000000,None,26000000,NVDA
2015-04-26,USD,246000000,6000000,None,-9000000,-46000000,26000000,30000000,-18000000,-45000000,134000000,-235000000,-44000000,None,53000000,53000000,None,46000000,46000000,None,50000000,None,None,-53000000,None,-33000000,None,134000000,NVDA
2015-01-25,USD,443000000,23920000,None,-54439000,-13699000,169532000,31045000,-89405000,75000000,699603000,-318000000,-23000000,None,4000000,3600000,None,46000000,46217000,None,None,None,0,-3600000,None,102000000,None,193000000,NVDA
