fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2020-01-31,USD,297114000,23899000,None,432840000,348754000,227015000,147578000,262280000,None,-127958000,-541381000,62209000,None,None,None,None,None,None,None,None,0,0,62353000,None,-127958000,None,-127958000,WDAY
2019-10-31,USD,258002000,21463000,None,38899000,24755000,107527000,55163000,-2197000,None,-115729000,32559000,1602000,None,None,None,None,None,None,None,None,0,0,1780000,None,292163000,None,-115729000,WDAY
2019-07-31,USD,100319000,22262000,None,-16000,103323000,103303000,75576000,73437000,None,-120712000,-320745000,57951000,None,None,None,None,None,None,None,None,0,0,58085000,None,-162475000,None,-120712000,WDAY
2019-04-30,USD,209163000,3537000,None,-96192000,-133787000,73467000,65535000,-157379000,16296000,-116275000,-67355000,3362000,None,None,None,None,None,None,None,None,0,0,3455000,None,145170000,None,-116275000,WDAY
2019-01-31,USD,250513000,2172000,None,377564000,290714000,41655000,44872000,215092000,-18847000,-104361000,-202426000,49409000,None,None,None,None,None,None,None,None,0,0,49503000,None,-104361000,181000,-104361000,WDAY
2018-10-31,USD,114296000,634000,None,71127000,48590000,88507000,55427000,9379000,57911000,-153331000,-1268079000,2704000,None,None,None,None,None,None,None,None,0,0,2767000,None,-1151292000,-213000,-153331000,WDAY
2018-07-31,USD,57616000,1492000,None,58973000,134147000,70490000,53346000,104758000,-20628000,-86156000,912307000,-311378000,None,None,None,None,None,None,None,None,38686000,0,38686000,None,658383000,-162000,-86156000,WDAY
2018-04-30,USD,184233000,1733000,None,-102474000,-164584000,67139000,48862000,-168702000,20115000,-74410000,-284586000,2554000,None,None,None,None,None,None,None,None,2611000,0,2611000,None,-98219000,-420000,-74410000,WDAY
2018-01-31,USD,126548000,171000,None,295600000,262175000,63321000,36059000,174076000,-47883000,-89100000,-361978000,32497000,None,None,None,None,None,None,None,None,0,0,32555000,None,-89100000,490000,-89100000,WDAY
2017-10-31,USD,144031000,669000,None,58258000,11530000,56776000,36356000,-19070000,47816000,-85546000,-595458000,1039314000,None,None,None,None,None,None,None,None,1132101000,80805000,82779000,None,587565000,-322000,-85546000,WDAY
2017-07-31,USD,15126000,1308000,None,19740000,99827000,48785000,38528000,71422000,-22440000,-82532000,201345000,32242000,None,None,None,None,None,None,None,None,32274000,0,32274000,None,249428000,715000,-82532000,WDAY
2017-04-30,USD,180022000,1346000,None,-17748000,-97384000,47950000,30593000,-111815000,1039000,-64044000,-222889000,2209000,None,None,None,None,None,None,None,None,2253000,0,2253000,None,-40790000,-132000,-64044000,WDAY
2017-01-31,USD,109731000,3704000,None,207765000,141364000,38133000,32278000,113334000,-12996000,-88269000,18358000,25408000,None,None,None,None,None,None,None,None,0,0,24812000,None,153366000,28000,-81986000,WDAY
2016-10-31,USD,71556000,703000,None,71365000,29758000,36589000,27518000,20360000,29166000,-110114000,-99120000,4926000,None,None,None,None,None,None,None,None,0,0,4491000,None,-18972000,-137000,-114066000,WDAY
2016-07-31,USD,6522000,6807000,None,48096000,78380000,35130000,26539000,55992000,-18419000,-107813000,-26779000,25590000,None,None,None,None,None,None,None,None,0,0,25395000,None,925000,-144000,-108025000,WDAY
2016-04-30,USD,162817000,585000,None,30092000,-95483000,34772000,34478000,-101047000,4769000,-78503000,-61344000,3757000,None,None,None,None,None,None,None,None,0,0,3381000,None,104517000,638000,-80622000,WDAY
2016-01-31,USD,98491000,3676000,None,206559000,140624000,31438000,41985000,122684000,19656000,-81128000,-39269000,21115000,None,None,None,None,None,None,None,None,0,0,20560000,None,80194000,-143000,-66258000,WDAY
2015-10-31,USD,52759000,626000,None,63172000,32993000,30111000,37893000,14727000,22650000,-77811000,-64988000,1943000,None,None,None,None,None,None,None,None,0,0,2360000,None,-10685000,-399000,-77811000,WDAY
2015-07-31,USD,15188000,3629000,None,34006000,42458000,31271000,25469000,27570000,-11327000,-69421000,-73402000,18518000,None,None,None,None,None,None,None,None,0,0,19172000,None,-39906000,-210000,-69421000,WDAY
2015-04-30,USD,92199000,649000,None,29616000,-48546000,27175000,28320000,-59717000,-1485000,-61558000,-122488000,2533000,None,None,None,None,None,None,None,None,0,0,3564000,None,-27708000,48000,-61558000,WDAY
2015-01-31,USD,48275000,4198000,None,126334000,86114000,23641000,37665000,69824000,-4807000,-59466000,42941000,15100000,None,None,None,None,None,None,None,None,0,0,15459000,None,106050000,-266000,-59466000,WDAY
2014-10-31,USD,41042000,56000,None,45985000,21352000,24823000,27699000,18598000,16857000,-59912000,-112934000,1583000,None,None,None,None,None,None,None,None,0,0,2615000,None,-70492000,-183000,-59912000,WDAY
2014-07-31,USD,-26117000,3369000,None,4905000,10622000,21223000,28409000,1441000,-17350000,-69215000,18192000,7467000,None,None,None,None,None,None,None,None,0,0,15169000,None,16633000,-15000,-69215000,WDAY
2014-04-30,USD,21697000,189000,None,47039000,14363000,19572000,9873000,7013000,-6259000,-59389000,-352366000,-4695000,None,None,None,None,None,None,None,None,0,0,2996000,None,-335325000,39000,-59389000,WDAY
2014-01-31,USD,34793000,3895000,None,72126000,18445000,31933000,12341000,5363000,-736000,-55982000,-237958000,601049000,None,None,None,None,None,None,None,None,0,0,613959000,None,397866000,-18000,-55982000,WDAY
2013-10-31,USD,7076000,264000,None,44500000,22649000,9361000,16757000,19997000,13806000,-47534000,-260304000,-776000,None,None,None,None,None,None,None,None,0,0,398000,None,-253972000,32000,-47534000,WDAY
2013-07-31,USD,-12916000,303000,None,16740000,13387000,8051000,29732000,6808000,-15770000,-35978000,-301433000,532517000,None,None,None,None,None,None,None,None,584291000,92708000,93753000,None,218168000,0,-35978000,WDAY
2013-04-30,USD,17310000,424000,None,33552000,-3568000,6569000,1895000,-7131000,11890000,-33015000,117062000,820000,None,None,None,None,None,None,None,None,None,None,4565000,None,135106000,-86000,-33015000,WDAY
2013-01-31,USD,5940000,424000,None,36803000,8471000,5784000,9095000,6338000,1711000,-30944000,-361501000,-3256000,None,None,None,None,None,None,None,None,None,None,285000,None,-358822000,-5000,-30944000,WDAY
2012-10-31,USD,-9358000,304000,None,8014000,-3987000,4461000,801000,-7382000,180000,-41310000,-269615000,685206000,None,None,None,None,None,None,None,None,None,None,687575000,None,406239000,6000,-41471000,WDAY
2012-07-31,USD,1924000,None,None,None,None,3943000,3805000,None,1733000,-26881000,641000,4648000,None,None,None,None,None,None,None,None,None,None,None,None,7200000,-13000,-27087000,WDAY
2012-04-30,USD,12708000,None,None,None,None,3534000,2197000,None,4081000,-20055000,-39643000,-1061000,None,None,None,None,None,None,None,None,None,None,None,None,-27988000,8000,-20256000,WDAY
2012-01-31,USD,-6642000,None,None,None,None,3069000,1257000,None,1065000,-23586000,-48135000,14255000,None,None,None,None,None,None,None,None,None,None,None,None,-40522000,0,-23843000,WDAY
2011-10-31,USD,-5511000,None,None,None,None,2522000,2663000,None,1130000,-19731000,-155000,81304000,None,None,None,None,None,None,None,None,None,None,None,None,75640000,2000,-19803000,WDAY
2011-07-31,USD,-1600000,None,None,None,None,3700000,1100000,None,None,-20531000,None,1400000,None,None,None,None,None,None,None,None,None,None,3200000,None,None,None,-20537000,WDAY
2011-04-30,USD,None,None,None,None,None,None,None,None,None,-15781000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-15788000,WDAY
2023-09-30,CNY,9843920000,None,None,None,None,651856000,643144000,None,84970000,None,-515908000,-6853555000,None,None,None,None,2423355000,2423355000,None,None,None,None,-296495000,None,None,None,7836888000,NTES
2023-06-30,CNY,7678405000,None,None,None,None,661363000,803865000,None,69410000,None,11589514000,-20325192000,None,None,None,None,2119316000,2119316000,None,None,None,None,-2195210000,None,None,None,8159615000,NTES
2023-03-31,CNY,9009213000,None,None,None,None,769141000,510808000,None,-60695000,None,11589514000,-6182698000,None,None,None,None,2018984000,2018984000,None,None,None,None,-3007765000,None,None,None,3809695000,NTES
2022-12-31,CNY,9009213000,None,None,None,None,769141000,510808000,None,-60695000,None,3864171000,-6182698000,None,None,None,None,2018984000,2018984000,None,None,None,None,-3007765000,None,None,None,3809695000,NTES
2022-09-30,CNY,7486309000,None,None,None,None,713852000,709304000,None,-88300000,None,987020000,-7184847000,None,None,None,None,1617574000,1617574000,None,None,None,None,-1956829000,None,None,None,6621000000,NTES
2022-06-30,CNY,6631159000,None,None,None,None,609036000,530175000,None,17791000,None,-1183181000,840872000,None,None,None,None,1403637000,1403637000,None,None,None,None,-2119613000,None,None,None,4471971000,NTES
2022-03-31,CNY,8368598000,None,None,None,None,836042000,739666000,None,73588000,None,-11037737000,-1073556000,None,None,None,None,940540000,940540000,None,None,None,None,-2112256000,None,None,None,5662708000,NTES
2021-12-31,CNY,8368598000,None,None,None,None,836042000,739666000,None,73588000,None,-15567468000,-1073556000,None,None,None,None,940540000,940540000,None,None,None,None,-2112256000,None,None,None,5662708000,NTES
2021-09-30,CNY,6292656000,None,None,None,None,805485000,625856000,None,-154072000,None,21157621000,-14894466000,None,None,None,None,1028116000,1028116000,None,None,None,None,-6310841000,None,None,None,3323440000,NTES
2021-06-30,CNY,4722806000,None,None,None,None,814370000,988608000,None,-9608000,None,-5543230000,1977256000,None,None,None,None,1278879000,1278879000,None,None,None,None,None,None,None,None,3476364000,NTES
2021-03-31,CNY,8214247000,None,None,None,None,962526000,636854000,None,-96499000,None,-7125217000,-6375579000,None,None,None,None,861211000,861211000,None,None,None,None,-171440000,None,None,None,934835000,NTES
2020-12-31,CNY,8214247000,None,None,None,None,962526000,636854000,None,-96499000,None,1044981000,-6375579000,None,None,None,None,861211000,861211000,None,None,None,None,-171440000,None,None,None,934835000,NTES
2020-09-30,CNY,5400967000,None,None,None,None,913049000,1105998000,None,34429000,None,-7502040000,-2496114000,None,None,None,None,1377570000,1377570000,None,None,None,None,None,None,None,None,2793467000,NTES
2020-06-30,CNY,4772308000,None,None,None,None,892150000,1076480000,None,3329000,None,-20256961000,20178679000,None,None,None,None,1115136000,1115136000,None,None,None,None,2665650000,None,None,None,4651280000,NTES
2020-03-31,CNY,5510697000,None,None,None,None,695644000,996415000,None,36191000,None,-2478387000,1171583000,None,None,None,None,6890484000,6890484000,None,None,None,None,7000,None,None,None,3091970000,NTES
2019-12-31,CNY,5510697000,None,None,None,None,695644000,996415000,0,36191000,None,-6946194000,1171583000,None,None,None,None,6890484000,6890484000,None,None,None,None,7000,None,0,0,3091970000,NTES
2019-09-30,CNY,3853423000,None,None,None,None,703387000,538470000,0,83150000,None,-7079382000,732612000,None,None,None,None,923444000,923444000,None,None,None,None,-7000,None,0,0,12913090000,NTES
2019-06-30,CNY,4465764000,None,None,None,None,642417000,595572000,0,310928000,None,-3369900000,-1232805000,None,None,None,None,613117000,613117000,None,None,None,None,297875000,None,0,0,3117868000,NTES
2019-03-31,CNY,5935442000,None,None,None,None,676020000,834395000,0,1273230000,None,-4741265000,2796327000,None,None,None,None,399374000,399374000,None,None,None,None,-61574000,None,0,0,1788698000,NTES
2018-12-31,CNY,5935442000,None,None,None,None,676020000,834395000,0,1273230000,None,-25295064.78,2796327000,None,None,None,None,399374000,399374000,None,None,None,None,-61574000,None,0,0,1788698000,NTES
2018-09-30,CNY,3617531000,None,None,None,None,570232000,3378233000,0,-614998000,None,-58073345.08,-914176000,None,None,None,None,533726000,533726000,None,None,None,None,-1785572000,None,0,0,1620861000,NTES
2018-06-30,CNY,1957927000,None,None,None,None,470813000,1665660000,0,-555048000,None,-580410167.97,-291953000,None,None,None,None,191583000,191583000,None,None,None,None,-3341505000,None,0,0,2263050000,NTES
2018-03-31,CNY,3881454000,None,None,None,None,274298000,572115000,None,1608937000,None,-170085025.08,-46455000,None,None,None,None,624395000,624395000,None,None,None,None,-436630000,None,None,None,1301913000,NTES
2017-12-31,CNY,3881454000,None,None,None,None,274298000,572115000,None,1608937000,None,-13249291000,-46455000,None,None,None,None,624395000,624395000,None,None,None,None,-436630000,None,None,None,1301913000,NTES
2017-09-30,CNY,1655256000,None,None,None,None,210791000,518847000,None,-1823214000,None,-966535000,-1152463000,None,None,None,None,735611000,735611000,None,None,None,None,-933861000,None,None,None,2541610000,NTES
2017-06-30,CNY,2321367000,None,None,None,None,170571000,433046000,None,-1236388000,None,-3031033000,-213373000,None,None,None,None,980513000,980513000,None,None,None,None,-527821000,None,None,None,2994434000,NTES
2017-03-31,CNY,5378746000,None,None,None,None,96653000,465799000,None,737235000,None,-5616986000,118144000,None,None,None,None,692524000,692524000,None,None,None,None,-163279000,None,None,None,3711606000,NTES
2016-12-31,CNY,5378746000,None,None,None,None,96653000,465799000,None,737235000,None,-14001814000,118144000,None,None,None,None,692524000,692524000,None,None,None,None,-172544000,None,None,None,3711606000,NTES
2016-09-30,CNY,3729948000,None,None,None,None,89905000,167964000,None,188349000,None,-4530695000,262000,None,None,None,None,683826000,683826000,None,None,None,None,-732130000,None,None,None,2795441000,NTES
2016-06-30,CNY,3286814000,None,None,None,None,76809000,262150000,None,-83732000,None,-3318000000,-1349189000,None,None,None,None,617059000,617059000,None,None,None,None,-732130000,None,None,None,2784174000,NTES
2016-03-31,CNY,3113893000,None,None,None,None,54554000,344055000,None,809710000,None,None,-590671000,None,None,None,None,470935000,470935000,None,None,None,None,-466972000,None,None,None,2158680000,NTES
2015-12-31,CNY,3113893000,None,None,None,None,54554000,344055000,None,809710000,None,-2536524000,-590671000,None,None,None,None,470935000,470935000,None,None,None,None,-38794000,None,None,None,2158680000,NTES
2015-09-30,CNY,2201932000,None,None,None,None,46693000,231505000,None,-158693000,None,39911000,-502037000,None,None,None,None,369845000,369845000,None,None,None,None,-132192000,None,None,None,1930938000,NTES
2015-06-30,CNY,835946000,None,None,None,None,42529000,334747000,None,-1381399000,None,186877000,603374000,None,None,None,None,313780000,313780000,None,None,None,None,None,None,None,None,1441877000,NTES
2015-03-31,CNY,1902998000,None,None,None,None,64965000,340451000,None,266566000,None,150990000,-158310000,None,None,None,None,288686000,288686000,None,None,None,None,None,None,None,None,1277296000,NTES
2014-12-31,CNY,1902998000,None,None,None,None,64965000,340451000,None,266566000,None,-4520166000,-158310000,None,None,None,None,288686000,288686000,None,None,None,None,2917000,None,None,None,1277296000,NTES
2014-09-30,CNY,1147113000,None,None,None,None,36921000,145559000,None,-68436000,None,None,-297272000,None,None,None,None,298142000,298142000,None,None,None,None,None,None,None,None,1170726000,NTES
2014-06-30,CNY,1157182000,None,None,None,None,34131000,92017000,None,-6627000,None,None,5136000,None,None,None,None,274031000,274031000,None,None,None,None,None,None,None,None,1221633000,NTES
2014-03-31,CNY,1622793000,None,None,None,None,40378000,109038000,None,-61611000,None,None,-327996000,None,None,None,None,1122151000,1122151000,None,None,None,None,106809000,None,None,None,1246252000,NTES
2013-12-31,CNY,1622793000,None,None,None,None,40378000,109038000,None,-61611000,None,-5453279000,14346000,None,None,None,None,134697000,134697000,None,None,None,None,106809000,None,None,None,1246252000,NTES
2013-09-30,CNY,1015393000,None,None,None,None,39890000,40687000,None,-124528000,None,None,1429000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1044619000,NTES
2013-06-30,CNY,1049812000,None,None,None,None,39806000,34533000,None,-77172000,None,None,1961000,None,None,None,None,132860000,132860000,None,None,None,None,None,None,None,None,1085427000,NTES
2013-03-31,CNY,1336420000,None,None,None,None,37647000,41061000,None,200116000,None,None,-414942000,None,None,None,None,35000000,35000000,None,None,None,None,-414942000,None,None,None,1013065000,NTES
2012-12-31,CNY,1336420000,None,None,None,None,37647000,41061000,None,200116000,None,None,-414942000,None,None,None,None,35000000,35000000,None,None,None,None,-414942000,None,None,None,1013065000,NTES
2012-09-30,CNY,670099000,None,None,None,None,52310000,65430000,None,-194407000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,783217000,NTES
2012-06-30,CNY,880906000,None,None,None,None,71875000,48915000,None,-69650000,None,None,3679000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,858560000,NTES
2012-03-31,CNY,1243693000,None,None,None,None,76323000,172464000,None,89577000,None,None,9867000,None,None,None,None,None,None,None,None,None,None,-11000000,None,None,None,916223000,NTES
2011-12-31,CNY,1243693000,None,None,None,None,76323000,172464000,None,89577000,None,None,9867000,None,None,None,None,None,None,None,None,None,None,-11000000,None,None,None,916223000,NTES
2011-09-30,CNY,864937000,None,None,None,None,75315000,61411000,None,-204752000,None,None,22480000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,814258000,NTES
2011-06-30,CNY,995000000,None,None,None,None,76000000,76000000,None,None,None,None,11000000,None,None,None,None,None,None,None,None,None,None,11000000,None,None,None,772496000,NTES
2011-03-31,CNY,902000000,None,None,None,None,57000000,63000000,None,212000000,None,None,62000,None,None,None,None,None,None,None,None,None,None,-10000000,None,None,None,712523000,NTES
2010-12-31,CNY,902000000,None,None,None,None,57000000,63000000,None,212000000,None,None,62000,None,None,None,None,None,None,None,None,None,None,-10000000,None,None,None,712523000,NTES
2010-09-30,CNY,532000000,None,None,None,None,57000000,96000000,None,None,None,None,10000000,None,None,None,None,None,None,None,None,None,None,10000000,None,None,None,585317000,NTES
2010-06-30,CNY,744269000,None,None,None,None,58803000,78715000,None,164709000,None,None,8895000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,486112000,NTES
2010-03-31,CNY,712000000,None,None,None,None,59000000,55000000,None,123027000,None,None,3000000,None,None,None,None,None,None,None,None,None,None,3000000,None,None,None,571766781,NTES
2009-12-31,CNY,712000000,None,None,None,None,59000000,55000000,None,None,None,None,3000000,None,None,None,None,None,None,None,None,None,None,3000000,None,None,None,571766781,NTES
2009-09-30,CNY,270000000,None,None,None,None,43000000,91000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,393829554,NTES
2009-06-30,CNY,544379636,None,None,None,None,20464224,444284882,None,-37224236,None,None,35022839,None,None,None,None,None,None,None,None,None,None,None,None,None,None,468088312,NTES
2009-03-31,CNY,419483865.13,None,None,None,None,21642687.80,61459833.6,None,24896869,None,None,-89257307.57,None,None,None,None,None,None,None,None,None,None,-90673723.18,None,None,None,580466553.84,NTES
2008-12-31,CNY,419483865.13,None,None,None,None,21642687.80,61459833.6,None,None,None,None,-89257307.57,None,None,None,None,None,None,None,None,None,None,-90673723.18,None,None,None,580466553.84,NTES
2008-09-30,CNY,601367375.25,None,None,None,None,22601521.69,78521568.8,None,None,None,None,5734361.40,None,None,None,None,None,None,None,None,None,None,-326683.68,None,None,None,314954638.14,NTES
2008-06-30,CNY,501891164.26,None,None,None,None,22627725.41,19077642.46,None,None,None,None,2036116.33,None,None,None,None,None,None,None,None,None,None,1722155.30,None,None,None,431864221.59,NTES
2008-03-31,CNY,428060976.67,None,None,None,None,26863181.62,14014769.08,None,None,None,None,-35996469.37,None,None,None,None,None,None,None,None,None,None,-37960948.93,None,None,None,391171854.70,NTES
2007-12-31,CNY,428060976.67,None,None,None,None,26863181.62,14014769.08,None,None,None,130548000,-35996469.37,None,None,None,None,None,None,None,None,None,None,-37960948.93,None,None,None,391171854.70,NTES
2007-09-30,CNY,342509224.57,None,None,None,None,24311777.42,43823565.5,None,None,None,None,-212761000.81,None,None,None,None,None,None,None,None,None,None,-233564614.90,None,None,None,263844963.17,NTES
2007-06-30,CNY,326378285.47,None,None,None,None,23668385.01,7435433.43,None,None,None,None,-552682936.09,None,None,None,None,None,None,None,None,None,None,-571521256.87,None,None,None,307668334.78,NTES
2007-03-31,CNY,552777283.77,None,None,None,None,22369484.97,34286391.46,None,0,None,23328000,-351454606.40,None,None,None,None,None,None,None,None,None,None,-341240748.75,None,None,None,328681851.28,NTES
2006-12-31,CNY,552777283.77,None,None,None,None,22369484.97,34286391.46,None,None,None,None,-351454606.40,None,None,None,None,None,None,None,None,None,None,-341240748.75,None,None,None,328681851.28,NTES
2006-09-30,CNY,334254930.68,None,None,None,None,20240569.34,51726081.08,None,None,None,None,-102982026.70,None,None,None,None,None,None,None,None,None,None,-130330848.77,None,None,None,306186996.82,NTES
2006-06-30,CNY,296467068.51,None,None,None,None,18898444.36,34697213.33,None,None,None,None,-391453231.10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,314113112.98,NTES
2006-03-31,CNY,679865627.67,None,None,None,None,26881312.99,60651278.89,None,None,None,None,21563199.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None,673348117.93,NTES
2005-12-31,CNY,679865627.67,None,None,None,None,26881312.99,60651278.89,None,None,None,None,21563199.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None,673348117.93,NTES
2005-09-30,CNY,169545342.72,None,None,None,None,3186553.80,7172550.77,None,None,None,None,76717846.30,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15794689.69,NTES
2005-06-30,CNY,51109463.66,None,None,None,None,837003.75,3810871.19,None,None,None,4611000,-5903024.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None,88938854.20,NTES
2005-03-31,CNY,201943097.29,None,None,None,None,321546.28,9419079.93,None,None,None,None,8159805.54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,130102150.91,NTES
2004-12-31,CNY,201943097.29,None,None,None,None,321546.28,9419079.93,None,None,None,12787000,8159805.54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,130102150.91,NTES
2004-09-30,CNY,148804315.79,None,None,None,None,9721528.23,19744174.17,None,0,None,3939000,904205.77,None,None,None,None,None,None,None,None,None,None,None,None,None,None,109081066.66,NTES
2004-06-30,CNY,117590392.27,None,None,None,None,8703299.23,18898792.94,None,None,None,5203000,13525727.23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,98310994.83,NTES
2004-03-31,CNY,374996585.73,None,None,None,None,7705666.26,12080204.96,None,None,None,18510000,781506962.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,94114808.87,NTES
2003-12-31,CNY,374996585.73,None,None,None,None,None,3362000,None,None,None,None,781506962.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,94114808.87,NTES
2003-09-30,CNY,84100797.04,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,84100797.04,NTES
2024-02-03,USD,546600000,145900000,None,-44000000,-64300000,519000000,81600000,-93000000,-78800000,-551800000,-76200000,-245200000,None,100000000,100000000,None,51900000,51900000,None,None,0,None,-61900000,None,None,None,-392700000,MRVL
2023-10-28,USD,503000000,21300000,None,59000000,-118800000,269800000,54700000,5500000,-70600000,-111700000,-54600000,-146200000,None,50000000,50000000,None,51800000,51800000,None,None,1045300000,None,-49300000,None,None,None,-164300000,MRVL
2023-07-29,USD,112500000,43800000,None,19100000,244100000,271800000,111300000,208200000,-11300000,-153700000,-117000000,-600400000,None,0,0,None,51700000,51700000,None,None,50000000,None,52900000,None,None,None,-207500000,MRVL
2023-04-29,USD,208400000,16200000,None,-164900000,-240400000,348400000,102600000,-191300000,-41200000,-116200000,-102700000,11600000,None,0,0,None,51400000,51400000,None,None,200000000,None,7500000,None,None,None,-168900000,MRVL
2023-01-28,USD,351500000,None,None,384300000,21700000,-904100000,56000000,-198800000,122500000,-136700000,-64200000,-99700000,None,0,0,None,51300000,51300000,None,None,0,None,38800000,None,None,None,-15400000,MRVL
