fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2021-03-31,USD,732000000,56000000,None,51000000,34000000,341000000,187000000,None,26000000,364000000,-181000000,-979000000,None,905000000,905000000,None,105000000,105000000,None,None,None,None,-874000000,None,364000000,-5000000,353000000,NXPI
2020-12-31,USD,1029000000,194000000,None,333000000,-57000000,316000000,139000000,None,-34000000,320000000,-163000000,-2165000000,None,257000000,257000000,None,106000000,105000000,None,None,None,None,377000000,None,-1292000000,None,309000000,NXPI
2020-09-30,USD,527000000,60000000,None,82000000,-155000000,589000000,92000000,None,-164000000,-18000000,-105000000,-124000000,None,12000000,12000000,None,139000000,105000000,None,None,None,None,15000000,None,572000000,2000000,-22000000,NXPI
2020-06-30,USD,414000000,113000000,None,-160000000,11000000,543000000,103000000,None,0,-209000000,-113000000,1885000000,None,3000000,3000000,None,105000000,105000000,None,None,None,None,5000000,None,335000000,1000000,-214000000,NXPI
2020-03-31,USD,512000000,68000000,None,64000000,31000000,540000000,188000000,None,35000000,-13000000,-37000000,-431000000,None,355000000,355000000,None,105000000,105000000,None,None,None,None,-326000000,None,34000000,-10000000,-21000000,NXPI
2019-12-31,USD,814000000,116000000,None,-35000000,0,522000000,168000000,None,7000000,123000000,-1866000000,-1443000000,None,74000000,74000000,None,105000000,105000000,None,None,None,None,1383000000,None,-2490000000,None,114000000,NXPI
2019-09-30,USD,746000000,14000000,None,43000000,-43000000,517000000,159000000,None,-13000000,119000000,-138000000,-95000000,None,9000000,9000000,None,70000000,70000000,None,None,None,None,24000000,None,621000000,-6000000,109000000,NXPI
2019-06-30,USD,517000000,78000000,None,-218000000,-70000000,506000000,129000000,None,-84000000,46000000,-144000000,463000000,None,645000000,645000000,None,71000000,71000000,None,None,None,None,-640000000,None,46000000,2000000,41000000,NXPI
2019-03-31,USD,296000000,25000000,None,-250000000,-58000000,502000000,172000000,None,-38000000,-16000000,-136000000,-756000000,None,715000000,715000000,None,73000000,73000000,None,None,None,None,-683000000,None,-16000000,-1000000,-21000000,NXPI
2018-12-31,USD,731000000,99000000,None,-188000000,-9000000,503000000,174000000,None,-5000000,289000000,-174000000,288000000,None,424000000,424000000,None,74000000,74000000,None,None,None,None,4585000000,None,845000000,None,276000000,NXPI
2018-09-30,USD,2278000000,None,None,None,None,497000000,174000000,None,42000000,1833000000,-42000000,-3609000000,None,None,None,None,74000000,74000000,None,None,None,None,-4550000000,None,2278000000,None,1820000000,NXPI
2018-06-30,USD,66000000,None,None,None,None,496000000,139000000,None,-76000000,66000000,-132000000,-1266000000,None,None,None,None,74000000,74000000,None,None,None,None,-2000000,None,66000000,None,66000000,NXPI
2018-03-31,USD,70000000,None,None,None,None,542000000,143000000,None,-31000000,70000000,-174000000,-123000000,None,None,None,None,74000000,74000000,None,None,None,None,-248000000,None,70000000,None,70000000,NXPI
2023-12-31,USD,169000000,None,None,55000000,-49000000,62000000,70000000,-50000000,1000000,-19000000,-35000000,-142000000,None,0,0,None,146000000,146000000,None,None,0,None,9000000,None,None,None,-19000000,STX
2023-09-30,USD,127000000,None,None,-28000000,-188000000,76000000,70000000,-100000000,-88000000,-184000000,-70000000,-49000000,None,0,0,None,145000000,145000000,None,None,1500000000,None,35000000,None,None,None,-184000000,STX
2023-06-30,USD,218000000,None,None,-46000000,-433000000,104000000,50000000,-373000000,-60000000,-92000000,469000000,-667000000,None,0,0,None,145000000,145000000,None,None,1000000000,None,9000000,None,None,None,-92000000,STX
2023-03-31,USD,228000000,None,None,410000000,160000000,126000000,54000000,154000000,6000000,-433000000,-42000000,-190000000,None,0,0,None,145000000,145000000,None,None,0,None,30000000,None,None,None,-433000000,STX
2022-12-31,USD,251000000,None,None,-394000000,-670000000,148000000,79000000,-258000000,-412000000,-33000000,-77000000,-165000000,None,0,0,None,145000000,145000000,None,None,0,None,0,None,None,None,-33000000,STX
2022-09-30,USD,245000000,None,None,-442000000,-393000000,135000000,133000000,-434000000,41000000,29000000,-133000000,34000000,None,408000000,408000000,None,147000000,147000000,None,None,600000000,None,-379000000,None,None,None,29000000,STX
2022-06-30,USD,180000000,None,None,32000000,274000000,127000000,72000000,188000000,86000000,276000000,-59000000,-644000000,None,486000000,486000000,None,152000000,152000000,None,None,0,None,-486000000,None,None,None,276000000,STX
2022-03-31,USD,460000000,None,None,91000000,137000000,112000000,97000000,-55000000,192000000,346000000,-97000000,-760000000,None,417000000,417000000,None,154000000,154000000,None,None,0,None,-386000000,None,None,None,346000000,STX
2021-12-31,USD,521000000,None,None,102000000,197000000,108000000,95000000,98000000,99000000,501000000,-76000000,99000000,None,471000000,471000000,None,151000000,151000000,None,None,1200000000,None,-467000000,None,502000000,None,501000000,STX
2021-09-30,USD,496000000,None,None,-53000000,127000000,104000000,117000000,143000000,-16000000,526000000,-120000000,-594000000,None,425000000,425000000,None,153000000,153000000,None,None,0,None,-392000000,None,None,None,526000000,STX
2021-06-30,USD,478000000,None,None,-8000000,103000000,103000000,124000000,180000000,-77000000,482000000,-106000000,-375000000,None,228000000,228000000,None,154000000,154000000,None,None,0,None,-215000000,None,None,None,482000000,STX
2021-03-31,USD,378000000,None,None,143000000,142000000,99000000,104000000,177000000,-35000000,329000000,-97000000,-868000000,None,751000000,751000000,None,161000000,161000000,None,None,0,None,-696000000,None,327000000,None,329000000,STX
2020-12-31,USD,473000000,None,None,-17000000,-71000000,96000000,159000000,-66000000,-5000000,280000000,-159000000,-179000000,None,1000000000,1000000000,None,167000000,167000000,None,None,0,None,-989000000,None,282000000,None,280000000,STX
2020-09-30,USD,297000000,None,None,-112000000,-68000000,99000000,111000000,-249000000,181000000,223000000,-104000000,-251000000,None,68000000,68000000,None,167000000,167000000,None,None,None,None,-39000000,None,-58000000,None,223000000,STX
2020-06-30,USD,388000000,58000000,None,18000000,-5000000,100000000,114000000,-45000000,40000000,166000000,-108000000,-177000000,None,55000000,55000000,None,168000000,168000000,None,None,496000000,None,-52000000,None,103000000,None,166000000,STX
2020-03-31,USD,390000000,4000000,None,-50000000,2000000,94000000,130000000,48000000,-46000000,320000000,-142000000,-374000000,None,195000000,195000000,None,170000000,170000000,None,None,0,None,-164000000,None,318000000,None,320000000,STX
2019-12-31,USD,480000000,5000000,None,188000000,154000000,93000000,194000000,47000000,107000000,318000000,-234000000,-289000000,None,150000000,150000000,None,165000000,165000000,None,None,0,None,-120000000,None,313000000,None,318000000,STX
2019-09-30,USD,456000000,4000000,None,254000000,142000000,92000000,147000000,77000000,65000000,200000000,-151000000,-765000000,None,450000000,450000000,None,170000000,170000000,None,None,498000000,None,-411000000,None,-460000000,None,200000000,STX
2019-06-30,USD,448000000,None,None,73000000,61000000,134000000,151000000,92000000,-31000000,983000000,1205000000,-795000000,None,350000000,350000000,None,174000000,174000000,None,None,49000000,None,-349000000,None,858000000,None,983000000,STX
2019-03-31,USD,438000000,None,None,-161000000,-257000000,135000000,147000000,-161000000,-96000000,195000000,-129000000,-276000000,None,327000000,327000000,None,178000000,178000000,None,None,196000000,None,-294000000,None,234000000,None,195000000,STX
2018-12-31,USD,288000000,None,None,-430000000,-163000000,138000000,127000000,-144000000,-19000000,384000000,-54000000,-815000000,None,136000000,136000000,None,180000000,180000000,None,None,0,None,-133000000,None,418000000,None,384000000,STX
2018-09-30,USD,587000000,None,None,85000000,75000000,134000000,177000000,9000000,66000000,450000000,-176000000,-326000000,None,150000000,150000000,None,181000000,181000000,None,None,0,None,-118000000,None,85000000,None,450000000,STX
2018-06-30,USD,468000000,None,None,34000000,142000000,137000000,96000000,91000000,51000000,461000000,-1349000000,-184000000,None,0,0,None,181000000,181000000,None,None,0,None,3000000,None,-1065000000,None,461000000,STX
2018-03-31,USD,558000000,None,None,-7000000,-3000000,143000000,69000000,9000000,-12000000,381000000,-29000000,-162000000,None,0,0,None,179000000,179000000,None,None,0,None,75000000,None,407000000,None,381000000,STX
2017-12-31,USD,850000000,None,None,109000000,-197000000,157000000,77000000,-197000000,0,159000000,-78000000,-502000000,None,195000000,195000000,None,182000000,182000000,None,None,None,None,-189000000,None,186000000,None,159000000,STX
2017-09-30,USD,237000000,46000000,None,-101000000,42000000,161000000,124000000,10000000,32000000,181000000,-132000000,-363000000,None,166000000,166000000,None,184000000,184000000,None,None,None,None,-137000000,None,-258000000,None,181000000,STX
2017-06-30,USD,243000000,None,None,-33000000,-13000000,176000000,104000000,43000000,-56000000,114000000,-122000000,-617000000,None,212000000,212000000,None,187000000,187000000,None,None,0,None,-209000000,None,-496000000,None,114000000,STX
2017-03-31,USD,426000000,None,None,-55000000,-25000000,182000000,95000000,-55000000,30000000,194000000,-103000000,984000000,None,0,0,None,186000000,186000000,None,None,0,None,36000000,None,231000000,None,194000000,STX
2016-12-31,USD,656000000,None,None,87000000,-4000000,191000000,95000000,-98000000,94000000,297000000,-95000000,-324000000,None,147000000,147000000,None,188000000,188000000,None,None,None,None,-135000000,None,330000000,None,297000000,STX
2016-09-30,USD,591000000,None,None,222000000,34000000,200000000,140000000,-12000000,46000000,167000000,-139000000,-89000000,None,101000000,101000000,None,None,0,None,None,0,None,-66000000,None,364000000,0,167000000,STX
2016-06-30,USD,269000000,None,None,-22000000,7000000,200000000,146000000,67000000,-60000000,70000000,-146000000,-188000000,None,0,0,None,188000000,188000000,None,None,None,None,1000000,None,-68000000,-3000000,70000000,STX
2016-03-31,USD,205000000,None,None,-287000000,-264000000,198000000,95000000,-147000000,-117000000,-21000000,-85000000,-188000000,None,29000000,29000000,None,188000000,188000000,None,None,None,None,8000000,None,-65000000,3000000,-21000000,STX
2015-12-31,USD,382000000,None,None,-264000000,-244000000,209000000,137000000,-171000000,-73000000,165000000,-771000000,-266000000,None,78000000,78000000,None,188000000,188000000,None,None,None,None,-77000000,None,-657000000,-2000000,165000000,STX
2015-09-30,USD,824000000,None,None,429000000,-108000000,208000000,209000000,-213000000,105000000,34000000,-209000000,-1178000000,None,983000000,983000000,None,163000000,163000000,None,None,None,None,-943000000,None,-564000000,-1000000,34000000,STX
2015-06-30,USD,231000000,None,None,-310000000,-138000000,212000000,201000000,-51000000,-90000000,137000000,-219000000,-136000000,None,180000000,180000000,None,171000000,171000000,None,None,None,None,-173000000,None,-125000000,2000000,137000000,STX
2015-03-31,USD,374000000,None,None,-252000000,-111000000,203000000,159000000,-65000000,-46000000,291000000,-215000000,-841000000,None,706000000,706000000,None,176000000,176000000,None,None,None,None,-664000000,None,-692000000,-10000000,291000000,STX
2014-12-31,USD,1443000000,None,None,191000000,-29000000,208000000,215000000,-87000000,58000000,933000000,-234000000,-98000000,None,18000000,18000000,None,177000000,177000000,None,None,None,None,-8000000,None,1106000000,-5000000,933000000,STX
2014-09-30,USD,602000000,None,None,161000000,207000000,218000000,172000000,158000000,49000000,381000000,-619000000,-420000000,None,183000000,183000000,None,140000000,140000000,None,None,None,None,-144000000,None,-444000000,-7000000,381000000,STX
2014-06-30,USD,577000000,None,None,56000000,43000000,211000000,131000000,15000000,28000000,320000000,-374000000,172000000,None,26000000,26000000,None,140000000,140000000,None,None,None,None,-17000000,None,375000000,0,320000000,STX
2014-03-31,USD,443000000,None,None,-267000000,-88000000,211000000,124000000,14000000,-102000000,395000000,-125000000,-351000000,None,184000000,184000000,None,140000000,140000000,None,None,None,None,-147000000,None,-34000000,-1000000,395000000,STX
2013-12-31,USD,856000000,None,72000000,-46000000,-228000000,229000000,143000000,-201000000,77000000,428000000,363000000,-850000000,None,1520000000,1520000000,None,142000000,142000000,None,None,None,None,-1498000000,None,369000000,0,428000000,STX
2013-09-30,USD,682000000,None,0,-68000000,-32000000,228000000,161000000,-49000000,17000000,427000000,-186000000,-282000000,None,182000000,182000000,None,135000000,135000000,None,None,None,None,-143000000,None,216000000,2000000,427000000,STX
2013-06-30,USD,388000000,None,None,-5000000,401000000,222000000,128000000,380000000,21000000,348000000,-144000000,31000000,None,42000000,42000000,None,137000000,137000000,None,None,None,None,-16000000,None,275000000,0,348000000,STX
2013-03-31,USD,683000000,None,None,11000000,-53000000,221000000,231000000,-86000000,33000000,416000000,-228000000,-404000000,None,102000000,102000000,None,4000000,4000000,None,None,None,None,-37000000,None,50000000,-1000000,416000000,STX
2012-12-31,USD,844000000,None,1000000,-53000000,-81000000,218000000,164000000,-35000000,-46000000,492000000,-188000000,-1168000000,None,871000000,871000000,None,250000000,250000000,None,None,None,None,-860000000,None,-511000000,1000000,492000000,STX
2012-09-30,USD,1132000000,None,41000000,-505000000,-758000000,212000000,263000000,-648000000,-110000000,582000000,-265000000,-681000000,None,639000000,639000000,None,127000000,127000000,None,None,None,None,-482000000,None,187000000,1000000,582000000,STX
2012-06-30,USD,1445000000,None,None,48000000,-91000000,217000000,139000000,-159000000,68000000,1013000000,-149000000,-1227000000,None,1254000000,1254000000,None,106000000,106000000,None,None,None,None,-1124000000,None,69000000,0,1013000000,STX
2012-03-31,USD,938000000,None,None,698000000,867000000,224000000,136000000,853000000,14000000,1146000000,-122000000,-1003000000,None,981000000,981000000,None,112000000,112000000,None,None,None,None,-818000000,None,-187000000,0,1146000000,STX
2011-12-31,USD,719000000,None,None,-89000000,45000000,191000000,143000000,179000000,-134000000,563000000,-694000000,-674000000,None,63000000,63000000,None,76000000,76000000,None,None,None,None,-38000000,None,-649000000,0,563000000,STX
2011-09-30,USD,160000000,None,None,-355000000,-96000000,182000000,218000000,-49000000,-47000000,140000000,-149000000,-214000000,None,128000000,128000000,None,78000000,78000000,None,None,0,None,-102000000,None,-203000000,0,140000000,STX
2011-06-30,USD,317000000,None,None,268000000,140000000,187000000,158000000,102000000,38000000,119000000,-278000000,437000000,None,112000000,112000000,None,78000000,78000000,None,None,None,None,-77000000,None,476000000,None,119000000,STX
2011-03-31,USD,195000000,None,None,-55000000,28000000,188000000,125000000,2000000,26000000,93000000,-123000000,-399000000,None,405000000,405000000,None,74000000,74000000,None,None,None,None,-381000000,None,-327000000,None,93000000,STX
2010-12-31,USD,507000000,None,None,86000000,-55000000,190000000,202000000,-120000000,65000000,150000000,-201000000,439000000,None,None,None,None,None,None,None,None,None,None,-297000000,None,745000000,None,150000000,STX
2010-09-30,USD,245000000,None,None,23000000,97000000,189000000,358000000,111000000,-14000000,149000000,-379000000,-346000000,None,None,None,None,None,None,None,None,None,None,16000000,None,-480000000,None,149000000,STX
2024-02-29,USD,1219000000,52000000,None,429000000,2225000000,1924000000,1384000000,1258000000,168000000,793000000,-1151000000,-106000000,None,0,0,None,127000000,127000000,None,None,999000000,None,0,None,None,None,793000000,MU
2023-11-30,USD,1401000000,39000000,None,850000000,390000000,1915000000,1796000000,501000000,-111000000,-1234000000,-1558000000,-352000000,None,0,0,None,129000000,129000000,None,None,0,None,0,None,None,None,-1234000000,MU
2023-08-31,USD,249000000,None,None,None,None,1937000000,1461000000,-35000000,149000000,-202000000,-830000000,-112000000,None,0,0,None,126000000,126000000,None,None,0,None,0,None,None,None,-1430000000,MU
2023-05-31,USD,24000000,None,None,None,None,1956000000,1561000000,None,-510000000,-3124000000,-1180000000,661000000,None,None,0,None,126000000,126000000,None,None,0,None,0,None,None,None,-1896000000,MU
2023-03-02,USD,343000000,33000000,None,-722000000,127000000,1942000000,2205000000,-1068000000,1199000000,-2312000000,-1915000000,1802000000,None,0,0,None,126000000,126000000,None,None,1872000000,None,0,None,None,None,-2312000000,MU
2022-12-01,USD,943000000,38000000,None,-1060000000,-145000000,1921000000,2449000000,-1842000000,1697000000,-195000000,-2266000000,2632000000,None,425000000,425000000,None,126000000,126000000,None,None,3349000000,None,-425000000,None,1309000000,None,-195000000,MU
2022-09-01,USD,3777000000,188000000,None,362000000,-63000000,1882000000,3613000000,-1096000000,1033000000,1492000000,-3824000000,-840000000,None,784000000,784000000,None,126000000,126000000,None,None,0,None,-784000000,None,None,None,1492000000,MU
2022-06-02,USD,3838000000,32000000,None,275000000,1108000000,1821000000,2578000000,862000000,246000000,2626000000,-2585000000,-1161000000,None,981000000,981000000,None,111000000,111000000,None,None,0,None,-981000000,None,None,None,2626000000,MU
2022-03-03,USD,3628000000,35000000,None,149000000,667000000,1742000000,2611000000,111000000,556000000,2263000000,-2691000000,-466000000,None,408000000,408000000,None,112000000,112000000,None,None,0,None,-408000000,None,-112000000,None,2263000000,MU
2021-12-02,USD,3938000000,32000000,None,-42000000,277000000,1671000000,3265000000,-67000000,344000000,-83000000,-2485000000,-513000000,None,259000000,259000000,None,112000000,112000000,None,None,2000000000,None,-259000000,None,-195000000,None,2306000000,MU
2021-09-02,USD,3884000000,96000000,None,519000000,1054000000,1621000000,2015000000,1106000000,-52000000,2720000000,-2534000000,-1344000000,None,1050000000,1050000000,None,112000000,0,None,None,0,None,-1050000000,None,6000000,None,2720000000,MU
2021-06-03,USD,3560000000,32000000,None,468000000,688000000,1557000000,2259000000,873000000,-185000000,1735000000,-2081000000,-228000000,None,150000000,150000000,None,112000000,0,None,None,1188000000,None,0,None,1735000000,None,1735000000,MU
2021-03-04,USD,3057000000,31000000,None,-24000000,-805000000,1549000000,3018000000,-282000000,-499000000,603000000,-2556000000,5000000,None,0,0,None,112000000,0,None,None,0,None,None,None,603000000,None,603000000,MU
2020-12-03,USD,1967000000,33000000,None,-753000000,-357000000,1487000000,2738000000,-251000000,-130000000,803000000,-3418000000,-214000000,None,0,0,None,None,0,None,None,0,None,None,None,-1665000000,None,803000000,MU
2020-09-03,USD,2271000000,171000000,None,25000000,358000000,1567000000,2280000000,262000000,187000000,990000000,-2738000000,-182000000,None,-27000000,48000000,None,None,None,None,None,0,None,-48000000,None,-649000000,None,988000000,MU
2020-05-28,USD,2023000000,6000000,None,443000000,773000000,1422000000,1944000000,565000000,179000000,805000000,-1952000000,1072000000,None,44000000,44000000,None,None,None,None,None,3750000000,None,-44000000,None,805000000,None,803000000,MU
2020-02-27,USD,2001000000,-11000000,None,79000000,-66000000,1365000000,2056000000,-312000000,244000000,407000000,-1710000000,-215000000,None,70000000,70000000,None,None,None,None,None,0,None,-70000000,None,407000000,None,405000000,MU
2019-11-28,USD,2011000000,23000000,None,178000000,14000000,1296000000,1943000000,208000000,-175000000,508000000,-1189000000,-992000000,None,89000000,89000000,None,None,None,None,None,1250000000,None,-89000000,None,-170000000,None,491000000,MU
2019-08-29,USD,2233000000,None,None,529000000,200000000,1416000000,2028000000,-58000000,174000000,586000000,-1100000000,892000000,None,2000000,2000000,None,None,None,None,None,1750000000,None,65000000,None,586000000,None,561000000,MU
2019-05-30,USD,2711000000,None,None,-377000000,-531000000,1360000000,2403000000,-1171000000,515000000,851000000,-2066000000,-1847000000,None,159000000,159000000,None,None,None,None,None,0,None,-139000000,None,851000000,None,840000000,MU
2019-02-28,USD,3435000000,None,None,-280000000,-627000000,1313000000,2649000000,-1013000000,514000000,1625000000,-2492000000,952000000,None,732000000,732000000,None,None,None,None,None,1800000000,None,-655000000,None,1682000000,None,1619000000,MU
2018-11-29,USD,4810000000,None,None,-46000000,-95000000,1335000000,2700000000,-189000000,286000000,3296000000,-4427000000,-2435000000,None,1836000000,1836000000,None,None,None,None,None,0,None,-1821000000,None,-2052000000,None,3293000000,MU
2018-08-30,USD,5155000000,None,None,511000000,832000000,1285000000,2251000000,557000000,226000000,4326000000,-2129000000,-3333000000,None,2000000,2000000,None,None,None,None,None,40000000,None,19000000,None,4326000000,None,4325000000,MU
2018-05-31,USD,4261000000,None,None,-140000000,685000000,1233000000,2411000000,547000000,184000000,3823000000,-2244000000,-3023000000,None,2000000,2000000,None,None,None,None,None,319000000,None,149000000,None,3871000000,None,3823000000,MU
2018-03-01,USD,4348000000,None,None,439000000,796000000,1151000000,2261000000,509000000,25000000,3311000000,-2409000000,-138000000,None,44000000,44000000,None,None,None,None,None,500000000,None,15000000,None,3311000000,None,3309000000,MU
2017-11-30,USD,3636000000,None,None,-261000000,158000000,1090000000,1956000000,121000000,37000000,2678000000,-1434000000,-1282000000,None,23000000,23000000,None,None,None,None,None,150000000,None,1472000000,None,920000000,None,2678000000,MU
2017-08-31,USD,3203000000,None,None,271000000,451000000,1066000000,1265000000,313000000,58000000,2369000000,-1278000000,-858000000,None,1000000,0,None,None,None,None,None,175000000,None,-1000000,None,2369000000,None,2368000000,MU
2017-06-01,USD,2407000000,None,None,135000000,610000000,1021000000,1041000000,565000000,66000000,1647000000,-874000000,-1134000000,None,2000000,None,None,None,None,None,None,175000000,None,40000000,None,415000000,15000000,1647000000,MU
2017-03-02,USD,1405000000,None,None,77000000,278000000,1742000000,1164000000,372000000,-35000000,894000000,-4449000000,2553000000,None,20000000,None,None,None,None,None,None,2945000000,None,39000000,None,-506000000,12000000,894000000,MU
2016-12-01,USD,1138000000,None,None,299000000,262000000,32000000,1264000000,401000000,-139000000,180000000,-936000000,-212000000,None,13000000,None,None,None,None,None,None,16000000,None,29000000,None,-1000000,-37000000,180000000,MU
2016-09-01,USD,-1310000000,None,None,263000000,-17000000,616000000,1923000000,3000000,-31000000,-170000000,-1402000000,42000000,None,1000000,1000000,None,None,None,None,None,33000000,None,17000000,None,-487000000,1000000,-170000000,MU
2016-06-02,USD,-215000000,None,None,70000000,348000000,755000000,1685000000,74000000,312000000,-215000000,902000000,1771000000,None,0,0,None,93000000,93000000,None,None,1992000000,None,6000000,None,1549000000,5000000,-215000000,MU
2016-03-03,USD,-96000000,None,None,-69000000,-46000000,774000000,1219000000,-245000000,173000000,-96000000,585000000,72000000,None,12000000,12000000,None,None,None,None,None,0,None,-3000000,None,473000000,4000000,-97000000,MU
2015-12-03,USD,206000000,None,None,2000000,-201000000,770000000,990000000,-297000000,95000000,206000000,-660000000,-140000000,None,135000000,135000000,None,None,None,None,None,174000000,None,-120000000,None,318000000,-2000000,206000000,MU
2015-09-03,USD,-3413000000,None,None,-174000000,-17000000,741000000,1765000000,-56000000,-41000000,471000000,-1494000000,-933000000,None,639000000,639000000,None,None,None,None,None,40000000,None,-630000000,None,-1407000000,6000000,471000000,MU
2015-06-04,USD,491000000,None,None,-45000000,-270000000,673000000,734000000,-184000000,3000000,491000000,562000000,359000000,None,1000000,1000000,None,None,None,None,None,1172000000,None,13000000,None,147000000,-27000000,491000000,MU
2015-03-05,USD,935000000,None,None,-167000000,-5000000,641000000,853000000,99000000,-71000000,935000000,143000000,662000000,None,218000000,218000000,None,None,None,None,None,1000000000,None,-186000000,None,-217000000,-4000000,934000000,MU
2014-12-04,USD,1002000000,None,None,-321000000,-385000000,681000000,669000000,-252000000,-7000000,1002000000,-1076000000,-806000000,None,26000000,26000000,None,None,None,None,None,0,None,-8000000,None,-386000000,-96000000,1003000000,MU
2014-08-28,USD,1151000000,None,None,268000000,227000000,592000000,1140000000,188000000,-77000000,1151000000,-1530000000,286000000,None,1000000,1000000,None,10000000,10000000,None,None,1150000000,None,17000000,None,88000000,-15000000,1150000000,MU
2014-05-29,USD,1346000000,None,None,4000000,-114000000,542000000,487000000,-128000000,71000000,806000000,78000000,-1228000000,None,2000000,2000000,None,None,None,None,None,0,None,21000000,None,-243000000,2000000,806000000,MU
2014-02-27,USD,1254000000,None,None,22000000,-102000000,517000000,505000000,-36000000,2000000,741000000,110000000,-271000000,None,31000000,31000000,None,None,None,None,None,1062000000,None,49000000,None,651000000,4000000,731000000,MU
2013-11-28,USD,1507000000,None,None,620000000,245000000,541000000,526000000,494000000,-190000000,381000000,21000000,-735000000,None,42000000,42000000,None,None,None,None,None,0,None,102000000,None,774000000,-19000000,358000000,MU
2013-08-29,USD,1710000000,None,None,88000000,91000000,572000000,280000000,129000000,-45000000,1710000000,-542000000,265000000,None,0,0,None,4000000,4000000,None,None,309000000,None,82000000,None,440000000,0,1708000000,MU
2013-05-30,USD,624000000,None,None,213000000,266000000,442000000,203000000,277000000,-11000000,43000000,-171000000,-74000000,None,0,0,None,33000000,33000000,None,None,0,None,44000000,None,379000000,0,43000000,MU
2013-02-28,USD,234000000,None,None,-122000000,48000000,455000000,327000000,101000000,-53000000,-284000000,-360000000,85000000,None,3000000,3000000,None,None,None,None,None,639000000,None,21000000,None,-41000000,0,-286000000,MU
