fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2021-06-30,EUR,27815500000,16739200000,5186600000,5186600000,5086300000,None,11076300000,2935100000,None,987700000,987700000,4555500000,None,864900000,186700000,922900000,None,15722200000,8754100000,None,None,None,None,6968100000,None,4619900000,None,None,4619900000,8754100000,None,12093300000,None,None,12093300000,412000000,ASML
2021-03-31,EUR,27218700000,15859600000,3243800000,3243800000,4748100000,None,11359100000,2866100000,None,1014200000,1014200000,4555500000,None,842500000,1411600000,915700000,None,13589800000,6876300000,None,None,None,None,6713500000,None,4634200000,None,None,4634200000,6876300000,None,13628900000,None,None,13628900000,416062500,ASML
2020-12-31,EUR,27267400000,15930000000,6049400000,6049400000,4569400000,None,11337400000,2815200000,None,1049000000,1049000000,4629100000,None,820700000,1302200000,801700000,None,13402000000,6603500000,None,None,None,15400000,6798500000,None,4662800000,15400000,None,4662800000,2512000000,None,13865400000,None,10731500000,37600000,418400000,ASML
2020-09-30,EUR,25463400000,14550800000,3531500000,3531500000,4613700000,None,10912600000,2496300000,None,1035400000,1035400000,4541100000,None,918000000,876300000,772700000,None,11720900000,4990900000,None,None,None,None,6730000000,None,4626700000,None,None,4626700000,4990900000,None,13742500000,None,None,13742500000,419200000,ASML
2020-06-30,EUR,24306100000,13492600000,3499100000,3499100000,4685600000,None,10813500000,2463500000,None,1058300000,1058300000,4541100000,None,891600000,941200000,903500000,None,11606300000,4631300000,None,None,None,None,6975000000,None,4625000000,None,None,4625000000,4631300000,None,12699800000,None,None,12699800000,419553072,ASML
2020-03-31,EUR,23277600000,12700100000,2723700000,2723700000,4345300000,None,10577500000,2363400000,0,1082500000,1082500000,4541100000,None,865100000,1388100000,905800000,None,10752400000,4677400000,None,None,None,0,6075000000,0,3868200000,0,None,3868200000,4677400000,0,12525200000,0,0,12525200000,420000000,ASML
2019-12-31,EUR,24035100000,11971900000,3532300000,3532300000,3809200000,None,12063200000,2323200000,0,2519400000,2519400000,4562700000,None,833000000,1185800000,131100000,None,10158200000,4694100000,None,None,None,1101600000,5464100000,0,3108300000,0,None,3108300000,1105500000,0,13876900000,0,9523800000,38200000,421355724,ASML
2019-09-30,EUR,20699200000,10094100000,1586100000,1586100000,3895000000,None,10605100000,2123600000,0,1122800000,1122800000,4541100000,None,969000000,483800000,816200000,None,8628100000,3712500000,None,None,None,0,4915600000,0,3170000000,0,None,3170000000,3712500000,0,12071100000,0,0,12071100000,421700000,ASML
2019-06-30,EUR,20033900000,9895300000,1661100000,1661100000,3914100000,None,10138600000,1880600000,0,1140800000,1140800000,4541100000,None,949900000,673500000,877500000,None,8488600000,3692500000,None,None,None,0,4796100000,0,3132400000,0,None,3132400000,3692500000,0,11545300000,0,0,11545300000,421800000,ASML
2019-03-31,EUR,20360600000,10396300000,2253000000,2253000000,3764800000,None,9964300000,3137699793.89,0,1158500000,1158500000,4541100000,None,933600000,1022100000,755700000,None,8394900000,3721200000,None,None,None,0,4673700000,0,3082500000,0,None,3082500000,3721200000,0,11965700000,0,0,21212935433.51,423095238,ASML
2018-12-31,EUR,21675900000,10430500000,3121100000,3121100000,3439500000,None,11245400000,2606554981.25,0,2592700000,2592700000,4562700000,None,1472233445.78,913300000,83700000,None,8733500000,3791900000,None,None,None,1083900000,4941600000,0,4615915934.31,45986930661354000,None,3026500000,1099300000,0,12942400000,0,9197900000,38600000,423600000,ASML
2018-09-30,EUR,19457600000,9913100000,2203200000,2203200000,3402700000,None,9544500000,1970247742.53,0,1108700000,1108700000,4541200000,None,1140541792.08,744300000,652600000,None,8303600000,3546100000,None,None,None,0,4757500000,0,3456702940.50,551263573836740000,None,2985900000,3546100000,0,11154000000,0,0,12912711275.76,425900000,ASML
2018-06-30,EUR,18738800000,9214200000,2325700000,2325700000,3217500000,None,9524600000,1992551210.43,None,1130200000,1130200000,4541200000,None,1226838919.93,654300000,700600000,None,7916600000,3380800000,None,None,None,2825966441843,4535800000,None,3558891992.55,2825966441843,None,3007700000,3380800000,None,10822200000,0,8460544692.74,44925512.10,427600000,ASML
2018-03-31,EUR,18644200000,9212700000,2464800000,2464800000,3231500000,None,9431500000,2074072000,None,1146500000,1146500000,4541200000,None,1037300000,729300000,631000000,None,7582500000,3132200000,None,None,None,24900000,4450300000,None,3669635000,24900000,None,2978600000,3132200000,None,11061700000,None,None,12479700000,428900000,ASML
2017-12-31,EUR,18196400000,9007000000,2259000000,2259000000,2958400000,None,9189400000,1924482000,None,1166000000,1166000000,4541100000,None,1047400000,1029300000,867300000,None,7520200000,3341900000,None,None,None,25200000,4178300000,None,3606720000,58600000,None,3000100000,2479400000,None,10676200000,-670707000,7211300000,38800000,430300000,ASML
2017-09-30,EUR,17496400000,8293900000,2077600000,2077600000,2998500000,None,9202500000,1833378000,None,1191100000,1191100000,4564700000,None,1071400000,600000000,741800000,None,7149600000,2974200000,None,None,None,3100200000,4175400000,None,3540002000,3100200000,None,2996700000,2974200000,None,10346800000,None,None,11553300000,432000000,ASML
2017-06-30,EUR,17272100000,8041500000,1914200000,1914200000,3136900000,None,9230600000,1788446000,None,1230400000,1230400000,4645900000,None,1086808000,600000000,719600000,None,7239500000,3125000000,None,None,None,3092610000,4114500000,None,3418164000,3092610000,None,2995500000,3125000000,None,10032600000,None,6032253000,39444000,434833041,ASML
2017-03-31,EUR,17324800000,8769600000,2910600000,2910600000,2995700000,None,8555200000,1735644000,None,1279500000,1279500000,4784100000,None,85500000,925000000,589600000,None,7081800000,2875400000,None,None,None,3335800000,4206400000,None,3252513000,3335800000,None,3040300000,2875400000,None,10243000000,None,None,11449900000,432300000,ASML
2016-12-31,EUR,17205900000,8557400000,2906900000,2906900000,2780900000,None,8648500000,1780372000,None,1323000000,1323000000,4873900000,None,89500000,1150000000,560400000,None,7385500000,3280600000,None,None,None,247672000,4104900000,None,3241356000,245900000,None,3071800000,2439731000,None,9820400000,-840122000,6282504000,39391000,429258561,ASML
2016-09-30,EUR,14802200000,9215700000,2913000000,2913000000,2696900000,None,5586500000,1783920000,None,694000000,694000000,2571000000,None,104800000,1400000000,540400000,None,6289000000,3272200000,None,None,None,2641800000,3016800000,None,2686556000,2641800000,None,2390600000,3272200000,None,8513200000,None,5673000000,9690600000,425800189,ASML
2016-06-30,EUR,13303500000,7580500000,1926100000,1926100000,2715300000,None,5723000000,1774938000,None,713500000,713500000,2603700000,None,121000000,1000000000,504700000,None,5154300000,3720100000,None,None,None,1157000000,1434200000,None,994977000,1157000000,None,901900000,3720100000,None,8149200000,None,4823000000,3571000000,427797110,ASML
2016-03-31,EUR,13143600000,7686200000,2063400000,2063400000,2750000000,None,5457400000,1799962000,None,706000000,706000000,2537700000,None,None,1075000000,502100000,None,4840200000,3246800000,None,None,None,None,1593400000,None,1303358000,None,None,1144300000,3246800000,None,8303400000,None,None,None,429100000,ASML
2015-12-31,EUR,13295000000,7707600000,2458700000,2458700000,2573700000,None,5587400000,1759893000,None,738200000,738200000,2624600000,None,81777000,950000000,488800000,None,4906200000,3107200000,None,None,None,4211000,1799000000,None,1222152000,5049000,None,1125500000,2684095000,None,8388800000,-517890000,5284315000,38786000,432559734,ASML
2015-09-30,EUR,12705600000,7347500000,2680900000,2680900000,2537000000,None,5358100000,1710688000,None,739500000,739500000,2574000000,None,None,None,416100000,None,4560700000,2711300000,None,None,None,None,1849400000,None,1256060000,None,None,1125300000,2711300000,None,8144900000,None,None,None,432300346,ASML
2015-06-30,EUR,12675300000,7311800000,2495000000,2495000000,2592100000,None,5363500000,1694181000,None,751200000,751200000,2569400000,None,None,25000000,435800000,None,4712700000,2853900000,None,None,None,None,1858800000,None,1244563000,None,None,1115800000,2853900000,None,7962600000,None,None,None,431344581,ASML
2015-03-31,EUR,13091100000,7625100000,2778500000,2778500000,2607500000,None,5466000000,1636284000,None,773800000,773800000,2610800000,None,None,60000000,456400000,None,5014300000,3194300000,None,None,None,None,1820000000,None,1241123000,None,None,1155500000,3194300000,None,8076800000,None,None,None,435300000,ASML
2014-12-31,EUR,12203945000,7146206000,2419487000,2419487000,2549837000,None,5057739000,1751648000,None,723839000,723839000,2357536000,None,115546000,334864000,79924000,None,4691355000,2888871000,None,None,None,4261000,1802484000,None,1391465000,5039000,None,1154137000,2388374000,None,7512590000,-471265000,4648541000,39426000,436700000,ASML
2014-09-30,EUR,12096600000,7161600000,2144800000,2144800000,2676800000,None,4935000000,1733067000,None,712700000,712700000,2264900000,None,None,539800000,362200000,None,4772500000,2926000000,None,None,None,None,1846500000,None,1436309000,None,None,1137400000,2926000000,None,7324100000,None,None,None,439000045,ASML
2014-06-30,EUR,11888500000,7290300000,2111000000,2111000000,2615500000,None,4598200000,1745612000,None,686500000,686500000,2116100000,None,None,599700000,378600000,None,4808100000,3065200000,None,None,None,None,1742900000,None,1531090000,None,None,1118400000,3065200000,None,7080400000,None,None,None,438037121,ASML
2014-03-31,EUR,11758300000,7240800000,2398100000,2398100000,2547700000,None,4517500000,1696224000,None,688100000,688100000,2092700000,None,None,599700000,353900000,None,4701400000,2957500000,None,None,None,None,1743900000,None,1511750000,None,None,1097300000,2957500000,None,7056900000,None,None,None,443500000,ASML
2013-12-31,EUR,12203365000,6855786000,2330694000,2330694000,2393022000,None,5347579000,1678062000,None,1375572000,1375572000,2111296000,None,30777000,679884000,194974000,None,4658570000,2865167000,None,None,None,4385000,1793403000,None,1474608000,1073739000,None,1070141000,2234912000,None,7544795000,-502523000,4376613000,40092000,447272914,ASML
2013-09-30,EUR,11067200000,6828600000,2061200000,2061200000,2479700000,None,4238600000,1587925000,None,3647412000,3647412000,1949400000,None,None,662500000,4190300000,None,4464100000,2758300000,None,None,None,None,1705800000,None,1461238000,None,None,None,2758300000,None,6603100000,None,None,None,447100335,ASML
2013-06-30,EUR,10377800000,6078900000,1592300000,1592300000,2359000000,None,4298900000,1479497000,None,782300000,782300000,2017300000,None,None,758300000,292300000,None,3879800000,2489400000,None,None,None,None,1390400000,None,957016000,None,None,735600000,2489400000,None,6498000000,None,None,None,433248877,ASML
2013-03-31,EUR,7613500000,6065000000,1780100000,1780100000,2005800000,None,1548500000,1297364000,None,212489000,212489000,153200000,None,None,840000000,3954100000,None,3441400000,2346400000,None,None,None,None,1095000000,None,956843000,None,None,None,2346400000,None,4172100000,None,None,None,410600183,ASML
2012-12-31,EUR,7410500000,5831900000,1767600000,1767600000,1857000000,None,1578600000,1358056000,None,9900000,9900000,149200000,None,None,930000000,246000000,None,3343600000,2086300000,None,None,None,3610000,1257300000,None,996703000,None,None,755900000,1893729000,None,4066900000,-612587000,3931359000,37470000,455400000,ASML
2012-09-30,EUR,10587700000,9009800000,5118800000,5118800000,1920000000,None,1577900000,1333048000,None,7200000,7200000,145900000,None,None,1040000000,235000000,None,3682000000,2301800000,None,None,None,None,1380200000,None,960788000,None,None,747300000,2301800000,None,6905700000,-427420000,4757110000,57115000,425700000,ASML
2012-06-30,EUR,7612266000,5426296000,1851790000,1851790000,1737520000,None,2185970000,1481143000,None,356999000,356999000,159507000,None,None,849980000,179379000,None,3653299000,2074771000,None,None,None,2598000,1578528000,None,939712000,None,None,741108000,24437000,None,3958967000,None,None,None,412700000,ASML
2012-03-31,EUR,7399300000,5767100000,2953400000,2953400000,1607600000,None,1632200000,1499542000,None,10100000,10100000,141500000,None,None,849980000,248800000,None,3787300000,2091600000,None,None,None,2598000,1695700000,None,982450000,None,None,736800000,1725842000,None,3612000000,None,None,None,415000000,ASML
2011-12-31,EUR,7260800000,5706800000,2731800000,2731800000,1624600000,None,1554000000,1366848000,None,8400000,8400000,146000000,None,None,None,270200000,None,3816600000,2233000000,None,None,None,2587000,1583600000,None,951934000,None,None,733800000,1786144000,None,3444200000,-540218000,3270703000,38354000,322630000,ASML
2011-09-30,EUR,7107600000,5601600000,2838100000,2838100000,1455800000,None,1506000000,1425997000,None,9700000,9700000,139200000,None,None,None,249800000,None,3823400000,2030900000,None,None,None,None,1792500000,None,985946000,None,None,733100000,2030900000,None,3284200000,None,None,None,327481000,ASML
2011-06-30,EUR,7076100000,5690400000,2742100000,2742100000,1610400000,None,1385700000,1394498000,None,11000000,11000000,132400000,None,None,None,254500000,None,3966700000,2229600000,None,None,None,None,1737100000,None,1024888000,None,None,705700000,2229600000,None,3109400000,None,None,None,333333000,ASML
2011-03-31,EUR,6956700000,5667700000,2699500000,2699500000,1565600000,None,1289000000,1203712000,None,12300000,12300000,133300000,None,None,None,257500000,None,3904800000,2441700000,None,None,None,None,1463100000,None,986569000,None,None,695600000,2441700000,None,3051900000,None,None,None,339262000,ASML
2010-12-31,EUR,6180358000,4944465000,1949834000,1949834000,1497180000,None,1235893000,988980000,None,13651000,13651000,141286000,None,None,None,1252000,None,3406450000,2155816000,None,None,None,None,1250634000,None,942178000,None,None,710060000,1600419000,None,2773908000,-201254000,2366443000,39293000,339262000,ASML
2010-09-30,EUR,5461100000,4348100000,1548000000,1548000000,1449800000,None,1113000000,980088000,None,15000000,15000000,140900000,None,None,None,351800000,None,3141800000,2163200000,None,None,None,None,978600000,None,1000218000,None,None,735400000,2163200000,None,2319300000,None,None,None,338261000,ASML
2010-06-30,EUR,4866700000,3733500000,1188600000,1188600000,1309300000,None,1133200000,912976000,None,16400000,16400000,153200000,None,None,None,323400000,None,2787400000,1782700000,None,None,None,None,1004700000,None,895521000,None,None,728600000,1782700000,None,2079300000,None,None,None,337953000,ASML
2010-03-31,EUR,4394800000,3288200000,1087300000,1087300000,1155500000,None,1106600000,974818000,None,17800000,17800000,141100000,None,None,None,247300000,None,2583800000,1613000000,None,None,None,None,970800000,None,962781000,None,None,711800000,1613000000,None,1811000000,None,None,None,337183000,ASML
2009-12-31,EUR,3727497000,2748884000,1037074000,1037074000,963382000,None,978613000,886729000,None,18128000,18128000,131462000,None,None,None,230032000,None,1952729000,1044170000,None,None,None,None,908559000,None,950358000,None,None,663102000,837944000,None,1774768000,-312729000,1450156000,39028000,337183000,ASML
2009-09-30,EUR,3567658000,2596815000,1018028000,1018028000,882369000,None,970843000,821744000,None,19037000,19037000,128595000,None,None,None,224240000,None,1861387000,949273000,None,None,None,None,912114000,None,965859000,None,None,660191000,949273000,None,1706271000,None,None,None,333179000,ASML
2009-06-30,EUR,3545061000,2523068000,1092660000,1092660000,926080000,None,1021993000,829868000,None,22300000,22300000,134536000,None,None,None,220258000,None,1853821000,940918000,None,None,None,None,912903000,None,913988000,None,None,651917000,940918000,None,1691240000,None,None,None,333025000,ASML
2009-03-31,EUR,3744947000,2701064000,1151010000,1151010000,936770000,None,1043883000,777948000,None,25554000,25554000,139727000,None,None,None,240597000,None,1948996000,1017524000,None,None,None,None,931472000,None,877080000,None,None,661398000,1017524000,None,1795951000,None,None,None,332717000,ASML
2008-12-31,EUR,3948736530.20,2980300712.48,1111814326.70,1111814326.70,1001519684.76,None,968435817.72,752517000,None,26755291.64,26755291.64,131765106.20,None,None,None,266797941.06,None,1955251082.68,1010734550.28,None,None,None,70204086.54,944516532.40,None,900629000,None,None,718788962.50,483550571,None,1993485447.52,-352758000,1702958581.24,38979283.42,332726240,ASML
2008-09-30,EUR,4211708385.03,3361550410.77,1311502645.76,1311502645.76,1132751711.09,None,850157974.26,708355000,None,28813384.48,28813384.48,129091395.62,None,None,None,261044695.69,None,2091269828.14,1271570744.76,None,None,None,None,819699083.38,None,840212000,None,None,596021568.37,1271570744.76,None,2120438556.89,None,None,None,334558070,ASML
2008-06-30,EUR,4148722147.30,3343026196,1362118847.50,1362118847.50,1131252872.55,None,805695951.30,721416000,None,30089192.95,30089192.95,119930384.85,None,None,None,262443391.80,None,2086298001.90,1248434300.70,None,None,None,None,837863701.20,None,931619000,None,None,592109768.20,1248434300.70,None,2062424145.40,None,None,None,334630450,ASML
2008-03-31,EUR,4402160396.07,3627436601.32,1396432160.48,1396432160.48,1151423089.12,None,774723794.75,634347000,None,32490245.28,32490245.28,119655813.87,None,None,None,267449958.15,None,2445004298.33,1561464902.51,None,None,None,None,883539395.82,None,972502000,None,None,614999717.68,1561464902.51,None,1957156097.74,None,None,None,334918430,ASML
2007-12-31,EUR,4074162450.06,3324600504.25,1273640013.90,1273640013.90,1103946859.59,None,749561945.81,556220000,None,38255085.12,38255085.12,128473053.18,None,None,None,171588213.12,None,2163539192.15,1306824462.11,None,None,None,1207817.07,856714730.04,None,879124000,None,None,604172594.95,727178578.36,None,1910623257.91,-290443000,1528606013.57,39268115.11,334918430,ASML
2007-09-30,EUR,5129283912.69,4424841877.89,2445909444.09,2445909444.09,1021466878.95,None,704442034.80,488061000,None,177618565.74,177618565.74,None,None,None,None,345598040.13,None,3285886703.82,2380739936.40,None,None,None,None,905146767.42,None,63174000,None,None,905146767.42,2380739936.40,None,1843397208.87,None,None,None,370927480,ASML
2007-06-30,EUR,4904388917.99,4155047119.29,2299086962.19,2299086962.19,972869960.06,None,749341798.70,423861000,None,189906738.66,189906738.66,None,None,None,None,315365398.83,None,2576820894.76,1321348507.83,None,None,None,None,1255472386.93,None,None,None,None,379971574.10,1321348507.83,None,2327568023.23,None,None,None,384565720,ASML
2007-03-31,EUR,4027338135.84,3328029641.04,1462776067.20,1462776067.20,906439538.16,None,699308494.80,385869000,None,194502087.60,194502087.60,None,None,None,None,310399386.72,None,1871509289.76,1220941033.68,None,None,None,None,650568256.08,None,None,None,None,650568256.08,1220941033.68,None,2155828846.08,None,None,None,387012010,ASML
2006-12-31,EUR,3951032089.44,3426035507.65,1655855726,1655855726,808480233.77,None,524996581.79,357494000,None,18076210.33,18076210.33,None,None,None,None,129279340.87,None,1794578915.03,1181412221.01,None,None,None,7405662.06,613166694.02,None,503377000,None,None,388838173.41,655777664.24,None,2156453174.41,-529200000,1239688431.98,10050757.85,387012010,ASML
2006-09-30,EUR,3850550922.64,3352992792.68,1579269617.96,1579269617.96,836358079.12,None,497558129.96,357081000,None,19684816.72,19684816.72,None,None,None,None,263534009.96,None,2110842405.20,1517059388,None,None,None,None,593783017.20,None,482106000,None,None,593783017.20,1517059388,None,1739708517.44,None,None,None,401448740,ASML
2006-06-30,EUR,3937987635.40,3411107663.60,1732697530.20,1732697530.20,916851117,None,526879971.80,366799000,None,21465935.40,21465935.40,None,None,None,None,220888850,None,2279360847.40,1656759504.40,None,None,None,None,622601343,None,None,None,None,622601343,1656759504.40,None,1658626788,None,None,None,415186310,ASML
2006-03-31,EUR,3806869218.31,3265261703.45,1670228619.95,1670228619.95,939952043.22,None,541607514.86,337603000,None,23185256.03,23185256.03,None,None,None,None,207904170.02,None,2007376381.54,1384364304.97,None,None,None,None,623012076.57,None,None,None,None,623012076.57,1384364304.97,None,1799492836.77,None,None,None,420213640,ASML
2005-12-31,EUR,3753171560.43,3203385594.97,1903163392.55,1903163392.55,776609846.96,None,549785965.46,329895000,None,24924031.20,24924031.20,None,None,None,None,125706782.97,None,2042634117.14,1418905170.50,None,None,None,None,623728946.64,None,453025000,None,None,382267262.67,1075204300.01,None,1710537443.29,None,662530901.31,9686768.63,420213640,ASML
2005-09-30,EUR,3523539088.50,2963863120.33,1697934152.25,1697934152.25,652395212.67,None,559675968.17,353057000,None,25652185.78,25652185.78,None,None,None,None,210478918.94,None,1888532668.77,764640772.65,None,None,None,None,1123891896.12,None,None,None,None,1123892727.31,764640772.65,None,1635006419.73,None,655406614.04,None,374340120,ASML
2005-06-30,EUR,3446401885.29,2930385599.19,1540945034.37,1540945034.37,693919130.31,None,516016286.10,371310000,None,27669480.93,27669480.93,None,None,None,None,211153960.08,None,1859118874.20,775210464.63,None,None,None,None,1083908409.57,None,None,None,None,1083908409.57,775210464.63,None,1587283011.09,None,604985465.70,None,417607960,ASML
2005-03-31,EUR,3346592168.81,2754645386.90,1319148385.72,1319148385.72,728100319.76,None,591946781.91,402449000,None,29760997.97,29760997.97,None,None,None,None,223683071.37,None,1864496167.05,765376588.79,None,None,None,None,1099119578.26,None,None,None,None,1099120349.69,765376588.79,None,1482096001.76,None,467606923.08,None,417607960,ASML
2004-12-31,EUR,3241369608.40,2680030537.04,1227222890,1227222890,717157742.40,None,561339071.36,411136000,None,31794745.68,31794745.68,None,None,None,None,178354795.04,None,1850795596.88,812540504.08,None,None,None,None,1038255092.80,None,1106505000,None,None,816729051.12,469565777.92,None,1390574011.52,None,351310510.16,9668034.08,417607960,ASML
2004-09-30,EUR,3274793858.70,2563649442.90,1315543586.76,1315543586.76,685856975.70,None,711144415.80,391740000,None,34913474.70,34913474.70,None,None,None,None,165249339.84,None,1986717039.84,922929239.70,None,None,None,None,1063787800.14,None,None,None,None,1063787800.14,922929239.70,None,1288076818.86,None,None,None,372837850,ASML
2004-06-30,EUR,3120968551.68,2419966819.20,1234344545.28,1234344545.28,590539770.24,None,701001732.48,391649000,None,12714078.72,12714078.72,None,None,None,None,198767748.48,None,1881823023.36,832126122.24,None,None,None,None,1049696901.12,None,None,None,None,1049696901.12,832126122.24,None,1239145528.32,None,None,None,394011310,ASML
2004-03-31,EUR,3009975365.54,2303530851.34,1150579184.58,1150579184.58,598359810.30,None,706444514.20,400885000,None,13643192.94,13643192.94,None,None,None,None,237621581.60,None,1832662535.54,775416946.02,None,None,None,None,1057245589.52,None,None,None,None,1057246401.18,775416946.02,None,1177312830,None,None,None,373744910,ASML
2003-12-31,EUR,2863275356.12,2146074904.89,1026012216.74,1026012216.74,593978111.65,None,717200451.23,438229000,None,14564892.29,14564892.29,None,None,None,None,162634812.66,None,1713229301.14,685320940.76,None,None,None,None,1027908360.38,None,1083424000,None,None,858563994.22,465552493.48,None,1139214691.75,None,115906941.19,9633171.96,373744910,ASML
2024-02-29,USD,137082000000,21063000000,9481000000,9904000000,None,7297000000,116019000000,19117000000,None,69851000000,7629000000,62222000000,423000000,None,423000000,3862000000,14363000000,131459000000,24885000000,1658000000,20392000000,5510000000,5510000000,106015000000,None,87980000000,5510000000,82470000000,87980000000,6990000000,8611000000,5623000000,None,-24533000000,31622000000,2747000000,ORCL
2023-11-30,USD,134324000000,19289000000,8244000000,8690000000,None,6804000000,115035000000,18009000000,None,70609000000,8378000000,62231000000,446000000,None,446000000,3795000000,13659000000,130458000000,24407000000,1107000000,20258000000,6321000000,6321000000,105539000000,None,88789000000,6321000000,82468000000,88789000000,6395000000,7781000000,3866000000,None,-25431000000,30724000000,2748000000,ORCL
2023-08-31,USD,136662000000,22166000000,11613000000,12083000000,None,6519000000,114496000000,17644000000,None,71280000000,9074000000,62206000000,470000000,None,470000000,3564000000,13329000000,134292000000,25357000000,1034000000,24532000000,4499000000,4499000000,108464000000,None,88941000000,4499000000,84442000000,88941000000,6886000000,7540000000,2370000000,None,-26428000000,30295000000,2739000000,ORCL
2023-05-31,USD,134384000000,21004000000,9765000000,10187000000,298000000,6915000000,113380000000,17069000000,11605000000,72098000000,9837000000,62261000000,2162000000,None,422000000,3902000000,11987000000,133311000000,23090000000,1204000000,19876000000,4061000000,4061000000,109738000000,None,358361000000,4061000000,86420000000,90481000000,6802000000,6469000000,1073000000,None,-27620000000,30215000000,2713000000,ORCL
2023-02-28,USD,131620000000,18696000000,8219000000,8769000000,None,6213000000,112924000000,16345000000,None,72206000000,10707000000,61499000000,550000000,None,550000000,3714000000,12220000000,134041000000,22880000000,1610000000,18776000000,5415000000,5415000000,110652000000,None,116177000000,5415000000,86396000000,116177000000,5521000000,6107000000,-2421000000,None,-29721000000,28994000000,2700000000,ORCL
