fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2021-06-30,EUR,63095000000,16502000000,7764000000,7764000000,None,None,46593000000,4827000000,None,3928000000,3928000000,29049000000,None,4945000000,879000000,1572000000,None,28973000000,15362000000,None,None,None,4262000000,13611000000,None,9639000000,None,None,15634000000,3849000000,675000000,32630000000,-3072000000,33111000000,1229000000,1180000000,SAP
2021-03-31,EUR,66495000000,20078000000,10332000000,10332000000,None,None,46417000000,4947000000,None,4082000000,4082000000,29374000000,None,4163000000,1413000000,1434000000,None,31659000000,16786000000,None,None,None,4594000000,14873000000,None,12369000000,None,None,16963000000,4189000000,945000000,33558000000,-3072000000,33930000000,1229000000,1215909091,SAP
2020-12-31,EUR,58476000000,15085000000,5311000000,5311000000,None,None,43392000000,4942000000,None,3784000000,3784000000,27560000000,None,3512000000,1635000000,1334000000,None,28552000000,12868000000,None,None,None,2348000000,15684000000,None,13606000000,1482000000,None,15954000000,5157000000,769000000,29713000000,-3072000000,32022000000,1229000000,1182000000,SAP
2020-09-30,EUR,59278000000,15617000000,7434000000,7434000000,None,None,43661000000,5114000000,None,3843000000,3843000000,28184000000,None,3201000000,530000000,1372000000,None,29909000000,13810000000,None,None,None,3867000000,16099000000,None,14144000000,None,None,18011000000,4427000000,718000000,29189000000,-3072000000,30103000000,1229000000,1180000000,SAP
2020-06-30,EUR,60709000000,16043000000,6205000000,6205000000,None,None,44666000000,5272000000,None,4158000000,4158000000,29214000000,None,2595000000,1419000000,1359000000,None,31638000000,15300000000,None,None,None,4066000000,16338000000,None,12705000000,None,None,18565000000,4132000000,603000000,28982000000,-3072000000,28529000000,1229000000,1180000000,SAP
2020-03-31,EUR,62947000000,17333000000,7816000000,7816000000,0,None,45614000000,5383000000,0,4400000000,4400000000,29731000000,None,2499000000,358000000,1251000000,None,32177000000,17467000000,None,None,None,5142000000,14710000000,0,12507000000,0,None,17649000000,4141000000,797000000,30697000000,-3072000000,29593000000,1229000000,1191000000,SAP
2019-12-31,EUR,60229000000,15193000000,5314000000,5314000000,0,None,45037000000,5460000000,0,4491000000,4491000000,29162000000,None,2336000000,297000000,1180000000,None,29389000000,14464000000,None,None,None,3273000000,14925000000,0,11086000000,2531000000,None,16197000000,5326000000,2597000000,30764000000,-1580000000,28798000000,1229000000,1194000000,SAP
2019-09-30,EUR,59800000000,14085000000,5525000000,5525000000,0,None,45715000000,5449000000,0,4736000000,4736000000,29833000000,None,2443000000,328000000,1307000000,None,29572000000,13884000000,None,None,None,2791000000,15688000000,0,13649000000,6602358575.30,None,16440000000,5183000000,726000000,30159000000,-1580000000,27215000000,1229000000,1194000000,SAP
2019-06-30,EUR,57707000000,13551000000,5168000000,5168000000,0,None,44156000000,5405000000,0,4730000000,4730000000,28801000000,None,1990000000,402000000,1211000000,None,30066000000,14213000000,None,None,None,2183000000,15853000000,0,12342000000,4879035852.15,None,16250000000,5000000000,676000000,27581000000,-1580000000,25972000000,1229000000,1194000000,SAP
2019-03-31,EUR,60596000000,16062000000,7332000000,7332000000,0,None,44534000000,6944486007.69,0,4953000000,4953000000,29074000000,None,1768000000,591000000,1045000000,None,31368000000,14650000000,None,None,None,1618000000,16718000000,0,46310072409.64,0,None,16353000000,5322000000,814000000,29177000000,-3521963175.87,27211000000,1229000000,1194000000,SAP
2018-12-31,EUR,51491000000,16620000000,8627000000,8627000000,0,None,34871000000,5024156987.18,0,3227000000,3227000000,23725000000,None,1931787606.96,448000000,890000000,None,22614000000,10481000000,None,None,None,768000000,12133000000,0,15899517530.78,1159072564.18,None,11303000000,5199000000,0,28832000000,-999999999999999999.99,27407000000,1229000000,1194000000,SAP
2018-09-30,EUR,45646000000,11391000000,4507000000,4507000000,0,None,34255000000,3959249826.35,0,3258000000,3258000000,23510000000,None,1691363741.61,484000000,1025000000,None,18639000000,10094000000,None,None,None,1123000000,8545000000,0,7874507987.96,1300069460.52,None,7925000000,4122000000,0,26964000000,-188698664188530000,25769000000,1229000000,1194000000,SAP
2018-06-30,EUR,45481000000,11448000000,4515000000,4515000000,0,None,34034000000,3822160148.98,0,3383000000,3383000000,23377000000,None,1629422718.81,396000000,1006000000,None,19623000000,11437000000,None,None,None,1166000000,8186000000,0,7575651769.09,1357076350.09,None,7675000000,4229000000,0,25814000000,-1703771822250.10,24739000000,1229000000,1194000000,SAP
2018-03-31,EUR,45473000000,15079000000,7598000000,7598000000,None,None,30393000000,3750208000,None,2838000000,2838000000,20854000000,None,1158000000,858000000,849000000,None,19786000000,11430000000,None,None,None,1594000000,8356000000,None,7982128000,1594000000,None,8073000000,3729000000,None,25657000000,-1960112000,25744000000,1229000000,1194000000,SAP
2017-12-31,EUR,42497000000,11930000000,4011000000,4011000000,239238000,None,30567000000,3566927000,None,2967000000,2967000000,21274000000,None,859000000,990000000,724000000,None,16957000000,10210000000,None,None,None,1561000000,6747000000,None,6013404000,1298000000,None,6595000000,4727000000,None,25509000000,-1912700000,24794000000,1229000000,1194000000,SAP
2017-09-30,EUR,41430000000,11219000000,4220000000,4220000000,None,None,30212000000,3314728000,None,3038000000,3038000000,21353000000,None,1233000000,1013000000,756000000,None,17060000000,9507000000,None,None,None,1289000000,7553000000,None,6864534000,5811000000,None,7100000000,3598000000,None,24369000000,-1629013000,22992000000,1229000000,1198000000,SAP
2017-06-30,EUR,42900000000,11638000000,4236000000,4236000000,None,None,31263000000,3102651000,None,3273000000,3273000000,21949000000,None,1497000000,868000000,751000000,None,18375000000,10318000000,None,None,None,542000000,8057000000,None,7103347000,6767000000,None,6767000000,3736000000,None,24518000000,-1244940000,22004000000,1229000000,1200000000,SAP
2017-03-31,EUR,47724000000,15147000000,5937000000,5937000000,None,None,32578000000,2802875000,None,3638000000,3638000000,23092000000,None,1447000000,1545000000,775000000,None,20957000000,12649000000,None,None,None,1775000000,8308000000,None,6903419000,8229000000,None,8229000000,3476000000,None,26736000000,-1175710000,22826000000,1229000000,1199000000,SAP
2016-12-31,EUR,44354000000,11626000000,3702000000,3702000000,146673000,None,32728000000,2722416000,None,3786000000,3786000000,23311000000,None,990000000,1124000000,587000000,None,17972000000,9734000000,None,None,None,1813000000,8238000000,None,6804985000,1430000000,None,8294000000,4198000000,None,26361000000,-1159665000,22287000000,1229000000,1199000000,SAP
2016-09-30,EUR,41601000000,10374000000,4112000000,4112000000,None,None,31227000000,2666777000,None,3730000000,3730000000,22276000000,None,1411000000,501000000,637000000,None,17837000000,8949000000,None,None,None,1269000000,8888000000,None,8145303000,7248000000,None,8517000000,3193000000,None,23742000000,-1237304000,20785000000,1229000000,1199000000,SAP
2016-06-30,EUR,41788000000,10549000000,4206000000,4206000000,None,None,31239000000,2519709000,None,3884000000,3884000000,22354000000,None,1278000000,386000000,636000000,None,18824000000,8574000000,None,None,None,16000000,10250000000,None,9569157000,8688000000,None,8688000000,3041000000,None,22938000000,-1228965000,20054000000,1229000000,1198000000,SAP
2016-03-31,EUR,42884000000,12368000000,5743000000,5743000000,None,None,30516000000,2479603000,None,3954000000,3954000000,21922000000,None,None,360000000,550000000,None,19964000000,9708000000,None,None,None,828000000,10256000000,None,9840960000,None,None,9468000000,2661000000,None,22892000000,-1275680000,20621000000,1229000000,1199000000,SAP
2015-12-31,EUR,41390000000,9739000000,3411000000,3411000000,361000000,None,31651000000,2380293000,None,4280000000,4280000000,22689000000,None,939000000,27000000,122000000,None,18095000000,7867000000,None,None,None,567000000,10228000000,None,9370231000,567000000,None,9195000000,4296000000,None,23267000000,-1220552000,20044000000,1229000000,1199000000,SAP
2015-09-30,EUR,40657000000,9618000000,3844000000,3844000000,None,None,31039000000,2368576000,None,4353000000,4353000000,22231000000,None,None,921000000,530000000,None,19116000000,8595000000,None,None,None,1366000000,10521000000,None,10112773000,None,None,10427000000,3300000000,None,21513000000,-1259074000,18778000000,1229000000,1198000000,SAP
2015-06-30,EUR,40944000000,9710000000,3923000000,3923000000,76000000,None,31233000000,2392533000,None,4557000000,4557000000,22157000000,None,None,67000000,633000000,None,20141000000,9769000000,None,None,None,1367000000,10372000000,None,10064254000,None,None,10391000000,3217000000,None,20772000000,-1263748000,17883000000,1229000000,1198000000,SAP
2015-03-31,EUR,43931000000,11855000000,4635000000,4635000000,None,None,32076000000,2345834000,None,4895000000,4895000000,22838000000,None,None,959000000,484000000,None,21629000000,10954000000,None,None,None,1883000000,10675000000,None,9883868000,None,None,11165000000,2581000000,None,22209000000,-1310402000,18722000000,1229000000,1198000000,SAP
2014-12-31,EUR,38507000000,8980000000,3328000000,3328000000,671000000,None,29527000000,2543630000,None,4608000000,4608000000,20945000000,None,645000000,41000000,122000000,None,18909000000,8544000000,None,None,None,2154000000,10365000000,None,10807403000,2155000000,None,11084000000,3841000000,None,19504000000,-1481162000,18317000000,1229000000,1195000000,SAP
2014-09-30,EUR,29593000000,8001000000,3354000000,3354000000,None,None,21592000000,2419525000,None,2953000000,2953000000,15088000000,None,None,461000000,471000000,None,11864000000,7048000000,None,None,None,744000000,4816000000,None,4943862000,None,None,4704000000,2840000000,None,17721000000,-1551981000,17025000000,1229000000,1198000000,SAP
2014-06-30,EUR,28226000000,7610000000,3123000000,3123000000,125000000,None,20616000000,2528543000,None,2907000000,2907000000,14380000000,None,None,30000000,470000000,None,12072000000,7385000000,None,None,None,500000000,4687000000,None,5131012000,None,None,4248000000,2735000000,None,16147000000,-1689346000,16156000000,1229000000,1197000000,SAP
2014-03-31,EUR,29349000000,9664000000,4513000000,4513000000,None,None,19685000000,2523946000,None,2824000000,2824000000,13694000000,None,None,705000000,432000000,None,12733000000,7990000000,None,None,None,762000000,4743000000,None,5109889000,None,None,4528000000,2292000000,None,16609000000,-1757945000,16794000000,1229000000,1196000000,SAP
2013-12-31,EUR,27094000000,7352000000,2748000000,2748000000,319000000,None,19741000000,2507778000,None,2956000000,2956000000,13688000000,None,358000000,38000000,58000000,None,11046000000,6347000000,None,None,None,586000000,4699000000,None,5073428000,4268000000,None,4268000000,3633000000,None,16040000000,-1763712000,16258000000,1229000000,1196000000,SAP
2013-09-30,EUR,27534000000,7197000000,3255000000,3255000000,None,None,20336000000,2397049000,None,3108000000,3108000000,13876000000,None,None,221000000,413000000,None,12618000000,7431000000,None,None,None,1748000000,5187000000,None,5141947000,None,None,5547000000,2655000000,None,14907000000,-1737894000,14973000000,1229000000,1195000000,SAP
2013-06-30,EUR,27494000000,7776000000,3386000000,3386000000,None,None,19717000000,2278051000,None,2996000000,2996000000,13333000000,None,None,296000000,407000000,None,13116000000,7797000000,None,None,None,1365000000,5319000000,None,5020559000,None,None,5224000000,2424000000,None,14369000000,-1730330000,14212000000,1229000000,1195000000,SAP
2013-03-31,EUR,29294000000,9269000000,4473000000,4473000000,92000000,None,20025000000,2210760000,None,3168000000,3168000000,13512000000,None,None,129000000,346000000,None,14341000000,8309000000,None,None,None,600000000,6032000000,None,5687741000,None,None,5038000000,2941000000,None,14944000000,-1709654000,14500000000,1229000000,1195000000,SAP
2012-12-31,EUR,26870000000,7033000000,2475000000,2475000000,59000000,None,19836000000,2252169000,None,3234000000,3234000000,13274000000,None,None,154000000,332000000,None,12696000000,6689000000,None,None,None,802000000,6007000000,None,5768875000,None,None,5247000000,3593000000,None,14166000000,-1762968000,13976000000,1229000000,1194000000,SAP
2012-09-30,EUR,24332000000,7656000000,3926000000,3926000000,233000000,None,16676000000,2098099000,None,2527000000,2527000000,11015000000,None,None,None,535000000,None,11023000000,7403000000,None,None,None,1000000000,3620000000,None,2631623000,None,None,1997000000,3536000000,None,13300000000,-1722704000,12880000000,1578717000,1193000000,SAP
2012-06-30,EUR,24488000000,7536000000,3376000000,3376000000,None,None,16952000000,2097821000,None,2689000000,2689000000,11163000000,None,None,745000000,918430000,None,11705000000,7465000000,None,None,None,1450000000,4240000000,None,3387423000,None,None,4204000000,2254000000,None,12774000000,-1706380000,12260000000,1555630000,1192000000,SAP
2012-03-31,EUR,25633000000,9193000000,4548000000,4548000000,None,None,16440000000,2101438000,None,2679000000,2679000000,10765000000,None,None,1028000000,721370000,None,12586000000,8142000000,None,None,None,1675000000,4444000000,None,3737520000,None,None,3271000000,2222000000,None,13038000000,-1845426000,12912000000,1637415000,1191000000,SAP
2011-12-31,EUR,23225000000,9669000000,4965000000,4965000000,11000000,None,13556000000,2012112000,None,2024000000,2024000000,8709000000,None,None,993000000,207000000,None,10518000000,6266000000,None,None,None,1331000000,4252000000,None,3675251000,None,None,2927000000,2952000000,None,12699000000,-1786382000,12466000000,1593084000,1190000000,SAP
2011-09-30,EUR,21239000000,8000000000,3911000000,3911000000,28000000,None,13239000000,2013315000,None,2081000000,2081000000,8441000000,None,None,1374000000,157000000,None,9900000000,4527000000,None,None,None,1000000,5373000000,None,3086546000,None,None,2296000000,2181000000,None,11331000000,-1839823000,11277000000,1651537000,1190000000,SAP
2011-06-30,EUR,20896000000,7680000000,3842000000,3842000000,None,None,13216000000,2124715000,None,2107000000,2107000000,8213000000,None,None,721000000,379000000,None,10899000000,5588000000,None,None,None,1395000000,5311000000,None,3333029000,None,None,2295000000,1249000000,None,9987000000,-1995460000,10033000000,1783424000,1189000000,SAP
2011-03-31,EUR,21610000000,8288000000,4477000000,4477000000,None,None,13322000000,2046607000,None,2218000000,2218000000,8264000000,None,None,252000000,345000000,None,11521000000,6212000000,None,None,None,141000000,5309000000,None,3958475000,None,None,4047000000,2504000000,None,10079000000,-1994130000,10159000000,1741672000,1189000000,SAP
2010-12-31,EUR,20841000000,7143000000,3518000000,3518000000,12000000,None,13698000000,1922678000,None,2376000000,2376000000,8431000000,None,None,158000000,356000000,None,11017000000,5149000000,None,None,None,1000000,5868000000,None,5782630000,None,None,1099000000,3315000000,None,9807000000,-1833776000,9767000000,1628106000,1188000000,SAP
2010-09-30,EUR,19086000000,6002000000,2828000000,2828000000,311000000,None,13084000000,1924542000,None,2400000000,2400000000,8285000000,None,None,258000000,223000000,None,9875000000,4050000000,None,None,None,525000000,5825000000,None,4969805000,None,None,54000000,1425000000,None,9194000000,-1891899000,9356000000,1668843000,1188000000,SAP
2010-06-30,EUR,15672000000,7366000000,3605000000,3605000000,202000000,None,8306000000,1739177000,None,829000000,829000000,5136000000,None,None,574000000,217000000,None,6701000000,4183000000,None,None,None,219000000,2518000000,None,1225413000,None,None,253000000,1347000000,None,8956000000,-1658056000,8851000000,1508106000,1189000000,SAP
2010-03-31,EUR,15193000000,6943000000,2413000000,2413000000,124000000,None,8250000000,1884172000,None,849000000,849000000,5052000000,None,None,683000000,168000000,None,6222000000,4752000000,None,None,None,265000000,1470000000,None,945467000,None,None,997000000,1531000000,None,8957000000,-1828715000,8958000000,1659640000,1190000000,SAP
2009-12-31,EUR,13374000000,5255000000,1884000000,1884000000,11000000,None,8119000000,1964917000,None,894000000,894000000,4994000000,None,None,486000000,328000000,None,4883000000,3416000000,None,None,None,4000000,1467000000,None,1001807000,None,None,703000000,2176000000,None,8477000000,-1891824000,8571000000,1757103000,1188000000,SAP
2009-09-30,EUR,14374000000,6033000000,2414000000,2414000000,329000000,None,8341000000,2007236000,None,944000000,944000000,5019000000,None,None,625000000,568000000,None,6542000000,4804000000,None,None,None,620000000,1738000000,None,None,None,None,None,2613000000,None,7812000000,-1939938000,8176000000,1793638000,1189000000,SAP
2009-06-30,EUR,21423962000,None,3809234000,3809234000,None,None,None,1940368000,None,8454060000,8454060000,7046452000,None,None,1017852000,1420226000,None,11131880000,8591456000,None,None,None,None,None,None,None,None,None,None,7538554000,None,10287876000,-1880082000,10003270000,1718852000,1189000000,SAP
2009-03-31,EUR,15217000000,6833000000,2020000000,2020000000,118000000,None,8384000000,1860518000,None,1080000000,1080000000,5014000000,None,None,1083000000,79000000,None,7809000000,6900000000,None,None,None,681000000,909000000,None,None,None,None,2000000,3617000000,None,7406000000,-1794213000,7638000000,1625799000,1188000000,SAP
2008-12-31,EUR,14195116740,5781200320,1276490180,1276490180,9338420,None,8413916420,1955620000,None,1127075460,1127075460,5008266480,None,None,382156880,225558760,None,6962151280,5832920800,None,None,None,2573812220,1129230480,None,2784000,None,None,2609729220,2110482920,None,7230810440,-1895768000,7707788200,1706469000,1188000000,SAP
2008-09-30,EUR,13595287360,4997516420,1484502110,1484502110,314915880,None,8597770940,1954443000,None,1200794110,1200794110,5071280500,None,None,110646120,446130830,None,7045888180,3788920340,None,None,None,32626420,3256967840,None,None,None,None,None,2144832480,None,6547271370,-1929097000,6874244840,1726331000,1188000000,SAP
2008-06-30,EUR,13355888100,5064536500,1411969900,1411969900,147424400,None,8291351600,2140153000,None,1214344950,1214344950,4886610500,None,None,305016000,110568300,None,7199648500,3978552450,None,None,None,None,3221096050,None,None,None,None,None,1926684400,None,6154333250,-3218891000,6966438350,1962201000,1194029851,SAP
2008-03-31,EUR,10382700060,6418371460,1610422760,1610422760,4801090,None,3964328600,2125773000,None,403977430,403977430,1425237860,None,None,598764510,211933830,None,3868306800,3204384640,None,None,None,25377190,663922160,None,None,None,None,27434800,1984907780,None,6513707390,-3048785000,7170084980,1970884000,1206193000,SAP
2007-12-31,EUR,10382700060,6418371460,1610422760,1610422760,4801090,None,3964328600,1921755000,None,403977430,403977430,1425237860,None,None,598764510,211933830,None,3868306800,3204384640,None,None,None,25377190,663922160,None,2921000,None,None,27434800,1984907780,None,6513707390,-2532160000,7170084980,1819534000,1206193000,SAP
2007-09-30,EUR,9355279500,5385417450,1609668690,1609668690,217238700,None,3969862050,1835673000,None,2277884000,2277884000,1602660990,None,None,962157210,437981250,None,3278902830,2549401260,None,None,None,None,729501570,None,None,None,None,None,1289416800,None,6075675900,-2162710000,6407840880,1771687000,1206193000,SAP
2007-06-30,EUR,9555989950,5721773650,1929667240,1929667240,262263350,None,3834216300,1718392000,None,2240264000,2240264000,1657061110,None,None,879875070,367168690,None,3701976470,2941782140,None,None,None,None,760194330,None,None,None,None,None,1233007130,None,5853274710,-2968992000,8679840000,1714336000,1208067000,SAP
2007-03-31,EUR,9502009959,6323595121,2398547252,2398547252,3976357,None,3178414838,1650352000,None,262561558,262561558,987510257,None,None,930878991,367303865,None,3357169821,2773048415,None,None,None,24555975,584121405,None,None,None,None,26169854,1733384082,None,6135385682,-2753707000,6594304119,1695823000,1221708000,SAP
2006-12-31,EUR,9502009959.78,6323595121.03,2398547252.45,2398547252.45,3976357.12,None,3178414838.75,1591816000,None,262561558.01,262561558.01,987510257.73,None,None,930878991.75,367303865.92,None,3357169821.24,2773048415.68,None,None,None,24555975.21,584121405.56,None,2130000,None,None,26169854.91,1733384082.18,None,6135385682.72,-2298667000,6594304119.61,1672769000,1221708000,SAP
2006-09-30,EUR,8713261680,5515720000,None,None,776140600,None,3197541680,1466617000,None,1271767440,1271767440,None,None,None,2792530240,985780000,None,3150264080,2472618480,None,None,None,None,677645600,None,None,None,None,None,1782365520,None,5554330040,-2013427000,8072738000,402178000,1221708000,SAP
2006-06-30,EUR,8549905000,5345940600,None,None,836599400,None,3203964400,1432526000,None,1245116600,1245116600,None,None,None,2537189200,1068324000,None,3347180200,1033814600,None,None,None,None,2313365600,None,None,None,None,None,None,None,5194898800,-2020360000,7661011000,405094000,1228597000,SAP
2006-03-31,EUR,9518140370,6652055630,3788445920,3788445920,721883750,None,2866084740,1345001000,None,909161020,909161020,None,None,None,None,876436000,None,3682844640,1436342410,None,None,None,None,2246502230,None,None,None,None,None,1436342410,None,5827045630,-1320723000,7444849000,384806000,1235617000,SAP
2005-12-31,EUR,9055862204,6324288013,3211132139,3211132139,19360872,None,2731574190,1296658000,None,765661679,765661679,741956000,None,None,209405766,635071407,None,3270404389,1361248084,None,None,None,24281511,1909156304,None,8203000,None,None,31203164,430713770,None,5777848892,-918132000,5981641685,316217735,1239168000,SAP
2005-09-30,EUR,8061711810,5563985860,3132755110,3132755110,638353920,None,2497725950,1270914000,None,633366780,633366780,None,None,None,None,770506000,None,2924957610,1648249770,None,None,None,None,1276707840,None,None,None,None,None,1648249770,None,5122623970,-916408000,6291864000,381033000,1239168000,SAP
2005-06-30,EUR,7914061260,5870710440,3444128100,3444128100,627706800,None,2043350820,1247305000,None,581454720,581454720,None,None,None,None,-825930,None,3084022620,1498237020,None,None,None,None,1585785600,None,None,None,None,None,1498237020,None,4815997830,-884364000,5022480330,315505260,1238780000,SAP
2005-03-31,EUR,8270501030,6337297450,3976721650,3976721650,560829610,None,1933203580,1305979000,None,548486730,548486730,None,None,None,None,-771430,None,3450606390,911830260,None,None,None,None,2538776130,None,None,None,None,None,911830260,None,4799066030,-849470000,6249762000,409820000,1239712000,SAP
2004-12-31,EUR,7579868550,5680943759,3194180956,3194180956,11683375,None,1898924790,1352559000,None,524505233,524505233,618290000,None,None,10156378,537247917,None,2967054448,728299661,None,None,None,27764799,2238754787,None,9852000,None,None,35036111,360325697,None,4590859270,-770537000,4826587864,315770563,1243136000,SAP
2004-09-30,EUR,6868501380,4850009580,2833930320,2833930320,477682920,None,2018491800,1244183000,None,541213140,541213140,None,None,None,None,593533000,None,2725366020,1205465820,None,None,None,None,1519900200,None,None,None,None,None,1205465820,None,4123030860,-707769000,4282258500,316042740,1243136000,SAP
2004-06-30,EUR,6894034560,4786225920,2762860800,2762860800,490264320,None,2107808640,1237387000,None,537815040,537815040,None,None,None,None,819840,None,2921909760,1442918400,None,None,None,None,1478991360,None,None,None,None,None,1442918400,None,3950808960,-587028000,4631675000,384856000,1243552000,SAP
2004-03-31,EUR,7152347920,5174332500,2918729360,2918729360,568973660,None,1978015420,1253785000,None,440731380,440731380,None,None,None,None,819840,None,3150864120,3150052460,None,None,None,None,811660,None,None,None,None,None,3150052460,None,3947914240,-549452000,4668501000,387198000,1243608000,SAP
2003-12-31,EUR,6314823718,4376636189,1338051714,1338051714,10356533,None,1938187528,1284463000,None,420600867,420600867,434749000,None,None,1349851,505007844,None,2553253488,1102288326,None,None,None,19009872,1450965162,None,15756000,None,None,31495993,342213431,None,3702970021,-581517000,3754520831,314863068,1242720000,SAP
2023-12-31,USD,135241000000,32908000000,13068000000,13068000000,1161000000,7725000000,101302000000,-472000000,None,71214000000,11036000000,60178000000,125000000,125000000,373000000,2219000000,None,112628000000,34122000000,4132000000,16984000000,12851000000,6426000000,87072000000,379000000,54588000000,6304000000,50121000000,120630000000,9292000000,11475000000,22533000000,169624000000,151276000000,59643000000,915013646,IBM
2023-09-30,USD,129321000000,27705000000,7257000000,7257000000,1399000000,6039000000,100035000000,5369000000,12848000000,70874000000,11278000000,59596000000,None,None,3721000000,2581000000,None,106165000000,30606000000,3342000000,15002000000,12814000000,6414000000,75560000000,3283000000,50664000000,6400000000,48828000000,84575000000,8126000000,12081000000,23081000000,169640000000,149506000000,59313000000,912800000,IBM
2023-06-30,USD,132213000000,34458000000,9394000000,9394000000,1501000000,6368000000,96170000000,5443000000,13145000000,66881000000,10496000000,56385000000,None,1585000000,6904000000,2731000000,None,109942000000,32513000000,3732000000,15976000000,13565000000,6785000000,77429000000,2828000000,54030000000,6780000000,50691000000,87088000000,8442000000,12103000000,22201000000,169581000000,149318000000,58963000000,909855943,IBM
