fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2021-05-02,USD,24085000000,14971000000,6305000000,6765000000,4053000000,None,9114000000,1768000000,2935000000,3606000000,127000000,3479000000,None,1569000000,460000000,778000000,251000000,12092000000,4822000000,1307000000,None,None,65000000,7270000000,253000000,5450000000,None,5450000000,5450000000,1744000000,682000000,11993000000,24995000000,29247000000,9000000,918000000,AMAT
2021-01-31,USD,23305000000,14269000000,6213000000,6623000000,3925000000,3212000000,9036000000,1638000000,2857000000,3619000000,140000000,3479000000,3272000000,1601000000,410000000,676000000,253000000,11832000000,4504000000,1076000000,3144000000,None,63000000,7514000000,249000000,5449000000,None,5449000000,5449000000,1793000000,669000000,11473000000,24245000000,28137000000,9000000,915000000,AMAT
2020-10-25,USD,22353000000,13369000000,5351000000,5738000000,3904000000,3125000000,8984000000,1604000000,2776000000,3619000000,153000000,3466000000,7996000000,1538000000,387000000,764000000,260000000,11775000000,4459000000,1124000000,2642000000,None,64000000,7121000000,259000000,5448000000,0,5448000000,5448000000,1950000000,662000000,10578000000,24245000000,27209000000,9000000,914000000,AMAT
2020-07-26,USD,21171000000,12248000000,4350000000,4756000000,3952000000,2965000000,7224000000,1530000000,2755000000,3631000000,157000000,3474000000,3192000000,1538000000,406000000,734000000,271000000,11602000000,4285000000,1118000000,2780000000,None,63000000,7513000000,259000000,5447000000,0,5447000000,5447000000,-63000000,633000000,9569000000,24195000000,26278000000,9000000,915000000,AMAT
2020-04-26,USD,21815000000,12735000000,5281000000,5704000000,3725000000,2749000000,7286000000,1534000000,2677000000,3558000000,132000000,3426000000,3450000000,1678000000,423000000,681000000,274000000,12791000000,4765000000,1062000000,2668000000,659000000,600000000,8211000000,244000000,6215000000,600000000,6215000000,6815000000,1769000000,573000000,9024000000,23995000000,25638000000,9000000,917000000,AMAT
2020-01-26,USD,19767000000,10769000000,3424000000,3960000000,3472000000,2796000000,7252000000,1555000000,2607000000,3541000000,142000000,3399000000,3691000000,1713000000,536000000,658000000,287000000,11107000000,4569000000,1043000000,2800000000,644000000,600000000,6654000000,160000000,5314000000,600000000,4714000000,5314000000,1526000000,526000000,8660000000,23796000000,25085000000,9000000,916000000,AMAT
2019-10-27,USD,19024000000,10206000000,3129000000,3618000000,3474000000,2629000000,7057000000,1529000000,2542000000,3555000000,156000000,3399000000,6285000000,1703000000,489000000,581000000,265000000,10810000000,4447000000,958000000,2672000000,1200000000,600000000,5088000000,None,5313000000,600000000,4713000000,5313000000,1553000000,163000000,8214000000,23596000000,24386000000,9000000,916000000,AMAT
2019-07-28,USD,18805000000,10042000000,3014000000,3561000000,3539000000,2455000000,6927000000,1513000000,2602000000,3569000000,170000000,3399000000,3624000000,1650000000,547000000,569000000,195000000,10689000000,3785000000,890000000,2860000000,None,-1465000000,5651000000,None,5400000000,None,5312000000,5400000000,1465000000,164000000,8116000000,23096000000,23880000000,9000000,929000000,AMAT
2019-04-28,USD,18775000000,10062000000,3116000000,3623000000,3677000000,2329000000,6870000000,1494000000,2534000000,3584000000,185000000,3399000000,3494000000,1609000000,507000000,498000000,183000000,10574000000,3605000000,903000000,None,None,-1309000000,5643000000,None,5400000000,None,5311000000,5400000000,1309000000,157000000,8201000000,22568000000,23502000000,9000000,942000000,AMAT
2019-01-27,USD,18922000000,10285000000,3192000000,3712000000,3703000000,2476000000,6781000000,1456000000,2466000000,3567000000,199000000,3368000000,3519000000,1588000000,520000000,426000000,170000000,10713000000,3776000000,978000000,None,None,-1442000000,5634000000,None,5400000000,None,5310000000,5400000000,1442000000,146000000,8209000000,21943000000,23032000000,9000000,957000000,AMAT
2018-10-28,USD,17633000000,10604000000,3440000000,4030000000,3721000000,2605000000,6575000000,1407000000,2405000000,3581000000,213000000,3368000000,1440000000,1568000000,590000000,530000000,248000000,10788000000,3922000000,996000000,None,0,0,5612000000,None,5309000000,0,5309000000,5309000000,1725000000,126000000,6845000000,21194000000,20880000000,10000000,967000000,AMAT
2018-07-29,USD,17883000000,10889000000,3374000000,3984000000,3681000000,2935000000,6565000000,1321000000,2403000000,3631000000,263000000,3368000000,1478000000,1613000000,610000000,342000000,None,11058000000,4322000000,1094000000,None,None,-1647000000,5588000000,None,5308000000,5308000000,5308000000,5308000000,1647000000,121000000,6950000000,20444000000,20191000000,10000000,994000000,AMAT
2018-04-29,USD,18498000000,11891000000,4870000000,5352000000,3494000000,2798000000,6152000000,1257000000,2355000000,3681000000,313000000,3368000000,1776000000,1214000000,482000000,380000000,None,11456000000,4580000000,1164000000,None,None,-1455000000,5594000000,None,5306000000,5306000000,5306000000,5306000000,1455000000,123000000,7324000000,19193000000,19216000000,10000000,1029000000,AMAT
2018-01-28,USD,19663000000,13029000000,6799000000,7454000000,3125000000,2204000000,6128000000,1195000000,2305000000,3730000000,362000000,3368000000,1933000000,1203000000,655000000,268000000,None,11157000000,4399000000,1041000000,None,None,-1340000000,5600000000,None,5305000000,5305000000,5305000000,5305000000,1340000000,128000000,8817000000,16694000000,18288000000,11000000,1056000000,AMAT
2017-10-29,USD,19419000000,12918000000,5010000000,7276000000,2707000000,2395000000,5594000000,1066000000,2245000000,3368000000,412000000,3368000000,3483000000,1143000000,2266000000,374000000,None,10070000000,4115000000,945000000,None,None,2450000000,5955000000,None,5304000000,0,5304000000,5304000000,-2450000000,99000000,9630000000,15912000000,18258000000,11000000,1060000000,AMAT
2017-07-30,USD,19078000000,12731000000,5278000000,7231000000,2876000000,2340000000,5873000000,996000000,2251000000,3818000000,461000000,3357000000,3088000000,1059000000,1953000000,366000000,None,10362000000,4371000000,935000000,None,None,2255000000,5991000000,None,5303000000,0,5303000000,5303000000,-2255000000,98000000,8716000000,15527000000,17383000000,11000000,1071000000,AMAT
2017-04-30,USD,18240000000,12018000000,4944000000,6744000000,2609000000,2443000000,5750000000,969000000,2203000000,3820000000,490000000,3330000000,2834000000,961000000,1800000000,284000000,None,10028000000,4097000000,929000000,None,None,200000000,5931000000,None,5502000000,200000000,5302000000,5502000000,-200000000,91000000,8212000000,15152000000,16564000000,11000000,1078000000,AMAT
2017-01-29,USD,15244000000,9094000000,3491000000,4147000000,2281000000,2460000000,5701000000,949000000,2146000000,3843000000,527000000,3316000000,1629000000,909000000,656000000,297000000,None,7557000000,3808000000,867000000,None,None,200000000,3749000000,None,3325000000,200000000,3125000000,3325000000,-200000000,93000000,7687000000,14870000000,15847000000,11000000,1078000000,AMAT
2016-10-30,USD,14570000000,8353000000,3406000000,3749000000,2050000000,2366000000,5218000000,937000000,2106000000,3341000000,575000000,3316000000,1342000000,929000000,343000000,275000000,None,7353000000,3632000000,813000000,None,None,200000000,3739000000,None,3125000000,200000000,3125000000,3325000000,1243000000,77000000,7413000000,14740000000,15252000000,11000000,1078000000,AMAT
2016-07-31,USD,13699000000,7399000000,2828000000,3266000000,2026000000,1928000000,5791000000,905000000,2153000000,3926000000,621000000,3305000000,1463000000,960000000,438000000,255000000,None,6880000000,2964000000,717000000,None,None,0,3916000000,None,3343000000,0,3343000000,3343000000,1083000000,83000000,6819000000,14569000000,14750000000,11000000,1083000000,AMAT
2016-05-01,USD,13075000000,6728000000,2470000000,2640000000,1924000000,None,6347000000,904000000,2108000000,3972000000,668000000,3304000000,None,934000000,170000000,251000000,None,6510000000,2611000000,644000000,None,None,0,3899000000,None,3343000000,0,3343000000,3343000000,986000000,82000000,6565000000,14373000000,14353000000,11000000,1113000000,AMAT
2016-01-31,USD,13326000000,6910000000,2962000000,3116000000,1835000000,None,6416000000,908000000,2070000000,4016000000,714000000,3302000000,None,996000000,154000000,334000000,None,6158000000,2307000000,549000000,None,None,0,3851000000,None,3343000000,0,3343000000,3343000000,908000000,82000000,7168000000,13473000000,14142000000,11000000,1146000000,AMAT
2015-10-25,USD,15308000000,9261000000,4797000000,4965000000,1833000000,None,6047000000,892000000,2054000000,3327000000,762000000,3302000000,None,946000000,168000000,724000000,None,7695000000,3798000000,658000000,None,None,1200000000,3897000000,None,3342000000,1200000000,3342000000,4542000000,1175000000,85000000,7613000000,12848000000,13967000000,11000000,1160000000,AMAT
2015-07-26,USD,13153000000,7043000000,2574000000,2743000000,1739000000,None,6110000000,882000000,2095000000,4115000000,811000000,3304000000,None,958000000,169000000,570000000,None,5176000000,3020000000,693000000,None,None,400000000,2156000000,None,1947000000,400000000,1547000000,1947000000,-400000000,104000000,7977000000,12149000000,13747000000,12000000,1221000000,AMAT
2015-04-26,USD,13587000000,7447000000,3067000000,3230000000,1713000000,None,6140000000,887000000,2102000000,4164000000,860000000,3304000000,None,936000000,163000000,706000000,None,5236000000,2696000000,647000000,None,None,-1175000000,2540000000,None,0,None,1947000000,1947000000,1175000000,104000000,8351000000,11524000000,13538000000,12000000,1230000000,AMAT
2015-01-25,USD,13073000000,6933000000,2929000000,3087000000,1641000000,None,6140000000,864000000,2063000000,4209000000,905000000,3304000000,None,930000000,158000000,625000000,None,5001000000,2521000000,650000000,None,None,-1087000000,2480000000,None,1947000000,None,1947000000,1947000000,1087000000,68000000,8072000000,11524000000,13297000000,12000000,1224000000,AMAT
2014-10-26,USD,13174000000,6967000000,3002000000,3162000000,1567000000,None,6207000000,861000000,1987000000,4255000000,951000000,3304000000,None,935000000,160000000,568000000,None,5306000000,2823000000,613000000,None,None,0,2449000000,None,1947000000,0,1947000000,1947000000,1270000000,71000000,7868000000,11524000000,13072000000,12000000,1221000000,AMAT
2014-07-27,USD,12851000000,6640000000,2726000000,2871000000,1547000000,None,6211000000,849000000,1980000000,4273000000,979000000,3294000000,None,957000000,145000000,600000000,None,5167000000,2755000000,583000000,None,None,-1106000000,2412000000,None,1947000000,None,1947000000,1947000000,1106000000,71000000,7684000000,11524000000,12938000000,12000000,1218000000,AMAT
2014-04-27,USD,12555000000,6401000000,2453000000,2599000000,1564000000,None,6154000000,855000000,1958000000,4312000000,1018000000,3294000000,None,836000000,146000000,623000000,None,5080000000,2662000000,606000000,None,None,-1057000000,2418000000,None,1947000000,None,1947000000,1947000000,1057000000,76000000,7475000000,11524000000,12759000000,12000000,1216000000,AMAT
2014-01-26,USD,12199000000,6014000000,2144000000,2289000000,1533000000,None,6185000000,846000000,2001000000,4351000000,1057000000,3294000000,None,833000000,145000000,682000000,None,4958000000,2477000000,645000000,None,None,-931000000,2481000000,None,1946000000,None,1946000000,1946000000,931000000,78000000,7241000000,11524000000,12619000000,12000000,1206000000,AMAT
2013-10-27,USD,12043000000,5642000000,1711000000,1891000000,1413000000,None,6401000000,850000000,1967000000,4397000000,1103000000,3294000000,None,1005000000,180000000,705000000,None,4955000000,2443000000,582000000,None,None,-1067000000,2512000000,None,1946000000,None,1946000000,1946000000,1067000000,128000000,7088000000,11524000000,12487000000,12000000,1204000000,AMAT
2013-07-28,USD,11751000000,5237000000,1745000000,1975000000,1358000000,None,6514000000,872000000,1954000000,4442000000,1148000000,3294000000,None,1055000000,230000000,734000000,None,4797000000,2202000000,515000000,None,None,-931000000,2595000000,None,1946000000,None,1946000000,1946000000,931000000,160000000,6954000000,11477000000,12425000000,12000000,1203000000,AMAT
2013-04-28,USD,11695000000,5113000000,1545000000,1770000000,1318000000,None,6582000000,886000000,1936000000,4488000000,1194000000,3294000000,None,1080000000,225000000,750000000,None,4797000000,2201000000,531000000,None,None,0,2596000000,None,1900000000,None,1946000000,1946000000,931000000,650000000,6898000000,11427000000,12378000000,12000000,1203000000,AMAT
2013-01-27,USD,11714000000,4765000000,1523000000,1753000000,1278000000,None,6949000000,900000000,2037000000,4820000000,1302000000,3518000000,None,1062000000,230000000,625000000,None,4573000000,1965000000,430000000,None,None,0,2608000000,None,1900000000,None,1946000000,1946000000,857000000,662000000,7141000000,11327000000,12626000000,12000000,1198000000,AMAT
2012-10-28,USD,12102000000,5102000000,1392000000,1937000000,1272000000,None,7000000000,910000000,2007000000,4873000000,1355000000,3518000000,None,1055000000,545000000,673000000,None,4867000000,2265000000,396000000,None,None,0,2602000000,None,1900000000,None,1946000000,1946000000,1114000000,100000000,7235000000,11279000000,12700000000,12000000,1197000000,AMAT
2012-07-29,USD,13320000000,5865000000,1529000000,2164000000,1380000000,None,7455000000,917000000,1975000000,5349000000,1410000000,3939000000,None,1058000000,635000000,288000000,None,4981000000,2408000000,443000000,None,None,-967000000,2573000000,None,1900000000,None,1946000000,1946000000,1028000000,241000000,8339000000,10763000000,13323000000,12000000,1257000000,AMAT
2012-04-29,USD,13877000000,6330000000,1761000000,2170000000,1594000000,None,7547000000,939000000,1939000000,5403000000,1464000000,3939000000,None,1071000000,409000000,209000000,None,5174000000,2666000000,507000000,None,None,1000000,2508000000,None,1900000000,1000000,1946000000,1947000000,86000000,562000000,8703000000,10264000000,13217000000,13000000,1289000000,AMAT
2012-01-29,USD,13597000000,6157000000,1681000000,1997000000,1772000000,None,7440000000,956000000,1893000000,5394000000,1519000000,3875000000,None,955000000,316000000,240000000,None,4947000000,2494000000,484000000,None,None,0,2453000000,None,1900000000,2000000,1947000000,1949000000,151000000,506000000,8650000000,10064000000,13043000000,13000000,1299000000,AMAT
2011-10-30,USD,13861000000,10355000000,5960000000,6243000000,1701000000,None,3506000000,866000000,1872000000,1546000000,211000000,1335000000,None,931000000,283000000,299000000,None,5061000000,2794000000,484000000,None,None,0,2267000000,None,1900000000,0,1947000000,1947000000,158000000,216000000,8800000000,9864000000,13029000000,13000000,1306000000,AMAT
2011-07-31,USD,14103000000,10273000000,5018000000,5757000000,1849000000,None,3830000000,854000000,1903000000,1558000000,223000000,1335000000,None,1052000000,739000000,314000000,None,5552000000,3278000000,656000000,None,None,0,2274000000,None,1900000000,0,1947000000,1947000000,278000000,327000000,8551000000,9689000000,12678000000,13000000,1318000000,AMAT
2011-05-01,USD,11957000000,7944000000,2558000000,3308000000,1794000000,None,4013000000,898000000,1896000000,1572000000,236000000,1336000000,None,1269000000,750000000,271000000,None,3775000000,3251000000,814000000,None,None,0,524000000,None,205000000,1000000,204000000,205000000,211000000,320000000,8182000000,9664000000,12308000000,13000000,1320000000,AMAT
2011-01-30,USD,11274000000,7142000000,1974000000,2746000000,1647000000,None,4132000000,893000000,1915000000,1609000000,273000000,1336000000,None,1351000000,772000000,291000000,None,3435000000,2914000000,686000000,None,None,0,521000000,None,205000000,1000000,204000000,205000000,276000000,317000000,7839000000,9546000000,11925000000,13000000,1324000000,AMAT
2010-10-31,USD,10943000000,6765000000,1858000000,2585000000,1547000000,None,4178030000,963000000,1906000000,1623000000,287000000,1336000000,None,1307000000,727000000,289000000,None,3407000000,2888000000,658000000,None,None,0,519356000,None,206000000,1000000,204000000,205529000,1381416000,315000000,7536000000,9396000000,11511000000,13000000,1327998000,AMAT
2010-08-01,USD,10726148000,6551748000,1564000000,2347799000,1590052000,None,4174400000,983790000,1881749000,1636827000,300401000,1336426000,None,1279515000,783799000,314622000,None,3448009000,2889472000,628326000,None,None,0,558537000,None,206000000,1848000,204438000,206286000,207080000,354099000,7278139000,9246407000,11135753000,13361000,1336068000,AMAT
2010-05-02,USD,10449749000,6173294000,1596000000,2334433000,1690445000,None,4276455000,1083525000,None,1682654000,346228000,1336426000,None,1230214000,738433000,277506000,None,3128668000,2575820000,None,None,None,1803000,552848000,None,204847000,1803000,204847000,206650000,153134000,348001000,7321081000,9146562000,11106136000,13430000,1342979000,AMAT
2010-01-31,USD,10003838000,5849263000,1399000000,2154122000,1664269000,None,4154575000,1128669000,1835359000,1710426000,374000000,1336426000,None,1046116000,755122000,242712000,None,2855695000,2277948000,None,None,None,2400000,577747000,None,210547000,2400000,210547000,212947000,30160000,367200000,7148143000,9046562000,10936149000,13433000,1341941000,AMAT
2009-10-25,USD,9574000000,5688947000,1576381000,1576381000,1627457000,None,3885296000,1090433000,1816524000,1477348000,306416000,1170932000,None,1052165000,638349000,264169000,None,2479635000,1939457000,477148000,None,None,1240000,540178000,None,201894000,1240000,200654000,201894000,596789000,339524000,7094000000,9046562000,10934004000,13409000,1340917000,AMAT
2009-07-26,USD,9580281000,5764792000,1555470000,2138658000,1748507000,None,3815489000,1088058000,1788673000,1499091000,327351000,1171740000,None,990167000,583188000,308817000,None,2566672000,2038983000,None,None,None,1203000,527689000,None,201200000,1203000,201200000,202403000,69763000,326489000,7013609000,9100915000,10896826000,13337000,1333278000,AMAT
2023-09-30,CNY,314251132000,271575816000,54939761000,54939761000,56413498000,None,42675316000,4727936000,None,21900000,21900000,None,None,None,147906904000,3629894000,None,152201117000,148124266000,None,None,None,15732512000,4076851000,3778289000,1623726000,14351445000,None,19753460000,62248181000,None,162050015000,None,51939270000,177000,1466275500,PDD
2023-06-30,CNY,274285357000,241206173000,31379326000,31379326000,52055133000,None,33079184000,3186338000,None,22651000,22651000,None,None,None,148129260000,2985263000,None,128941278000,125994097000,None,None,None,15386487000,2947181000,2203502000,1634852000,14431092000,None,18269446000,48852857000,None,145344079000,None,36402148000,176000,1458337000,PDD
2023-03-31,CNY,237119953000,216617876000,34326192000,34326192000,-6906526000,None,20502077000,None,None,134002000,134002000,None,None,None,115112554000,67179130000,None,119349042000,116889480000,None,None,None,14487787000,2459562000,1707845000,1554736000,13712209000,None,16934324000,37695343000,None,117770911000,None,15193035000,170000,1452303000,PDD
2022-12-31,CNY,240066250000,215810923000,19771265000,19771265000,50898735000,None,24255327000,2460928000,None,23403000,23403000,None,None,None,137263553000,2287742000,None,113556133000,111022616000,None,None,None,14441655000,2533517000,1472818000,1575755000,13885751000,None,16974790000,39159299000,None,126510117000,None,23294062000,171000,1462594500,PDD
2022-09-30,CNY,209107984000,193570296000,25601547000,25601547000,None,None,15537688000,2383445000,None,297856000,297856000,None,None,None,112207949000,50604190000,None,101978113000,85432206000,None,None,None,512838000,16545907000,1263095000,15749603000,None,None,17012698000,31965294000,None,107129871000,None,5744338000,162000,1444041250,PDD
2022-06-30,CNY,191999405000,175446301000,13057463000,13057463000,43673756000,None,16553104000,2333166000,None,None,None,None,None,None,106322578000,7664618000,None,101090196000,85714414000,None,None,None,477639000,15375782000,140345000,2220724000,None,None,15814672000,31096672000,12000,90909209000,None,-4844236000,162000,1429236750,PDD
2022-03-31,CNY,181209718000,160909168000,6426715000,6426715000,14196000,None,20300550000,2578572000,None,701220000,701220000,None,None,None,86516618000,3424687000,None,106095171000,93729714000,None,None,None,427164000,12365457000,871977000,14057021000,None,None,12760334000,29626072000,536000,75114547000,None,-17706533000,161000,1421144250,PDD
2021-12-31,CNY,168718621000,146164961000,7404992000,7404992000,14196000,None,22553660000,3141860000,None,701220000,701220000,None,None,None,87815868000,46756225000,None,92065644000,77522397000,None,None,None,418356000,14543247000,971427000,11788907000,None,None,14928998000,28876942000,996000,76652977000,None,-13740576000,162000,1422023500,PDD
2021-09-30,CNY,166528759000,157093286000,11132801000,11132801000,51230161000,None,9435473000,2967168000,None,None,None,None,None,None,86785027000,3380921000,None,98420789000,86296875000,None,None,None,338709000,12123914000,776537000,11684597000,None,None,12461134000,31612847000,1489000,68107970000,None,-24326079000,161000,1425996500,PDD
2021-06-30,CNY,156739756000,147573939000,19154777000,19154777000,48214068000,None,9165817000,937084000,None,None,None,None,None,None,73026502000,2847398000,None,91841849000,80073983000,None,None,None,302639000,11767866000,726234000,11342314000,None,None,12068548000,28043101000,1957000,64897907000,None,-25966039000,161000,1429850500,PDD
2021-03-31,CNY,158908614000,149523878000,22421189000,22421189000,1718410000,None,9384736000,879618000,None,1276751000,1276751000,None,None,None,64551094000,5159531000,None,98732726000,83882077000,None,None,None,2119352000,14850649000,690270000,11502472000,634995000,None,16967083000,25505554000,2467000,60175888000,None,-25475203000,159000,1213649250,PDD
2020-12-31,CNY,158908614000,149523878000,22421189000,22421189000,1718410000,None,9384736000,832680000,None,1276751000,1276751000,None,None,None,64551094000,5159531000,None,98732726000,83882077000,None,None,None,2119352000,14850649000,667975000,14432792000,1866316000,None,16967083000,25505554000,2918000,60175888000,None,-25475203000,159000,1213649250,PDD
2020-09-30,CNY,99410926000,90170569000,5715676000,5715676000,345299000,None,9240357000,580585000,None,None,None,None,None,None,39859089000,82446000,None,71007264000,65075548000,None,None,None,2955341000,5931716000,573121000,5504873000,2773023000,None,8851017000,20778279000,36040000,28403662000,None,-24098847000,153000,1196569000,PDD
2020-06-30,CNY,90900666000,85581966000,4209623000,4209623000,32468267000,None,5318700000,562451000,None,None,None,None,None,None,44801078000,1245451000,None,61406806000,55385755000,None,None,None,2898759000,6021051000,554824000,5572449000,2754466000,None,8881739000,17757945000,38071000,29493860000,None,-23314139000,153000,1195310750,PDD
2020-03-31,CNY,76057336000,73001463000,5768186000,5768186000,27577671000,None,3055873000,528247000,None,1994292000,1994292000,None,None,None,35288827000,950277000,None,51410470000,45767806000,None,None,None,1014482000,5642664000,515408000,5430487000,2114541000,None,6649757000,14220866000,7050000,24646866000,None,-18295461000,148000,1162499000,PDD
2019-12-31,CNY,76057336000,73001463000,5768186000,5768186000,27577671000,None,3055873000,558461000,0,1994292000,1994292000,0,None,0,35288827000,950277000,None,51410470000,45767806000,None,None,None,1014482000,5642664000,544327000,5206682000,898748000,None,6649757000,14220866000,7389000,24646866000,0,-18295461000,148000,1162499000,PDD
2019-09-30,CNY,64576062000,61589384000,15694045000,15694045000,18672032000,None,2986678000,354392000,0,2182296000,2182296000,0,None,0,24560779000,884602000,None,38619786000,33217024000,None,None,None,80882000,5402762000,335390000,5140305000,0,None,5475695000,12937485000,7949000,25956276000,0,-16543824000,148000,1162357250,PDD
2019-06-30,CNY,54360850000,51305759000,23851940000,23851940000,16812226000,None,3055091000,341144000,0,2277009000,2277009000,0,None,0.04,7935421000,1210648000,None,29253965000,28998368000,None,None,None,80026000,255597000,327452000,0,0,None,327452000,10820301000,8171000,25106885000,0,-14208816000,148000,1162357250,PDD
2019-03-31,CNY,43182063000,40390983000,14160322000,14160322000,16379364000,None,2791080000,254925000,0,2579338000,2579338000,0,None,0,7630689000,953989000,None,24359469000,24359469000,None,None,None,2703780000,172220000,236822000,0,0,None,236822000,4188273000,8435000,18822594000,0,-11327858000,142000,1113922172,PDD
2018-12-31,CNY,43182063000,40390983000,14160322000,14160322000,16379364000,None,2791080000,12988.07,0,2579338000,2579338000,0,None,0,7630689000,953989000,None,24359469000,24359469000,None,None,None,2703780000,0,0,0,0,None,None,4188273000,0,18822594000,0,-11327858000,142000,1113922172,PDD
